Ligand,Conformer,E_vdw,Area,Volume,Sigma_moment(1),Sigma_moment(2),Sigma_moment(3),Sigma_moment(4),Sigma_moment(5),Sigma_moment(6),H_bond(accept),H_bond(donor)
45_cs,CONF_0007,-21.3294,566.0377,882.3222,-100.0,160.0,-58.2,92.4,-35.9,75.9,0.3812,0.0948
45_cs,CONF_0011,-21.4099,568.4648,885.0853,-100.0,160.0,-59.5,90.8,-39.3,71.0,0.2165,0.0862
45_cs,CONF_0025,-21.1911,561.0994,877.6868,-100.0,157.0,-53.3,91.5,-25.8,81.3,0.6528,0.0762
45_cs,CONF_0028,-21.3099,565.5574,881.3524,-100.0,160.0,-58.1,92.4,-35.3,75.8,0.3834,0.0772
45_cs,CONF_0029,-21.2042,561.4478,878.1189,-100.0,157.0,-53.3,91.7,-25.7,81.5,0.652,0.0737
45_cs,CONF_0033,-21.5195,570.2402,887.9901,-100.0,156.0,-59.8,85.7,-40.4,65.2,0.1676,0.0751
45_cs,CONF_0040,-21.3059,565.4571,881.2087,-100.0,160.0,-58.1,92.5,-35.3,75.9,0.3841,0.0769
45_cs,CONF_0045,-21.4827,570.0003,892.009,-100.0,159.0,-60.0,90.2,-40.4,71.5,0.228,0.1254
45_cs,CONF_0047,-21.23,561.9045,878.1179,-100.0,157.0,-53.2,91.6,-25.5,81.5,0.651,0.073
45_cs,CONF_0052,-21.5251,569.3254,888.6611,-100.0,159.0,-54.9,92.8,-30.2,78.8,0.4875,0.077
45_cs,CONF_0060,-21.2714,565.0813,888.9915,-100.0,162.0,-57.3,98.2,-34.2,86.5,0.5229,0.1741
45_cs,CONF_0064,-21.3794,565.3076,884.8988,-100.0,161.0,-58.5,97.3,-36.4,85.6,0.4811,0.1632
45_cs,CONF_0065,-21.5277,570.5149,888.4308,-100.0,156.0,-60.0,85.8,-40.7,65.3,0.1665,0.0764
45_cs,CONF_0078,-21.4848,570.0635,892.0838,-100.0,159.0,-60.0,90.0,-40.3,71.1,0.2223,0.124
45_cs,CONF_0086,-21.167,560.3706,876.9363,-100.0,157.0,-53.4,91.6,-25.9,81.2,0.6445,0.0756
45_cs,CONF_0089,-21.5274,569.4089,888.9632,-100.0,159.0,-54.9,92.7,-30.2,78.5,0.4831,0.0716
45_cs,CONF_0092,-21.3466,567.3871,891.8693,-100.0,156.0,-56.7,86.8,-35.6,66.6,0.2201,0.061
45_cs,CONF_0098,-21.5253,570.4685,888.1453,-100.0,156.0,-59.9,85.8,-40.6,65.4,0.1699,0.0761
45_cs,CONF_0109,-21.3662,567.6398,892.7548,-100.0,161.0,-59.1,94.2,-40.0,76.8,0.2419,0.1775
45_cs,CONF_0110,-21.5417,569.7251,889.0748,-100.0,159.0,-54.9,92.8,-30.2,78.7,0.4875,0.0768
45_cs,CONF_0111,-21.3772,565.271,884.6919,-100.0,160.0,-58.5,97.3,-36.3,85.6,0.4814,0.1602
45_cs,CONF_0130,-21.2923,564.3867,887.2901,-100.0,159.0,-59.7,91.0,-40.3,72.7,0.2207,0.1448
45_cs,CONF_0141,-21.1292,562.0914,881.4798,-100.0,164.0,-60.2,97.9,-40.8,80.9,0.2862,0.1384
45_cs,CONF_0148,-21.557,570.1743,886.3001,-100.0,159.0,-56.7,91.5,-33.6,75.4,0.4,0.072
45_cs,CONF_0149,-20.9663,557.4356,876.3813,-100.0,164.0,-57.1,103.0,-31.5,94.7,0.7194,0.1256
45_cs,CONF_0151,-21.8571,579.3954,890.2768,-100.0,158.0,-55.1,90.0,-29.8,75.1,0.515,0.0533
45_cs,CONF_0157,-21.2587,563.0476,884.5026,-100.0,157.0,-55.0,90.6,-30.8,76.5,0.5027,0.0591
45_cs,CONF_0166,-21.4835,570.0452,892.1012,-100.0,159.0,-60.0,90.1,-40.6,71.2,0.221,0.1263
45_cs,CONF_0174,-21.2395,561.8821,880.1784,-100.0,156.0,-55.7,92.3,-31.0,82.3,0.603,0.0949
45_cs,CONF_0175,-21.5339,571.9668,894.2701,-100.0,159.0,-59.2,89.2,-38.8,69.5,0.2244,0.0791
45_cs,CONF_0180,-21.2118,561.9025,883.7864,-100.0,157.0,-55.5,91.1,-31.3,77.0,0.5041,0.0561
45_cs,CONF_0181,-21.3592,565.3375,881.5576,-100.0,156.0,-55.9,90.9,-31.0,80.4,0.6013,0.081
45_cs,CONF_0185,-21.3325,564.7365,881.1297,-100.0,158.0,-52.1,92.3,-25.2,81.0,0.6168,0.1008
45_cs,CONF_0190,-21.6339,573.1185,885.5645,-100.0,158.0,-56.6,90.3,-34.0,73.5,0.3501,0.1298
45_cs,CONF_0191,-21.4218,568.7593,884.6921,-100.0,160.0,-59.4,90.8,-39.1,71.1,0.2231,0.0945
45_cs,CONF_0208,-21.3216,564.4376,880.754,-100.0,158.0,-52.3,92.1,-25.8,80.3,0.5932,0.1027
45_cs,CONF_0212,-21.7652,576.6124,893.2844,-100.0,157.0,-58.1,86.0,-38.3,65.1,0.1836,0.0554
45_cs,CONF_0214,-21.4936,568.2545,884.8167,-100.0,159.0,-56.7,91.9,-33.8,75.9,0.4,0.0751
45_cs,CONF_0217,-21.8526,579.3226,890.1766,-100.0,158.0,-55.0,89.9,-29.5,75.1,0.522,0.0498
46_cs,CONF_0002,-21.3125,565.632,881.608,-100.0,160.0,-58.1,92.5,-35.4,76.0,0.3847,0.0799
46_cs,CONF_0007,-21.3079,565.5354,881.2977,-100.0,160.0,-58.1,92.5,-35.3,75.9,0.3846,0.0775
46_cs,CONF_0010,-21.3357,566.219,881.7517,-100.0,160.0,-58.0,92.3,-35.2,75.7,0.3856,0.075
46_cs,CONF_0023,-21.1482,560.4583,880.4193,-100.0,157.0,-54.5,89.9,-29.0,74.5,0.4956,0.0408
46_cs,CONF_0026,-21.4142,568.5719,885.1042,-100.0,160.0,-59.5,90.8,-39.2,71.3,0.2251,0.0938
46_cs,CONF_0029,-21.2467,562.4649,879.7086,-100.0,157.0,-54.6,90.1,-29.4,75.5,0.5085,0.0725
46_cs,CONF_0030,-21.4666,568.2397,885.6723,-100.0,155.0,-58.4,87.1,-36.4,70.2,0.3553,0.0668
46_cs,CONF_0036,-21.341,566.3659,882.3408,-100.0,160.0,-58.1,92.2,-35.6,75.7,0.3926,0.0819
46_cs,CONF_0043,-21.2421,562.346,879.9864,-100.0,157.0,-54.6,90.2,-29.5,75.7,0.5111,0.0736
46_cs,CONF_0047,-21.3053,564.7184,888.0693,-100.0,159.0,-59.7,91.0,-40.3,72.6,0.2168,0.1424
46_cs,CONF_0060,-21.5429,569.935,888.8925,-100.0,158.0,-53.0,92.7,-26.5,81.0,0.5954,0.0686
46_cs,CONF_0061,-21.4619,568.4948,885.9967,-100.0,156.0,-58.7,87.4,-37.1,70.2,0.334,0.0737
46_cs,CONF_0067,-21.1247,562.0108,882.1256,-100.0,164.0,-60.2,97.7,-40.8,80.5,0.2787,0.1323
46_cs,CONF_0070,-21.4611,570.5165,892.3642,-100.0,162.0,-56.5,96.9,-33.2,84.2,0.5098,0.1579
46_cs,CONF_0075,-21.4779,567.8714,877.8892,-100.0,159.0,-56.2,92.4,-32.9,76.2,0.3792,0.0945
46_cs,CONF_0076,-21.3035,564.6988,887.7404,-100.0,159.0,-59.7,91.0,-40.4,72.7,0.2171,0.1478
46_cs,CONF_0078,-21.1246,561.9943,882.084,-100.0,164.0,-60.2,97.9,-40.8,80.8,0.2836,0.1356
46_cs,CONF_0079,-21.3067,566.2949,890.1797,-100.0,157.0,-56.8,87.7,-35.1,68.4,0.2753,0.0634
46_cs,CONF_0080,-21.6019,571.4531,891.1216,-100.0,158.0,-53.7,91.5,-28.7,77.5,0.4939,0.0714
46_cs,CONF_0088,-21.4554,568.3465,885.7034,-100.0,155.0,-58.6,87.3,-36.8,70.1,0.3368,0.0705
46_cs,CONF_0089,-21.2358,564.5176,888.1309,-100.0,156.0,-56.5,88.0,-34.7,69.3,0.2981,0.0655
46_cs,CONF_0098,-21.1091,561.6544,881.6503,-100.0,164.0,-60.3,97.9,-40.9,80.8,0.2838,0.135
46_cs,CONF_0103,-21.5373,569.7901,888.8177,-100.0,158.0,-53.0,92.6,-26.5,80.9,0.5953,0.0695
46_cs,CONF_0123,-21.4692,570.7341,892.5716,-100.0,162.0,-56.4,97.0,-33.0,84.4,0.5165,0.1569
46_cs,CONF_0124,-21.6054,571.5199,891.0063,-100.0,158.0,-53.7,91.5,-28.6,77.5,0.4964,0.0703
46_cs,CONF_0126,-21.5275,569.4103,888.7972,-100.0,159.0,-54.9,92.7,-30.1,78.8,0.4916,0.0753
46_cs,CONF_0141,-21.3158,565.1315,888.5106,-100.0,159.0,-59.5,90.7,-40.1,72.1,0.2095,0.1401
46_cs,CONF_0144,-21.7429,575.9415,886.8609,-100.0,159.0,-54.9,90.3,-29.5,75.4,0.523,0.0505
46_cs,CONF_0146,-21.1183,559.5185,880.7605,-100.0,157.0,-55.0,92.1,-29.7,79.9,0.5965,0.0573
46_cs,CONF_0148,-21.1267,562.0527,881.9618,-100.0,164.0,-60.2,97.8,-40.7,80.6,0.2833,0.13
46_cs,CONF_0154,-21.1045,561.4799,880.492,-100.0,164.0,-60.4,98.1,-41.1,81.0,0.2814,0.1388
46_cs,CONF_0158,-21.1193,561.8806,881.9201,-100.0,164.0,-60.2,98.0,-40.8,80.9,0.2877,0.1382
46_cs,CONF_0161,-21.2926,564.4905,887.7,-100.0,159.0,-59.5,90.8,-40.1,72.4,0.2218,0.1373
46_cs,CONF_0163,-21.8556,579.3729,890.3532,-100.0,158.0,-54.9,89.8,-29.5,75.0,0.5236,0.0501
46_cs,CONF_0165,-21.0878,558.696,880.3167,-100.0,157.0,-55.0,91.9,-29.6,79.7,0.5977,0.0587
46_cs,CONF_0166,-21.3597,566.812,889.8046,-100.0,159.0,-58.7,89.9,-38.5,70.6,0.2212,0.0963
46_cs,CONF_0186,-21.6705,573.9308,886.6683,-100.0,159.0,-57.0,90.5,-34.5,73.4,0.3439,0.1217
46_cs,CONF_0195,-21.2827,563.1728,881.1277,-100.0,156.0,-56.2,91.9,-31.6,81.9,0.6033,0.0986
46_cs,CONF_0202,-21.8525,579.3115,890.047,-100.0,158.0,-55.1,89.8,-29.8,74.8,0.514,0.0508
46_cs,CONF_0203,-21.2362,561.8109,880.2416,-100.0,156.0,-55.4,92.1,-30.5,82.4,0.6126,0.0919
47_cs,CONF_0001,-21.1778,550.0007,842.5964,-100.0,131.0,-59.0,60.7,-39.5,38.8,0.0,0.1184
47_cs,CONF_0002,-21.5718,560.5666,857.5489,-100.0,126.0,-53.8,53.7,-31.8,30.2,0.0,0.0372
47_cs,CONF_0003,-21.5125,558.945,856.124,-100.0,127.0,-55.6,55.3,-33.7,31.8,0.0,0.0261
47_cs,CONF_0004,-21.5562,560.2517,856.4859,-100.0,125.0,-52.8,52.9,-30.4,28.9,0.0,0.011
47_cs,CONF_0005,-21.5893,561.1924,858.2663,-100.0,125.0,-53.0,53.0,-30.7,29.0,0.0,0.0117
47_cs,CONF_0006,-21.8498,567.5255,856.099,-100.0,128.0,-53.6,53.5,-31.2,29.3,0.0,0.0218
47_cs,CONF_0007,-21.485,557.4958,846.1481,-100.0,129.0,-56.6,57.8,-35.9,35.0,0.0,0.0519
47_cs,CONF_0008,-21.5776,560.7543,857.7274,-100.0,127.0,-55.0,54.6,-32.9,31.0,0.0,0.031
47_cs,CONF_0009,-21.1087,548.9672,843.1684,-100.0,129.0,-57.5,59.9,-38.2,38.5,0.0,0.1213
47_cs,CONF_0010,-21.0883,548.5137,838.93,-100.0,130.0,-56.0,58.8,-36.0,36.1,0.0,0.0765
47_cs,CONF_0011,-21.5097,559.1084,854.4407,-100.0,126.0,-53.0,53.2,-30.7,29.2,0.0,0.0114
47_cs,CONF_0012,-21.744,564.5767,848.7081,-100.0,129.0,-57.1,57.0,-35.6,33.7,0.0,0.0644
47_cs,CONF_0013,-21.7544,564.6452,847.4143,-100.0,129.0,-57.6,57.3,-36.1,34.2,0.0,0.07
47_cs,CONF_0015,-21.2465,552.8233,846.1583,-100.0,128.0,-55.2,56.7,-34.0,33.3,0.0,0.05
47_cs,CONF_0016,-21.448,557.3579,854.7802,-100.0,126.0,-53.8,53.7,-31.4,29.7,0.0,0.012
48_cs,CONF_0001,-21.4272,556.0145,845.3493,-100.0,129.0,-56.9,58.4,-36.8,36.2,0.0,0.0887
48_cs,CONF_0002,-21.5972,561.1702,858.3816,-100.0,126.0,-54.9,54.5,-32.9,31.0,0.0,0.0311
48_cs,CONF_0003,-21.472,557.9916,855.7002,-100.0,126.0,-53.7,53.7,-31.4,29.7,0.0,0.0118
48_cs,CONF_0004,-21.5958,561.2831,858.316,-100.0,125.0,-53.0,53.0,-30.7,29.1,0.0,0.0113
48_cs,CONF_0005,-21.5743,559.9542,848.938,-100.0,128.0,-55.5,55.7,-33.9,32.4,0.0,0.049
48_cs,CONF_0006,-21.4551,556.7077,844.5846,-100.0,129.0,-56.8,58.0,-36.3,35.5,0.0,0.0721
48_cs,CONF_0007,-21.1108,549.0295,843.0568,-100.0,129.0,-57.5,59.9,-38.2,38.5,0.0,0.1223
48_cs,CONF_0008,-21.0922,548.6127,839.0917,-100.0,130.0,-55.9,58.8,-36.0,36.1,0.0,0.0779
48_cs,CONF_0009,-21.5928,561.2149,858.256,-100.0,126.0,-53.0,53.0,-30.6,29.0,0.0,0.011
48_cs,CONF_0010,-21.8841,567.8712,847.9057,-100.0,129.0,-58.2,57.4,-36.6,34.4,0.0,0.0766
48_cs,CONF_0011,-21.7386,564.3113,847.5428,-100.0,129.0,-57.5,57.2,-35.9,34.0,0.0,0.0726
48_cs,CONF_0013,-21.2655,553.3,846.9116,-100.0,128.0,-55.2,56.6,-34.0,33.3,0.0,0.0512
48_cs,CONF_0015,-21.5918,561.194,858.3314,-100.0,126.0,-53.0,53.0,-30.6,29.0,0.0,0.0113
48_cs,CONF_0016,-21.248,552.8581,846.4059,-100.0,128.0,-55.1,56.6,-34.0,33.3,0.0,0.053
48_cs,CONF_0017,-21.4483,557.4076,855.0088,-100.0,126.0,-53.9,54.0,-31.7,30.0,0.0,0.0122
49_cs,CONF_0001,-21.1765,549.9137,842.6685,-100.0,131.0,-59.1,60.5,-39.1,38.1,0.0,0.0901
49_cs,CONF_0002,-21.4486,556.4756,845.6647,-100.0,129.0,-57.0,58.2,-36.8,35.9,0.0,0.0763
49_cs,CONF_0003,-21.5757,560.6328,856.3057,-100.0,126.0,-53.3,53.0,-30.8,29.0,0.0,0.0134
49_cs,CONF_0004,-21.5065,559.0045,855.4808,-100.0,126.0,-53.0,53.1,-30.7,29.1,0.0,0.0098
49_cs,CONF_0005,-21.5134,559.142,854.5953,-100.0,126.0,-52.8,52.9,-30.5,28.9,0.0,0.0106
49_cs,CONF_0006,-21.7991,566.1842,854.6656,-100.0,128.0,-53.9,53.8,-31.7,29.7,0.0,0.0225
49_cs,CONF_0007,-21.478,557.28,845.4455,-100.0,129.0,-56.7,57.7,-36.1,35.0,0.0,0.0565
49_cs,CONF_0008,-21.5309,559.4352,855.2013,-100.0,126.0,-53.8,53.5,-31.3,29.5,0.0,0.0184
49_cs,CONF_0009,-21.1138,549.0742,843.3042,-100.0,129.0,-57.5,59.8,-38.3,38.4,0.0,0.1232
49_cs,CONF_0010,-21.0039,546.1311,837.6772,-100.0,131.0,-58.1,61.4,-39.7,40.4,0.0,0.1375
49_cs,CONF_0011,-21.9052,568.1958,850.4325,-100.0,128.0,-57.4,56.8,-35.9,34.0,0.0,0.0904
49_cs,CONF_0012,-21.6811,562.9758,845.2966,-100.0,129.0,-57.0,57.4,-35.8,34.4,0.0,0.0807
49_cs,CONF_0014,-21.1478,549.9704,843.9755,-100.0,129.0,-57.5,59.5,-37.9,37.8,0.0,0.1046
49_cs,CONF_0015,-21.4387,557.1009,854.0669,-100.0,126.0,-53.7,53.8,-31.4,29.8,0.0,0.0118
49_cs,CONF_0016,-21.2837,553.7505,846.4682,-100.0,128.0,-54.8,55.8,-33.4,32.3,0.0,0.0424
4_cs,CONF_0016,-23.1977,611.664,957.5882,-100.0,153.0,-35.9,99.5,7.186687,117.0,1.7368,0.2995
4_cs,CONF_0017,-23.1959,611.8382,956.4543,-100.0,154.0,-42.0,119.0,-48.4,274.0,1.7487,0.84
4_cs,CONF_0019,-22.2349,585.274,942.2543,-100.0,138.0,-40.6,70.3,-13.0,57.5,0.5137,0.0565
4_cs,CONF_0021,-22.2353,585.3039,941.9909,-100.0,138.0,-40.4,70.1,-12.7,57.2,0.5141,0.0476
4_cs,CONF_0022,-23.1841,611.2979,957.2498,-100.0,153.0,-35.8,99.4,7.296109,117.0,1.7324,0.295
4_cs,CONF_0025,-22.2843,586.528,944.1938,-100.0,137.0,-40.3,70.2,-12.4,57.8,0.5267,0.0562
4_cs,CONF_0027,-22.2364,585.3508,942.4166,-100.0,138.0,-40.5,70.1,-12.9,57.1,0.5097,0.0478
4_cs,CONF_0031,-22.5119,592.0383,956.3161,-100.0,138.0,-39.4,71.2,-7.963274,60.9,0.6712,0.0244
4_cs,CONF_0033,-22.6067,595.6432,949.9678,-100.0,145.0,-37.1,75.2,-3.954892,64.3,0.7686,0.0066
4_cs,CONF_0036,-22.6576,596.94,951.863,-100.0,145.0,-37.0,75.2,-3.872646,64.2,0.7689,0.0063
4_cs,CONF_0038,-22.6596,596.9984,951.7844,-100.0,145.0,-36.9,75.2,-3.535212,64.4,0.7784,0.0049
4_cs,CONF_0041,-23.2024,611.9769,956.4001,-100.0,154.0,-42.2,120.0,-51.2,285.0,1.7754,0.8737
4_cs,CONF_0044,-22.2816,586.4707,944.1916,-100.0,137.0,-40.4,69.9,-12.8,57.0,0.5092,0.0507
4_cs,CONF_0049,-22.5847,596.3199,970.7426,-100.0,144.0,-34.9,85.1,5.655275,89.1,1.3286,0.0853
4_cs,CONF_0050,-22.593,596.4835,970.8856,-100.0,143.0,-34.9,85.0,5.501787,89.0,1.3227,0.0853
4_cs,CONF_0051,-22.2787,586.3984,944.1631,-100.0,137.0,-40.6,70.0,-13.1,57.0,0.5034,0.0516
4_cs,CONF_0052,-22.7391,598.9733,954.8567,-100.0,145.0,-37.3,75.0,-3.799178,64.2,0.7728,0.0047
4_cs,CONF_0054,-22.5819,596.2775,970.4897,-100.0,144.0,-35.1,84.8,5.124992,88.3,1.3068,0.0854
4_cs,CONF_0058,-22.5983,596.6057,971.0676,-100.0,143.0,-35.2,84.8,4.963933,88.3,1.3044,0.0859
4_cs,CONF_0059,-23.1957,611.8075,956.0323,-100.0,154.0,-42.1,119.0,-50.0,281.0,1.7637,0.8433
4_cs,CONF_0060,-23.2044,612.0435,956.3485,-100.0,154.0,-42.3,119.0,-51.2,281.0,1.7288,0.8426
4_cs,CONF_0061,-22.27,586.1631,943.7504,-100.0,137.0,-40.4,70.1,-12.9,57.2,0.5064,0.0519
4_cs,CONF_0063,-22.2484,585.6125,942.8386,-100.0,137.0,-40.5,70.0,-12.7,57.1,0.5141,0.0468
4_cs,CONF_0064,-22.3576,588.9556,955.1651,-100.0,139.0,-36.5,74.0,-3.73593,66.6,0.8198,0.0556
4_cs,CONF_0067,-22.3537,588.8636,955.2113,-100.0,139.0,-36.5,73.9,-3.738726,66.4,0.8162,0.053
4_cs,CONF_0068,-23.1862,611.5107,955.6604,-100.0,154.0,-42.3,120.0,-50.4,281.0,1.764,0.8748
4_cs,CONF_0069,-22.3671,589.2111,955.5334,-100.0,139.0,-36.5,74.0,-3.651971,66.7,0.8227,0.056
4_cs,CONF_0070,-22.4101,589.6706,949.133,-100.0,137.0,-40.4,70.6,-12.2,58.6,0.5461,0.0538
4_cs,CONF_0071,-22.4572,591.461,958.7459,-100.0,139.0,-37.2,73.7,-4.390103,66.2,0.8107,0.0557
4_cs,CONF_0072,-22.4646,590.6977,959.416,-100.0,134.0,-41.9,70.9,-13.6,63.9,0.6418,0.1474
4_cs,CONF_0074,-23.1963,611.8133,955.9099,-100.0,154.0,-42.2,119.0,-47.4,268.0,1.7423,0.8684
4_cs,CONF_0080,-22.2607,585.9526,943.3501,-100.0,138.0,-40.5,70.0,-13.0,56.9,0.5012,0.0473
4_cs,CONF_0088,-22.5737,596.092,969.9019,-100.0,144.0,-35.1,84.9,5.127759,88.3,1.3064,0.0857
4_cs,CONF_0093,-22.3113,585.6409,950.7276,-100.0,132.0,-42.1,66.9,-14.2,57.9,0.5596,0.1395
4_cs,CONF_0095,-22.4789,591.1515,960.4493,-100.0,134.0,-42.2,70.6,-14.5,62.3,0.5946,0.1426
4_cs,CONF_0100,-22.4913,591.4051,960.8952,-100.0,134.0,-42.0,71.0,-13.6,63.9,0.6422,0.1466
4_cs,CONF_0103,-22.4913,592.0345,954.5144,-100.0,137.0,-37.4,69.0,-6.815728,56.8,0.6045,0.0208
4_cs,CONF_0126,-22.4732,591.6069,953.6097,-100.0,137.0,-37.4,69.4,-6.870776,57.5,0.6158,0.0333
4_cs,CONF_0164,-22.8167,600.7339,964.7712,-100.0,143.0,-31.0,87.6,16.3,102.0,1.7577,0.0874
4_cs,CONF_0171,-22.4691,592.7144,942.2276,-100.0,142.0,-37.3,74.4,-5.256887,63.7,0.7437,0.0205
50_cs,CONF_0001,-21.2305,551.3026,843.5068,-100.0,131.0,-58.9,60.3,-38.9,38.0,0.0,0.0954
50_cs,CONF_0002,-21.6948,563.8783,859.2731,-100.0,126.0,-52.8,52.7,-30.5,28.8,0.0,0.0128
50_cs,CONF_0003,-21.6335,561.4002,850.1516,-100.0,128.0,-55.9,56.1,-34.6,33.1,0.0,0.0586
50_cs,CONF_0004,-21.69,563.7233,859.1826,-100.0,126.0,-52.9,52.7,-30.5,28.8,0.0,0.0125
50_cs,CONF_0005,-21.1323,549.6585,840.6231,-100.0,130.0,-55.7,58.3,-35.5,35.4,0.0,0.0638
50_cs,CONF_0006,-21.7092,563.8228,854.9943,-100.0,127.0,-54.2,54.1,-32.1,30.2,0.0,0.0225
51_cs,CONF_0004,-22.4685,584.0498,916.2199,-100.0,130.0,-52.4,52.7,-29.8,27.6,0.0,0.0223
51_cs,CONF_0008,-22.4742,584.2199,916.3737,-100.0,130.0,-52.4,52.7,-29.8,27.6,0.0,0.0224
51_cs,CONF_0010,-21.9914,571.9055,910.7919,-100.0,130.0,-53.2,54.3,-32.0,30.5,0.0,0.0873
51_cs,CONF_0011,-22.3927,581.8,920.0644,-100.0,130.0,-55.3,55.2,-34.4,32.8,0.0,0.1522
51_cs,CONF_0012,-22.1973,576.763,914.102,-100.0,130.0,-54.5,55.2,-33.8,32.7,0.0,0.1498
51_cs,CONF_0013,-21.9632,571.1606,909.6492,-100.0,130.0,-53.4,54.5,-32.3,30.9,0.0,0.0886
52_cs,CONF_0003,-22.0116,572.3415,911.1438,-100.0,130.0,-53.1,54.2,-31.9,30.4,0.0,0.0807
52_cs,CONF_0004,-22.4834,584.4365,916.3428,-100.0,130.0,-52.5,52.8,-29.9,27.7,0.0,0.0257
52_cs,CONF_0005,-22.3429,580.5102,919.1002,-100.0,130.0,-55.0,55.0,-33.8,32.0,0.0,0.1231
52_cs,CONF_0008,-22.4817,584.3659,916.2987,-100.0,130.0,-52.3,52.6,-29.7,27.5,0.0,0.026
52_cs,CONF_0010,-21.9756,571.5053,910.4921,-100.0,130.0,-53.3,54.3,-32.1,30.6,0.0,0.085
52_cs,CONF_0011,-22.198,576.7831,914.5112,-100.0,130.0,-54.3,54.9,-33.3,31.9,0.0,0.1202
52_cs,CONF_0012,-22.1989,576.8014,914.5559,-100.0,130.0,-54.3,54.8,-33.3,31.9,0.0,0.1217
52_cs,CONF_0013,-22.4775,584.3057,916.7495,-100.0,130.0,-52.5,52.8,-29.9,27.7,0.0,0.0258
52_cs,CONF_0014,-22.3793,581.4531,919.7381,-100.0,130.0,-55.2,55.1,-34.2,32.3,0.0,0.1311
52_cs,CONF_0015,-21.9823,571.62,910.6828,-100.0,130.0,-53.3,54.2,-32.0,30.5,0.0,0.0792
52_cs,CONF_0016,-22.4878,584.5526,916.327,-100.0,130.0,-52.5,52.7,-29.9,27.6,0.0,0.0242
53_cs,CONF_0001,-16.5854,397.4838,529.2864,-100.0,97.3,-65.6,60.2,-54.2,54.2,0.0,0.4869
54_cs,CONF_0001,-16.0032,385.1778,523.7632,-100.0,97.7,-69.9,66.6,-63.1,65.7,0.0,0.7121
55_cs,CONF_0001,-22.5631,590.9075,928.6757,-100.0,150.0,-78.7,100.0,-101.0,141.0,0.0,2.5036
55_cs,CONF_0002,-22.5196,590.6713,923.2502,-100.0,148.0,-82.6,101.0,-106.0,147.0,0.0,2.5996
55_cs,CONF_0003,-22.9199,598.2519,926.3758,-100.0,147.0,-78.9,97.4,-102.0,143.0,0.0,2.5334
55_cs,CONF_0004,-22.544,589.9061,925.7753,-100.0,151.0,-79.1,100.0,-101.0,141.0,0.0,2.5018
55_cs,CONF_0005,-22.4429,588.1012,917.3159,-100.0,150.0,-79.8,101.0,-104.0,148.0,0.0,2.5691
55_cs,CONF_0007,-22.934,599.9832,923.5907,-100.0,148.0,-77.4,98.8,-102.0,146.0,0.0,2.6089
56_cs,CONF_0001,-22.5646,590.9146,928.7189,-100.0,150.0,-79.0,101.0,-102.0,144.0,0.0,2.5538
56_cs,CONF_0002,-23.2487,607.0549,928.3625,-100.0,146.0,-83.9,101.0,-108.0,150.0,0.0,2.6564
56_cs,CONF_0003,-22.9145,598.2016,925.8024,-100.0,147.0,-78.6,97.0,-101.0,142.0,0.0,2.5297
56_cs,CONF_0004,-22.4922,587.8132,923.9404,-100.0,152.0,-80.8,103.0,-105.0,148.0,0.0,2.5953
56_cs,CONF_0005,-22.4566,588.4438,917.6912,-100.0,150.0,-79.9,101.0,-104.0,149.0,0.0,2.5921
57_cs,CONF_0002,-20.318,531.4943,827.5221,-100.0,98.0,-42.4,37.5,-22.6,19.5,0.0,0.0121
57_cs,CONF_0003,-19.9928,523.359,828.0898,-100.0,95.3,-39.8,35.9,-20.0,17.8,0.0,0.0005
57_cs,CONF_0004,-19.7834,517.7183,817.1057,-100.0,98.2,-44.2,39.9,-24.8,22.1,0.0,0.0063
57_cs,CONF_0008,-20.0077,523.4249,822.7894,-100.0,98.0,-44.4,39.3,-24.7,21.5,0.0,0.007
57_cs,CONF_0011,-20.1794,528.2339,823.4087,-100.0,97.4,-40.9,37.5,-21.2,19.3,0.0,0.0035
57_cs,CONF_0012,-20.0582,524.4025,824.0966,-100.0,97.9,-43.7,38.0,-23.4,19.9,0.0,0.0036
57_cs,CONF_0014,-20.0833,525.0357,824.6816,-100.0,98.0,-43.7,38.1,-23.4,19.9,0.0,0.004
57_cs,CONF_0017,-20.1106,526.5458,819.0145,-100.0,100.0,-44.2,39.8,-24.1,21.2,0.0,0.0066
57_cs,CONF_0020,-19.9215,521.3133,826.3266,-100.0,96.0,-41.4,37.8,-22.8,21.2,0.0,0.0637
57_cs,CONF_0022,-20.0503,524.209,824.0475,-100.0,98.0,-43.5,38.1,-23.3,19.9,0.0,0.0041
57_cs,CONF_0023,-20.003,523.6281,828.0291,-100.0,95.4,-39.7,35.9,-19.9,17.8,0.0,0.0004
57_cs,CONF_0024,-20.065,524.5762,824.2978,-100.0,97.9,-43.7,38.1,-23.5,19.9,0.0,0.0041
57_cs,CONF_0026,-19.922,521.7122,827.4799,-100.0,97.6,-42.5,37.7,-22.5,19.5,0.0,0.0002
57_cs,CONF_0027,-20.1098,525.5661,824.8545,-100.0,97.8,-43.3,37.7,-23.0,19.5,0.0,0.0035
57_cs,CONF_0029,-20.0503,524.2188,824.0354,-100.0,97.9,-43.5,38.0,-23.3,19.9,0.0,0.0033
57_cs,CONF_0031,-20.1115,526.3385,824.2462,-100.0,97.2,-41.3,36.0,-20.6,17.3,0.0,0.0
