Ligand,Conformer,E_vdw,Area,Volume,Sigma_moment(1),Sigma_moment(2),Sigma_moment(3),Sigma_moment(4),Sigma_moment(5),Sigma_moment(6),H_bond(accept),H_bond(donor)
100_cs,CONF_0001,-22.4019,581.7158,914.6911,-100.0,134.0,-62.8,66.5,-52.5,61.8,0.0,0.6075
100_cs,CONF_0002,-22.8949,594.0032,929.4758,-100.0,133.0,-57.5,56.7,-35.5,32.3,0.0,0.0375
100_cs,CONF_0004,-22.906,594.221,928.3392,-100.0,133.0,-57.2,56.2,-34.8,31.5,0.0,0.0428
100_cs,CONF_0005,-22.8594,593.0949,928.5454,-100.0,133.0,-57.4,56.6,-35.3,32.2,0.0,0.0349
100_cs,CONF_0006,-22.4154,582.0825,915.1558,-100.0,134.0,-62.4,65.4,-50.0,56.6,0.0,0.5636
100_cs,CONF_0007,-23.0127,596.2773,920.6838,-100.0,133.0,-62.6,60.6,-43.2,41.9,0.0,0.2453
100_cs,CONF_0008,-22.5524,584.8369,921.2429,-100.0,134.0,-57.2,57.8,-35.8,33.4,0.0,0.0437
100_cs,CONF_0009,-23.2515,603.5921,929.9933,-100.0,134.0,-57.2,57.2,-35.1,32.8,0.0,0.0566
100_cs,CONF_0010,-22.3721,580.6973,913.4193,-100.0,134.0,-56.7,58.0,-35.9,34.4,0.0,0.1172
100_cs,CONF_0011,-22.767,593.1111,934.2205,-100.0,133.0,-56.3,55.6,-33.5,30.3,0.0,0.0114
100_cs,CONF_0012,-22.5418,585.0101,919.6038,-100.0,134.0,-57.3,57.5,-36.0,33.8,0.0,0.102
100_cs,CONF_0014,-23.2414,603.3203,929.4421,-100.0,133.0,-57.1,56.9,-34.8,32.4,0.0,0.0424
100_cs,CONF_0015,-22.6104,586.7613,922.8564,-100.0,131.0,-56.9,56.1,-36.1,34.2,0.0,0.1657
100_cs,CONF_0016,-22.8881,593.4079,926.6654,-100.0,131.0,-56.9,54.7,-33.8,30.0,0.0,0.0173
100_cs,CONF_0017,-22.6053,586.645,922.5652,-100.0,131.0,-56.9,56.2,-36.1,34.2,0.0,0.1681
100_cs,CONF_0018,-22.7815,590.657,921.7429,-100.0,131.0,-57.0,54.9,-34.0,30.2,0.0,0.0178
100_cs,CONF_0020,-22.7829,590.9175,927.5104,-100.0,134.0,-59.8,59.9,-40.3,39.0,0.0,0.198
100_cs,CONF_0021,-22.8728,593.3077,928.8566,-100.0,136.0,-58.9,59.6,-38.3,36.5,0.0,0.1298
100_cs,CONF_0022,-22.865,593.1308,929.0021,-100.0,136.0,-59.1,60.0,-38.7,37.0,0.0,0.1405
100_cs,CONF_0023,-22.7513,592.7503,933.7407,-100.0,133.0,-56.7,55.9,-33.9,30.7,0.0,0.0145
100_cs,CONF_0024,-22.6796,588.4183,923.7333,-100.0,136.0,-59.1,60.2,-38.8,37.3,0.0,0.1366
100_cs,CONF_0025,-22.8894,593.7577,929.3801,-100.0,136.0,-58.9,59.6,-38.2,36.4,0.0,0.1298
100_cs,CONF_0027,-22.9201,595.3307,918.6669,-100.0,132.0,-55.8,55.8,-34.0,31.8,0.0,0.0536
100_cs,CONF_0029,-22.7572,592.8508,934.2077,-100.0,133.0,-56.5,55.8,-33.7,30.5,0.0,0.0126
100_cs,CONF_0031,-22.4091,581.8991,915.1409,-100.0,134.0,-62.7,66.2,-51.8,60.4,0.0,0.5941
101_cs,CONF_0002,-20.5129,543.01,839.3909,-100.0,83.8,-38.4,34.6,-23.8,22.5,0.0,0.0878
101_cs,CONF_0004,-20.1956,533.8775,829.739,-100.0,84.1,-40.3,37.1,-27.5,27.4,0.0,0.1803
101_cs,CONF_0005,-20.699,547.342,843.5989,-100.0,83.9,-38.2,34.0,-22.9,21.2,0.0,0.0697
101_cs,CONF_0008,-20.674,547.0943,843.4071,-100.0,82.7,-36.7,32.0,-20.7,18.6,0.0,0.0381
101_cs,CONF_0013,-20.2776,536.0327,825.6708,-100.0,83.5,-39.0,35.2,-25.0,24.4,0.0,0.1459
101_cs,CONF_0014,-20.3152,537.7652,831.022,-100.0,83.1,-37.8,33.6,-22.7,21.3,0.0,0.1014
101_cs,CONF_0017,-20.2066,534.0548,824.3209,-100.0,83.7,-39.2,35.4,-25.1,24.6,0.0,0.1477
101_cs,CONF_0021,-20.2562,535.0464,824.8794,-100.0,83.8,-39.4,35.9,-25.8,25.1,0.0,0.1401
101_cs,CONF_0027,-20.2208,534.3347,827.2626,-100.0,83.3,-38.4,34.5,-23.9,22.8,0.0,0.1126
101_cs,CONF_0028,-20.1953,533.7795,823.3146,-100.0,83.7,-38.5,34.8,-24.1,23.0,0.0,0.1048
101_cs,CONF_0035,-20.1551,532.5117,825.9873,-100.0,83.7,-38.8,35.0,-24.4,23.4,0.0,0.1145
101_cs,CONF_0038,-20.4214,540.2916,836.6549,-100.0,83.0,-37.3,33.4,-22.8,21.9,0.0,0.1363
101_cs,CONF_0040,-20.6526,546.1823,837.8787,-100.0,84.8,-39.2,35.2,-24.1,22.6,0.0,0.0821
101_cs,CONF_0042,-20.599,544.9648,843.9079,-100.0,83.2,-37.2,32.6,-21.3,19.4,0.0,0.0417
101_cs,CONF_0058,-20.654,545.7787,840.6267,-100.0,84.3,-39.2,35.4,-24.9,23.9,0.0,0.1268
101_cs,CONF_0070,-19.6048,517.9023,817.9333,-100.0,80.7,-37.0,32.4,-22.0,20.5,0.0,0.0954
101_cs,CONF_0081,-20.1348,532.6501,839.9136,-100.0,81.7,-37.9,33.4,-22.9,21.1,0.0,0.0743
101_cs,CONF_0102,-20.0656,530.5693,832.5138,-100.0,82.0,-36.9,32.5,-21.3,19.3,0.0,0.0192
101_cs,CONF_0113,-20.0777,530.7526,838.739,-100.0,81.4,-38.6,35.2,-26.5,27.3,0.0,0.2717
101_cs,CONF_0227,-20.1202,532.1267,837.7373,-100.0,82.1,-38.7,34.5,-24.2,22.8,0.0,0.0851
101_cs,CONF_0267,-19.6894,520.1771,825.6388,-100.0,81.9,-40.8,38.2,-31.0,33.5,0.0,0.3598
101_cs,CONF_0275,-20.1846,533.4832,833.7787,-100.0,82.4,-37.5,33.3,-22.4,20.6,0.0,0.0423
101_cs,CONF_0291,-20.4128,539.5306,839.4526,-100.0,82.4,-36.9,32.4,-21.1,19.1,0.0,0.0537
101_cs,CONF_0299,-20.1097,531.137,838.5605,-100.0,82.5,-40.1,36.9,-28.4,29.2,0.0,0.2767
101_cs,CONF_0300,-19.9336,526.2392,821.7412,-100.0,82.6,-38.2,33.7,-22.8,21.0,0.0,0.0572
101_cs,CONF_0312,-20.1634,532.9405,831.269,-100.0,82.9,-37.4,32.7,-21.4,19.3,0.0,0.0489
101_cs,CONF_0385,-20.2387,534.3709,837.2186,-100.0,81.7,-38.0,34.2,-24.8,24.6,0.0,0.2001
101_cs,CONF_0422,-20.2564,535.5984,842.9881,-100.0,81.0,-35.3,30.4,-18.9,16.6,0.0,0.0182
101_cs,CONF_0519,-19.9646,527.1532,828.6481,-100.0,82.3,-37.8,33.8,-23.0,21.5,0.0,0.0569
101_cs,CONF_0530,-19.5843,517.4133,822.2235,-100.0,81.3,-38.4,34.6,-25.4,25.3,0.0,0.2352
101_cs,CONF_0541,-19.9235,526.6057,833.577,-100.0,82.8,-39.1,34.7,-24.6,23.4,0.0,0.1282
101_cs,CONF_0562,-20.0173,529.6616,837.3819,-100.0,81.2,-36.5,31.4,-20.3,18.1,0.0,0.0168
101_cs,CONF_0579,-20.0996,530.6656,832.1098,-100.0,81.8,-37.2,32.4,-21.6,19.7,0.0,0.0526
101_cs,CONF_0726,-20.1887,533.1261,829.5819,-100.0,82.9,-38.2,34.8,-24.8,24.5,0.0,0.1725
101_cs,CONF_0740,-19.8755,525.1055,832.4679,-100.0,81.8,-38.5,34.5,-25.2,25.1,0.0,0.2194
101_cs,CONF_0744,-20.2148,533.554,835.7102,-100.0,82.0,-37.6,33.2,-22.7,21.1,0.0,0.0767
101_cs,CONF_0956,-19.9968,528.5507,832.3122,-100.0,80.3,-34.6,29.2,-17.6,15.0,0.0,0.0025
101_cs,CONF_1007,-19.9481,526.7412,828.4159,-100.0,82.2,-37.6,33.7,-22.9,21.4,0.0,0.0605
102_cs,CONF_0002,-20.5108,542.9467,839.3925,-100.0,83.8,-38.4,34.6,-23.8,22.5,0.0,0.0873
102_cs,CONF_0004,-20.1848,533.5796,829.0747,-100.0,84.2,-40.3,37.1,-27.5,27.3,0.0,0.1803
102_cs,CONF_0005,-20.7741,549.291,844.9076,-100.0,83.8,-38.0,33.9,-22.7,21.1,0.0,0.0701
102_cs,CONF_0008,-20.796,550.3182,846.0983,-100.0,82.5,-36.4,31.8,-20.2,18.1,0.0,0.0279
102_cs,CONF_0013,-20.2863,536.2065,825.7965,-100.0,83.5,-39.0,35.1,-24.9,24.3,0.0,0.1455
102_cs,CONF_0014,-20.4007,539.9589,834.5788,-100.0,83.4,-38.0,33.7,-22.7,21.1,0.0,0.093
102_cs,CONF_0017,-20.2867,536.2845,825.935,-100.0,83.4,-38.9,35.1,-24.8,24.3,0.0,0.1468
102_cs,CONF_0022,-20.1673,532.6834,821.8724,-100.0,83.6,-39.3,35.7,-25.5,24.7,0.0,0.1318
102_cs,CONF_0027,-20.2514,535.3307,824.6135,-100.0,83.9,-38.7,35.0,-24.4,23.3,0.0,0.1027
102_cs,CONF_0028,-20.2591,535.2989,829.5811,-100.0,83.9,-38.8,35.3,-24.8,24.2,0.0,0.1532
102_cs,CONF_0030,-20.295,536.1442,825.2592,-100.0,83.8,-38.9,35.2,-24.6,23.4,0.0,0.1022
102_cs,CONF_0033,-20.1544,532.5103,825.8401,-100.0,83.7,-38.8,35.0,-24.4,23.3,0.0,0.1153
102_cs,CONF_0035,-20.5542,543.1951,832.9899,-100.0,84.9,-39.4,35.6,-24.7,23.3,0.0,0.0906
102_cs,CONF_0036,-20.4423,540.9442,837.0753,-100.0,82.9,-37.1,33.1,-22.5,21.5,0.0,0.1302
102_cs,CONF_0039,-20.6364,545.7232,837.3351,-100.0,84.9,-39.3,35.2,-24.1,22.5,0.0,0.0778
102_cs,CONF_0040,-20.5903,544.7206,843.6701,-100.0,83.4,-37.3,33.0,-21.7,19.9,0.0,0.0564
102_cs,CONF_0068,-19.6708,519.7308,821.2367,-100.0,80.6,-37.0,32.4,-22.0,20.5,0.0,0.0967
102_cs,CONF_0078,-19.9121,526.8401,832.9028,-100.0,82.6,-38.1,33.8,-23.0,21.2,0.0,0.0622
102_cs,CONF_0098,-20.0845,531.0611,833.4645,-100.0,81.9,-36.9,32.5,-21.2,19.2,0.0,0.0195
102_cs,CONF_0112,-20.1314,532.1609,840.9908,-100.0,81.3,-38.4,34.9,-26.2,26.9,0.0,0.2648
102_cs,CONF_0230,-20.0838,531.3124,836.8181,-100.0,82.2,-38.7,34.4,-24.1,22.6,0.0,0.088
102_cs,CONF_0261,-19.6744,519.7608,825.4419,-100.0,82.1,-40.8,38.1,-30.6,32.6,0.0,0.3386
102_cs,CONF_0269,-20.1715,533.1608,833.6728,-100.0,82.3,-37.4,33.0,-22.0,20.1,0.0,0.0325
102_cs,CONF_0282,-20.4085,539.4574,839.5033,-100.0,82.3,-36.8,32.2,-20.8,18.8,0.0,0.0524
102_cs,CONF_0286,-20.1088,531.1076,838.4663,-100.0,82.5,-40.1,36.8,-28.1,28.8,0.0,0.264
102_cs,CONF_0290,-20.0339,528.9831,824.2979,-100.0,82.7,-38.2,33.8,-22.9,21.1,0.0,0.0566
102_cs,CONF_0300,-20.162,532.8985,831.2929,-100.0,82.9,-37.4,32.7,-21.4,19.3,0.0,0.0495
102_cs,CONF_0409,-20.1677,533.169,838.5274,-100.0,81.2,-35.5,30.6,-18.9,16.7,0.0,0.0176
102_cs,CONF_0519,-19.4765,514.5643,819.4546,-100.0,81.9,-39.3,35.3,-26.2,26.0,0.0,0.2267
102_cs,CONF_0532,-20.116,531.642,838.2404,-100.0,82.2,-38.2,33.9,-23.8,22.7,0.0,0.1271
102_cs,CONF_0556,-20.2122,533.4998,835.7786,-100.0,81.9,-37.6,33.1,-22.6,20.9,0.0,0.0724
102_cs,CONF_0605,-20.0099,529.3815,836.9419,-100.0,81.4,-36.6,31.4,-20.3,17.9,0.0,0.0116
102_cs,CONF_0626,-19.9639,527.137,828.3171,-100.0,82.3,-37.7,33.8,-22.9,21.5,0.0,0.0598
102_cs,CONF_0711,-20.1964,533.3371,830.0341,-100.0,82.9,-38.1,34.6,-24.7,24.3,0.0,0.1697
102_cs,CONF_0713,-19.9841,528.2694,837.0289,-100.0,81.1,-36.3,31.2,-20.1,17.8,0.0,0.0274
102_cs,CONF_0934,-20.3535,537.4352,833.3279,-100.0,82.7,-37.9,34.5,-24.5,24.0,0.0,0.1605
102_cs,CONF_0939,-19.999,528.6307,832.0014,-100.0,80.2,-34.6,29.1,-17.5,15.0,0.0,0.0025
103_cs,CONF_0007,-20.1649,533.5167,817.3716,-100.0,85.6,-40.2,37.6,-27.0,26.4,0.0,0.1024
103_cs,CONF_0032,-20.0977,530.6205,818.9955,-100.0,82.9,-38.0,35.3,-24.6,23.8,0.0,0.0831
103_cs,CONF_0036,-20.0283,529.6804,815.0229,-100.0,85.4,-40.2,37.1,-26.1,25.0,0.0,0.0713
103_cs,CONF_0038,-19.9638,527.6075,820.3962,-100.0,82.8,-38.6,35.5,-25.3,24.7,0.0,0.1083
103_cs,CONF_0059,-19.8108,523.7431,814.0792,-100.0,84.0,-38.6,36.6,-26.7,27.7,0.0,0.248
103_cs,CONF_0063,-19.8427,524.4155,812.2459,-100.0,84.0,-37.9,35.1,-23.7,23.0,0.0,0.0753
103_cs,CONF_0067,-19.8602,524.9749,821.7485,-100.0,84.0,-40.0,37.3,-27.6,27.5,0.0,0.1741
103_cs,CONF_0068,-20.1933,534.0581,828.1921,-100.0,83.5,-37.5,34.4,-23.3,22.3,0.0,0.0828
103_cs,CONF_0077,-20.2005,533.5961,822.3324,-100.0,83.5,-37.4,34.4,-23.2,22.3,0.0,0.0932
103_cs,CONF_0081,-19.3415,511.1293,803.6471,-100.0,83.7,-40.8,38.6,-29.6,30.5,0.0,0.2511
103_cs,CONF_0103,-20.2955,536.7972,825.8584,-100.0,83.9,-38.6,35.7,-25.3,24.8,0.0,0.1424
103_cs,CONF_0108,-20.3005,536.9104,825.9256,-100.0,83.9,-38.7,35.7,-25.4,24.9,0.0,0.1462
103_cs,CONF_0122,-20.0028,528.2942,819.852,-100.0,83.8,-38.4,35.4,-24.7,24.0,0.0,0.1143
103_cs,CONF_0163,-20.0555,530.3793,821.701,-100.0,83.9,-37.6,34.1,-22.8,21.4,0.0,0.0565
103_cs,CONF_0164,-19.422,513.4408,807.7833,-100.0,84.9,-42.0,40.1,-31.3,32.3,0.0,0.2807
103_cs,CONF_0173,-20.2949,537.0013,819.0533,-100.0,84.6,-39.5,36.1,-25.2,24.1,0.0,0.0919
103_cs,CONF_0280,-19.7768,522.6999,813.5933,-100.0,83.1,-37.9,34.2,-22.9,21.4,0.0,0.0372
103_cs,CONF_0376,-19.8751,525.119,822.9303,-100.0,83.5,-38.6,34.8,-23.9,22.5,0.0,0.0481
103_cs,CONF_0421,-19.9226,526.5005,814.8399,-100.0,85.7,-41.7,39.4,-31.0,35.6,0.0,0.1748
103_cs,CONF_0423,-20.1876,533.9487,821.2374,-100.0,83.0,-37.2,33.4,-21.8,20.0,0.0,0.0254
103_cs,CONF_0491,-19.7212,521.2957,811.3939,-100.0,83.7,-37.9,35.1,-24.4,23.9,0.0,0.1179
103_cs,CONF_0594,-19.9601,527.4928,815.0719,-100.0,83.1,-36.8,33.2,-21.6,20.1,0.0,0.0455
103_cs,CONF_0640,-19.0612,503.5119,807.1366,-100.0,82.1,-38.7,35.8,-26.2,26.1,0.0,0.1524
103_cs,CONF_0740,-19.4802,514.3703,816.8364,-100.0,82.2,-39.2,35.7,-26.1,25.6,0.0,0.1591
103_cs,CONF_0765,-19.2744,508.8135,808.3925,-100.0,82.1,-40.1,37.6,-29.6,31.5,0.0,0.308
103_cs,CONF_0812,-19.7358,521.1778,822.204,-100.0,81.4,-37.2,33.4,-23.0,21.8,0.0,0.0865
103_cs,CONF_0813,-19.4042,512.7065,813.0474,-100.0,83.1,-38.8,36.1,-26.2,26.5,0.0,0.1962
103_cs,CONF_0846,-19.4031,512.6723,813.0122,-100.0,83.1,-38.8,36.1,-26.3,26.5,0.0,0.198
103_cs,CONF_0879,-19.8781,525.4557,817.2993,-100.0,83.2,-37.8,34.2,-22.8,21.3,0.0,0.0359
103_cs,CONF_0986,-19.8675,524.9114,822.3734,-100.0,83.6,-38.7,34.9,-24.0,22.5,0.0,0.048
103_cs,CONF_1024,-19.517,515.8428,813.0627,-100.0,84.2,-38.7,35.7,-24.6,23.7,0.0,0.0863
103_cs,CONF_1078,-19.8599,524.3345,814.2203,-100.0,84.6,-40.1,36.6,-26.0,25.0,0.0,0.107
103_cs,CONF_1255,-19.2831,509.3044,807.3595,-100.0,81.0,-36.9,32.7,-21.7,19.9,0.0,0.0247
104_cs,CONF_0036,-20.0194,529.4696,815.1843,-100.0,85.4,-40.2,37.0,-26.1,25.0,0.0,0.0718
104_cs,CONF_0037,-19.9779,527.9712,821.0942,-100.0,82.8,-38.6,35.5,-25.4,24.8,0.0,0.1139
104_cs,CONF_0060,-19.7617,522.4312,812.2231,-100.0,84.1,-38.7,36.9,-27.1,28.2,0.0,0.2659
104_cs,CONF_0063,-19.7063,520.8043,808.324,-100.0,84.1,-38.0,35.4,-24.0,23.4,0.0,0.0872
104_cs,CONF_0069,-20.1865,533.8802,828.2896,-100.0,83.5,-37.5,34.4,-23.3,22.3,0.0,0.0856
104_cs,CONF_0070,-19.8672,525.1768,822.1112,-100.0,83.9,-40.0,37.3,-27.6,27.6,0.0,0.1749
104_cs,CONF_0074,-19.6158,517.9376,803.3918,-100.0,86.4,-42.7,41.2,-32.5,34.2,0.0,0.3027
104_cs,CONF_0078,-20.1402,532.0272,820.96,-100.0,83.5,-37.6,34.6,-23.5,22.6,0.0,0.0932
104_cs,CONF_0083,-19.3262,510.6486,803.057,-100.0,83.8,-41.2,39.1,-30.6,31.8,0.0,0.2913
104_cs,CONF_0103,-20.3027,536.9824,825.8669,-100.0,84.0,-38.7,35.8,-25.3,24.9,0.0,0.1433
104_cs,CONF_0115,-20.2975,536.8363,825.8168,-100.0,84.0,-38.8,36.0,-25.6,25.2,0.0,0.1436
104_cs,CONF_0122,-20.0502,529.5349,822.2106,-100.0,83.7,-38.2,35.2,-24.4,23.8,0.0,0.1164
104_cs,CONF_0158,-20.0583,530.4694,821.8147,-100.0,83.8,-37.5,34.0,-22.6,21.3,0.0,0.0558
104_cs,CONF_0163,-19.4321,513.6968,807.9595,-100.0,84.7,-41.9,39.8,-30.9,31.7,0.0,0.258
104_cs,CONF_0275,-19.7735,522.6268,813.5038,-100.0,83.1,-37.9,34.2,-22.8,21.3,0.0,0.0359
104_cs,CONF_0336,-19.9645,527.6268,820.7826,-100.0,82.8,-38.6,35.4,-25.2,24.7,0.0,0.1097
104_cs,CONF_0370,-19.8807,525.2553,822.8286,-100.0,83.5,-38.6,34.8,-23.9,22.4,0.0,0.0475
104_cs,CONF_0379,-20.0563,530.0447,817.1177,-100.0,85.0,-40.3,36.8,-26.0,24.8,0.0,0.0927
104_cs,CONF_0419,-20.1839,533.8205,820.7861,-100.0,83.1,-37.5,33.6,-22.2,20.4,0.0,0.0272
104_cs,CONF_0502,-19.8141,523.6642,814.4108,-100.0,83.6,-37.8,35.2,-24.7,24.5,0.0,0.1509
104_cs,CONF_0584,-19.957,527.4902,814.8927,-100.0,83.0,-36.7,33.1,-21.5,20.0,0.0,0.0438
104_cs,CONF_0687,-19.0817,504.0218,807.5038,-100.0,82.0,-38.4,35.6,-25.8,25.7,0.0,0.1465
104_cs,CONF_0722,-19.5051,515.0282,817.0051,-100.0,82.3,-39.2,35.6,-26.1,25.6,0.0,0.1653
104_cs,CONF_0755,-19.2372,507.8571,807.9295,-100.0,82.1,-40.1,37.5,-29.4,31.2,0.0,0.299
104_cs,CONF_0780,-19.7191,520.7864,821.6336,-100.0,81.6,-37.3,33.5,-22.8,21.6,0.0,0.0698
104_cs,CONF_0812,-19.8728,525.3283,822.3968,-100.0,83.9,-39.9,37.2,-27.5,27.4,0.0,0.172
104_cs,CONF_0828,-19.4041,512.7148,812.9643,-100.0,83.0,-38.8,36.0,-26.3,26.6,0.0,0.2023
104_cs,CONF_0858,-19.7802,522.8007,813.6234,-100.0,83.1,-37.8,34.1,-22.8,21.2,0.0,0.036
104_cs,CONF_0967,-19.8788,525.1848,822.766,-100.0,83.6,-38.7,34.9,-24.0,22.6,0.0,0.0481
104_cs,CONF_1032,-19.5945,517.9552,814.5285,-100.0,83.7,-37.8,34.5,-23.2,22.0,0.0,0.078
104_cs,CONF_1043,-19.7292,521.3122,817.6169,-100.0,84.3,-41.2,38.2,-28.5,28.2,0.0,0.1425
104_cs,CONF_1200,-20.2096,534.489,821.7486,-100.0,83.1,-37.6,33.7,-22.3,20.6,0.0,0.0277
104_cs,CONF_1230,-19.2852,509.3592,807.1531,-100.0,81.0,-37.0,32.7,-21.8,20.0,0.0,0.0303
105_cs,CONF_0001,-22.1714,616.108,998.381,-100.0,140.0,-65.5,67.4,-45.4,44.6,0.0,0.1312
105_cs,CONF_0004,-22.6889,628.7002,1005.6574,-100.0,139.0,-65.2,65.8,-43.3,41.2,0.0,0.0414
105_cs,CONF_0005,-22.3557,619.8531,1003.8815,-100.0,141.0,-68.4,70.0,-49.0,48.6,0.0,0.1968
105_cs,CONF_0007,-22.6637,628.0033,1005.0119,-100.0,140.0,-65.4,65.9,-43.4,41.2,0.0,0.0411
105_cs,CONF_0010,-22.1667,616.0112,998.212,-100.0,140.0,-65.5,67.4,-45.4,44.5,0.0,0.1311
105_cs,CONF_0012,-22.3445,619.6116,1003.8934,-100.0,141.0,-68.3,69.9,-49.0,48.6,0.0,0.2009
105_cs,CONF_0013,-22.3426,619.5358,1003.7044,-100.0,141.0,-68.4,70.0,-49.0,48.7,0.0,0.1998
105_cs,CONF_0014,-22.201,616.9664,999.5187,-100.0,140.0,-65.4,67.5,-45.4,44.7,0.0,0.1398
106_cs,CONF_0003,-22.1654,615.9112,997.9246,-100.0,141.0,-65.5,67.5,-45.5,44.7,0.0,0.134
106_cs,CONF_0004,-22.6645,628.062,1004.9318,-100.0,140.0,-65.4,66.0,-43.6,41.5,0.0,0.046
106_cs,CONF_0005,-22.2508,617.0922,1001.4397,-100.0,141.0,-69.7,71.7,-51.7,52.1,0.0,0.2755
106_cs,CONF_0007,-22.7536,630.1454,1006.0717,-100.0,139.0,-64.2,64.8,-42.0,40.0,0.0,0.0406
106_cs,CONF_0010,-22.1804,616.3194,997.9809,-100.0,140.0,-65.3,67.2,-45.1,44.3,0.0,0.1279
106_cs,CONF_0011,-22.2448,616.8468,1001.3769,-100.0,141.0,-69.8,71.9,-52.1,52.7,0.0,0.294
106_cs,CONF_0012,-22.3217,618.9802,1003.5876,-100.0,141.0,-68.6,70.0,-49.0,48.3,0.0,0.1715
106_cs,CONF_0013,-22.1953,616.6853,999.0359,-100.0,140.0,-65.5,67.4,-45.4,44.5,0.0,0.1287
107_cs,CONF_0003,-17.9957,473.6487,717.8726,-100.0,84.5,-41.7,36.4,-26.0,24.3,0.0,0.1197
107_cs,CONF_0004,-17.7611,467.2266,718.3525,-100.0,83.2,-40.2,34.1,-23.1,20.6,0.0,0.0656
107_cs,CONF_0007,-17.8551,470.0899,714.8697,-100.0,82.2,-38.6,32.5,-21.3,18.8,0.0,0.0586
107_cs,CONF_0009,-17.7459,467.4345,713.1732,-100.0,84.3,-41.5,36.6,-26.4,25.1,0.0,0.146
107_cs,CONF_0010,-17.697,466.2257,717.4962,-100.0,82.5,-40.5,35.5,-25.8,25.1,0.0,0.1877
107_cs,CONF_0015,-17.6049,463.7664,715.9042,-100.0,82.9,-40.0,34.4,-23.6,21.6,0.0,0.0968
107_cs,CONF_0020,-17.643,464.7796,717.3416,-100.0,82.9,-40.0,34.4,-23.6,21.6,0.0,0.0977
107_cs,CONF_0024,-17.8326,469.5149,723.6358,-100.0,81.6,-38.5,32.7,-21.7,19.2,0.0,0.0387
107_cs,CONF_0026,-17.7292,466.9315,718.8565,-100.0,81.0,-37.9,31.7,-20.8,18.4,0.0,0.0699
107_cs,CONF_0027,-17.9073,471.4674,716.0824,-100.0,84.8,-41.1,35.4,-24.3,21.9,0.0,0.071
107_cs,CONF_0030,-17.4956,460.3425,711.6776,-100.0,83.5,-41.4,36.4,-26.2,24.8,0.0,0.1667
107_cs,CONF_0032,-17.5278,461.0038,716.7131,-100.0,81.2,-38.4,32.0,-20.8,18.0,0.0,0.0337
107_cs,CONF_0033,-17.632,464.4529,714.6501,-100.0,82.5,-40.6,35.6,-26.1,25.5,0.0,0.1977
107_cs,CONF_0034,-17.814,469.0662,713.9221,-100.0,85.0,-41.7,36.4,-26.0,24.5,0.0,0.1506
107_cs,CONF_0035,-17.4858,460.0783,714.312,-100.0,81.9,-40.1,34.9,-25.4,25.0,0.0,0.2318
107_cs,CONF_0044,-17.7648,467.6283,718.3455,-100.0,83.8,-40.6,35.4,-24.9,23.3,0.0,0.1324
107_cs,CONF_0045,-17.6503,465.087,716.632,-100.0,81.8,-38.3,32.3,-21.3,18.9,0.0,0.0668
107_cs,CONF_0052,-17.6002,462.857,714.6865,-100.0,81.5,-38.5,32.0,-20.7,17.8,0.0,0.0304
107_cs,CONF_0054,-17.6764,465.2688,720.0727,-100.0,80.5,-37.3,30.8,-19.5,16.6,0.0,0.021
107_cs,CONF_0055,-17.8492,469.4726,722.1201,-100.0,81.8,-38.4,32.2,-21.0,18.4,0.0,0.0568
107_cs,CONF_0058,-17.52,461.4964,712.4113,-100.0,82.4,-39.3,33.8,-22.8,20.6,0.0,0.0744
107_cs,CONF_0060,-17.6183,463.6501,712.5149,-100.0,82.6,-39.6,33.6,-22.6,20.1,0.0,0.0489
107_cs,CONF_0063,-17.6978,466.1859,717.2681,-100.0,82.4,-40.5,35.6,-25.8,24.9,0.0,0.1736
107_cs,CONF_0066,-17.7377,466.7737,716.6995,-100.0,83.6,-41.7,37.0,-27.4,26.8,0.0,0.2076
107_cs,CONF_0067,-17.4348,458.893,713.3451,-100.0,80.9,-37.8,31.8,-20.6,18.1,0.0,0.0582
107_cs,CONF_0068,-17.662,465.3829,716.8987,-100.0,81.9,-38.2,32.3,-21.2,18.9,0.0,0.0666
107_cs,CONF_0075,-17.5613,462.4475,716.679,-100.0,80.9,-38.3,32.1,-21.2,18.7,0.0,0.0685
107_cs,CONF_0096,-17.6984,466.0777,718.92,-100.0,81.4,-38.0,32.3,-21.4,19.1,0.0,0.0715
107_cs,CONF_0100,-17.6885,465.5727,722.4552,-100.0,81.3,-37.9,31.9,-20.9,18.5,0.0,0.0643
107_cs,CONF_0103,-17.5607,462.3925,711.0706,-100.0,81.9,-39.2,33.5,-22.7,20.5,0.0,0.0618
107_cs,CONF_0113,-17.3101,455.2735,704.4631,-100.0,83.5,-41.8,37.0,-27.4,26.7,0.0,0.2107
107_cs,CONF_0144,-17.5265,461.6626,712.5483,-100.0,82.3,-39.3,33.7,-22.7,20.4,0.0,0.0687
107_cs,CONF_0145,-17.6992,465.7395,719.1947,-100.0,80.7,-37.1,30.9,-19.6,16.9,0.0,0.0397
107_cs,CONF_0167,-17.5584,462.4267,708.4476,-100.0,82.2,-38.6,32.6,-21.3,18.7,0.0,0.0313
107_cs,CONF_0170,-17.7051,466.0377,712.1547,-100.0,82.5,-39.0,33.3,-22.1,19.6,0.0,0.0417
107_cs,CONF_0197,-17.4986,460.794,710.284,-100.0,79.4,-35.7,29.4,-18.0,15.3,0.0,0.0174
