Ligand,Conformer,LUMO+1,LUMO,HOMO,HOMO-1,HOMO-2,HOMO-3,dipole(debye),trace,anisotropy
100_cs,CONF_0001,-4.202,-5.221,-7.673,-8.044,-8.051,-8.253,1.4269,-207.765424,32.243333
100_cs,CONF_0002,-4.349,-5.104,-7.593,-8.015,-8.111,-8.208,1.9156,-208.235044,31.938720
100_cs,CONF_0004,-4.345,-5.055,-7.604,-8.019,-8.106,-8.204,1.8824,-208.266766,30.950606
100_cs,CONF_0005,-4.350,-5.100,-7.595,-8.016,-8.110,-8.208,1.9143,-208.234402,31.825711
100_cs,CONF_0006,-4.202,-5.220,-7.672,-8.043,-8.051,-8.251,1.4304,-207.773899,32.221035
100_cs,CONF_0007,-4.224,-5.328,-7.686,-8.054,-8.057,-8.230,1.0484,-207.172182,33.359999
100_cs,CONF_0008,-4.348,-5.209,-7.583,-8.013,-8.157,-8.172,1.3715,-208.625143,33.168325
100_cs,CONF_0009,-4.292,-5.206,-7.591,-8.039,-8.104,-8.128,1.7019,-206.967123,27.758185
100_cs,CONF_0010,-4.301,-5.092,-7.590,-8.008,-8.070,-8.220,1.7622,-208.502392,34.758255
100_cs,CONF_0011,-4.340,-5.070,-7.568,-7.897,-8.056,-8.315,2.2563,-208.478199,28.502293
100_cs,CONF_0012,-4.303,-5.102,-7.590,-8.009,-8.077,-8.220,1.7662,-208.546207,35.066725
100_cs,CONF_0014,-4.286,-5.215,-7.588,-8.037,-8.102,-8.129,1.7181,-206.970013,27.837220
100_cs,CONF_0015,-4.314,-5.194,-7.653,-8.073,-8.114,-8.214,1.4382,-207.846927,29.282498
100_cs,CONF_0016,-4.361,-5.126,-7.632,-8.059,-8.117,-8.192,1.7933,-208.417066,34.778612
100_cs,CONF_0017,-4.313,-5.195,-7.651,-8.073,-8.113,-8.212,1.4383,-207.840939,29.220027
100_cs,CONF_0018,-4.361,-5.124,-7.634,-8.054,-8.117,-8.195,1.7811,-208.375054,34.595825
100_cs,CONF_0020,-4.349,-5.090,-7.602,-8.018,-8.108,-8.206,1.8945,-208.195124,31.446163
100_cs,CONF_0021,-4.333,-5.171,-7.649,-8.052,-8.093,-8.167,1.7411,-207.933345,29.850275
100_cs,CONF_0022,-4.332,-5.173,-7.652,-8.051,-8.093,-8.168,1.7388,-207.921984,29.783403
100_cs,CONF_0023,-4.339,-5.070,-7.566,-7.897,-8.056,-8.314,2.2619,-208.489463,28.449420
100_cs,CONF_0024,-4.333,-5.167,-7.650,-8.052,-8.091,-8.167,1.7339,-207.944143,29.891361
100_cs,CONF_0025,-4.335,-5.170,-7.650,-8.052,-8.094,-8.167,1.7401,-207.924489,29.878299
100_cs,CONF_0027,-4.284,-5.104,-7.687,-7.951,-8.133,-8.219,1.6445,-207.485279,27.673512
100_cs,CONF_0029,-4.341,-5.068,-7.567,-7.897,-8.055,-8.316,2.2560,-208.494833,28.511843
100_cs,CONF_0031,-4.202,-5.222,-7.671,-8.043,-8.051,-8.251,1.4315,-207.775503,32.315546
101_cs,CONF_0002,-4.439,-4.965,-7.679,-8.325,-8.539,-8.685,1.4244,-190.068287,32.656018
101_cs,CONF_0004,-4.439,-4.908,-7.641,-8.337,-8.517,-8.655,1.4488,-190.527185,32.164400
101_cs,CONF_0005,-4.372,-5.039,-7.674,-8.352,-8.534,-8.692,1.4754,-189.878082,30.302834
101_cs,CONF_0008,-4.435,-4.957,-7.694,-8.377,-8.529,-8.692,1.3614,-190.090235,30.984710
101_cs,CONF_0013,-4.458,-4.927,-7.643,-8.308,-8.528,-8.710,1.2850,-190.377300,33.523964
101_cs,CONF_0014,-4.427,-5.005,-7.658,-8.311,-8.534,-8.716,1.3756,-189.845130,33.089487
101_cs,CONF_0017,-4.458,-4.926,-7.644,-8.309,-8.527,-8.711,1.2821,-190.384301,33.571373
101_cs,CONF_0021,-4.445,-4.859,-7.624,-8.296,-8.501,-8.705,1.1852,-190.774701,32.309715
101_cs,CONF_0027,-4.408,-4.950,-7.668,-8.346,-8.535,-8.640,1.2799,-190.355280,31.387839
101_cs,CONF_0028,-4.416,-4.931,-7.637,-8.305,-8.506,-8.715,1.3161,-190.115541,32.245151
101_cs,CONF_0035,-4.408,-4.948,-7.669,-8.345,-8.535,-8.639,1.2781,-190.347945,31.370588
101_cs,CONF_0038,-4.354,-5.066,-7.684,-8.327,-8.540,-8.664,1.3362,-189.956381,31.552421
101_cs,CONF_0040,-4.428,-5.019,-7.664,-8.318,-8.527,-8.692,1.4217,-189.472485,33.136830
101_cs,CONF_0042,-4.384,-5.069,-7.664,-8.345,-8.538,-8.687,1.5073,-189.879371,30.356478
101_cs,CONF_0058,-4.380,-5.056,-7.664,-8.326,-8.530,-8.690,1.2824,-189.665861,31.735844
101_cs,CONF_0070,-4.391,-5.065,-7.617,-8.321,-8.439,-8.620,1.6724,-190.734719,31.123386
101_cs,CONF_0081,-4.438,-5.072,-7.704,-8.331,-8.492,-8.696,1.5141,-190.332775,32.808619
101_cs,CONF_0102,-4.312,-5.088,-7.677,-8.228,-8.460,-8.675,1.6750,-189.866708,31.325323
101_cs,CONF_0113,-4.410,-5.084,-7.684,-8.357,-8.446,-8.671,1.5613,-190.324349,30.372141
101_cs,CONF_0227,-4.448,-5.065,-7.705,-8.332,-8.497,-8.705,1.4963,-190.317983,32.904820
101_cs,CONF_0267,-4.437,-5.040,-7.649,-8.362,-8.473,-8.669,1.4670,-190.859634,31.634794
101_cs,CONF_0275,-4.368,-5.044,-7.675,-8.274,-8.499,-8.679,1.6993,-190.166462,31.453887
101_cs,CONF_0291,-4.375,-4.991,-7.626,-8.248,-8.450,-8.669,1.5338,-190.036613,32.287128
101_cs,CONF_0299,-4.416,-5.114,-7.666,-8.363,-8.505,-8.689,1.3949,-190.354334,30.434367
101_cs,CONF_0300,-4.393,-5.001,-7.635,-8.239,-8.461,-8.684,1.4252,-190.029823,32.948162
101_cs,CONF_0312,-4.374,-5.071,-7.659,-8.249,-8.452,-8.700,1.5165,-189.558611,32.382035
101_cs,CONF_0385,-4.411,-5.023,-7.679,-8.342,-8.463,-8.677,1.6470,-190.294522,29.544548
101_cs,CONF_0422,-4.253,-5.186,-7.635,-8.232,-8.486,-8.680,1.6881,-189.584694,30.133534
101_cs,CONF_0519,-4.370,-5.071,-7.663,-8.358,-8.477,-8.614,1.4228,-190.482781,29.593299
101_cs,CONF_0530,-4.431,-5.052,-7.649,-8.336,-8.483,-8.668,1.5044,-190.548266,30.392991
101_cs,CONF_0541,-4.440,-5.085,-7.694,-8.311,-8.498,-8.705,1.5888,-190.013294,31.907086
101_cs,CONF_0562,-4.343,-5.144,-7.679,-8.287,-8.494,-8.687,1.6383,-190.039638,30.495268
101_cs,CONF_0579,-4.231,-5.163,-7.657,-8.275,-8.505,-8.617,2.2306,-189.841128,28.886254
101_cs,CONF_0726,-4.403,-4.984,-7.633,-8.251,-8.479,-8.672,1.3886,-190.254804,32.152082
101_cs,CONF_0740,-4.286,-5.193,-7.666,-8.290,-8.510,-8.635,1.9615,-189.945001,29.610831
101_cs,CONF_0744,-4.229,-5.166,-7.657,-8.276,-8.506,-8.617,2.2257,-189.850634,28.811285
101_cs,CONF_0956,-4.211,-5.216,-7.653,-8.234,-8.503,-8.646,1.6301,-189.688226,29.492771
101_cs,CONF_1007,-4.370,-5.076,-7.661,-8.358,-8.478,-8.614,1.4223,-190.503664,29.673943
102_cs,CONF_0002,-4.438,-4.966,-7.678,-8.325,-8.539,-8.685,1.4236,-190.073661,32.653194
102_cs,CONF_0004,-4.440,-4.909,-7.641,-8.337,-8.517,-8.655,1.4505,-190.532947,32.134230
102_cs,CONF_0005,-4.373,-5.040,-7.674,-8.352,-8.535,-8.692,1.4770,-189.898311,30.323986
102_cs,CONF_0008,-4.436,-4.958,-7.695,-8.375,-8.527,-8.693,1.3573,-190.100888,31.003303
102_cs,CONF_0013,-4.458,-4.927,-7.644,-8.309,-8.529,-8.710,1.2857,-190.384925,33.517463
102_cs,CONF_0014,-4.428,-5.004,-7.657,-8.311,-8.534,-8.717,1.3734,-189.846718,33.090001
102_cs,CONF_0017,-4.458,-4.926,-7.644,-8.309,-8.528,-8.710,1.2831,-190.382123,33.526246
102_cs,CONF_0022,-4.445,-4.858,-7.624,-8.297,-8.501,-8.705,1.1858,-190.788310,32.348227
102_cs,CONF_0027,-4.415,-4.934,-7.636,-8.305,-8.507,-8.716,1.3181,-190.122588,32.272263
102_cs,CONF_0028,-4.405,-4.946,-7.670,-8.345,-8.533,-8.638,1.2848,-190.345659,31.299082
102_cs,CONF_0030,-4.445,-4.859,-7.624,-8.297,-8.501,-8.705,1.1870,-190.794101,32.352781
102_cs,CONF_0033,-4.406,-4.948,-7.669,-8.345,-8.534,-8.639,1.2809,-190.347197,31.334659
102_cs,CONF_0035,-4.417,-4.949,-7.626,-8.317,-8.508,-8.662,1.5936,-189.887460,32.442420
102_cs,CONF_0036,-4.350,-5.062,-7.685,-8.327,-8.538,-8.661,1.3461,-189.922887,31.454828
102_cs,CONF_0039,-4.427,-5.021,-7.663,-8.317,-8.527,-8.693,1.4226,-189.473577,33.122239
102_cs,CONF_0040,-4.384,-5.070,-7.663,-8.344,-8.537,-8.686,1.5102,-189.886371,30.371224
102_cs,CONF_0068,-4.392,-5.066,-7.618,-8.322,-8.439,-8.619,1.6705,-190.731405,31.103117
102_cs,CONF_0078,-4.397,-5.066,-7.690,-8.302,-8.449,-8.643,1.7007,-190.134288,31.986021
102_cs,CONF_0098,-4.310,-5.087,-7.677,-8.227,-8.459,-8.675,1.6720,-189.855428,31.277734
102_cs,CONF_0112,-4.411,-5.083,-7.685,-8.358,-8.448,-8.671,1.5569,-190.322854,30.422247
102_cs,CONF_0230,-4.447,-5.065,-7.706,-8.332,-8.496,-8.705,1.4973,-190.319451,32.928243
102_cs,CONF_0261,-4.436,-5.041,-7.648,-8.362,-8.472,-8.667,1.4787,-190.858972,31.630686
102_cs,CONF_0269,-4.365,-5.043,-7.674,-8.272,-8.498,-8.680,1.7022,-190.178943,31.417098
102_cs,CONF_0282,-4.375,-4.989,-7.624,-8.249,-8.450,-8.667,1.5371,-190.030596,32.323566
102_cs,CONF_0286,-4.418,-5.114,-7.669,-8.363,-8.506,-8.691,1.3878,-190.352750,30.450711
102_cs,CONF_0290,-4.393,-5.000,-7.636,-8.239,-8.460,-8.682,1.4287,-190.021491,32.952230
102_cs,CONF_0300,-4.371,-5.072,-7.660,-8.247,-8.450,-8.701,1.5172,-189.557984,32.316625
102_cs,CONF_0409,-4.252,-5.186,-7.635,-8.231,-8.486,-8.679,1.6885,-189.582452,30.130467
102_cs,CONF_0519,-4.431,-5.049,-7.649,-8.335,-8.482,-8.668,1.5055,-190.521938,30.412101
102_cs,CONF_0532,-4.439,-5.080,-7.692,-8.310,-8.494,-8.702,1.6033,-190.023237,31.852233
102_cs,CONF_0556,-4.233,-5.166,-7.657,-8.276,-8.506,-8.618,2.2278,-189.847783,28.863120
102_cs,CONF_0605,-4.344,-5.144,-7.680,-8.289,-8.494,-8.687,1.6372,-190.036681,30.507791
102_cs,CONF_0626,-4.371,-5.073,-7.664,-8.358,-8.477,-8.615,1.4155,-190.480404,29.614542
102_cs,CONF_0711,-4.404,-4.983,-7.633,-8.251,-8.479,-8.672,1.3933,-190.258419,32.155122
102_cs,CONF_0713,-4.275,-5.206,-7.659,-8.280,-8.504,-8.632,1.9626,-189.906756,29.586342
102_cs,CONF_0934,-4.408,-4.979,-7.631,-8.253,-8.481,-8.667,1.3825,-190.272705,32.133435
102_cs,CONF_0939,-4.212,-5.214,-7.654,-8.233,-8.503,-8.648,1.6255,-189.706599,29.517456
103_cs,CONF_0007,-4.533,-4.976,-7.631,-8.325,-8.548,-8.689,1.4917,-185.766235,31.175923
103_cs,CONF_0032,-4.474,-4.993,-7.603,-8.326,-8.437,-8.650,1.5131,-186.209203,29.540342
103_cs,CONF_0036,-4.549,-4.986,-7.652,-8.320,-8.540,-8.685,1.2855,-185.905836,30.836740
103_cs,CONF_0038,-4.501,-5.065,-7.645,-8.333,-8.501,-8.705,1.6849,-186.145858,30.396883
103_cs,CONF_0059,-4.390,-5.097,-7.617,-8.225,-8.442,-8.594,1.9882,-185.402663,29.482487
103_cs,CONF_0063,-4.423,-5.037,-7.632,-8.304,-8.444,-8.618,1.3836,-185.981964,27.225670
103_cs,CONF_0067,-4.465,-5.122,-7.608,-8.354,-8.441,-8.623,1.6691,-185.945212,28.649170
103_cs,CONF_0068,-4.463,-5.110,-7.623,-8.308,-8.451,-8.598,1.7138,-185.755374,29.199907
103_cs,CONF_0077,-4.511,-5.001,-7.631,-8.335,-8.450,-8.637,1.4685,-186.499277,28.101756
103_cs,CONF_0081,-4.506,-5.087,-7.658,-8.358,-8.429,-8.654,1.6069,-186.026671,29.226467
103_cs,CONF_0103,-4.465,-5.126,-7.644,-8.303,-8.429,-8.650,1.5594,-185.312041,30.238208
103_cs,CONF_0108,-4.465,-5.125,-7.644,-8.302,-8.428,-8.650,1.5633,-185.307260,30.226885
103_cs,CONF_0122,-4.487,-5.037,-7.586,-8.321,-8.442,-8.601,1.5825,-186.251112,28.937926
103_cs,CONF_0163,-4.432,-5.090,-7.615,-8.282,-8.474,-8.654,1.5617,-185.433555,29.498309
103_cs,CONF_0164,-4.494,-5.073,-7.662,-8.335,-8.449,-8.643,1.6169,-186.107346,29.190019
103_cs,CONF_0173,-4.550,-5.003,-7.650,-8.313,-8.520,-8.701,1.1652,-185.704294,31.836688
103_cs,CONF_0280,-4.430,-5.085,-7.642,-8.260,-8.476,-8.675,1.5795,-185.734528,29.501230
103_cs,CONF_0376,-4.416,-5.184,-7.616,-8.282,-8.486,-8.634,2.0703,-185.944867,30.219799
103_cs,CONF_0421,-4.490,-5.069,-7.636,-8.280,-8.455,-8.694,1.4215,-185.537513,30.910036
103_cs,CONF_0423,-4.463,-5.079,-7.646,-8.267,-8.465,-8.696,1.4289,-185.466177,30.355615
103_cs,CONF_0491,-4.369,-5.112,-7.580,-8.249,-8.462,-8.599,2.2019,-185.946149,29.314567
103_cs,CONF_0594,-4.487,-5.085,-7.675,-8.323,-8.446,-8.659,1.5463,-185.786771,27.985876
103_cs,CONF_0640,-4.335,-5.233,-7.571,-8.237,-8.446,-8.600,2.3260,-186.199636,28.492558
103_cs,CONF_0740,-4.440,-5.214,-7.697,-8.328,-8.397,-8.693,1.5947,-185.618409,26.457285
103_cs,CONF_0765,-4.497,-5.155,-7.691,-8.366,-8.452,-8.706,1.7434,-186.222673,27.777627
103_cs,CONF_0812,-4.402,-5.202,-7.637,-8.278,-8.439,-8.694,1.6427,-185.707812,29.071976
103_cs,CONF_0813,-4.474,-5.132,-7.608,-8.344,-8.432,-8.613,1.8603,-186.183859,27.111706
103_cs,CONF_0846,-4.474,-5.132,-7.608,-8.343,-8.432,-8.613,1.8597,-186.182952,27.122391
103_cs,CONF_0879,-4.434,-5.085,-7.642,-8.262,-8.478,-8.676,1.5700,-185.743689,29.537350
103_cs,CONF_0986,-4.416,-5.183,-7.616,-8.282,-8.486,-8.634,2.0646,-185.940781,30.227390
103_cs,CONF_1024,-4.475,-5.105,-7.620,-8.304,-8.437,-8.600,1.9339,-185.998625,28.281813
103_cs,CONF_1078,-4.488,-5.096,-7.641,-8.284,-8.447,-8.663,1.3194,-185.382262,29.660046
103_cs,CONF_1255,-4.387,-5.206,-7.666,-8.259,-8.432,-8.637,1.7606,-185.818189,28.659122
104_cs,CONF_0036,-4.548,-4.986,-7.652,-8.320,-8.540,-8.685,1.2838,-185.909336,30.843367
104_cs,CONF_0037,-4.500,-5.065,-7.645,-8.333,-8.500,-8.702,1.6927,-186.130696,30.380250
104_cs,CONF_0060,-4.389,-5.098,-7.618,-8.224,-8.442,-8.594,1.9913,-185.401758,29.465720
104_cs,CONF_0063,-4.420,-5.037,-7.631,-8.302,-8.444,-8.619,1.3869,-185.995174,27.186707
104_cs,CONF_0069,-4.462,-5.110,-7.623,-8.306,-8.451,-8.598,1.7121,-185.751489,29.191674
104_cs,CONF_0070,-4.466,-5.123,-7.608,-8.356,-8.441,-8.622,1.6659,-185.933743,28.611690
104_cs,CONF_0074,-4.461,-5.119,-7.684,-8.336,-8.461,-8.655,1.6029,-185.322509,27.417298
104_cs,CONF_0078,-4.510,-5.001,-7.630,-8.335,-8.449,-8.637,1.4683,-186.520085,28.126588
104_cs,CONF_0083,-4.506,-5.085,-7.659,-8.357,-8.428,-8.655,1.6083,-186.015134,29.187917
104_cs,CONF_0103,-4.465,-5.126,-7.643,-8.302,-8.429,-8.648,1.5685,-185.298963,30.209960
104_cs,CONF_0115,-4.464,-5.125,-7.644,-8.302,-8.430,-8.649,1.5596,-185.302349,30.218696
104_cs,CONF_0122,-4.486,-5.035,-7.586,-8.320,-8.442,-8.600,1.5838,-186.254016,28.922363
104_cs,CONF_0158,-4.429,-5.088,-7.615,-8.281,-8.473,-8.653,1.5736,-185.446589,29.484265
104_cs,CONF_0163,-4.494,-5.073,-7.663,-8.335,-8.449,-8.644,1.6100,-186.102232,29.182018
104_cs,CONF_0275,-4.429,-5.084,-7.642,-8.259,-8.475,-8.674,1.5797,-185.720990,29.513752
104_cs,CONF_0336,-4.502,-5.066,-7.645,-8.333,-8.501,-8.705,1.6925,-186.152956,30.394361
104_cs,CONF_0370,-4.417,-5.182,-7.616,-8.281,-8.486,-8.634,2.0687,-185.935665,30.221093
104_cs,CONF_0379,-4.487,-5.070,-7.638,-8.280,-8.456,-8.699,1.4209,-185.543279,30.877330
104_cs,CONF_0419,-4.459,-5.080,-7.646,-8.266,-8.464,-8.695,1.4321,-185.451401,30.353635
104_cs,CONF_0502,-4.371,-5.112,-7.579,-8.249,-8.463,-8.599,2.2040,-185.940949,29.313640
104_cs,CONF_0584,-4.485,-5.085,-7.673,-8.321,-8.444,-8.661,1.5497,-185.784218,28.051387
104_cs,CONF_0687,-4.334,-5.235,-7.572,-8.237,-8.446,-8.600,2.3216,-186.194164,28.480787
104_cs,CONF_0722,-4.441,-5.212,-7.698,-8.334,-8.398,-8.690,1.6011,-185.612278,26.414031
104_cs,CONF_0755,-4.497,-5.155,-7.691,-8.365,-8.448,-8.706,1.7490,-186.214855,27.842281
104_cs,CONF_0780,-4.399,-5.200,-7.636,-8.276,-8.437,-8.693,1.6557,-185.706132,29.048929
104_cs,CONF_0812,-4.466,-5.123,-7.609,-8.356,-8.441,-8.622,1.6605,-185.929817,28.610107
104_cs,CONF_0828,-4.476,-5.135,-7.608,-8.344,-8.432,-8.615,1.8480,-186.178267,27.121796
104_cs,CONF_0858,-4.429,-5.085,-7.642,-8.260,-8.475,-8.674,1.5767,-185.718792,29.517617
104_cs,CONF_0967,-4.418,-5.183,-7.616,-8.282,-8.487,-8.634,2.0678,-185.934783,30.223760
104_cs,CONF_1032,-4.476,-5.103,-7.621,-8.304,-8.437,-8.598,1.9349,-185.983023,28.271458
104_cs,CONF_1043,-4.543,-5.112,-7.679,-8.344,-8.513,-8.721,1.6210,-185.822430,30.910846
104_cs,CONF_1200,-4.462,-5.078,-7.646,-8.268,-8.465,-8.695,1.4335,-185.457708,30.372535
104_cs,CONF_1230,-4.385,-5.205,-7.666,-8.257,-8.432,-8.638,1.7647,-185.819269,28.640555
105_cs,CONF_0001,-4.657,-5.271,-7.734,-8.098,-8.278,-8.375,4.0647,-247.741900,47.394338
105_cs,CONF_0004,-4.436,-5.292,-7.686,-8.137,-8.195,-8.395,3.7789,-247.427332,43.005707
105_cs,CONF_0005,-4.417,-5.348,-7.590,-8.109,-8.243,-8.419,3.5683,-247.901271,44.526130
105_cs,CONF_0007,-4.439,-5.294,-7.686,-8.137,-8.195,-8.397,3.7678,-247.447853,42.903078
105_cs,CONF_0010,-4.657,-5.272,-7.734,-8.098,-8.278,-8.375,4.0647,-247.743783,47.421623
105_cs,CONF_0012,-4.416,-5.349,-7.589,-8.110,-8.242,-8.419,3.5723,-247.885292,44.535847
105_cs,CONF_0013,-4.417,-5.347,-7.591,-8.109,-8.242,-8.419,3.5681,-247.898114,44.532552
105_cs,CONF_0014,-4.658,-5.271,-7.732,-8.098,-8.278,-8.374,4.0633,-247.753297,47.342673
106_cs,CONF_0003,-4.657,-5.272,-7.734,-8.098,-8.278,-8.374,4.0760,-247.724122,47.353955
106_cs,CONF_0004,-4.439,-5.292,-7.686,-8.137,-8.195,-8.396,3.7791,-247.421919,43.002250
106_cs,CONF_0005,-4.416,-5.348,-7.590,-8.109,-8.242,-8.419,3.5715,-247.890940,44.532667
106_cs,CONF_0007,-4.438,-5.293,-7.686,-8.137,-8.196,-8.396,3.7694,-247.434056,42.866776
106_cs,CONF_0010,-4.658,-5.271,-7.732,-8.097,-8.278,-8.375,4.0591,-247.750211,47.377306
106_cs,CONF_0011,-4.418,-5.348,-7.590,-8.109,-8.242,-8.420,3.5686,-247.889820,44.482780
106_cs,CONF_0012,-4.417,-5.349,-7.589,-8.109,-8.242,-8.420,3.5712,-247.885847,44.487619
106_cs,CONF_0013,-4.657,-5.271,-7.732,-8.098,-8.277,-8.373,4.0707,-247.742103,47.364256
107_cs,CONF_0003,-4.627,-5.045,-7.817,-8.450,-8.659,-8.832,2.1277,-156.120605,31.921010
107_cs,CONF_0004,-4.619,-5.066,-7.834,-8.449,-8.650,-8.838,2.2143,-156.397141,31.071093
107_cs,CONF_0007,-4.618,-5.071,-7.827,-8.426,-8.648,-8.823,2.3000,-156.136854,31.612667
107_cs,CONF_0009,-4.606,-5.065,-7.808,-8.443,-8.645,-8.832,2.3243,-156.090036,31.785280
107_cs,CONF_0010,-4.609,-5.085,-7.838,-8.434,-8.620,-8.834,1.9864,-156.182145,31.788367
107_cs,CONF_0015,-4.606,-5.105,-7.832,-8.432,-8.662,-8.776,2.3230,-156.144228,31.362956
107_cs,CONF_0020,-4.606,-5.105,-7.832,-8.431,-8.663,-8.777,2.3202,-156.146536,31.365727
107_cs,CONF_0024,-4.569,-5.078,-7.800,-8.415,-8.616,-8.828,2.3187,-156.222926,31.602872
107_cs,CONF_0026,-4.600,-5.112,-7.852,-8.419,-8.629,-8.797,2.2345,-156.176105,31.365774
107_cs,CONF_0027,-4.597,-5.098,-7.806,-8.412,-8.658,-8.791,2.1619,-155.857926,31.501909
107_cs,CONF_0030,-4.573,-5.078,-7.787,-8.415,-8.632,-8.808,2.4562,-156.145174,31.116708
107_cs,CONF_0032,-4.566,-5.093,-7.813,-8.415,-8.617,-8.833,2.4309,-156.407776,30.866399
107_cs,CONF_0033,-4.609,-5.086,-7.838,-8.433,-8.620,-8.833,1.9910,-156.185062,31.785107
107_cs,CONF_0034,-4.598,-5.086,-7.807,-8.407,-8.650,-8.788,2.1488,-155.842575,31.442937
107_cs,CONF_0035,-4.569,-5.120,-7.806,-8.417,-8.609,-8.831,2.3892,-156.221876,31.231008
107_cs,CONF_0044,-4.583,-5.119,-7.814,-8.412,-8.650,-8.791,2.3524,-156.004166,31.257356
107_cs,CONF_0045,-4.576,-5.107,-7.826,-8.408,-8.635,-8.803,2.3597,-156.040530,31.259325
107_cs,CONF_0052,-4.562,-5.100,-7.822,-8.403,-8.620,-8.816,2.3088,-156.243706,30.648722
107_cs,CONF_0054,-4.534,-5.207,-7.825,-8.429,-8.679,-8.810,2.0978,-156.163115,30.513210
107_cs,CONF_0055,-4.598,-5.077,-7.809,-8.434,-8.645,-8.825,2.3125,-156.216143,30.752929
107_cs,CONF_0058,-4.562,-5.086,-7.787,-8.409,-8.608,-8.816,2.3894,-156.113611,31.532858
107_cs,CONF_0060,-4.529,-5.194,-7.806,-8.429,-8.682,-8.810,1.8621,-155.999236,30.714116
107_cs,CONF_0063,-4.609,-5.076,-7.836,-8.435,-8.617,-8.833,1.7751,-156.219886,31.830666
107_cs,CONF_0066,-4.581,-5.090,-7.809,-8.425,-8.620,-8.814,2.1357,-156.147164,31.555929
107_cs,CONF_0067,-4.558,-5.114,-7.819,-8.411,-8.605,-8.809,2.4844,-156.205335,30.973173
107_cs,CONF_0068,-4.574,-5.106,-7.826,-8.407,-8.634,-8.803,2.3610,-156.039898,31.257794
107_cs,CONF_0075,-4.553,-5.122,-7.830,-8.394,-8.617,-8.805,2.3507,-156.187671,30.471185
107_cs,CONF_0096,-4.581,-5.152,-7.842,-8.417,-8.644,-8.782,2.4040,-155.952474,31.226826
107_cs,CONF_0100,-4.587,-5.165,-7.827,-8.405,-8.644,-8.817,2.4451,-155.947174,31.413220
107_cs,CONF_0103,-4.540,-5.190,-7.814,-8.445,-8.668,-8.798,2.2169,-156.076038,30.677555
107_cs,CONF_0113,-4.583,-5.100,-7.815,-8.409,-8.610,-8.816,2.0787,-156.115035,31.125001
107_cs,CONF_0144,-4.563,-5.086,-7.786,-8.410,-8.609,-8.816,2.3903,-156.113432,31.531064
107_cs,CONF_0145,-4.567,-5.135,-7.835,-8.384,-8.613,-8.813,2.2913,-156.075972,30.629720
107_cs,CONF_0167,-4.516,-5.193,-7.853,-8.408,-8.659,-8.814,2.2059,-155.708113,30.804609
107_cs,CONF_0170,-4.538,-5.183,-7.845,-8.408,-8.671,-8.823,1.9594,-155.775982,30.468910
107_cs,CONF_0197,-4.492,-5.223,-7.869,-8.393,-8.673,-8.809,2.1915,-155.878179,29.962009
107_cs,CONF_0206,-4.597,-5.075,-7.809,-8.434,-8.644,-8.824,2.3179,-156.208429,30.736329
107_cs,CONF_0224,-4.471,-5.218,-7.832,-8.410,-8.667,-8.790,2.2186,-155.945055,29.705095
107_cs,CONF_0378,-4.535,-5.116,-7.797,-8.386,-8.629,-8.808,2.4342,-156.081877,30.138799
107_cs,CONF_0394,-4.530,-5.193,-7.806,-8.429,-8.682,-8.810,1.8645,-156.003585,30.706977
108_cs,CONF_0003,-4.627,-5.045,-7.817,-8.450,-8.659,-8.832,2.1270,-156.110585,31.905536
108_cs,CONF_0004,-4.620,-5.066,-7.833,-8.450,-8.651,-8.839,2.2035,-156.393790,31.083861
108_cs,CONF_0007,-4.617,-5.071,-7.827,-8.426,-8.648,-8.823,2.3034,-156.139282,31.601998
108_cs,CONF_0009,-4.607,-5.065,-7.808,-8.443,-8.644,-8.832,2.3254,-156.091847,31.774438
108_cs,CONF_0010,-4.608,-5.083,-7.837,-8.434,-8.620,-8.834,1.9911,-156.172677,31.786855
108_cs,CONF_0015,-4.606,-5.106,-7.832,-8.431,-8.663,-8.777,2.3199,-156.148665,31.357450
108_cs,CONF_0020,-4.606,-5.105,-7.832,-8.431,-8.663,-8.778,2.3182,-156.148606,31.361387
108_cs,CONF_0024,-4.570,-5.078,-7.799,-8.415,-8.616,-8.827,2.3223,-156.215453,31.618774
108_cs,CONF_0026,-4.599,-5.113,-7.853,-8.418,-8.627,-8.798,2.2353,-156.185024,31.359814
108_cs,CONF_0027,-4.599,-5.098,-7.807,-8.412,-8.658,-8.792,2.1542,-155.870975,31.517760
108_cs,CONF_0030,-4.572,-5.079,-7.787,-8.415,-8.633,-8.807,2.4527,-156.150104,31.104609
108_cs,CONF_0032,-4.567,-5.094,-7.813,-8.417,-8.618,-8.833,2.4327,-156.404208,30.860043
108_cs,CONF_0033,-4.607,-5.084,-7.836,-8.435,-8.620,-8.834,1.9997,-156.179108,31.765932
108_cs,CONF_0034,-4.599,-5.099,-7.807,-8.411,-8.657,-8.792,2.1517,-155.873454,31.525175
108_cs,CONF_0035,-4.569,-5.120,-7.807,-8.418,-8.611,-8.830,2.3926,-156.207992,31.238628
108_cs,CONF_0044,-4.585,-5.121,-7.816,-8.412,-8.652,-8.794,2.3422,-156.017047,31.288411
108_cs,CONF_0045,-4.575,-5.105,-7.826,-8.409,-8.637,-8.802,2.3673,-156.050261,31.270410
108_cs,CONF_0052,-4.562,-5.101,-7.822,-8.403,-8.619,-8.817,2.2976,-156.245912,30.683172
