Ligand,Conformer,Vshell_0.0,Vshell_0.5,Vshell_1.0,Vshell_1.5,Vshell_2.0,Vshell_2.5,Vshell_3.0,Vshell_3.5,Vshell_4.0,Vshell_4.5,Vshell_5.0,Vshell_5.5,Vshell_6.0,Vshell_6.5,Vshell_7.0,Vshell_7.5,Vshell_8.0,Vshell_8.5,Vshell_9.0,Vshell_9.5,Vshell_10.0,Vshell_10.5,Vshell_11.0,Vshell_11.5,Vshell_12.0
100_cs,CONF_0020,0.0,7.206046116,29.83278207,36.38281999,41.07483966,46.37246288,49.49557002,49.09586825,46.24516959,41.09868073,36.77202737,31.97371325,25.22290116,17.32870235,10.95376963,4.983346915,0.970156327,0.006303802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0021,0.0,6.721235674,29.4722474,35.13352669,38.59647558,45.20021534,48.98039319,48.63477828,45.53872033,40.89071609,36.77902436,32.07446392,25.54710226,17.72705251,11.04382441,5.159731367,0.950454882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0022,0.0,6.787346188,29.43521952,35.15630483,38.64199555,45.23416134,48.98480395,48.63980422,45.54368745,40.87962595,36.79111007,32.08248191,25.54649473,17.71942813,11.04463608,5.161251618,0.943525194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0023,0.0,6.912221605,29.56774037,38.09643688,41.54735666,45.31759872,47.46706125,47.86678137,45.76646298,41.44983575,37.09118538,31.83583008,24.93167246,17.51926471,11.63760153,5.007140608,0.987340711,0.009056554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0024,0.0,6.772654963,29.46055438,35.15718092,38.61032948,45.2151262,48.99869785,48.63088722,45.53201471,40.88306095,36.77282249,32.07676416,25.54605289,17.72997048,11.04719284,5.160721298,0.94812427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0025,0.0,6.787346188,29.43327068,35.14053535,38.61082427,45.2351131,48.98789148,48.64612718,45.53983793,40.90543752,36.78101214,32.07341238,25.54732318,17.72253436,11.04029364,5.153155398,0.947129875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0027,0.0,5.825070917,28.51926658,34.52815386,36.65643455,43.90423937,48.17520885,47.77274755,44.74137269,40.55074936,36.69108496,32.03568838,25.57885961,18.01748478,11.421535,5.531768568,0.967079919,0.000137638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0029,0.0,6.831419865,29.52291714,38.07453483,41.59386619,45.37470415,47.46198887,47.84927162,45.74870551,41.45552803,37.09706921,31.84181072,24.93194861,17.50778108,11.64182222,5.004877909,0.987061037,0.009084082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_cs,CONF_0031,0.0,5.839762143,28.55239679,34.57283405,36.67919453,45.25763802,49.06706464,48.37034869,44.97706274,40.65429003,36.78689597,32.1412367,25.62547387,17.75872661,11.14106246,5.306806798,1.013008524,0.007845343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_cs,CONF_0002,0.0,9.005721241,30.9377721,34.98459271,35.35713648,43.76845536,49.26907747,50.1696372,46.11987388,39.95757414,31.50194472,24.24726106,20.20258906,14.30121294,7.531404002,3.347274168,0.788151023,0.00655155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_cs,CONF_0004,0.0,9.358310654,31.23204634,35.16331349,37.29816707,45.48986676,49.56371627,49.23092027,44.85921771,38.46894382,30.40071443,24.39828847,20.45808383,13.98174214,8.002659557,4.044150085,0.876434627,0.006716715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_cs,CONF_0005,0.0,8.631094991,30.61621415,34.67533567,35.01326284,42.54068865,48.33554,49.66850179,45.97520638,39.49659731,31.4351553,24.27308951,20.09964002,14.58463267,8.203872529,3.420988657,0.65076918,0.003303302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_cs,CONF_0008,0.0,8.792698471,30.78966056,34.8864715,35.8598352,43.91534321,48.72258424,49.83192609,46.01022461,39.6320344,31.24329475,24.40637219,20.16039321,14.34201748,7.880503234,3.436403293,0.685635144,0.01354354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
