Ligand,Conformer,Vshell_0.0,Vshell_0.5,Vshell_1.0,Vshell_1.5,Vshell_2.0,Vshell_2.5,Vshell_3.0,Vshell_3.5,Vshell_4.0,Vshell_4.5,Vshell_5.0,Vshell_5.5,Vshell_6.0,Vshell_6.5,Vshell_7.0,Vshell_7.5,Vshell_8.0,Vshell_8.5,Vshell_9.0,Vshell_9.5,Vshell_10.0,Vshell_10.5,Vshell_11.0,Vshell_11.5,Vshell_12.0
111_cs,CONF_0140,0.0,4.928906161,27.6013648,34.614886,40.55333921,48.94823494,52.86671431,52.46114413,48.12001068,40.0729901,29.40245116,17.05361098,8.716149454,2.707924483,0.024918266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0142,0.0,5.391679764,27.979439,34.24605537,34.99198721,44.52351602,53.52038902,54.87732693,51.22570519,43.33192065,32.52891154,16.20160079,6.118784967,1.267011402,0.000446418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0152,0.0,5.208039445,27.89174137,34.12427994,36.14532453,45.35027571,53.19289005,54.23530291,49.85577229,41.59567598,31.32487325,16.56306762,7.43331827,1.95574677,0.010673459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0153,0.0,5.501863956,28.1528854,34.63153156,39.02891523,48.22140974,54.00998344,54.00508218,49.20855598,40.60786848,29.99075462,17.01555838,7.905094391,1.956123282,0.006249858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0159,0.0,5.384334152,28.03985291,34.25394011,34.98209156,44.52129525,53.50936212,54.87813757,51.22781621,43.32671908,32.52994518,16.19923482,6.122374928,1.270070565,0.000243501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0162,0.0,4.826067582,27.48443464,34.65168145,40.02689094,48.32546852,53.32984417,54.02923915,50.19577195,41.81679176,29.81026417,16.4738839,7.091443511,2.168099782,0.039325408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0163,0.0,5.494518343,28.19770863,34.33716792,38.20559764,48.14748993,54.06511795,54.19931066,49.63697046,41.21399855,30.15605843,16.60532638,7.701847362,1.915507004,0.002475593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0169,0.0,5.986674398,28.70050833,36.2093557,40.02985963,47.24522417,53.30823144,54.8397134,50.34503404,40.83349883,29.40094045,16.44825261,7.607238079,2.294043191,0.023254343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_cs,CONF_0172,0.0,4.583662361,27.10051394,33.72391035,35.81035698,45.85978303,51.5995028,52.39288854,48.80659144,41.22508869,30.92986155,17.42316153,8.265250337,2.32246988,0.020454082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0004,0.0,5.362297313,28.00282503,34.24517929,39.58801912,49.53895886,53.59074065,52.39759024,47.43032546,39.52240887,29.99783112,17.32063639,8.94717726,2.404737846,0.007873198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0007,0.0,5.891181432,28.57578282,34.58772745,38.35353752,49.15286272,54.87537466,54.47898021,49.68241965,41.18288727,30.20630952,16.2406392,7.529363537,1.846840549,0.002516177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0016,0.0,5.32556925,28.04375058,36.53350614,40.53503227,48.18714648,53.01469533,52.82349859,47.938959,39.50925773,29.57737583,17.06971268,8.686380392,2.827467181,0.009009536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0026,0.0,5.046435965,27.73388565,36.40647421,39.67559558,47.36800084,52.9101603,53.89872669,49.40748931,40.78570327,29.99846721,16.82306086,7.662965321,2.316210361,0.022118005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0030,0.0,5.19334822,27.79235074,34.21451641,36.49513555,45.71892298,51.94795289,52.49243469,47.75815567,39.64763911,30.25862789,17.87598089,8.721396321,2.947056942,0.028976616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0032,0.0,5.869144594,28.57188515,34.58597528,38.34364188,49.13446208,54.86875852,54.46746917,49.66491053,41.17748942,30.21815669,16.24964301,7.535328396,1.850511545,0.002394426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0034,0.0,5.119892092,27.79819724,35.0739531,40.44992973,46.83311333,52.6062589,53.54739688,49.94853334,41.63022226,30.55091111,16.70666854,7.413711559,1.971607356,0.010267624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0036,0.0,5.237421897,27.82937862,34.1260321,35.26807568,44.66374157,52.25979366,53.42531504,49.68105369,41.88735645,31.63854498,17.02061891,7.282705593,2.118494269,0.019561245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0047,0.0,5.186002607,27.73583449,34.10237788,35.42145816,44.61932624,51.58957859,53.31604126,49.43008973,41.65416911,31.38514275,17.65167429,7.287676309,2.132989998,0.022970259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0051,0.0,5.332914862,27.9580018,34.72001587,41.48204541,49.50247484,53.00080143,52.24454209,47.81155226,39.90860087,29.48776669,17.14364908,8.861460034,2.515103053,0.023497844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0058,0.0,5.222730671,27.89369021,34.14004942,37.80482405,47.42796154,52.27390809,52.34878993,48.06127443,40.41128841,29.96300521,17.3633552,8.588181148,2.783179906,0.023822512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0066,0.0,4.877486871,27.56433692,35.85804672,40.98627364,47.49458454,52.41328812,53.43747459,49.73308432,41.52658344,30.40850653,16.36123769,7.709358665,2.106445871,0.009618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0073,0.0,5.847107755,28.46859684,34.55881673,42.32268038,51.14806293,54.47796514,53.17774669,47.79963116,38.91667137,28.33604678,17.18157024,9.39266382,2.292443013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0077,0.0,5.119892092,27.80989026,35.08008568,40.45141407,46.80233985,52.5998633,53.54366795,49.95064436,41.64504182,30.5529784,16.71389787,7.415699845,1.965724349,0.010024123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0084,0.0,5.303532411,28.05739244,34.27146175,37.57128685,46.82740279,52.85127665,53.7002829,50.19676538,42.46286596,30.91634464,16.55859858,6.89117891,2.003705041,0.017207402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0087,0.0,5.91321827,28.6069642,36.31098125,40.36532197,47.38037368,53.16289688,53.47930342,48.53824255,39.28078124,29.11040648,16.90494953,8.759339448,2.991297153,0.020169997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0089,0.0,5.281495573,27.98138783,34.23817063,37.85529184,47.57865642,52.34867048,52.35138396,47.99496332,40.35014543,30.0026813,17.33594944,8.626621347,2.746705264,0.01996708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0098,0.0,4.774648293,27.45909977,34.95217767,40.10011871,46.94415166,52.6909455,54.66947976,51.29040198,42.72569244,30.69355422,16.41473478,6.469827935,1.493107118,0.023619595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0105,0.0,4.591007974,27.2115976,33.88773773,37.89141094,46.12024724,51.21356126,51.10462521,46.64589235,39.22562497,30.61340692,18.45951981,9.610933456,2.603959988,0.009618289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0108,0.0,5.670813049,28.40818292,34.48873015,35.26312786,45.64944471,52.67308192,54.4034289,51.09655995,43.5110313,32.37609099,16.21080176,6.210411821,1.359492268,0.007873198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0111,0.0,5.362297313,27.9580018,34.21802074,38.73303547,47.48697048,52.86583216,54.15845459,49.9340045,41.07129889,30.13204604,17.61270159,7.732665797,1.370975897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0112,0.0,5.758960402,28.45495499,35.03540548,39.94079884,46.75570375,52.5877337,54.10106153,50.34987698,41.72002294,30.37256746,16.25752956,7.506277326,2.058064024,0.003733682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0119,0.0,4.605699199,27.22523945,33.90963978,37.84539619,46.08408047,51.19503606,51.11321795,46.64999022,39.22611569,30.61571275,18.46832645,9.602593701,2.612290325,0.009902373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0120,0.0,5.53859202,28.14509006,34.33103535,34.55509452,44.47307289,52.78048394,54.47687256,51.198386,43.69338066,33.02545906,16.09394939,5.948123738,1.335866113,0.014123057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0121,0.0,4.796685131,27.39089051,34.89961273,41.48155063,46.82518202,51.81342469,54.03702126,51.51901388,43.55323271,31.24424888,16.18464471,6.523898272,1.182437296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0138,0.0,5.208039445,27.82742978,37.1870635,39.85223282,44.86710034,51.44446457,52.72897839,48.14385288,38.50663066,28.51319776,17.94183358,9.437345029,3.380328625,0.073050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0140,0.0,4.906869322,27.61890433,34.63153156,40.56422442,48.95965602,52.84488104,52.46779135,48.12572287,40.08103781,29.41000473,17.04644736,8.706815555,2.716725461,0.025689353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0141,0.0,5.391679764,28.05349476,34.23992279,35.00435676,44.53271634,53.52149171,54.88024522,51.22545683,43.32799494,32.5308198,16.19614592,6.123148151,1.268140939,0.000324668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0152,0.0,5.222730671,27.88589487,34.16019931,36.17006364,45.38549073,53.20788664,54.24632757,49.86347133,41.59489084,31.31254901,16.5503177,7.431164293,1.960406111,0.011282212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0153,0.0,5.457790279,28.12949937,34.67708784,39.03732653,48.21728546,54.01042452,54.0117294,49.22507167,40.61571991,29.97270557,17.01181227,7.909070964,1.954805489,0.006412192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0159,0.0,5.369642926,28.02036455,34.23817063,34.96625853,44.49559781,53.5005406,54.87602991,51.2193721,43.32966336,32.53034274,16.20258661,6.129113009,1.27105891,0.000284084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0160,0.0,5.501863956,28.17237376,34.32052236,38.20163938,48.11132316,54.05012136,54.1847192,49.63709464,41.22322397,30.170768,16.60072589,7.699417234,1.918377911,0.002353843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0163,0.0,4.855450033,27.52925787,34.67095526,40.05212483,48.34926245,53.34439968,54.03523786,50.20992825,41.84348661,29.79945064,16.45305026,7.072665252,2.167676206,0.039650075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0170,0.0,6.0454393,28.69661066,36.24702724,39.99819357,47.29217752,53.34131214,54.86030357,50.35248472,40.8270214,29.38305042,16.44660958,7.605636404,2.292960718,0.022158589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0173,0.0,4.546934297,27.12974648,33.73004292,35.79402917,45.87501115,51.60479572,52.39742811,48.80150014,41.22871997,30.94337845,17.41994119,8.261660376,2.319693101,0.019804746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_cs,CONF_0176,0.0,6.001365623,28.72974087,34.60437301,35.26213829,47.2823427,54.96866225,55.8453889,51.29971534,42.93640508,31.37321607,15.82501806,5.933211592,1.518004002,0.011363379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0001,0.0,8.924919501,31.40549275,35.90272691,37.78849624,43.81001542,48.35627057,48.85964881,45.69208029,40.67018917,34.4518902,26.24761853,19.02773286,12.17777695,6.653785903,2.836151692,0.326596509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0002,0.0,8.961647565,31.4191346,35.90885949,37.81570926,43.81699497,48.36266618,48.86824155,45.71554995,40.6759796,34.45626332,26.25879114,19.02408767,12.16817588,6.648104214,2.831909132,0.325571039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0003,0.0,8.131593323,30.76627453,35.93076155,37.7533667,43.65646527,48.45441,48.43195705,44.91348355,39.47500589,33.92648011,26.84226433,19.08776806,12.13626645,7.105723714,3.051638411,0.350679505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0004,0.0,8.160975774,30.81694427,35.9824504,37.78206407,43.70659114,48.48440317,48.43909065,44.90739882,39.4734356,33.92576451,26.83365485,19.0834601,12.13287784,7.10405979,3.0538304,0.34974726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0005,0.0,8.667823055,31.02741856,35.39547529,37.4253261,43.83285759,48.16197657,48.55160698,45.64067055,40.10567166,33.50650189,25.57423867,18.79399878,12.52962781,7.359005312,3.089185071,0.448192335,0.002092091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0006,0.0,8.675168667,31.27881841,35.89484217,40.44003408,47.2763149,50.1379973,48.60705451,44.45166516,39.19088242,34.15213293,27.05546404,18.83923229,11.24812068,6.933203273,3.09310944,0.393997824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0008,0.0,8.138938936,30.62790717,35.99821988,39.53953047,43.07843143,45.80155806,46.37018448,43.52740749,38.64746561,33.38524729,27.27786473,20.39561851,12.86698295,7.379905812,2.892188846,0.414973337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0009,0.0,8.910228276,31.25933005,35.62238059,37.52527211,45.52476452,48.76669184,47.09392064,42.00870922,36.78000399,33.44408559,28.34366612,20.65796182,12.09442651,7.069888487,3.231876523,0.491013457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0010,0.0,8.094865259,30.61231648,35.99646772,39.54002525,43.07494166,45.79516246,46.36710406,43.52442722,38.65875203,33.38580387,27.27858766,20.39793818,12.86406498,7.381610319,2.890774659,0.413450671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0011,0.0,7.793695136,30.31999108,35.28070851,36.88749784,42.76117906,47.67745452,47.73497189,44.21212559,38.77416799,33.48233048,26.35448127,19.07495466,12.40062524,7.555104764,3.530870974,0.603877255,0.002752752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0012,0.0,8.094865259,30.63960019,35.64077832,40.50880881,43.06542409,44.78443668,45.53150008,43.20479277,38.70144416,33.54339509,27.24106083,20.20750455,12.86237068,7.798524572,2.906861034,0.47162276,0.00011011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0013,0.0,8.484182736,31.04300925,36.05866956,38.19322808,42.25896854,46.5156602,47.93082164,45.20592299,40.2391459,34.55716305,27.09226794,19.33674567,12.25882125,6.919039633,2.770427359,0.327280155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0014,0.0,8.587021314,30.96895348,35.45066847,36.02063942,43.26687935,47.56542121,46.69508754,42.4841872,37.50145188,33.81850389,28.47155966,20.64260783,12.43832355,7.072282913,3.068290461,0.397012083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0015,0.0,7.764312685,30.29855388,35.2763281,36.84445179,42.76244807,47.57821241,47.69946602,44.20330894,38.76052614,33.42985308,26.28166213,19.07175131,12.438653,7.591142908,3.56021535,0.615033121,0.0030005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0016,0.0,9.049794918,31.53606476,36.13488871,38.69097898,46.83501684,50.30141597,48.84619224,44.54914498,39.22542869,33.88060214,26.73014389,18.84188334,11.52391604,6.969647252,3.112200962,0.443251437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0017,0.0,9.020412467,31.46395783,36.26016848,39.87895106,45.95495875,48.76117839,48.23481028,44.27011676,38.80056841,33.71998949,27.48245496,19.69275935,11.7114663,6.894851869,2.932174978,0.33669583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0019,0.0,8.645786216,31.19501846,36.06480213,39.32776368,44.47751442,47.5195493,47.82008871,44.49425825,39.24800154,33.83361102,27.07964946,19.36165448,11.98669689,7.210875552,3.002071162,0.412114453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_cs,CONF_0021,0.0,8.623749378,31.22035333,36.04377616,39.29016024,44.41723647,47.44522798,47.76869436,44.48084702,39.25173096,33.83623489,27.0519151,19.34663187,12.00227509,7.240785588,3.007374363,0.421343678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0001,0.0,9.005721241,31.46395783,35.92462897,37.82609969,43.89948059,48.42177037,48.89564106,45.72213139,40.68451802,34.464612,26.27055524,19.03187512,12.14840898,6.626676128,2.825297808,0.320785515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0002,0.0,8.983684403,31.42498111,35.9132399,37.84292228,43.89313554,48.413831,48.89450617,45.72200722,40.68304588,34.46230617,26.27213255,19.03209605,12.15062099,6.628827053,2.821620923,0.318206303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0003,0.0,8.160975774,30.76237686,35.94653103,37.74545019,43.58476623,48.39640849,48.41963538,44.89622279,39.46882289,33.94858423,26.87223322,19.09295969,12.12953629,7.106413633,3.049305003,0.352979043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0004,0.0,8.160975774,30.78186522,35.97544174,37.78651711,43.62061575,48.43103296,48.41931113,44.89460848,39.4651916,33.93379514,26.85954902,19.08699484,12.12501814,7.10974148,3.054537494,0.352979043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0005,0.0,8.660477442,31.02352089,35.37269715,37.42285219,43.84015439,48.16484357,48.57495331,45.68487796,40.14757864,33.51262425,25.56240885,18.7865427,12.52666278,7.355636882,3.070588514,0.445022702,0.002284784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0006,0.0,8.711896731,31.28856259,35.93952237,40.3757124,47.29122576,50.17262177,48.62261873,44.45327948,39.18018485,34.14728275,27.05158649,18.83381973,11.24501446,6.93178285,3.092720538,0.396173063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0008,0.0,8.065482808,30.6025723,35.99121122,39.55635306,43.09080428,45.80199914,46.36661768,43.53485818,38.66542575,33.39781006,27.27543304,20.39224947,12.86966561,7.377389635,2.885047202,0.411057908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0009,0.0,8.888191437,31.21060915,35.60047854,37.50003821,45.56251756,48.78830457,47.10672869,42.0059773,36.76135686,33.43732713,28.34189165,20.66105471,12.08124857,7.069766736,3.230285562,0.499434737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0010,0.0,8.072828421,30.61231648,36.00084813,39.55635306,43.07874869,45.80023484,46.36564491,43.53088448,38.6770066,33.40258074,27.27372429,20.39445868,12.86552397,7.373128368,2.882360247,0.411399732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0011,0.0,8.888191437,31.22230216,35.59171771,37.49904865,45.52571628,48.77242583,47.09943297,42.01529066,36.76410485,33.44170025,28.33597674,20.65785136,12.08807286,7.069239151,3.228517829,0.499155064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0012,0.0,7.823077587,30.35507013,35.28508892,36.86226395,42.85191324,47.69223057,47.73983571,44.19151202,38.741879,33.43327206,26.297961,19.07915215,12.41267364,7.572515084,3.555336406,0.607109038,0.002725224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0013,0.0,7.969989843,30.49538632,35.61537193,40.5508653,43.06764485,44.72930217,45.48659082,43.19436181,38.74070129,33.58649017,27.24060078,20.19281332,12.87498384,7.800959582,2.886885645,0.470193318,0.00022022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0014,0.0,8.528256412,31.03911157,36.02888276,38.18184809,42.24342317,46.47133205,47.92514719,45.19983827,40.23247219,34.55342602,27.08753601,19.35226535,12.26381004,6.915346535,2.77307896,0.331444183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0015,0.0,8.579675701,30.9592093,35.45242064,35.99738465,43.17931769,47.48690967,46.66995781,42.50877447,37.55111214,33.85006984,28.47491145,20.6385208,12.44910122,7.076381846,3.055279942,0.398410451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0016,0.0,8.278505578,30.90659072,35.68808676,37.35902528,42.83256084,47.75861252,48.1826053,44.89883053,39.45047018,33.80633867,26.7509118,19.09014295,12.23528922,7.221954846,3.128640884,0.481566707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0017,0.0,9.005721241,31.52242291,36.12174748,38.66525031,46.84358266,50.28509616,48.8340327,44.53325018,39.21698841,33.86549501,26.73855621,18.85033355,11.53050501,6.967699244,3.115913202,0.446141396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0018,0.0,8.968993178,31.45421365,36.24264683,39.82996762,45.68529423,48.65002723,48.2896093,44.40857536,38.94140336,33.74145752,27.38499035,19.55727974,11.75561238,6.929672509,2.942639961,0.341512429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0020,0.0,8.675168667,31.25738121,36.09371285,39.38812711,44.59109077,47.59387061,47.87034817,44.48444818,39.20580012,33.82717061,27.11947653,19.40887627,11.96645934,7.168384631,2.995035583,0.404438969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0021,0.0,8.153630161,30.69026992,36.03764358,39.59049304,43.09905284,45.80552775,46.37439979,43.53721757,38.66856632,33.40385291,27.26465476,20.38656076,12.86392379,7.376577965,2.879991484,0.412518426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_cs,CONF_0023,0.0,8.733933569,31.22814867,35.81599477,37.86518748,45.92069549,49.7999125,49.17774252,45.19549203,40.05218382,34.06490913,26.420794,19.01712867,11.72492662,6.730691628,2.955261578,0.393314178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0003,0.0,9.703554453,31.45421365,35.44716414,37.96414392,41.09116254,44.39232007,46.22362142,43.29295922,35.90496259,27.24968509,18.00716049,12.30484028,6.007114679,2.294672025,0.316883914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0004,0.0,9.328928203,31.26907423,35.84227724,38.66970335,41.53119159,46.48500541,48.1576377,45.1383701,37.78714563,28.37842626,18.3577176,11.80169342,4.54662295,1.062760007,0.074244809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0007,0.0,9.32158259,31.29830677,35.46643795,37.55941208,42.52672955,46.83279388,48.3531632,45.34649261,37.81236834,28.17718338,18.01807022,11.1622385,4.800910035,1.251189179,0.215592783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0009,0.0,9.461149232,31.23984169,35.45680105,37.54061035,42.53751613,46.55557758,48.26431745,45.49612724,38.20611734,28.52440884,18.11507477,11.0406769,4.406136749,1.279029457,0.226658795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0010,0.0,9.211398399,31.07419062,36.07005863,40.91848848,43.58540073,46.36260681,48.08954424,45.65929727,38.34018043,27.51231062,15.92346849,10.24674319,5.386810445,2.335580189,0.32752567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0014,0.0,8.954301952,30.89489771,34.95918633,36.32097221,42.47025862,48.17542939,49.52307362,46.72710483,39.86875489,30.06462054,18.99731674,10.37907468,3.305496779,0.093260874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0020,0.0,8.924919501,30.92997676,34.96093849,36.27099921,42.43282284,48.17939908,49.52356001,46.73716326,39.85285575,30.07893255,18.99560798,10.36841525,3.312415195,0.095614716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0026,0.0,9.586024649,31.34118116,36.72887248,41.2905647,43.43248509,46.25299941,48.59408433,46.28925282,38.82304312,27.77437958,15.96940764,10.04371708,4.824159678,2.264234403,0.296307496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0027,0.0,8.755970408,30.77406987,35.96492875,40.21837166,43.88837676,47.9707701,49.55128377,47.26578947,40.31756201,29.28731893,16.70081935,9.294575036,3.934743183,1.169494601,0.130388026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0028,0.0,9.284854526,31.13655338,35.41650126,37.22642365,40.75773029,46.26623169,47.85073077,44.94502479,37.8012782,28.87131626,18.66923629,12.01714632,4.784343488,0.748156747,0.004525398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0031,0.0,9.218744011,31.08588364,36.04903265,40.89374937,43.57620042,46.35973981,48.0916519,45.65904891,38.35235014,27.53361963,15.93358956,10.24315323,5.380880374,2.332130592,0.322576016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0032,0.0,9.336273816,31.15993941,36.5010911,41.12728657,45.21258818,48.80660923,50.86062365,48.44746835,40.84851468,28.83760351,16.0531365,8.833844949,3.059116455,1.277040866,0.324131622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0035,0.0,9.365656267,31.27492074,36.99344932,41.54488275,43.31890874,48.13639416,50.61062339,48.29311496,40.73035072,28.96895603,16.26870218,9.565479026,3.435440632,1.020025586,0.05320878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_cs,CONF_0039,0.0,9.262817688,31.13460454,35.44804022,37.36892093,40.73139834,46.22190354,47.82965422,44.9313652,37.79686177,28.87187284,18.68198621,12.04371203,4.756105055,0.756476364,0.005197137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
