Ligand,Conformer,5-7,5-6,6-7,1-5,2-5,3-5,6-5-7
ferrocene028_allyl_cs,CONF_0029,235.93,232.67,351.93,230.9,221.33,226.69,97.36
ferrocene028_allyl_cs,CONF_0036,237.88,232.72,335.57,231.07,219.42,222.84,90.96
ferrocene028_allyl_cs,CONF_0037,235.19,233.11,349.95,229.16,221.52,228.29,96.71
ferrocene028_allyl_cs,CONF_0039,237.94,232.67,335.64,231.23,219.47,222.7,90.99
ferrocene028_allyl_cs,CONF_0047,234.31,233.8,347.5,225.33,220.07,228.4,95.86
ferrocene028_allyl_cs,CONF_0048,234.74,232.46,351.92,224.31,220.36,228.58,97.74
ferrocene028_allyl_cs,CONF_0066,233.82,233.37,347.68,223.36,219.84,229.58,96.18
ferrocene028_allyl_cs,CONF_0073,237.19,232.22,334.06,237.28,221.57,220.2,90.73
ferrocene028_allyl_cs,CONF_0111,238.47,233.21,344.71,241.59,222.29,220.43,93.9
ferrocene029_allyl_2_cs,CONF_0001,234.42,233.68,342.28,231.51,219.32,221.51,93.98
ferrocene029_allyl_2_cs,CONF_0002,234.71,233.49,342.49,229.49,218.87,221.58,94.03
ferrocene029_allyl_2_cs,CONF_0003,234.58,234.13,347.98,226.16,221.15,228.29,95.88
ferrocene029_allyl_2_cs,CONF_0004,234.01,234.89,335.86,233.37,220.53,223.83,91.5
ferrocene029_allyl_2_cs,CONF_0005,233.26,233.82,347.95,225.43,220.61,226.57,96.31
ferrocene029_allyl_2_cs,CONF_0006,233.86,234.37,342.23,225.59,222.1,231.93,93.92
ferrocene029_allyl_2_cs,CONF_0007,235.87,234.75,350.05,231.42,219.37,222.8,96.11
ferrocene029_allyl_2_cs,CONF_0008,234.68,234.11,343.46,233.59,219.52,221.87,94.22
ferrocene029_allyl_2_cs,CONF_0009,235.91,234.14,340.58,231.25,219.65,222.17,92.87
ferrocene029_allyl_2_cs,CONF_0010,234.69,234.12,343.49,233.6,219.55,221.95,94.22
ferrocene029_allyl_2_cs,CONF_0011,233.85,234.33,342.06,225.8,222.15,231.73,93.88
ferrocene029_allyl_2_cs,CONF_0012,233.8,234.19,348.89,225.09,221.07,228.32,96.41
ferrocene029_allyl_2_cs,CONF_0014,232.14,235.86,341.99,226.63,220.27,228.59,93.89
ferrocene029_allyl_2_cs,CONF_0016,233.28,234.51,331.34,230.96,219.31,223.54,90.19
ferrocene029_allyl_2_cs,CONF_0018,234.5,233.69,341.96,231.76,219.33,221.22,93.84
ferrocene029_allyl_2_cs,CONF_0020,235.05,233.75,342.5,232.81,219.38,221.08,93.87
ferrocene029_allyl_2_cs,CONF_0023,233.52,234.32,343.13,224.46,221.93,232.52,94.35
ferrocene029_allyl_2_cs,CONF_0024,235.17,233.79,341.92,233.25,219.39,221.01,93.62
ferrocene029_allyl_2_cs,CONF_0025,233.68,235.25,349.81,223.08,222.23,235.19,96.49
ferrocene029_allyl_2_cs,CONF_0026,234.56,233.64,342.41,231.6,219.32,221.36,94.0
ferrocene029_allyl_2_cs,CONF_0029,235.99,234.42,349.85,228.37,221.79,229.41,96.1
ferrocene029_allyl_2_cs,CONF_0030,234.64,235.72,347.05,227.08,221.32,231.98,95.1
ferrocene029_allyl_2_cs,CONF_0031,234.35,233.16,340.55,229.36,219.08,222.0,93.51
ferrocene029_allyl_2_cs,CONF_0032,236.04,234.43,349.91,228.33,221.78,229.37,96.1
ferrocene029_allyl_2_cs,CONF_0035,234.48,234.31,332.06,232.93,220.37,223.42,90.2
ferrocene029_allyl_2_cs,CONF_0048,234.72,233.51,342.2,229.61,218.79,221.82,93.91
ferrocene029_allyl_2_cs,CONF_0052,234.13,234.76,335.83,233.51,220.46,223.39,91.49
ferrocene029_allyl_2_cs,CONF_0058,235.25,234.8,342.75,233.47,219.69,221.76,93.63
ferrocene029_allyl_2_cs,CONF_0059,234.55,233.65,342.27,231.68,219.31,221.4,93.95
ferrocene029_allyl_2_cs,CONF_0063,236.16,234.54,340.88,250.91,223.78,215.64,92.8
ferrocene029_allyl_2_cs,CONF_0066,233.55,234.87,334.27,233.42,220.55,223.87,91.06
ferrocene029_allyl_2_cs,CONF_0067,234.11,234.77,335.85,233.62,220.54,223.33,91.49
ferrocene029_allyl_2_cs,CONF_0068,234.38,233.06,345.55,230.15,218.95,222.09,95.33
ferrocene029_allyl_2_cs,CONF_0073,234.7,234.21,343.26,233.64,219.53,221.89,94.12
ferrocene029_allyl_2_cs,CONF_0087,233.79,234.55,334.71,233.27,220.85,224.15,91.23
ferrocene029_allyl_2_cs,CONF_0091,234.07,234.85,335.66,233.39,220.61,224.18,91.42
ferrocene029_allyl_2_cs,CONF_0092,234.77,233.96,343.36,233.81,219.55,221.58,94.2
ferrocene029_allyl_2_cs,CONF_0094,228.46,354.6,335.34,224.94,215.36,224.88,66.16
ferrocene029_allyl_2_cs,CONF_0098,234.1,234.84,335.68,233.45,220.59,224.25,91.42
ferrocene029_allyl_2_cs,CONF_0101,234.82,234.21,344.42,230.06,218.91,222.17,94.5
ferrocene029_allyl_2_cs,CONF_0103,231.92,237.1,329.45,223.18,219.67,230.68,89.24
ferrocene029_allyl_2_cs,CONF_0104,234.04,235.55,336.57,233.64,220.93,224.41,91.57
ferrocene029_allyl_2_cs,CONF_0110,230.54,235.5,339.8,224.08,221.64,233.09,93.62
ferrocene029_allyl_2_cs,CONF_0112,231.97,237.35,329.61,223.18,220.15,231.46,89.22
ferrocene029_allyl_2_cs,CONF_0115,233.97,234.74,334.88,233.74,220.68,223.36,91.2
ferrocene029_allyl_2_cs,CONF_0127,233.96,234.75,334.89,233.78,220.66,223.33,91.2
ferrocene029_allyl_2_cs,CONF_0132,232.8,234.52,330.07,231.25,219.36,223.8,89.87
ferrocene029_allyl_2_cs,CONF_0139,231.67,236.18,341.34,226.06,220.33,229.37,93.7
ferrocene029_allyl_2_cs,CONF_0145,234.79,236.01,348.68,231.45,219.52,223.7,95.56
ferrocene029_allyl_2_cs,CONF_0150,234.77,233.66,338.67,233.94,219.78,221.27,92.6
ferrocene029_allyl_2_cs,CONF_0154,232.2,237.18,330.76,223.07,219.97,230.98,89.6
ferrocene029_allyl_cs,CONF_0001,235.06,233.97,343.73,228.63,220.56,227.64,94.25
ferrocene029_allyl_cs,CONF_0002,234.39,233.97,349.56,224.14,219.9,228.63,96.55
ferrocene029_allyl_cs,CONF_0003,235.05,233.96,343.67,228.6,220.53,227.62,94.23
ferrocene029_allyl_cs,CONF_0004,235.55,234.13,344.31,225.65,220.22,228.9,94.29
ferrocene029_allyl_cs,CONF_0005,234.23,233.57,349.73,223.37,219.55,228.45,96.76
ferrocene029_allyl_cs,CONF_0006,235.2,235.35,341.61,225.83,220.02,228.95,93.1
ferrocene029_allyl_cs,CONF_0007,234.98,234.29,349.7,224.58,219.26,228.51,96.35
ferrocene029_allyl_cs,CONF_0010,235.8,234.92,352.21,224.4,219.27,228.75,96.88
ferrocene029_allyl_cs,CONF_0019,235.12,235.1,341.99,225.91,220.02,229.24,93.32
ferrocene029_allyl_cs,CONF_0028,236.78,234.64,351.24,230.08,221.01,228.1,96.33
ferrocene029_allyl_cs,CONF_0066,238.29,232.77,337.78,231.29,219.95,222.75,91.62
ferrocene030_allyl_2_cs,CONF_0001,233.39,232.7,346.78,225.34,219.56,225.5,96.15
ferrocene030_allyl_2_cs,CONF_0002,233.25,233.8,346.98,223.5,219.59,227.82,95.96
ferrocene030_allyl_2_cs,CONF_0003,232.78,232.51,348.08,224.05,219.58,227.1,96.85
ferrocene030_allyl_2_cs,CONF_0004,233.46,233.43,349.94,228.62,221.23,225.98,97.1
ferrocene030_allyl_2_cs,CONF_0006,232.57,233.82,340.71,222.09,219.46,227.23,93.86
ferrocene030_allyl_2_cs,CONF_0007,231.67,233.41,329.22,222.6,221.14,230.77,90.13
ferrocene030_allyl_2_cs,CONF_0008,233.33,233.2,333.66,227.19,221.53,227.55,91.32
ferrocene030_allyl_2_cs,CONF_0009,234.79,232.42,333.62,225.95,221.64,228.27,91.13
ferrocene030_allyl_2_cs,CONF_0010,232.66,234.94,346.33,220.62,221.1,233.23,95.57
ferrocene030_allyl_2_cs,CONF_0011,234.08,232.92,350.17,229.95,220.18,223.23,97.15
ferrocene030_allyl_2_cs,CONF_0012,232.27,237.1,331.73,225.88,220.62,224.74,89.93
ferrocene030_allyl_2_cs,CONF_0013,231.08,233.69,330.92,229.57,219.28,222.99,90.8
ferrocene030_allyl_2_cs,CONF_0014,232.27,237.16,331.6,225.8,220.64,224.85,89.88
ferrocene030_allyl_2_cs,CONF_0015,231.84,233.31,328.9,223.33,221.31,230.65,90.0
ferrocene030_allyl_2_cs,CONF_0016,234.84,232.42,333.64,226.02,221.6,228.12,91.13
ferrocene030_allyl_cs,CONF_0001,232.81,234.05,342.77,223.52,219.65,227.14,94.48
ferrocene030_allyl_cs,CONF_0004,232.32,232.16,346.33,225.23,220.48,227.35,96.43
ferrocene030_allyl_cs,CONF_0005,234.0,231.84,341.5,227.21,220.17,226.52,94.29
ferrocene030_allyl_cs,CONF_0007,232.35,232.13,345.81,225.39,220.56,227.52,96.23
ferrocene030_allyl_cs,CONF_0008,236.8,233.13,348.24,225.91,218.5,224.1,95.64
ferrocene030_allyl_cs,CONF_0012,236.84,233.21,348.43,225.86,218.46,224.13,95.68
ferrocene031_allyl_2_cs,CONF_0001,233.96,237.06,356.62,227.22,220.66,231.63,98.42
ferrocene031_allyl_2_cs,CONF_0002,234.03,236.95,356.52,227.28,220.64,231.56,98.39
ferrocene031_allyl_2_cs,CONF_0003,234.05,236.99,356.57,227.09,220.65,231.66,98.4
ferrocene031_allyl_2_cs,CONF_0004,233.99,237.01,356.55,227.17,220.66,231.67,98.4
ferrocene031_allyl_2_cs,CONF_0005,233.96,235.86,375.37,227.64,221.08,231.22,106.06
ferrocene031_allyl_2_cs,CONF_0006,234.62,236.72,373.63,228.44,220.7,230.69,104.88
ferrocene031_allyl_2_cs,CONF_0007,233.56,236.0,369.56,225.82,220.41,232.56,103.82
ferrocene031_allyl_2_cs,CONF_0008,233.65,236.21,369.1,226.23,220.44,232.43,103.54
ferrocene031_allyl_2_cs,CONF_0009,233.92,235.93,375.09,227.68,221.05,231.26,105.94
ferrocene031_allyl_2_cs,CONF_0010,234.57,236.72,373.52,228.4,220.7,230.7,104.85
ferrocene031_allyl_2_cs,CONF_0011,233.75,236.65,375.56,225.36,220.3,233.48,105.95
ferrocene031_allyl_2_cs,CONF_0012,234.52,236.87,373.45,228.28,220.61,230.6,104.79
ferrocene031_allyl_2_cs,CONF_0013,233.77,236.58,375.39,225.42,220.3,233.35,105.9
ferrocene031_allyl_2_cs,CONF_0014,233.69,237.63,357.82,228.07,220.6,231.44,98.78
ferrocene031_allyl_2_cs,CONF_0015,234.29,235.34,367.64,234.73,221.99,221.15,103.04
ferrocene031_allyl_2_cs,CONF_0016,234.34,235.42,367.78,234.55,222.0,221.18,103.06
ferrocene031_allyl_2_cs,CONF_0017,234.46,235.46,367.81,234.21,221.98,221.16,103.02
ferrocene031_allyl_2_cs,CONF_0018,234.49,235.37,368.14,234.56,222.08,221.21,103.17
ferrocene031_allyl_2_cs,CONF_0019,233.74,237.57,357.85,228.06,220.6,231.29,98.8
ferrocene031_allyl_2_cs,CONF_0022,234.94,237.12,356.92,229.1,220.46,225.04,98.24
ferrocene031_allyl_2_cs,CONF_0023,235.57,235.06,357.93,232.62,221.33,222.96,99.02
ferrocene031_allyl_2_cs,CONF_0026,234.86,237.79,356.93,231.68,220.4,223.1,98.08
ferrocene031_allyl_2_cs,CONF_0027,234.86,237.66,356.86,231.9,220.46,223.04,98.09
ferrocene031_allyl_2_cs,CONF_0034,236.84,236.63,357.98,230.92,219.72,223.13,98.24
ferrocene031_allyl_2_cs,CONF_0035,237.05,236.59,359.23,230.79,219.57,222.96,98.66
ferrocene031_allyl_2_cs,CONF_0036,236.47,236.17,355.72,231.09,219.76,222.82,97.64
ferrocene031_allyl_2_cs,CONF_0037,236.82,236.49,358.07,230.73,219.6,222.97,98.32
ferrocene031_allyl_2_cs,CONF_0038,236.54,236.6,356.62,230.88,219.78,223.13,97.83
ferrocene031_allyl_2_cs,CONF_0044,236.84,236.64,358.44,230.56,219.68,223.18,98.41
ferrocene031_allyl_2_cs,CONF_0045,234.34,238.27,359.03,221.63,221.43,233.01,98.87
ferrocene031_allyl_2_cs,CONF_0046,236.86,236.63,358.43,230.62,219.66,223.15,98.4
ferrocene031_allyl_2_cs,CONF_0047,237.69,232.8,342.58,229.44,220.14,224.79,93.46
ferrocene031_allyl_2_cs,CONF_0050,236.84,236.69,358.32,230.9,219.8,223.25,98.35
ferrocene031_allyl_2_cs,CONF_0051,237.73,232.81,342.42,229.73,220.18,224.68,93.38
ferrocene031_allyl_2_cs,CONF_0052,236.61,233.47,344.77,231.97,221.42,222.78,94.35
ferrocene031_allyl_2_cs,CONF_0053,236.65,233.42,344.76,232.16,221.49,222.77,94.34
ferrocene031_allyl_2_cs,CONF_0054,237.76,232.74,342.41,229.45,220.13,224.58,93.39
ferrocene031_allyl_2_cs,CONF_0055,237.78,232.7,342.33,229.68,220.16,224.47,93.37
ferrocene031_allyl_2_cs,CONF_0056,234.34,238.28,359.1,221.53,221.44,233.04,98.89
ferrocene031_allyl_cs,CONF_0001,237.34,234.61,355.65,233.38,220.56,222.12,97.8
ferrocene031_allyl_cs,CONF_0002,237.36,234.52,355.43,233.6,220.62,222.06,97.74
ferrocene031_allyl_cs,CONF_0003,237.37,234.51,355.68,233.58,220.62,222.05,97.83
ferrocene031_allyl_cs,CONF_0004,237.37,234.53,355.6,233.66,220.64,222.05,97.79
ferrocene031_allyl_cs,CONF_0005,238.37,233.93,376.41,226.84,222.43,230.64,105.68
ferrocene031_allyl_cs,CONF_0006,236.84,233.81,376.06,229.15,221.9,231.87,106.07
ferrocene031_allyl_cs,CONF_0007,237.63,235.97,356.86,226.96,218.74,227.77,97.79
ferrocene031_allyl_cs,CONF_0008,237.55,235.68,355.74,226.94,218.71,227.7,97.48
ferrocene031_allyl_cs,CONF_0009,238.38,233.97,376.47,226.82,222.41,230.64,105.69
ferrocene031_allyl_cs,CONF_0010,236.87,233.88,376.13,229.01,221.81,231.7,106.07
ferrocene031_allyl_cs,CONF_0011,235.9,234.41,376.78,227.28,221.83,233.07,106.47
ferrocene031_allyl_cs,CONF_0012,238.44,233.91,376.41,226.77,222.36,230.55,105.67
ferrocene031_allyl_cs,CONF_0013,237.58,236.23,358.0,226.86,218.8,228.06,98.15
ferrocene031_allyl_cs,CONF_0014,235.83,234.45,376.74,227.15,221.84,233.08,106.47
ferrocene031_allyl_cs,CONF_0015,237.54,235.67,355.7,226.99,218.75,227.7,97.47
ferrocene031_allyl_cs,CONF_0016,238.41,233.91,376.42,226.84,222.41,230.63,105.68
ferrocene031_allyl_cs,CONF_0017,237.32,234.51,355.78,233.7,220.65,222.01,97.88
ferrocene031_allyl_cs,CONF_0018,237.29,234.48,355.83,233.72,220.64,221.97,97.92
ferrocene031_allyl_cs,CONF_0020,237.25,234.53,356.06,233.61,220.61,221.94,98.0
ferrocene031_allyl_cs,CONF_0022,237.29,234.85,356.12,233.38,220.61,222.35,97.92
ferrocene031_allyl_cs,CONF_0036,238.71,234.02,377.02,235.52,220.6,220.85,105.79
ferrocene031_allyl_cs,CONF_0040,238.47,233.91,376.42,226.86,222.4,230.57,105.66
ferrocene032_allyl_2_cs,CONF_0001,236.74,237.22,370.03,227.24,221.01,235.2,102.65
ferrocene032_allyl_2_cs,CONF_0002,237.42,237.06,363.05,227.64,220.44,232.3,99.84
ferrocene032_allyl_2_cs,CONF_0003,237.28,237.21,356.35,226.73,219.83,232.61,97.36
ferrocene032_allyl_2_cs,CONF_0012,233.98,235.38,373.78,224.37,221.15,236.46,105.57
ferrocene032_allyl_2_cs,CONF_0014,234.01,235.38,373.73,224.33,221.12,236.45,105.54
ferrocene032_allyl_2_cs,CONF_0018,236.36,238.28,370.81,221.54,221.96,234.94,102.75
ferrocene032_allyl_2_cs,CONF_0019,237.93,234.74,366.26,241.52,223.96,220.17,101.59
ferrocene032_allyl_2_cs,CONF_0031,233.18,236.03,374.61,223.26,221.43,238.41,105.95
ferrocene032_allyl_cs,CONF_0001,236.0,239.5,366.16,238.39,221.1,222.98,100.71
ferrocene032_allyl_cs,CONF_0002,238.3,235.69,368.54,233.63,223.42,230.48,102.07
ferrocene032_allyl_cs,CONF_0006,237.55,239.84,367.45,241.3,221.31,221.72,100.65
ferrocene032_allyl_cs,CONF_0008,238.18,237.55,365.25,236.77,220.82,220.97,100.31
ferrocene032_allyl_cs,CONF_0018,237.15,235.08,374.84,230.35,222.46,229.98,105.07
ferrocene032_allyl_cs,CONF_0022,238.55,235.54,376.97,232.11,222.65,229.9,105.34
ferrocene032_allyl_cs,CONF_0030,235.95,239.44,366.28,238.16,221.03,222.91,100.79
ferrocene032_allyl_cs,CONF_0040,237.17,235.0,374.73,229.58,222.74,230.98,105.05
ferrocene032_allyl_cs,CONF_0094,237.12,235.11,374.84,230.33,222.49,230.03,105.07
ferrocene032_allyl_cs,CONF_0095,236.88,235.1,375.63,229.73,222.92,230.35,105.47
ferrocene033_allyl_2_cs,CONF_0001,235.19,238.45,359.54,227.99,219.47,230.26,98.76
ferrocene033_allyl_2_cs,CONF_0002,234.22,235.83,375.79,226.56,221.6,232.41,106.16
ferrocene033_allyl_2_cs,CONF_0003,233.2,236.3,376.92,223.76,220.47,234.1,106.79
ferrocene033_allyl_2_cs,CONF_0004,234.77,235.09,369.22,233.66,221.25,221.68,103.59
ferrocene033_allyl_2_cs,CONF_0006,236.58,235.47,362.86,231.82,221.08,223.6,100.47
ferrocene033_allyl_2_cs,CONF_0007,236.56,235.47,362.84,231.91,221.11,223.55,100.47
ferrocene033_allyl_cs,CONF_0002,235.9,235.52,353.44,233.82,221.43,222.65,97.13
ferrocene033_allyl_cs,CONF_0003,235.89,235.52,353.5,233.81,221.48,222.74,97.16
ferrocene033_allyl_cs,CONF_0004,237.39,236.24,371.41,236.15,221.01,221.15,103.29
ferrocene033_allyl_cs,CONF_0008,237.4,233.98,377.73,227.47,222.03,229.97,106.51
ferrocene033_allyl_cs,CONF_0011,236.55,233.65,376.36,229.01,221.51,229.61,106.34
ferrocene033_allyl_cs,CONF_0012,236.13,234.01,373.04,227.76,221.74,230.88,105.02
ferrocene033_allyl_cs,CONF_0017,238.68,234.79,361.92,236.65,220.89,220.43,99.7
ferrocene033_allyl_cs,CONF_0023,236.73,235.81,371.92,238.09,221.71,221.24,103.82
ferrocene034_allyl_2_cs,CONF_0001,234.44,237.94,357.16,227.46,219.31,230.19,98.24
ferrocene034_allyl_2_cs,CONF_0002,233.39,236.82,357.58,226.25,220.52,232.38,99.01
ferrocene034_allyl_2_cs,CONF_0003,233.66,235.42,374.35,226.1,221.32,231.86,105.89
ferrocene034_allyl_2_cs,CONF_0004,232.99,235.76,375.08,223.06,220.14,233.69,106.29
ferrocene034_allyl_2_cs,CONF_0005,234.88,234.58,367.48,234.46,221.33,221.46,103.03
ferrocene034_allyl_2_cs,CONF_0009,235.95,234.9,361.46,231.85,221.05,223.39,100.29
ferrocene034_allyl_2_cs,CONF_0010,235.91,234.93,361.3,231.8,221.02,223.41,100.23
ferrocene034_allyl_2_cs,CONF_0016,237.81,232.6,342.71,231.02,221.0,222.97,93.52
ferrocene034_allyl_2_cs,CONF_0017,233.15,235.62,369.27,223.96,220.19,233.03,103.95
ferrocene034_allyl_cs,CONF_0001,235.6,233.13,355.37,228.89,221.7,227.83,98.6
ferrocene034_allyl_cs,CONF_0003,235.32,235.22,351.62,233.16,221.39,222.57,96.71
ferrocene034_allyl_cs,CONF_0004,235.31,235.22,351.59,233.18,221.39,222.58,96.7
ferrocene034_allyl_cs,CONF_0005,234.72,237.74,350.93,225.38,219.33,231.53,95.93
ferrocene034_allyl_cs,CONF_0006,236.95,233.54,376.18,227.12,221.79,229.69,106.17
ferrocene034_allyl_cs,CONF_0007,235.9,233.36,375.33,228.26,221.22,229.62,106.23
ferrocene034_allyl_cs,CONF_0008,236.99,238.71,367.91,226.11,218.32,228.12,101.32
ferrocene034_allyl_cs,CONF_0009,235.73,233.58,371.68,228.01,221.66,230.46,104.74
ferrocene034_allyl_cs,CONF_0010,235.13,234.98,368.23,236.7,221.78,222.04,103.12
ferrocene034_allyl_cs,CONF_0011,236.65,236.04,372.52,234.71,220.84,221.02,104.01
ferrocene034_allyl_cs,CONF_0012,237.98,235.32,356.85,236.81,221.52,222.96,97.87
ferrocene034_allyl_cs,CONF_0014,239.52,234.9,354.96,229.39,219.33,225.99,96.86
ferrocene034_allyl_cs,CONF_0015,234.32,234.93,356.6,234.31,220.5,221.29,98.92
ferrocene034_allyl_cs,CONF_0016,237.37,234.88,356.46,229.5,220.01,228.23,98.02
ferrocene034_allyl_cs,CONF_0017,234.85,238.5,366.28,232.15,222.53,228.19,101.39
ferrocene034_allyl_cs,CONF_0018,236.4,231.14,337.5,228.08,218.76,223.22,92.41
S-C3-TUNEPHOS_1,CONF_0000,232.84,236.62,337.06,229.69,221.53,225.84,91.77
S-C3-TUNEPHOS_1,CONF_0001,232.84,236.66,337.13,229.67,221.52,225.84,91.79
S-C3-TUNEPHOS_1,CONF_0002,232.79,235.89,338.58,222.74,219.77,228.65,92.5
S-C3-TUNEPHOS_1,CONF_0003,232.8,235.83,338.59,222.71,219.8,228.72,92.52
S-C3-TUNEPHOS_1,CONF_0004,232.82,236.65,337.13,229.79,221.49,225.72,91.79
S-C3-TUNEPHOS_1,CONF_0005,232.85,236.61,337.06,229.73,221.52,225.78,91.77
S-C3-TUNEPHOS_1,CONF_0006,234.35,234.04,341.42,223.69,221.58,228.65,93.59
S-C3-TUNEPHOS_1,CONF_0007,234.34,234.06,341.39,223.74,221.6,228.66,93.58
S-C3-TUNEPHOS_1,CONF_0008,234.04,234.39,341.38,228.63,221.56,223.79,93.57
S-C3-TUNEPHOS_1,CONF_0009,234.08,234.35,341.42,228.62,221.56,223.78,93.58
S-C3-TUNEPHOS_1,CONF_0010,232.84,236.62,337.04,229.72,221.51,225.78,91.76
S-C3-TUNEPHOS_1,CONF_0011,236.28,234.14,338.45,229.57,219.52,223.45,92.02
S-C3-TUNEPHOS_1,CONF_0012,236.28,234.1,338.53,229.5,219.5,223.59,92.06
S-C3-TUNEPHOS_1,CONF_0015,233.0,235.2,335.7,223.21,219.62,228.07,91.61
S-C3-TUNEPHOS_1,CONF_0018,232.79,235.9,338.61,222.73,219.78,228.68,92.51
S-C3-TUNEPHOS_1,CONF_0019,232.99,237.18,335.98,225.16,220.07,229.21,91.22
S-C3-TUNEPHOS_1,CONF_0022,233.52,236.29,344.06,222.82,219.94,229.11,94.16
S-C3-TUNEPHOS_1,CONF_0024,233.98,237.5,340.35,225.34,220.06,229.48,92.42
S-C3-TUNEPHOS_1,CONF_0025,233.26,236.59,343.65,222.58,219.98,229.31,94.0
S-C3-TUNEPHOS_1,CONF_0026,232.82,236.66,337.14,229.77,221.52,225.77,91.79
S-C3-TUNEPHOS_1,CONF_0032,234.34,234.08,341.43,223.69,221.59,228.68,93.59
S-C3-TUNEPHOS_1,CONF_0033,234.3,234.11,341.41,223.65,221.59,228.71,93.58
S-C3-TUNEPHOS_1,CONF_0034,234.07,236.21,337.49,223.83,219.6,229.29,91.72
S-C3-TUNEPHOS_1,CONF_0035,234.03,236.32,337.87,223.51,219.57,229.53,91.84
S-C3-TUNEPHOS_1,CONF_0036,234.33,234.08,341.43,223.84,221.66,228.6,93.59
S-C3-TUNEPHOS_1,CONF_0037,234.33,234.06,341.46,223.71,221.62,228.66,93.61
S-C3-TUNEPHOS_1,CONF_0039,234.4,234.02,341.4,223.75,221.61,228.65,93.57
S-C3-TUNEPHOS_1,CONF_0040,234.68,234.8,345.09,223.77,221.77,228.95,94.62
S-C3-TUNEPHOS_1,CONF_0042,232.82,235.84,338.7,222.72,219.79,228.57,92.55
S-C3-TUNEPHOS_1,CONF_0044,232.99,233.53,343.68,228.49,220.15,221.45,94.9
S-C3-TUNEPHOS_1,CONF_0045,233.03,233.47,343.77,228.44,220.12,221.42,94.94
S-C3-TUNEPHOS_1,CONF_0046,234.04,234.39,341.44,228.62,221.56,223.77,93.59
S-C3-TUNEPHOS_1,CONF_0047,234.08,234.35,341.41,228.59,221.53,223.77,93.58
S-C3-TUNEPHOS_1,CONF_0050,233.38,234.2,347.58,228.56,220.18,221.49,96.04
S-C3-TUNEPHOS_1,CONF_0051,234.04,234.4,341.38,228.64,221.57,223.8,93.57
S-C3-TUNEPHOS_1,CONF_0052,236.24,234.1,338.49,229.53,219.51,223.63,92.05
S-C3-TUNEPHOS_1,CONF_0055,235.94,232.84,338.53,228.68,219.75,222.73,92.47
S-C3-TUNEPHOS_1,CONF_0056,235.87,232.85,338.43,228.59,219.76,222.77,92.44
S-C3-TUNEPHOS_1,CONF_0057,237.09,234.55,343.6,230.49,219.44,223.12,93.52
S-C3-TUNEPHOS_1,CONF_0058,236.93,234.64,342.45,230.47,219.19,222.67,93.13
719_1,CONF_0000,236.86,236.57,366.11,225.74,219.45,230.95,101.31
719_1,CONF_0001,239.14,241.19,378.67,232.08,219.77,222.82,104.06
719_1,CONF_0002,236.89,239.27,373.49,224.32,217.74,227.31,103.33
719_1,CONF_0003,238.03,238.4,360.61,227.32,217.31,223.51,98.39
719_1,CONF_0004,241.94,239.06,388.65,240.91,221.74,223.73,107.8
719_1,CONF_0005,238.83,238.35,377.9,234.52,218.23,218.93,104.74
719_1,CONF_0006,238.81,238.36,377.97,234.53,218.19,218.87,104.77
719_1,CONF_0007,235.34,238.49,375.55,220.03,218.24,228.26,104.85
719_1,CONF_0008,238.38,238.49,363.33,221.49,218.97,227.91,99.27
719_1,CONF_0009,238.51,235.35,375.55,228.33,218.28,220.04,104.84
719_1,CONF_0010,238.89,239.08,378.25,220.0,220.58,232.28,104.63
719_1,CONF_0011,239.48,235.94,380.0,238.15,220.29,218.43,106.12
719_1,CONF_0012,238.08,238.42,360.62,227.32,217.34,223.53,98.37
719_1,CONF_0013,238.08,238.43,360.63,227.32,217.33,223.55,98.37
719_1,CONF_0014,237.32,237.58,366.39,228.36,222.2,231.76,100.98
719_1,CONF_0015,237.79,239.75,380.74,223.62,219.03,230.83,105.75
719_1,CONF_0016,238.26,239.01,389.43,235.67,219.38,223.06,109.36
S-BIPHOMP_1,CONF_0000,236.64,232.08,331.55,228.48,221.27,226.0,90.03
S-BIPHOMP_1,CONF_0001,232.49,235.87,331.44,228.25,219.31,222.65,90.09
S-BIPHOMP_1,CONF_0002,236.66,232.07,331.62,228.5,221.25,225.99,90.05
S-BIPHOMP_1,CONF_0003,233.76,233.64,338.16,228.49,221.61,223.41,92.69
S-BIPHOMP_1,CONF_0004,233.79,233.65,338.26,228.54,221.6,223.38,92.71
S-BIPHOMP_1,CONF_0005,233.34,236.11,331.21,228.26,219.43,223.46,89.74
S-BIPHOMP_1,CONF_0006,232.06,236.68,331.31,226.02,221.27,228.39,89.95
S-BIPHOMP_1,CONF_0007,233.64,233.76,338.16,223.36,221.63,228.61,92.69
S-BIPHOMP_1,CONF_0008,233.41,236.14,331.06,228.34,219.37,223.38,89.67
S-BIPHOMP_1,CONF_0009,233.35,236.06,331.21,228.21,219.47,223.59,89.75
S-BIPHOMP_1,CONF_0010,233.81,233.64,338.19,228.47,221.61,223.36,92.68
S-BIPHOMP_1,CONF_0011,233.8,233.63,338.21,228.47,221.66,223.4,92.7
S-BIPHOMP_1,CONF_0012,232.49,235.86,331.46,228.31,219.3,222.68,90.1
S-BIPHOMP_1,CONF_0013,233.78,233.65,338.3,228.55,221.62,223.42,92.73
R-Tol-SDP_1,CONF_0000,232.61,236.15,353.1,226.24,220.13,228.68,97.75
