Ligand,Conformer,5-7,5-6,6-7,1-5,2-5,3-5,6-5-7
100_cs,CONF_0001,238.25,236.36,376.44,224.01,219.27,230.37,104.96
100_cs,CONF_0002,234.64,236.19,356.04,221.74,220.65,231.41,98.26
100_cs,CONF_0004,236.3,234.54,355.35,230.71,220.28,221.98,98.0
100_cs,CONF_0005,234.51,236.3,356.01,221.7,220.57,231.34,98.25
100_cs,CONF_0006,238.34,236.28,376.42,224.2,219.31,230.19,104.95
100_cs,CONF_0007,238.81,240.39,381.89,223.6,219.72,232.78,105.68
100_cs,CONF_0008,235.09,237.64,365.21,221.43,219.32,231.44,101.17
100_cs,CONF_0009,238.34,236.49,365.83,234.0,222.52,226.22,100.79
100_cs,CONF_0010,235.32,234.62,359.31,228.92,218.87,222.38,99.74
100_cs,CONF_0011,234.27,237.63,352.51,220.91,219.76,229.69,96.66
100_cs,CONF_0012,234.53,235.48,359.65,222.38,218.91,228.98,99.85
100_cs,CONF_0014,238.33,236.43,365.96,234.68,222.62,225.84,100.86
100_cs,CONF_0015,238.05,236.84,367.27,223.33,219.29,229.56,101.32
100_cs,CONF_0016,236.78,235.3,361.85,223.66,218.73,229.76,100.08
100_cs,CONF_0017,238.04,236.85,367.22,223.39,219.33,229.62,101.3
100_cs,CONF_0018,236.85,235.22,361.85,223.77,218.76,229.65,100.08
100_cs,CONF_0020,234.49,236.33,355.81,221.9,220.46,231.22,98.18
100_cs,CONF_0021,235.85,236.14,362.79,222.65,220.34,230.82,100.47
100_cs,CONF_0022,235.83,236.16,362.93,222.58,220.34,230.85,100.52
100_cs,CONF_0023,237.54,234.2,352.49,229.73,219.79,220.95,96.69
100_cs,CONF_0024,235.84,236.14,362.86,222.79,220.31,230.56,100.5
100_cs,CONF_0025,235.89,236.06,362.83,222.69,220.37,230.73,100.49
100_cs,CONF_0027,236.78,238.05,364.62,228.31,219.2,229.74,100.33
100_cs,CONF_0029,234.27,237.64,352.39,220.94,219.71,229.66,96.61
100_cs,CONF_0031,238.29,236.37,376.46,224.07,219.29,230.35,104.95
101_cs,CONF_0002,232.48,233.59,321.54,224.94,220.24,225.79,87.24
101_cs,CONF_0004,232.23,232.73,320.2,224.63,219.38,223.88,87.05
101_cs,CONF_0005,233.8,232.87,317.43,228.99,220.14,223.15,85.72
101_cs,CONF_0008,232.66,233.84,321.53,224.61,219.34,225.29,87.14
101_cs,CONF_0013,232.99,232.84,321.57,225.13,219.64,223.5,87.31
101_cs,CONF_0014,233.39,233.62,323.07,224.38,220.29,226.37,87.54
101_cs,CONF_0017,232.95,232.81,321.54,224.98,219.61,223.53,87.32
101_cs,CONF_0021,232.21,232.46,320.26,223.64,219.0,223.17,87.14
101_cs,CONF_0027,232.32,232.72,321.31,224.75,219.37,223.95,87.41
101_cs,CONF_0028,233.43,232.52,321.46,226.21,219.74,223.14,87.25
101_cs,CONF_0035,232.36,232.74,321.3,224.78,219.34,223.88,87.39
101_cs,CONF_0038,232.43,233.64,323.12,222.83,220.03,226.96,87.78
101_cs,CONF_0040,234.29,233.73,320.89,228.1,220.72,224.7,86.57
101_cs,CONF_0042,233.83,232.3,320.66,230.94,220.78,222.57,86.93
101_cs,CONF_0058,233.93,232.7,318.92,229.82,220.7,222.82,86.23
101_cs,CONF_0070,233.99,233.35,321.16,227.48,219.81,223.93,86.82
101_cs,CONF_0081,233.89,234.14,324.36,226.59,220.52,225.76,87.74
101_cs,CONF_0102,232.35,234.63,322.01,222.4,221.41,233.32,87.19
101_cs,CONF_0113,233.98,234.42,323.02,227.09,219.93,225.34,87.2
101_cs,CONF_0227,234.07,234.08,324.62,225.46,220.5,226.79,87.8
101_cs,CONF_0267,233.35,233.94,322.81,223.99,219.77,226.55,87.39
101_cs,CONF_0275,232.74,234.23,323.16,222.51,220.9,229.91,87.58
101_cs,CONF_0291,234.48,232.63,323.01,230.07,220.62,223.38,87.5
101_cs,CONF_0299,233.19,233.69,322.8,228.99,220.84,225.11,87.48
101_cs,CONF_0300,234.52,232.87,322.04,230.65,220.77,222.92,87.1
101_cs,CONF_0312,235.22,233.78,324.04,230.75,221.09,224.9,87.41
101_cs,CONF_0385,233.8,233.86,322.41,224.35,219.68,228.31,87.16
101_cs,CONF_0422,234.59,232.69,324.0,236.16,221.62,221.66,87.8
101_cs,CONF_0519,234.51,232.86,323.05,228.05,220.07,224.22,87.45
101_cs,CONF_0530,234.69,233.29,321.63,229.27,219.92,223.68,86.83
101_cs,CONF_0541,235.11,234.04,324.15,230.66,220.89,224.41,87.41
101_cs,CONF_0562,234.63,232.97,324.23,232.04,220.95,221.62,87.8
101_cs,CONF_0579,233.79,233.29,317.32,230.71,220.98,223.83,85.59
101_cs,CONF_0726,233.79,232.99,322.48,229.28,220.55,222.75,87.4
101_cs,CONF_0740,233.56,234.05,322.1,231.47,221.1,223.69,87.08
101_cs,CONF_0744,233.79,233.3,317.29,230.74,220.96,223.74,85.58
101_cs,CONF_0956,235.29,231.58,324.04,235.19,221.64,220.68,87.9
101_cs,CONF_1007,232.92,234.56,323.15,224.28,219.97,227.87,87.46
102_cs,CONF_0002,232.49,233.56,321.52,224.94,220.22,225.92,87.24
102_cs,CONF_0004,232.25,232.76,320.26,224.6,219.35,223.87,87.06
102_cs,CONF_0005,233.75,232.86,317.31,228.93,220.16,223.17,85.69
102_cs,CONF_0008,233.95,232.74,321.68,225.25,219.3,224.63,87.15
102_cs,CONF_0013,232.99,232.83,321.62,225.11,219.65,223.45,87.33
102_cs,CONF_0014,233.38,233.62,323.05,224.53,220.35,226.28,87.54
102_cs,CONF_0017,232.98,232.82,321.62,225.1,219.65,223.47,87.33
102_cs,CONF_0022,232.46,232.21,320.29,223.1,219.0,223.62,87.14
102_cs,CONF_0027,233.39,232.5,321.5,226.18,219.79,223.18,87.27
102_cs,CONF_0028,232.74,232.33,321.3,223.92,219.31,224.8,87.39
102_cs,CONF_0030,232.46,232.22,320.3,223.15,219.0,223.62,87.15
102_cs,CONF_0033,232.37,232.72,321.31,224.78,219.34,223.93,87.4
102_cs,CONF_0035,233.81,232.59,319.19,228.3,220.27,223.31,86.37
102_cs,CONF_0036,232.41,233.65,323.08,222.89,219.95,226.9,87.77
102_cs,CONF_0039,234.32,233.69,320.85,228.22,220.81,224.83,86.56
102_cs,CONF_0040,233.92,232.38,320.71,230.94,220.71,222.62,86.91
102_cs,CONF_0068,234.01,233.35,321.16,227.54,219.82,223.93,86.81
102_cs,CONF_0078,234.28,233.97,323.01,228.23,220.66,225.32,87.23
102_cs,CONF_0098,232.37,234.56,322.05,222.36,221.34,233.28,87.21
102_cs,CONF_0112,233.97,234.38,323.13,226.96,219.92,225.32,87.25
102_cs,CONF_0230,234.07,234.08,324.7,226.74,220.45,225.42,87.83
102_cs,CONF_0261,233.83,233.33,322.72,226.47,219.79,224.07,87.39
102_cs,CONF_0269,234.2,232.72,323.11,230.0,220.92,222.43,87.58
102_cs,CONF_0282,234.43,232.57,322.98,230.05,220.64,223.4,87.51
102_cs,CONF_0286,233.3,233.73,322.86,228.97,220.77,224.89,87.47
102_cs,CONF_0290,234.59,232.88,322.11,230.67,220.73,222.88,87.11
102_cs,CONF_0300,235.18,233.78,324.01,231.01,221.12,224.73,87.41
102_cs,CONF_0409,234.68,232.7,324.04,236.19,221.61,221.64,87.78
102_cs,CONF_0519,234.6,233.28,321.67,229.3,220.03,223.85,86.87
102_cs,CONF_0532,234.95,233.95,323.88,230.23,220.87,224.73,87.38
102_cs,CONF_0556,233.82,233.27,317.31,230.71,221.05,223.82,85.58
102_cs,CONF_0605,233.02,234.73,324.31,221.6,220.92,231.99,87.79
102_cs,CONF_0626,232.95,234.57,323.14,224.25,220.0,227.95,87.45
102_cs,CONF_0711,233.79,232.99,322.49,229.2,220.54,222.71,87.4
102_cs,CONF_0713,233.51,233.9,321.95,232.16,221.12,223.77,87.07
102_cs,CONF_0934,233.0,233.7,322.47,222.93,220.47,228.9,87.41
102_cs,CONF_0939,235.39,231.59,324.1,235.03,221.64,220.67,87.9
103_cs,CONF_0007,234.88,233.01,281.69,224.65,219.96,221.64,74.03
103_cs,CONF_0032,234.3,234.42,281.56,224.09,219.43,223.01,73.84
103_cs,CONF_0036,233.58,234.68,284.53,221.83,219.59,222.83,74.84
103_cs,CONF_0038,234.08,235.0,282.28,222.9,220.12,225.04,73.99
103_cs,CONF_0059,235.63,234.59,282.17,226.82,220.57,223.98,73.75
103_cs,CONF_0063,235.77,234.25,282.62,225.61,219.43,222.15,73.92
103_cs,CONF_0067,237.43,234.1,283.32,227.94,219.62,221.44,73.86
103_cs,CONF_0068,237.51,233.68,283.54,229.45,220.64,221.35,73.99
103_cs,CONF_0077,235.54,233.11,283.15,226.63,219.46,220.41,74.34
103_cs,CONF_0081,235.9,235.08,284.84,224.88,219.31,223.17,74.43
103_cs,CONF_0103,237.52,234.64,283.29,228.1,221.06,224.11,73.74
103_cs,CONF_0108,237.54,234.6,283.3,228.14,221.06,224.09,73.74
103_cs,CONF_0122,236.83,232.44,282.14,231.31,220.6,219.42,73.91
103_cs,CONF_0163,237.41,232.21,282.48,232.2,221.2,219.53,73.95
103_cs,CONF_0164,235.9,234.26,285.44,225.13,219.6,221.63,74.76
103_cs,CONF_0173,235.08,234.24,285.29,223.1,219.73,221.79,74.87
103_cs,CONF_0280,236.5,232.66,284.77,228.24,220.43,219.71,74.74
103_cs,CONF_0376,234.55,236.17,282.99,227.04,219.77,220.81,73.91
103_cs,CONF_0421,233.4,237.41,286.19,220.41,220.16,227.59,74.86
103_cs,CONF_0423,235.96,234.44,285.91,226.82,220.07,221.22,74.86
103_cs,CONF_0491,235.4,233.81,281.25,221.93,219.93,226.55,73.66
103_cs,CONF_0594,235.19,235.91,284.42,224.72,220.18,224.48,74.28
103_cs,CONF_0640,237.68,233.65,282.31,224.76,220.43,226.68,73.58
103_cs,CONF_0740,238.23,237.46,286.1,225.07,219.95,226.83,73.95
103_cs,CONF_0765,237.81,234.73,286.56,226.19,219.54,222.81,74.66
103_cs,CONF_0812,233.73,237.54,283.2,220.78,221.53,232.41,73.87
103_cs,CONF_0813,238.31,233.78,283.38,228.6,219.68,221.16,73.77
103_cs,CONF_0846,238.32,233.79,283.39,228.58,219.68,221.15,73.77
103_cs,CONF_0879,236.52,232.66,284.8,228.05,220.45,219.84,74.74
103_cs,CONF_0986,234.56,236.2,283.04,226.88,219.73,220.83,73.92
103_cs,CONF_1024,233.34,237.78,283.7,220.98,220.62,229.94,74.05
103_cs,CONF_1078,238.55,233.53,285.71,229.31,220.68,220.69,74.48
103_cs,CONF_1255,235.33,236.49,286.25,222.13,220.64,227.72,74.7
104_cs,CONF_0036,233.59,234.73,284.57,221.76,219.59,222.82,74.84
104_cs,CONF_0037,234.96,234.14,282.3,224.98,220.16,222.99,74.0
104_cs,CONF_0060,235.58,234.61,282.11,226.86,220.58,223.97,73.74
104_cs,CONF_0063,235.69,234.27,282.57,225.42,219.45,222.26,73.92
104_cs,CONF_0069,237.5,233.71,283.56,229.37,220.6,221.35,73.99
104_cs,CONF_0070,237.42,234.11,283.3,228.03,219.63,221.46,73.85
104_cs,CONF_0074,238.1,235.26,283.53,225.2,219.94,226.41,73.59
104_cs,CONF_0078,235.56,233.12,283.17,226.58,219.47,220.39,74.34
104_cs,CONF_0083,235.9,235.07,284.85,225.01,219.34,223.09,74.43
104_cs,CONF_0103,237.52,234.64,283.29,228.19,221.06,224.1,73.74
104_cs,CONF_0115,234.62,237.55,283.31,224.11,221.04,228.08,73.74
104_cs,CONF_0122,236.84,232.45,282.14,231.27,220.59,219.38,73.91
104_cs,CONF_0158,237.4,232.2,282.44,232.28,221.21,219.44,73.94
104_cs,CONF_0163,235.87,234.27,285.47,225.12,219.6,221.64,74.77
104_cs,CONF_0275,236.44,232.66,284.73,228.3,220.45,219.67,74.74
104_cs,CONF_0336,234.99,234.1,282.31,225.04,220.15,222.89,74.0
104_cs,CONF_0370,234.6,236.24,283.0,226.82,219.77,220.87,73.89
104_cs,CONF_0379,237.37,233.46,286.2,227.48,220.15,220.47,74.86
104_cs,CONF_0419,235.97,234.45,285.89,226.93,220.1,221.21,74.85
104_cs,CONF_0502,233.75,235.42,281.25,226.51,219.96,221.97,73.66
104_cs,CONF_0584,235.16,235.94,284.38,224.67,220.22,224.56,74.26
104_cs,CONF_0687,233.68,237.72,282.33,226.72,220.34,224.65,73.58
104_cs,CONF_0722,237.46,238.15,286.09,226.94,219.97,225.02,73.96
104_cs,CONF_0755,237.78,234.75,286.57,226.33,219.59,222.66,74.67
104_cs,CONF_0780,237.52,233.75,283.21,232.49,221.51,220.67,73.87
104_cs,CONF_0812,237.44,234.13,283.34,228.0,219.62,221.47,73.86
104_cs,CONF_0828,238.26,233.8,283.36,228.6,219.71,221.22,73.77
104_cs,CONF_0858,236.49,232.65,284.76,228.35,220.48,219.66,74.74
104_cs,CONF_0967,234.59,236.22,283.02,226.8,219.73,220.88,73.9
104_cs,CONF_1032,237.81,233.33,283.74,229.9,220.6,220.93,74.06
104_cs,CONF_1043,235.38,235.7,284.4,224.5,220.37,224.33,74.27
104_cs,CONF_1200,234.4,235.95,285.91,221.21,220.12,226.88,74.87
104_cs,CONF_1230,235.26,236.39,286.19,222.06,220.69,227.8,74.71
105_cs,CONF_0001,232.99,236.19,342.42,222.78,219.95,229.12,93.74
105_cs,CONF_0004,234.44,234.27,344.01,223.55,221.64,228.98,94.44
105_cs,CONF_0005,233.32,233.46,347.36,228.53,220.04,221.18,96.17
105_cs,CONF_0007,234.33,234.31,343.91,223.57,221.68,229.08,94.42
105_cs,CONF_0010,233.0,236.19,342.46,222.79,219.96,229.12,93.76
105_cs,CONF_0012,233.39,233.55,347.37,228.54,220.03,221.19,96.13
105_cs,CONF_0013,233.38,233.5,347.42,228.52,220.03,221.14,96.17
105_cs,CONF_0014,236.11,232.99,342.28,229.11,219.95,222.81,93.71
106_cs,CONF_0003,232.99,236.2,342.48,222.81,219.96,229.16,93.76
106_cs,CONF_0004,234.44,234.24,343.92,223.61,221.64,228.99,94.41
106_cs,CONF_0005,233.47,233.34,347.34,221.2,220.05,228.58,96.16
106_cs,CONF_0007,234.33,234.31,344.02,229.18,221.69,223.49,94.46
106_cs,CONF_0010,233.0,236.11,342.39,222.83,219.95,229.09,93.75
106_cs,CONF_0011,233.45,233.32,347.32,221.18,220.03,228.53,96.16
106_cs,CONF_0012,233.42,233.29,347.28,221.19,220.07,228.58,96.16
106_cs,CONF_0013,232.92,236.2,342.3,222.74,220.0,229.13,93.71
107_cs,CONF_0003,232.14,232.11,317.43,224.28,219.23,222.54,86.28
107_cs,CONF_0004,232.29,232.57,318.24,223.85,218.85,222.33,86.41
107_cs,CONF_0007,232.25,232.76,319.57,224.69,219.13,221.83,86.82
107_cs,CONF_0009,232.74,232.15,319.35,224.14,219.34,223.2,86.77
107_cs,CONF_0010,232.67,232.9,320.35,224.65,218.84,221.65,86.96
107_cs,CONF_0015,232.86,233.29,320.69,225.16,219.57,222.81,86.94
107_cs,CONF_0020,232.89,233.28,320.7,225.17,219.54,222.75,86.93
107_cs,CONF_0024,232.34,231.98,316.85,226.28,219.73,221.8,86.06
107_cs,CONF_0026,233.07,233.38,321.36,225.27,219.32,221.94,87.09
107_cs,CONF_0027,232.86,232.42,319.19,225.06,219.83,223.04,86.63
107_cs,CONF_0030,232.53,232.17,318.63,226.54,219.94,222.28,86.58
107_cs,CONF_0032,232.45,232.24,317.71,225.83,219.51,221.81,86.27
107_cs,CONF_0033,232.66,232.88,320.31,224.68,218.85,221.65,86.95
107_cs,CONF_0034,232.68,232.52,319.14,225.05,219.75,222.79,86.63
107_cs,CONF_0035,231.89,233.31,318.46,225.33,219.36,223.95,86.4
107_cs,CONF_0044,233.2,232.76,320.47,225.71,219.88,222.9,86.91
107_cs,CONF_0045,232.65,232.83,320.55,225.76,219.66,222.09,87.05
107_cs,CONF_0052,232.41,232.43,318.67,225.51,219.43,222.03,86.56
107_cs,CONF_0054,232.6,232.06,322.18,226.6,219.5,221.55,87.79
107_cs,CONF_0055,232.03,232.26,317.8,224.81,219.43,223.73,86.39
107_cs,CONF_0058,233.0,232.17,319.13,226.67,219.84,222.27,86.64
107_cs,CONF_0060,232.0,231.89,320.4,227.12,219.64,221.15,87.37
107_cs,CONF_0063,232.91,232.74,320.71,224.81,218.94,221.77,87.06
107_cs,CONF_0066,231.68,232.57,317.19,225.13,219.14,222.82,86.19
107_cs,CONF_0067,233.38,233.0,320.97,225.75,219.65,222.86,86.98
107_cs,CONF_0068,232.65,232.82,320.53,225.79,219.68,222.09,87.04
107_cs,CONF_0075,233.04,233.34,321.26,226.17,219.73,222.01,87.08
107_cs,CONF_0096,233.84,233.56,322.99,226.44,220.03,222.86,87.42
107_cs,CONF_0100,233.61,233.39,320.61,226.27,220.31,224.42,86.71
107_cs,CONF_0103,232.58,232.05,322.24,226.84,219.57,221.75,87.82
107_cs,CONF_0113,232.21,232.57,319.04,225.85,219.27,222.17,86.7
107_cs,CONF_0144,232.94,232.1,319.09,226.75,219.92,222.23,86.65
107_cs,CONF_0145,233.05,232.99,321.14,225.93,219.4,222.85,87.11
107_cs,CONF_0167,233.74,232.36,322.91,227.49,220.14,221.66,87.7
107_cs,CONF_0170,233.57,232.24,322.5,227.45,220.12,221.97,87.63
107_cs,CONF_0197,234.67,232.35,324.57,227.86,220.25,221.39,88.05
107_cs,CONF_0206,232.02,232.27,317.81,224.76,219.39,223.73,86.39
107_cs,CONF_0224,233.46,231.7,321.95,229.03,220.29,221.2,87.59
107_cs,CONF_0378,232.19,232.09,317.51,226.64,219.96,222.98,86.3
107_cs,CONF_0394,232.02,231.87,320.38,227.11,219.65,221.14,87.36
108_cs,CONF_0003,232.14,232.12,317.45,224.27,219.25,222.58,86.28
108_cs,CONF_0004,232.28,232.58,318.24,223.81,218.84,222.33,86.41
108_cs,CONF_0007,232.22,232.74,319.52,224.67,219.11,221.85,86.82
108_cs,CONF_0009,232.76,232.16,319.35,224.19,219.32,223.17,86.77
108_cs,CONF_0010,232.65,232.85,320.33,224.72,218.86,221.6,86.97
108_cs,CONF_0015,232.87,233.25,320.68,225.23,219.55,222.79,86.94
108_cs,CONF_0020,232.9,233.27,320.71,225.19,219.52,222.76,86.94
108_cs,CONF_0024,232.33,232.0,316.86,226.27,219.72,221.84,86.06
108_cs,CONF_0026,233.09,233.43,321.5,225.17,219.25,221.94,87.13
108_cs,CONF_0027,232.84,232.45,319.19,225.09,219.77,223.01,86.63
108_cs,CONF_0030,232.55,232.18,318.65,226.55,219.92,222.36,86.58
108_cs,CONF_0032,232.43,232.27,317.7,225.81,219.53,221.87,86.26
108_cs,CONF_0033,232.58,232.77,320.29,224.8,218.93,221.56,86.99
108_cs,CONF_0034,232.85,232.45,319.2,225.1,219.79,223.03,86.63
108_cs,CONF_0035,231.81,233.26,318.41,225.55,219.44,223.81,86.42
108_cs,CONF_0044,233.23,232.76,320.5,225.75,219.8,222.86,86.91
108_cs,CONF_0045,232.64,232.78,320.42,225.75,219.64,222.13,87.01
108_cs,CONF_0052,232.44,232.46,318.76,225.5,219.41,221.98,86.57
108_cs,CONF_0054,232.55,232.07,322.1,226.56,219.5,221.51,87.78
108_cs,CONF_0055,232.0,232.25,317.77,224.77,219.4,223.72,86.39
108_cs,CONF_0058,232.99,232.13,319.1,226.68,219.84,222.3,86.64
108_cs,CONF_0060,231.98,231.89,320.37,227.1,219.65,221.12,87.36
108_cs,CONF_0063,232.91,232.7,320.7,224.87,218.96,221.75,87.07
108_cs,CONF_0066,231.66,232.59,317.2,225.17,219.16,222.78,86.2
108_cs,CONF_0067,233.32,232.97,321.01,225.78,219.65,222.86,87.01
108_cs,CONF_0068,232.63,232.76,320.47,225.83,219.69,222.14,87.04
108_cs,CONF_0075,233.0,233.34,321.29,226.2,219.75,222.04,87.1
108_cs,CONF_0096,233.85,233.55,322.92,226.49,219.99,222.91,87.4
108_cs,CONF_0100,233.55,233.4,320.58,226.36,220.29,224.42,86.71
108_cs,CONF_0103,232.54,232.02,322.2,226.87,219.59,221.71,87.83
108_cs,CONF_0113,232.23,232.62,319.03,225.84,219.25,222.2,86.68
108_cs,CONF_0145,232.99,232.15,319.11,226.63,219.82,222.33,86.64
108_cs,CONF_0146,232.95,232.98,321.08,225.91,219.36,222.8,87.12
108_cs,CONF_0168,233.73,232.34,322.87,227.58,220.13,221.65,87.7
108_cs,CONF_0171,233.52,232.22,322.46,227.57,220.14,221.94,87.64
108_cs,CONF_0197,234.71,232.35,324.61,227.82,220.18,221.37,88.05
108_cs,CONF_0207,232.02,232.23,317.78,224.84,219.42,223.69,86.39
108_cs,CONF_0225,233.5,231.71,321.98,229.08,220.3,221.22,87.6
108_cs,CONF_0383,232.22,232.11,317.54,226.68,219.99,223.01,86.29
108_cs,CONF_0398,231.99,231.89,320.37,227.12,219.64,221.17,87.36
109_cs,CONF_0003,237.32,236.95,378.37,231.6,222.95,229.86,105.84
109_cs,CONF_0007,237.06,237.68,385.67,230.83,221.47,226.59,108.66
109_cs,CONF_0013,236.06,237.62,384.46,230.0,221.72,228.59,108.51
109_cs,CONF_0019,237.48,235.16,381.92,232.09,221.94,226.88,107.81
109_cs,CONF_0022,236.45,237.07,384.48,226.02,221.26,230.75,108.57
109_cs,CONF_0061,235.3,237.77,384.91,226.1,220.27,232.39,108.9
109_cs,CONF_0073,237.37,235.47,365.6,232.05,220.97,223.28,101.28
109_cs,CONF_0075,235.99,236.07,383.99,231.32,220.46,227.05,108.87
109_cs,CONF_0089,236.92,236.25,383.82,228.19,221.34,229.66,108.42
109_cs,CONF_0239,234.8,236.51,381.44,228.94,220.55,230.44,108.06
109_cs,CONF_0505,237.54,235.18,382.0,232.15,221.93,226.82,107.82
110_cs,CONF_0003,237.34,237.0,378.28,231.54,222.88,229.93,105.78
110_cs,CONF_0007,237.05,237.68,385.54,230.84,221.43,226.65,108.61
110_cs,CONF_0009,237.16,237.33,378.45,230.02,222.81,231.27,105.8
110_cs,CONF_0015,236.05,237.6,384.32,230.1,221.71,228.5,108.46
110_cs,CONF_0021,237.47,235.14,381.78,232.15,221.93,226.85,107.77
110_cs,CONF_0024,236.42,237.03,384.28,226.01,221.24,230.73,108.52
110_cs,CONF_0062,235.25,237.76,384.8,226.02,220.28,232.48,108.88
110_cs,CONF_0076,237.34,235.5,365.92,232.0,220.96,223.25,101.41
110_cs,CONF_0078,235.99,236.08,383.94,231.28,220.47,227.07,108.84
110_cs,CONF_0095,236.27,236.91,383.85,229.65,221.36,228.22,108.43
110_cs,CONF_0210,236.44,234.79,381.35,230.6,220.57,228.88,108.05
110_cs,CONF_0578,237.51,235.17,381.79,232.2,221.91,226.85,107.74
111_cs,CONF_0004,239.07,237.33,369.25,233.99,221.13,226.65,101.62
111_cs,CONF_0007,237.04,237.5,375.62,240.28,222.57,224.67,104.66
111_cs,CONF_0008,239.07,237.34,369.14,233.97,221.14,226.73,101.58
111_cs,CONF_0016,237.92,238.23,361.61,222.89,221.01,236.14,98.83
111_cs,CONF_0026,238.4,238.73,366.52,223.21,221.12,236.96,100.38
111_cs,CONF_0030,238.05,238.85,357.02,232.01,219.4,227.03,96.94
111_cs,CONF_0032,237.08,237.56,375.69,240.28,222.53,224.61,104.66
111_cs,CONF_0034,238.1,238.85,368.99,222.19,222.09,239.93,101.36
111_cs,CONF_0036,238.02,238.8,362.47,234.7,220.98,227.67,98.96
111_cs,CONF_0047,237.48,239.54,362.27,232.83,220.05,228.35,98.83
111_cs,CONF_0058,238.83,237.86,361.15,229.31,219.01,227.72,98.51
111_cs,CONF_0066,238.2,239.46,360.8,222.45,221.31,238.42,98.11
111_cs,CONF_0072,237.35,237.43,378.11,229.86,221.14,229.46,105.57
111_cs,CONF_0077,238.1,238.85,369.04,222.16,222.1,239.88,101.38
111_cs,CONF_0079,237.85,236.37,376.58,242.62,222.29,221.81,105.14
111_cs,CONF_0084,238.93,237.25,367.03,230.63,219.94,228.75,100.85
111_cs,CONF_0087,237.85,236.63,360.38,230.64,219.47,223.08,98.84
111_cs,CONF_0089,238.73,237.7,361.69,229.68,219.21,227.65,98.78
111_cs,CONF_0098,238.78,239.28,374.29,222.19,222.49,241.61,103.06
111_cs,CONF_0105,238.28,240.41,374.32,229.13,220.93,233.0,102.88
111_cs,CONF_0108,237.17,237.84,375.38,239.85,221.54,223.38,104.42
111_cs,CONF_0111,238.21,238.04,375.22,231.36,221.91,230.69,103.97
111_cs,CONF_0112,237.73,237.3,369.21,232.31,219.94,222.74,102.02
111_cs,CONF_0119,238.16,240.41,374.12,228.68,220.9,233.19,102.84
111_cs,CONF_0120,237.18,237.84,375.38,239.68,221.52,223.44,104.41
111_cs,CONF_0121,238.2,239.83,366.52,221.59,222.1,240.54,100.12
111_cs,CONF_0133,240.36,236.6,367.75,231.54,218.76,224.04,100.89
111_cs,CONF_0140,238.69,238.83,372.63,223.82,220.59,231.99,102.59
111_cs,CONF_0142,238.36,237.88,373.68,234.89,223.25,233.03,103.38
111_cs,CONF_0152,239.4,237.33,379.61,241.27,222.85,222.08,105.55
111_cs,CONF_0153,239.03,236.82,378.19,233.22,221.44,226.91,105.27
111_cs,CONF_0159,238.25,238.01,373.68,234.39,223.23,233.42,103.37
111_cs,CONF_0162,238.74,239.01,376.03,223.8,220.95,233.32,103.83
111_cs,CONF_0163,236.97,238.73,376.31,230.35,222.02,231.97,104.57
111_cs,CONF_0169,238.02,236.24,366.1,233.05,219.87,221.45,101.06
111_cs,CONF_0172,240.28,238.63,366.06,232.09,219.32,226.35,99.7
112_cs,CONF_0004,238.95,237.3,369.38,234.15,221.22,226.6,101.72
112_cs,CONF_0007,237.06,237.54,375.69,240.28,222.54,224.71,104.67
112_cs,CONF_0016,237.97,238.25,361.61,222.91,220.99,236.07,98.81
112_cs,CONF_0026,238.44,238.64,366.5,223.22,221.14,237.02,100.39
112_cs,CONF_0030,238.06,238.85,357.03,232.05,219.42,227.0,96.94
112_cs,CONF_0032,237.1,237.54,375.64,240.27,222.53,224.72,104.64
112_cs,CONF_0034,238.16,238.85,369.22,222.22,222.07,239.82,101.43
112_cs,CONF_0036,237.99,238.74,362.43,234.67,220.97,227.61,98.97
112_cs,CONF_0047,237.48,239.54,362.22,232.73,220.05,228.45,98.81
112_cs,CONF_0051,237.17,239.22,361.67,223.13,222.53,239.12,98.78
112_cs,CONF_0058,238.83,237.84,361.18,229.35,219.03,227.72,98.53
112_cs,CONF_0066,238.23,239.5,360.91,222.42,221.34,238.47,98.13
112_cs,CONF_0073,237.3,237.45,378.08,229.89,221.17,229.46,105.57
112_cs,CONF_0077,238.16,238.84,369.29,222.24,222.06,239.76,101.46
112_cs,CONF_0084,238.96,237.28,367.13,230.56,219.9,228.73,100.87
112_cs,CONF_0087,237.84,236.63,360.37,230.54,219.44,223.05,98.84
112_cs,CONF_0089,238.69,237.67,361.72,229.67,219.26,227.71,98.81
112_cs,CONF_0098,238.78,239.23,374.38,222.21,222.49,241.48,103.11
112_cs,CONF_0105,238.25,240.39,374.23,228.95,220.96,233.04,102.86
112_cs,CONF_0108,237.15,237.88,375.26,239.67,221.62,223.66,104.36
112_cs,CONF_0111,238.2,238.09,375.29,231.3,221.9,230.86,103.99
112_cs,CONF_0112,237.62,237.31,367.92,231.82,219.88,223.27,101.55
112_cs,CONF_0119,238.2,240.38,374.1,228.72,220.95,233.16,102.83
112_cs,CONF_0120,236.57,239.24,371.96,235.52,221.98,227.97,102.84
112_cs,CONF_0121,238.23,239.82,366.72,221.54,222.07,240.45,100.19
112_cs,CONF_0138,236.59,240.29,367.86,224.1,218.8,231.59,100.96
112_cs,CONF_0140,238.77,238.83,372.66,223.84,220.54,231.88,102.57
112_cs,CONF_0141,238.35,237.88,373.76,234.83,223.26,233.03,103.41
