Ligand,Conformer,Atom1,Atom2,Atom3,Atom4,Atom5,Atom6,Atom7,Atom8,Atom9
155_cs,CONF_0012,-0.00046,-0.27289,-0.03763,0.12676,-0.31382,0.42307,0.40025,0.16438,0.15714
155_cs,CONF_0013,-0.00989,-0.32015,0.00518,0.13264,-0.25881,0.28786,0.34308,0.16441,0.16228
155_cs,CONF_0014,-0.01133,-0.32043,0.00656,0.13257,-0.25892,0.28601,0.34357,0.16513,0.16220
156_cs,CONF_0001,0.06698,-0.30879,-0.03094,0.13674,-0.32557,0.37624,0.42022,0.13952,0.17776
156_cs,CONF_0002,0.07954,-0.39643,0.05188,0.14488,-0.31661,0.33840,0.42316,0.14249,0.14419
156_cs,CONF_0003,-0.03900,-0.34638,0.09162,0.14035,-0.30654,0.45178,0.38399,0.16466,0.14322
156_cs,CONF_0004,0.00678,-0.35352,0.05023,0.13743,-0.27809,0.46994,0.28921,0.16407,0.14143
156_cs,CONF_0005,0.09227,-0.33168,-0.01066,0.13868,-0.35209,0.36358,0.37307,0.14120,0.16684
156_cs,CONF_0006,-0.06899,-0.26837,-0.03312,0.11996,-0.31006,0.35555,0.28517,0.18807,0.16111
156_cs,CONF_0007,0.00184,-0.35110,0.05561,0.13713,-0.29287,0.46751,0.30599,0.16542,0.14110
156_cs,CONF_0008,-0.03735,-0.31226,0.00483,0.13244,-0.31198,0.40021,0.41188,0.16226,0.15817
156_cs,CONF_0009,-0.06809,-0.26843,-0.03121,0.11980,-0.30986,0.35590,0.28444,0.18764,0.16157
156_cs,CONF_0011,-0.05257,-0.33677,0.03827,0.13304,-0.30245,0.36080,0.27395,0.18163,0.14609
156_cs,CONF_0013,-0.02224,-0.27447,-0.09095,0.11814,-0.28735,0.22927,0.33074,0.17032,0.18984
156_cs,CONF_0014,-0.05238,-0.33646,0.03633,0.13308,-0.30323,0.35976,0.27546,0.18156,0.14607
156_cs,CONF_0015,-0.05155,-0.33613,0.03494,0.13308,-0.30404,0.35782,0.27527,0.18176,0.14615
156_cs,CONF_0016,-0.02112,-0.28411,-0.08859,0.12047,-0.28807,0.22659,0.32450,0.17197,0.18867
156_cs,CONF_0017,-0.02393,-0.27462,-0.08939,0.11859,-0.28582,0.23006,0.33015,0.17199,0.18868
156_cs,CONF_0018,-0.04607,-0.34182,0.05687,0.13337,-0.30388,0.33488,0.27376,0.17896,0.14198
156_cs,CONF_0019,-0.04477,-0.34541,0.06588,0.13348,-0.30149,0.35080,0.26994,0.17688,0.14079
156_cs,CONF_0020,-0.03456,-0.35583,0.09636,0.14134,-0.30906,0.44609,0.39000,0.16559,0.14335
156_cs,CONF_0021,-0.04504,-0.34216,0.06214,0.13302,-0.30194,0.34455,0.27106,0.17725,0.14091
157_cs,CONF_0001,0.06698,-0.41582,0.11893,0.14616,-0.34723,0.39073,0.41338,0.14221,0.13999
157_cs,CONF_0002,0.06836,-0.41538,0.11905,0.14613,-0.34812,0.39273,0.41161,0.14200,0.13993
157_cs,CONF_0003,0.05650,-0.31525,-0.02748,0.13832,-0.31302,0.36282,0.40645,0.14181,0.15919
157_cs,CONF_0004,0.06128,-0.36982,0.00110,0.13633,-0.25534,0.27749,0.48731,0.13920,0.16449
157_cs,CONF_0005,-0.02881,-0.25708,-0.08453,0.11903,-0.39797,0.29730,0.32555,0.17015,0.19286
157_cs,CONF_0006,-0.02742,-0.25703,-0.08361,0.11883,-0.39685,0.29776,0.32593,0.17067,0.19246
157_cs,CONF_0007,-0.02394,-0.31399,0.08872,0.13934,-0.36983,0.33695,0.32938,0.17155,0.14031
157_cs,CONF_0008,0.06150,-0.36472,0.00782,0.13560,-0.26000,0.27851,0.48762,0.13969,0.16343
157_cs,CONF_0009,0.06727,-0.41556,0.11865,0.14603,-0.34714,0.39195,0.41359,0.14229,0.13991
157_cs,CONF_0010,-0.02575,-0.25757,-0.08302,0.11903,-0.39711,0.29836,0.32473,0.17053,0.19227
157_cs,CONF_0017,-0.05791,-0.25998,-0.03668,0.12907,-0.37256,0.30658,0.33558,0.17221,0.16864
157_cs,CONF_0018,-0.02858,-0.25919,-0.08661,0.11751,-0.39107,0.29058,0.33050,0.17399,0.19012
158_cs,CONF_0001,0.07394,-0.41632,0.11768,0.14544,-0.34581,0.40591,0.40639,0.14185,0.14115
158_cs,CONF_0002,0.07361,-0.41667,0.11754,0.14569,-0.34607,0.40334,0.40832,0.14167,0.14116
158_cs,CONF_0003,0.04751,-0.31302,-0.03076,0.13787,-0.30886,0.35364,0.40981,0.14006,0.16212
158_cs,CONF_0004,0.05685,-0.36693,-0.00866,0.13634,-0.25923,0.28055,0.49296,0.14019,0.16801
158_cs,CONF_0005,-0.02821,-0.25903,-0.08860,0.11777,-0.39457,0.29828,0.34085,0.17090,0.19232
158_cs,CONF_0006,-0.03896,-0.31389,0.08974,0.14070,-0.37411,0.34486,0.32946,0.17469,0.13994
158_cs,CONF_0007,0.06173,-0.36787,0.01414,0.13554,-0.26475,0.28872,0.48673,0.13933,0.16464
158_cs,CONF_0008,-0.03067,-0.29670,0.03275,0.12405,-0.31044,0.37380,0.42306,0.16363,0.16122
158_cs,CONF_0014,-0.06614,-0.26062,-0.03344,0.12997,-0.37153,0.31092,0.33572,0.17261,0.16751
158_cs,CONF_0015,-0.03445,-0.25525,-0.07862,0.11737,-0.39061,0.28471,0.33834,0.17278,0.19277
159_cs,CONF_0001,0.09505,-0.44655,0.07411,0.14907,-0.43421,0.35275,0.31876,0.17824,0.15160
159_cs,CONF_0002,0.01186,-0.32209,-0.00287,0.13335,-0.36814,0.30787,0.30587,0.18034,0.15937
159_cs,CONF_0004,0.07116,-0.37430,0.00843,0.13821,-0.48342,0.38198,0.31915,0.16839,0.18338
159_cs,CONF_0007,0.03573,-0.42477,0.06026,0.14618,-0.45429,0.36216,0.25545,0.18081,0.16743
159_cs,CONF_0008,0.02222,-0.32672,-0.00490,0.13675,-0.36671,0.28724,0.21939,0.17470,0.15755
159_cs,CONF_0012,0.03434,-0.31628,0.00016,0.14166,-0.39666,0.25625,0.31465,0.16334,0.15972
159_cs,CONF_0014,0.09610,-0.44669,0.07435,0.14892,-0.43315,0.35218,0.31712,0.17810,0.15166
159_cs,CONF_0016,0.05775,-0.39543,0.04835,0.14363,-0.46862,0.41528,0.25570,0.17074,0.16161
159_cs,CONF_0018,0.01728,-0.32611,-0.00836,0.13754,-0.36539,0.28684,0.21891,0.17570,0.15775
159_cs,CONF_0019,0.05519,-0.42040,0.07779,0.14977,-0.36090,0.31399,0.29571,0.17875,0.15290
159_cs,CONF_0023,0.05401,-0.41963,0.07711,0.14999,-0.36186,0.31273,0.29739,0.17931,0.15319
159_cs,CONF_0024,0.01657,-0.32634,-0.00950,0.13743,-0.36241,0.28615,0.21824,0.17524,0.15825
159_cs,CONF_0027,0.05468,-0.41991,0.07878,0.15003,-0.36204,0.31283,0.29613,0.17887,0.15305
159_cs,CONF_0028,0.07181,-0.40088,0.04826,0.13707,-0.51040,0.33066,0.30933,0.18139,0.18060
159_cs,CONF_0029,0.09176,-0.41989,0.03119,0.14084,-0.44965,0.38005,0.24498,0.18870,0.15844
159_cs,CONF_0033,0.07097,-0.37484,0.00934,0.13857,-0.48231,0.38233,0.31453,0.16860,0.18319
159_cs,CONF_0036,0.07050,-0.39825,0.04551,0.13662,-0.51197,0.33518,0.31053,0.18176,0.18075
159_cs,CONF_0039,0.04438,-0.32976,-0.01150,0.14016,-0.44165,0.30010,0.33883,0.15743,0.15862
159_cs,CONF_0040,0.04938,-0.43272,0.06877,0.14740,-0.42229,0.33950,0.29318,0.18805,0.16486
159_cs,CONF_0041,0.04760,-0.32087,-0.00363,0.14276,-0.50375,0.32268,0.35588,0.16187,0.16160
159_cs,CONF_0043,0.07255,-0.43806,0.05387,0.15114,-0.41829,0.33149,0.31825,0.17343,0.16006
159_cs,CONF_0045,0.09234,-0.42057,0.03458,0.14081,-0.45166,0.38056,0.24281,0.18863,0.15819
159_cs,CONF_0056,0.04518,-0.40227,0.05756,0.13710,-0.52848,0.40414,0.31755,0.18792,0.16722
159_cs,CONF_0059,0.07396,-0.43632,0.05310,0.15031,-0.42212,0.33556,0.31653,0.17433,0.16055
159_cs,CONF_0060,0.05536,-0.38474,0.04983,0.13848,-0.44573,0.32775,0.25387,0.17895,0.16942
159_cs,CONF_0071,0.02370,-0.33559,0.01172,0.13678,-0.35253,0.29570,0.25391,0.17894,0.15752
159_cs,CONF_0077,0.03177,-0.41011,0.08514,0.15613,-0.46604,0.29225,0.26759,0.17897,0.16302
159_cs,CONF_0079,-0.00597,-0.30996,-0.02391,0.14542,-0.46660,0.30743,0.31645,0.18261,0.16751
159_cs,CONF_0081,0.05660,-0.39555,0.05073,0.14342,-0.46753,0.41421,0.25613,0.17049,0.16141
159_cs,CONF_0082,0.05774,-0.32232,-0.02078,0.14326,-0.53342,0.26294,0.37434,0.16565,0.15930
159_cs,CONF_0117,0.00519,-0.29620,-0.02332,0.13761,-0.40050,0.26696,0.31621,0.18123,0.16548
159_cs,CONF_0138,0.07381,-0.39206,0.00979,0.14098,-0.47366,0.35026,0.30804,0.17308,0.18414
159_cs,CONF_0143,0.01865,-0.33320,0.00852,0.13697,-0.35237,0.29527,0.25449,0.18000,0.15829
159_cs,CONF_0182,0.04242,-0.32896,-0.01092,0.14033,-0.44237,0.30211,0.33803,0.15836,0.15804
159_cs,CONF_0220,0.07074,-0.40096,0.05265,0.13760,-0.51173,0.32958,0.31072,0.18058,0.18010
159_cs,CONF_0237,0.05736,-0.32182,-0.01842,0.14295,-0.54261,0.26759,0.37691,0.16665,0.15939
159_cs,CONF_0279,0.04516,-0.40095,0.05583,0.13700,-0.52925,0.40862,0.31295,0.18722,0.16724
159_cs,CONF_0287,0.02601,-0.31578,0.00050,0.14178,-0.39335,0.25738,0.31469,0.16504,0.15925
159_cs,CONF_0288,0.06546,-0.41163,0.06651,0.14831,-0.41840,0.25882,0.26678,0.16954,0.16303
159_cs,CONF_0294,0.09197,-0.42026,0.03616,0.14039,-0.45154,0.38114,0.23966,0.18761,0.15820
15_cs,CONF_0001,-0.17407,-0.16034,-0.07690,0.15780,-0.21266,0.19597,0.26258,0.12838,0.11464
15_cs,CONF_0002,0.08093,-0.37849,-0.08030,0.17931,-0.24503,0.27792,0.26412,0.16122,0.16004
15_cs,CONF_0004,-0.16925,-0.34323,0.04529,0.17785,-0.15480,0.26762,0.21542,0.16821,0.16382
15_cs,CONF_0005,0.07324,-0.36974,-0.08380,0.17769,-0.23462,0.29639,0.26040,0.15822,0.16572
15_cs,CONF_0006,0.07762,-0.37588,-0.08417,0.17931,-0.24059,0.28627,0.26495,0.16250,0.16138
15_cs,CONF_0008,0.07680,-0.37571,-0.09033,0.17956,-0.23747,0.28590,0.26637,0.16225,0.16254
15_cs,CONF_0009,-0.09524,-0.36181,0.07672,0.17742,-0.23898,0.25924,0.29660,0.16523,0.15972
15_cs,CONF_0010,0.07868,-0.37786,-0.07893,0.17923,-0.24941,0.27955,0.26280,0.16156,0.16032
15_cs,CONF_0011,0.07547,-0.37139,-0.08223,0.17865,-0.24143,0.28902,0.26210,0.16225,0.16219
15_cs,CONF_0014,-0.08752,-0.37375,0.26882,0.16487,-0.28156,0.19779,0.21076,0.12005,0.02555
15_cs,CONF_0015,0.04570,-0.33495,-0.17929,0.17616,-0.14529,0.21432,0.25132,0.16436,0.16722
15_cs,CONF_0017,-0.16435,-0.34046,0.04561,0.17741,-0.15643,0.26539,0.21521,0.16809,0.16383
15_cs,CONF_0018,0.11027,-0.37569,0.11883,0.15071,-0.28186,0.22139,0.19755,0.15842,0.13611
15_cs,CONF_0019,0.11177,-0.37684,0.12072,0.15089,-0.28143,0.22138,0.19681,0.15818,0.13617
15_cs,CONF_0020,-0.12988,-0.21114,-0.04808,0.12895,-0.18438,0.22010,0.28595,0.14505,0.08259
15_cs,CONF_0022,-0.07908,-0.14497,-0.18079,0.15524,-0.22621,0.26454,0.19845,0.11257,0.12946
15_cs,CONF_0023,0.11046,-0.37668,0.11696,0.15081,-0.28160,0.21645,0.19682,0.15904,0.13816
15_cs,CONF_0024,-0.21346,-0.29276,0.23893,0.09331,-0.17287,0.16951,0.19663,0.10345,0.11649
15_cs,CONF_0025,0.12428,-0.42919,0.09150,0.15688,-0.22262,0.27516,0.21854,0.14078,0.15270
15_cs,CONF_0026,0.04603,-0.33850,-0.18021,0.17662,-0.14798,0.21623,0.24957,0.16464,0.16728
15_cs,CONF_0027,0.08936,-0.42075,0.14262,0.15771,-0.24025,0.22783,0.28609,0.15645,0.13317
15_cs,CONF_0028,-0.09354,-0.36593,0.08319,0.17854,-0.24014,0.26494,0.29582,0.16589,0.15876
15_cs,CONF_0029,-0.13064,-0.20659,-0.04813,0.12755,-0.18727,0.21851,0.28774,0.14354,0.08290
15_cs,CONF_0030,-0.08709,-0.36292,0.07934,0.17796,-0.24423,0.26287,0.29563,0.16647,0.15874
15_cs,CONF_0031,-0.08288,-0.36164,0.07762,0.17763,-0.24735,0.26089,0.29526,0.16645,0.15878
160_cs,CONF_0001,0.09865,-0.44124,0.06794,0.15046,-0.41931,0.33846,0.32187,0.17803,0.15156
160_cs,CONF_0002,0.03472,-0.32863,-0.00089,0.13429,-0.37294,0.31198,0.31591,0.18106,0.15857
160_cs,CONF_0004,0.08091,-0.37659,0.01130,0.13670,-0.48548,0.38857,0.31221,0.16939,0.18454
160_cs,CONF_0005,0.04396,-0.30950,-0.00729,0.13200,-0.43300,0.31891,0.34986,0.16970,0.15418
160_cs,CONF_0007,0.04918,-0.42394,0.06762,0.14608,-0.45534,0.34942,0.25740,0.18331,0.16645
160_cs,CONF_0008,0.03137,-0.32657,-0.01430,0.13783,-0.36318,0.28722,0.24726,0.17805,0.15862
160_cs,CONF_0012,0.02643,-0.31530,0.00666,0.14124,-0.39989,0.26564,0.32186,0.16524,0.15743
160_cs,CONF_0014,0.09689,-0.43946,0.06956,0.14992,-0.42144,0.33647,0.32049,0.17844,0.15181
160_cs,CONF_0016,0.05006,-0.38377,0.03365,0.14224,-0.45544,0.40043,0.25342,0.17207,0.16326
160_cs,CONF_0017,0.04509,-0.31115,-0.00447,0.13197,-0.43445,0.31996,0.35017,0.16979,0.15411
160_cs,CONF_0018,0.03444,-0.32851,-0.01247,0.13747,-0.36254,0.28820,0.24692,0.17802,0.15824
160_cs,CONF_0019,0.07904,-0.42947,0.08733,0.14893,-0.35731,0.30494,0.29104,0.17775,0.15227
160_cs,CONF_0023,0.08011,-0.42988,0.08844,0.14871,-0.35874,0.30436,0.29191,0.17775,0.15240
160_cs,CONF_0024,0.03351,-0.32784,-0.01386,0.13751,-0.36313,0.28746,0.24630,0.17817,0.15832
160_cs,CONF_0027,0.05278,-0.35870,0.02572,0.13963,-0.50704,0.30084,0.33683,0.17841,0.17537
160_cs,CONF_0028,0.08276,-0.39882,0.01032,0.14237,-0.45665,0.37306,0.26391,0.18940,0.15826
160_cs,CONF_0032,0.07761,-0.37592,0.00986,0.13661,-0.48456,0.38992,0.31516,0.16985,0.18512
160_cs,CONF_0035,0.05353,-0.40482,0.04667,0.13857,-0.52403,0.34206,0.30251,0.18622,0.18328
160_cs,CONF_0038,0.02510,-0.31652,-0.01736,0.13917,-0.45132,0.31000,0.33486,0.16163,0.15722
160_cs,CONF_0039,0.06739,-0.43562,0.07849,0.14757,-0.42717,0.33437,0.29864,0.18739,0.16373
160_cs,CONF_0040,0.03421,-0.31702,-0.01295,0.14110,-0.51900,0.32872,0.35667,0.16520,0.16621
160_cs,CONF_0042,0.10258,-0.44404,0.06064,0.14878,-0.41194,0.32689,0.29483,0.17220,0.16039
160_cs,CONF_0044,0.07954,-0.39689,0.00998,0.14272,-0.45722,0.37429,0.26351,0.18957,0.15794
160_cs,CONF_0054,0.05471,-0.38998,0.04767,0.14707,-0.40040,0.24670,0.28204,0.16777,0.16307
160_cs,CONF_0055,0.05424,-0.40289,0.06682,0.13622,-0.53580,0.39815,0.32165,0.18936,0.16623
160_cs,CONF_0058,0.10297,-0.44464,0.06099,0.14880,-0.41136,0.32691,0.29343,0.17206,0.16055
160_cs,CONF_0069,0.03960,-0.33661,0.01201,0.13697,-0.35067,0.29817,0.25673,0.17836,0.15753
160_cs,CONF_0075,0.05093,-0.40590,0.09228,0.15416,-0.45873,0.28558,0.28424,0.18062,0.16110
160_cs,CONF_0077,-0.00380,-0.32017,-0.01836,0.14670,-0.47242,0.30756,0.32104,0.18534,0.16633
160_cs,CONF_0079,0.05071,-0.38294,0.03189,0.14192,-0.45471,0.40066,0.25242,0.17193,0.16345
160_cs,CONF_0080,0.06160,-0.34102,-0.01376,0.14335,-0.56698,0.28432,0.35915,0.17339,0.16427
160_cs,CONF_0115,0.00530,-0.30408,-0.01282,0.13664,-0.40636,0.27751,0.31428,0.18083,0.16586
160_cs,CONF_0136,0.07054,-0.38915,0.02142,0.13755,-0.47645,0.35685,0.30721,0.17336,0.18666
160_cs,CONF_0141,0.04120,-0.33812,0.01308,0.13726,-0.35476,0.29777,0.25740,0.17874,0.15746
160_cs,CONF_0180,0.02700,-0.31806,-0.01652,0.13910,-0.45312,0.31111,0.33514,0.16176,0.15707
160_cs,CONF_0218,0.05299,-0.35796,0.02548,0.13923,-0.50605,0.30051,0.33704,0.17869,0.17516
160_cs,CONF_0235,0.05391,-0.32836,-0.02043,0.14253,-0.55251,0.27312,0.36305,0.17198,0.16184
160_cs,CONF_0268,0.05000,-0.38713,0.04607,0.14679,-0.40276,0.25015,0.28035,0.16782,0.16380
160_cs,CONF_0284,0.05540,-0.39266,0.04866,0.14781,-0.39983,0.24567,0.27971,0.16744,0.16276
160_cs,CONF_0290,0.07847,-0.39485,0.00999,0.14171,-0.45943,0.37453,0.26240,0.19006,0.15864
161_cs,CONF_0001,-0.01449,-0.34865,0.04402,0.13606,-0.34184,0.30402,0.33459,0.16212,0.17139
161_cs,CONF_0009,-0.00132,-0.31691,-0.01346,0.13081,-0.28489,0.31364,0.27939,0.16211,0.16440
161_cs,CONF_0010,-0.01932,-0.32962,0.01356,0.13308,-0.30028,0.23800,0.34725,0.16237,0.16389
161_cs,CONF_0011,0.00866,-0.32825,-0.00532,0.13172,-0.31873,0.26902,0.29978,0.16077,0.15975
161_cs,CONF_0013,-0.02055,-0.31931,0.01446,0.13390,-0.33765,0.26408,0.34201,0.16129,0.17681
161_cs,CONF_0017,-0.01772,-0.32209,0.01692,0.13411,-0.33809,0.26345,0.33950,0.16191,0.17666
161_cs,CONF_0018,0.00700,-0.31625,-0.00739,0.13444,-0.36516,0.28650,0.29893,0.16190,0.17202
161_cs,CONF_0024,-0.01719,-0.32234,0.01750,0.13439,-0.33606,0.26244,0.33944,0.16185,0.17634
161_cs,CONF_0034,0.07673,-0.45229,0.06562,0.15323,-0.38165,0.30529,0.30751,0.16070,0.17346
161_cs,CONF_0036,-0.01507,-0.34877,0.04584,0.13611,-0.34082,0.30416,0.33509,0.16119,0.17096
161_cs,CONF_0037,-0.02418,-0.32927,0.01600,0.13323,-0.29918,0.23807,0.34892,0.16252,0.16368
161_cs,CONF_0048,-0.01648,-0.30828,-0.00495,0.13805,-0.33771,0.31600,0.29948,0.16006,0.16651
161_cs,CONF_0049,-0.01630,-0.30835,-0.00552,0.13822,-0.33751,0.31659,0.30231,0.15989,0.16718
161_cs,CONF_0053,0.03432,-0.40178,0.02650,0.14497,-0.27931,0.28000,0.28519,0.16068,0.16811
161_cs,CONF_0056,0.02383,-0.32099,0.01833,0.13136,-0.34901,0.28152,0.25212,0.15931,0.17209
161_cs,CONF_0061,0.07656,-0.44083,0.07844,0.15137,-0.39960,0.32051,0.28176,0.15918,0.16851
161_cs,CONF_0063,0.02539,-0.32312,0.01875,0.13153,-0.34773,0.28179,0.25162,0.15915,0.17141
161_cs,CONF_0064,0.04939,-0.42060,0.03752,0.14645,-0.33975,0.22894,0.30477,0.16718,0.16443
161_cs,CONF_0068,-0.01063,-0.30811,-0.00612,0.13827,-0.37307,0.27060,0.30414,0.16156,0.15964
161_cs,CONF_0072,0.04063,-0.35485,0.02166,0.13515,-0.30637,0.27988,0.27080,0.16336,0.18161
161_cs,CONF_0084,0.05139,-0.38717,0.06801,0.14353,-0.45562,0.30910,0.34196,0.17494,0.15487
161_cs,CONF_0088,-0.02218,-0.32138,0.01793,0.13421,-0.33711,0.26369,0.34043,0.16207,0.17690
161_cs,CONF_0089,0.02053,-0.32709,0.00012,0.13390,-0.36250,0.29682,0.29809,0.16107,0.17928
161_cs,CONF_0100,0.01729,-0.32303,-0.00155,0.13351,-0.36319,0.29836,0.30025,0.16065,0.17959
161_cs,CONF_0104,0.06354,-0.43563,0.03838,0.14975,-0.39030,0.25342,0.30627,0.16969,0.17917
161_cs,CONF_0114,0.01561,-0.31728,0.01880,0.13473,-0.34900,0.29315,0.27258,0.15994,0.17702
161_cs,CONF_0118,0.04053,-0.40530,0.06401,0.14351,-0.42875,0.25635,0.36639,0.16682,0.16921
161_cs,CONF_0120,0.03432,-0.33805,0.01464,0.13650,-0.34861,0.26418,0.28389,0.16208,0.18392
161_cs,CONF_0122,0.04898,-0.42114,0.03819,0.14630,-0.33845,0.22879,0.30408,0.16726,0.16423
161_cs,CONF_0123,0.02313,-0.41230,0.06323,0.14010,-0.37652,0.22815,0.35158,0.16967,0.16495
161_cs,CONF_0124,0.03449,-0.40082,0.02923,0.14534,-0.27997,0.27949,0.29084,0.15894,0.16791
161_cs,CONF_0125,0.01958,-0.32582,0.04536,0.13941,-0.39375,0.28708,0.26614,0.16219,0.15837
161_cs,CONF_0129,0.06295,-0.44211,0.05807,0.14971,-0.42312,0.25772,0.34750,0.17100,0.17537
161_cs,CONF_0132,0.09547,-0.43329,0.05525,0.15538,-0.39265,0.25357,0.32348,0.15150,0.16465
161_cs,CONF_0156,-0.01036,-0.32402,-0.00311,0.14664,-0.43720,0.31871,0.31613,0.16580,0.17770
161_cs,CONF_0157,0.06053,-0.44108,0.05774,0.15022,-0.42254,0.25819,0.34795,0.17127,0.17534
161_cs,CONF_0169,0.03682,-0.40473,0.06537,0.14308,-0.42437,0.25582,0.36637,0.16721,0.16898
161_cs,CONF_0221,0.02307,-0.41303,0.06310,0.13950,-0.37478,0.22902,0.35207,0.16931,0.16526
161_cs,CONF_0248,0.06147,-0.44379,0.06205,0.14905,-0.42263,0.25843,0.34561,0.17193,0.17557
161_cs,CONF_0276,0.03408,-0.40077,0.02680,0.14500,-0.27871,0.28006,0.28470,0.15948,0.16824
162_cs,CONF_0001,-0.01713,-0.34948,0.05770,0.13551,-0.34323,0.29996,0.32501,0.15929,0.16930
162_cs,CONF_0009,-0.02262,-0.31008,0.00909,0.13131,-0.27854,0.31047,0.28303,0.15707,0.16233
162_cs,CONF_0010,-0.03059,-0.32635,0.03228,0.13316,-0.29577,0.22954,0.35389,0.15904,0.16055
162_cs,CONF_0011,-0.00798,-0.31438,0.00565,0.13152,-0.31758,0.26109,0.31131,0.15620,0.15963
162_cs,CONF_0013,-0.04304,-0.31772,0.03019,0.13414,-0.33179,0.26398,0.33914,0.15950,0.17300
162_cs,CONF_0017,-0.04347,-0.31731,0.03157,0.13398,-0.33068,0.26682,0.33523,0.15925,0.17307
162_cs,CONF_0018,-0.01124,-0.30791,0.00128,0.13477,-0.36246,0.28819,0.29749,0.15836,0.17079
162_cs,CONF_0024,-0.04274,-0.31773,0.03213,0.13410,-0.33091,0.26641,0.33511,0.15935,0.17292
162_cs,CONF_0034,0.05274,-0.45116,0.09193,0.15399,-0.37898,0.30306,0.30232,0.15511,0.17240
162_cs,CONF_0036,-0.01434,-0.35052,0.05573,0.13538,-0.34342,0.30391,0.32396,0.15973,0.16934
162_cs,CONF_0037,-0.03030,-0.32563,0.02917,0.13289,-0.29577,0.23018,0.35462,0.15919,0.16080
162_cs,CONF_0048,-0.03426,-0.30219,0.01124,0.13824,-0.33368,0.31808,0.30688,0.15585,0.16438
162_cs,CONF_0049,-0.03738,-0.30315,0.01262,0.13831,-0.33197,0.31751,0.30876,0.15618,0.16442
162_cs,CONF_0053,0.01593,-0.40059,0.05212,0.14536,-0.27724,0.27969,0.28429,0.15628,0.16514
162_cs,CONF_0056,0.00642,-0.30657,0.02718,0.13197,-0.33909,0.27876,0.24929,0.15442,0.17194
162_cs,CONF_0061,0.06157,-0.44466,0.09816,0.15172,-0.41687,0.31118,0.29778,0.15706,0.16813
162_cs,CONF_0063,0.01017,-0.30839,0.02758,0.13194,-0.33996,0.27931,0.24806,0.15435,0.17198
162_cs,CONF_0064,0.04281,-0.42239,0.06472,0.14739,-0.33980,0.22261,0.30724,0.16007,0.16228
162_cs,CONF_0068,-0.01435,-0.30233,0.00168,0.13906,-0.37198,0.26785,0.31375,0.15701,0.15957
162_cs,CONF_0072,0.02321,-0.35376,0.05063,0.13582,-0.30012,0.28413,0.26647,0.15842,0.17775
162_cs,CONF_0084,-0.00196,-0.33643,0.04874,0.14177,-0.41873,0.33728,0.31309,0.15755,0.15461
162_cs,CONF_0088,-0.04426,-0.31669,0.02915,0.13384,-0.33015,0.26617,0.33532,0.15946,0.17294
162_cs,CONF_0089,-0.01182,-0.31899,0.02369,0.13459,-0.37611,0.30961,0.29560,0.15816,0.17647
162_cs,CONF_0104,0.04255,-0.43329,0.06653,0.14989,-0.39265,0.25157,0.31254,0.16524,0.17649
162_cs,CONF_0115,-0.00564,-0.30061,0.01434,0.13441,-0.34120,0.29822,0.28240,0.15541,0.18194
162_cs,CONF_0119,0.02948,-0.39593,0.07476,0.14130,-0.43797,0.25434,0.38679,0.16539,0.16802
162_cs,CONF_0121,0.01142,-0.33892,0.04682,0.13772,-0.34789,0.26347,0.28631,0.15716,0.17946
162_cs,CONF_0123,0.04455,-0.42322,0.06568,0.14764,-0.34144,0.22269,0.30823,0.16012,0.16214
162_cs,CONF_0124,0.01766,-0.41019,0.08275,0.13844,-0.38198,0.22479,0.36974,0.16760,0.16232
162_cs,CONF_0125,0.01385,-0.39904,0.04834,0.14483,-0.27231,0.27861,0.28011,0.15731,0.16546
162_cs,CONF_0126,0.00512,-0.31153,0.04051,0.13964,-0.38980,0.28825,0.26728,0.15790,0.16327
162_cs,CONF_0130,0.03485,-0.43376,0.08562,0.14874,-0.43858,0.25875,0.36803,0.16808,0.17260
162_cs,CONF_0133,0.09124,-0.44465,0.08230,0.15606,-0.39517,0.25321,0.33157,0.15013,0.16362
162_cs,CONF_0157,-0.01608,-0.31574,0.00275,0.14505,-0.42331,0.30323,0.32383,0.16286,0.17442
162_cs,CONF_0158,0.03564,-0.43227,0.08050,0.14986,-0.43550,0.25868,0.36744,0.16794,0.17198
162_cs,CONF_0170,0.02581,-0.39526,0.07492,0.14082,-0.43651,0.25589,0.38800,0.16579,0.16789
162_cs,CONF_0221,0.01806,-0.41242,0.08509,0.13866,-0.38014,0.22799,0.36358,0.16731,0.16225
162_cs,CONF_0247,0.03454,-0.43432,0.08801,0.14848,-0.44118,0.26206,0.36674,0.16888,0.17306
162_cs,CONF_0250,0.04087,-0.42231,0.06188,0.14791,-0.33685,0.22140,0.30582,0.15987,0.16171
162_cs,CONF_0276,0.01844,-0.40313,0.04947,0.14582,-0.27865,0.28203,0.28417,0.15573,0.16510
163_cs,CONF_0004,0.02436,-0.31363,-0.00252,0.13182,-0.19868,0.33904,0.38015,0.14825,0.15725
163_cs,CONF_0007,0.01470,-0.31743,0.03337,0.13174,-0.18320,0.38213,0.31613,0.15823,0.15142
163_cs,CONF_0008,0.05165,-0.33971,-0.02773,0.13299,-0.22604,0.41613,0.28803,0.14685,0.15883
163_cs,CONF_0010,-0.01920,-0.30704,0.01907,0.13235,-0.20424,0.38348,0.35802,0.16156,0.14931
