Ligand,Conformer,atom_1_ISOTROPIC,atom_2_ISOTROPIC,atom_3_ISOTROPIC,atom_5_ISOTROPIC,atom_6_ISOTROPIC,atom_7_ISOTROPIC,atom_1_ANISOTROPIC,atom_2_ANISOTROPIC,atom_3_ANISOTROPIC,atom_5_ANISOTROPIC,atom_6_ANISOTROPIC,atom_7_ANISOTROPIC,atom_1_dD/dB-CONTRIBUTION,atom_2_dD/dB-CONTRIBUTION,atom_3_dD/dB-CONTRIBUTION,atom_5_dD/dB-CONTRIBUTION,atom_6_dD/dB-CONTRIBUTION,atom_7_dD/dB-CONTRIBUTION
74_cs,CONF_0001,99.0137065,102.5576382,87.58287749,-138.9589394,416.3304889,394.6456264,72.93179362,110.7042697,97.4719344,281.8571609,75.48991805,85.84565135,-179.0035872,-177.4575325,-191.0690992,-463.8117042,-562.1213366,-581.1819842
75_cs,CONF_0002,99.52786101,89.52476731,104.7818629,-1.25603471,319.6513826,329.7061985,77.01865501,128.4031406,66.61564596,169.2405344,134.2405924,127.081921,-172.809228,-186.9226665,-167.4592862,-319.8132129,-666.6365187,-656.5032546
76_cs,CONF_0004,99.41985475,84.99837681,104.5759026,-4.42985339,322.405534,334.2792331,77.28075722,120.9068048,67.62071878,169.3860385,134.6021897,126.824451,-172.1411464,-190.2337599,-167.1391946,-322.4249907,-663.7993943,-652.189872
76_cs,CONF_0023,99.87520522,88.60388987,105.0280629,-1.67781393,322.0042735,319.4058598,74.83642577,130.1570073,66.77711778,174.1316177,129.8415095,138.0668109,-173.486175,-188.4817412,-167.9342467,-320.4310857,-664.4763918,-667.3873861
77_cs,CONF_0002,101.2190178,88.62750286,100.8100265,-58.22103221,316.5625438,321.2753273,77.00097427,136.0575659,72.21336941,277.369998,47.42300923,40.52167268,-177.0899937,-192.4849443,-176.0715658,-381.5963618,-675.739126,-670.6440555
77_cs,CONF_0004,102.3462083,86.82253105,98.82109924,-51.43500964,322.0466042,316.3930395,69.45857135,127.0886859,75.27430842,262.4297866,40.34364921,56.86767796,-172.7913929,-192.840502,-177.4889126,-374.2033098,-669.4076068,-675.7242637
77_cs,CONF_0005,100.2047174,85.78901856,100.3107109,-47.36526354,314.079479,313.4178165,73.8618958,124.0960421,73.89679764,253.675625,44.84432884,48.15036188,-175.0768799,-194.2094939,-175.1468702,-369.9519479,-677.6390845,-678.3770539
77_cs,CONF_0010,100.6343292,88.99813643,101.2861489,-57.67171106,317.0519169,320.7966241,72.71639427,133.6062745,71.6330275,271.3896434,47.44873786,39.54779786,-176.7961054,-191.9649194,-175.7316455,-380.9476209,-675.0425969,-671.0271805
77_cs,CONF_0011,100.0307407,85.32490375,100.3535191,-61.81864546,322.8975477,326.8505733,73.91531856,132.0452301,82.53677727,278.5005984,48.35193125,51.07237262,-175.5389782,-196.2066137,-178.2052265,-384.2679032,-668.7694583,-664.5514155
78_cs,CONF_0001,100.454071,88.95784742,101.4400333,-57.59603325,317.1195803,320.8443489,72.45009751,132.8076881,71.54180107,270.4681588,47.38888391,39.09690104,-176.7549338,-191.9458942,-175.6183153,-380.8076786,-674.9221113,-670.9107895
78_cs,CONF_0005,100.3417027,85.90716338,100.3385849,-47.63153727,313.4476206,314.2478196,73.79773025,124.727414,73.63869659,254.1761539,47.67471411,44.56835048,-175.2087154,-194.169605,-175.0178434,-370.2572764,-678.379864,-677.4687512
78_cs,CONF_0006,102.5833368,86.84983837,98.6013672,-51.18373701,322.3118861,316.3249799,69.28070541,127.3269319,75.50314225,262.7846624,41.59011795,55.42108814,-172.6439018,-192.8809733,-177.6778403,-374.0146672,-669.2183231,-675.7715568
81_cs,CONF_0004,112.8251585,91.4706437,86.68696381,-49.43895613,362.141041,346.8707376,56.02418413,119.4006894,98.12611672,233.1420673,90.16611021,98.94406272,-169.4651396,-194.6894371,-194.8861852,-379.0101382,-638.5366289,-653.6144295
81_cs,CONF_0008,105.3644922,85.50409005,98.85879165,-56.67735523,353.8891678,370.9192225,76.06889318,118.3060267,78.86294239,235.3337121,82.24557158,76.99982405,-175.6122607,-200.5347332,-180.5636647,-385.5186946,-647.3295613,-629.0758091
82_cs,CONF_0004,112.8663542,91.50422495,86.71314405,-49.5192455,362.0851319,346.5322778,55.88567415,119.260453,97.87687328,232.8854335,90.49570758,98.67927404,-169.5171227,-194.6919615,-194.852767,-379.0840235,-638.588242,-653.9501552
85_cs,CONF_0011,96.53332783,86.43200757,97.92903509,-19.22869335,350.0547701,353.5606898,82.40558643,117.9936306,78.50896181,199.9555468,76.00772162,79.34391689,-179.1836661,-194.1643268,-178.0637408,-342.9199456,-644.6676856,-640.5573925
85_cs,CONF_0018,94.93981966,86.0837395,95.3865879,-23.80547872,347.7406565,362.0862451,85.28341567,116.2910995,83.36614404,211.6805418,79.23507339,91.65849336,-180.5368655,-195.0275495,-180.4342503,-346.8946815,-645.6754422,-631.4974677
85_cs,CONF_0019,95.84061657,91.71639115,99.41855352,-24.58758672,342.9528318,362.298447,79.66436722,121.1025627,76.73670078,206.2302156,150.293694,93.83344602,-180.9762627,-189.4781003,-177.0651968,-348.5378774,-651.1113021,-631.6893301
85_cs,CONF_0031,99.14241309,91.61061601,96.06770502,-24.41555126,361.2969741,343.2412432,77.08872906,120.7383947,79.14641826,205.7369874,95.09911025,149.8411245,-177.3322791,-189.5092713,-180.7008276,-348.3670982,-632.6774553,-650.8226161
86_cs,CONF_0009,97.9818204,86.43154525,96.67609081,-19.26655989,353.714658,350.2693388,78.55011242,117.9079647,82.47387825,199.5668467,78.85682631,75.71730223,-178.0451759,-194.2354109,-179.0876619,-342.9707304,-640.3810095,-644.456994
86_cs,CONF_0013,98.10341785,86.28015904,96.53419822,-19.34134092,353.6231123,350.0070812,78.29386155,117.913369,82.76043172,199.6287569,79.16998946,75.40291601,-177.8626345,-194.3636112,-179.2074673,-343.0166527,-640.4525898,-644.6925164
86_cs,CONF_0015,95.37736409,86.05881623,95.00355963,-23.72735348,361.8338634,347.8235496,83.70254277,116.3216842,85.49019293,211.3891368,91.70474455,78.91062204,-180.4232746,-195.1371418,-180.4625803,-346.8130184,-631.7517819,-645.6112447
86_cs,CONF_0026,95.9200833,91.68066167,99.24439294,-24.60759282,343.2304335,361.5318534,79.49303147,120.9080713,76.95319293,206.1738719,150.0298704,95.15445462,-180.8581332,-189.4712186,-177.1265034,-348.5591643,-650.8324484,-632.4424289
86_cs,CONF_0036,104.1415783,84.9632964,90.63609072,-31.21687322,374.9926174,341.3748574,75.59661329,119.0672009,90.12850375,215.4907387,76.83375797,91.87410369,-171.6258383,-196.5391194,-184.7383634,-354.3937514,-619.3976842,-652.2153892
86_cs,CONF_0039,104.0256286,84.94022329,90.60110318,-30.69388621,374.6771944,341.4014117,75.61188268,119.1092348,90.08537945,215.6655846,77.38095813,92.04384621,-171.6184145,-196.5396818,-184.7981512,-353.8745758,-619.7204729,-652.1739652
87_cs,CONF_0006,99.58863957,93.84369302,94.02725377,-81.20743622,357.7787397,354.8991203,76.25751168,120.1176115,88.61499803,229.7494501,80.24041453,87.16524569,-178.890304,-194.0627469,-186.2306904,-411.0533201,-642.5913688,-648.4001944
88_cs,CONF_0005,94.75098049,94.02307318,98.60659958,-78.83894293,356.5375114,354.3752112,87.01856482,121.525634,78.06617741,230.5006804,85.20076472,86.55019909,-185.1610188,-193.8507329,-179.8510688,-408.2582684,-644.6826184,-648.4346108
88_cs,CONF_0010,94.97550001,94.10010621,98.43605425,-78.68609996,356.4393523,354.2661327,86.56099828,121.6762645,78.39889629,230.7708456,85.68283152,86.58134911,-184.9012542,-193.7842604,-180.0161936,-408.0713784,-644.8196914,-648.5358651
88_cs,CONF_0015,99.11744798,93.94799672,101.1152313,-51.77893987,348.5587512,349.5127566,79.04375847,121.3086249,76.02057054,216.6511389,88.35770348,92.15279084,-182.2904694,-190.0124116,-179.8954998,-379.3244463,-654.5433477,-653.0707874
89_cs,CONF_0005,103.4662335,93.5424795,90.90940178,-60.65953803,367.0661623,375.1513766,67.40441596,122.4788469,91.07520857,227.119401,83.24469276,65.5339105,-174.3981787,-188.522432,-186.0693883,-383.8771412,-627.4593456,-618.8667944
89_cs,CONF_0022,104.9812217,84.78197537,96.91216969,-50.6717362,371.8379884,368.8365377,76.60962501,118.493976,85.63903368,192.0962226,80.51681854,76.55376077,-171.0489218,-195.5132837,-180.4843315,-374.5741779,-622.9683976,-625.4770411
92_cs,CONF_0017,96.21420438,90.78913845,106.5079607,-33.88492278,339.8435758,331.9021215,83.53121729,120.4001603,65.54032824,214.5734483,87.69906075,108.7095934,-178.3307999,-188.1413464,-168.0441541,-354.8655172,-651.303041,-659.030345
93_cs,CONF_0004,107.4003904,84.30384117,91.10477013,-47.9740895,356.8915809,347.264713,70.3021085,119.4314536,93.30749601,235.2387639,66.89760312,107.9148635,-173.5764701,-202.1248797,-186.5048141,-375.4737388,-646.0203435,-653.8994683
93_cs,CONF_0010,107.4765966,84.32289573,90.86073969,-47.58516289,357.4043594,347.1815556,70.38439509,119.2530489,93.87076077,233.7588641,68.94590678,108.405789,-173.4573891,-202.1260072,-186.5451277,-374.8361398,-645.0299212,-653.8577829
94_cs,CONF_0020,104.9013118,91.39180225,89.66666958,-51.95126051,352.4671813,352.480304,62.91005251,125.3348759,94.45906636,258.765821,91.42036349,86.62297296,-177.5999314,-194.7776686,-192.1224268,-381.3417451,-651.2719854,-650.3699064
97_cs,CONF_0002,93.60712778,86.793096,108.2104931,-3.64929322,300.5689121,305.2365219,84.0063874,123.9812883,64.54243425,165.4381382,134.8202358,117.0555055,-179.9131007,-191.009303,-164.8176355,-323.4156335,-689.3627391,-685.2523511
97_cs,CONF_0003,96.95609279,88.20873221,105.9156833,-9.64456322,303.5753329,305.0526306,78.89057657,125.9951943,65.33754132,172.1489206,103.6195565,91.08165142,-176.331101,-189.5222436,-168.0873859,-329.4847833,-686.5166616,-684.3326416
98_cs,CONF_0010,93.50174063,86.7810314,108.2656532,-3.58401876,300.5804889,305.2997781,83.92725158,123.8352603,64.541943,165.3138741,134.9123157,116.8824376,-179.9841373,-191.0799289,-164.7657748,-323.3519509,-689.3468458,-685.1985388
99_cs,CONF_0005,99.64846434,87.75924221,91.67278578,-48.86598006,358.9631161,360.391277,79.23310088,119.4327331,92.94843842,253.7500108,95.05515019,80.10699451,-177.9755731,-195.5507644,-185.1154587,-372.8305693,-639.090016,-637.1191289
99_cs,CONF_0006,102.907213,89.57193173,89.59021438,-45.09532711,360.8682231,357.0128431,70.77634419,116.8955646,96.06781262,225.6217467,102.9749081,72.28414991,-174.0555235,-192.0448691,-190.5516883,-370.7826046,-637.9298285,-642.0169567
99_cs,CONF_0008,90.81327252,92.36494388,108.3150897,-43.23523247,354.8915615,354.1357525,94.18412728,122.2890259,62.65617057,217.5880027,110.3633359,86.70174414,-185.4672122,-191.1279281,-169.4699974,-368.7920387,-642.9757061,-645.2574391
99_cs,CONF_0016,101.7570736,87.37819303,93.3725996,-49.61054562,354.5482989,359.499282,78.30505016,118.5278213,91.50659298,234.2434858,92.00984869,67.07919429,-175.7186947,-195.8429587,-183.2178154,-374.6995028,-644.6886619,-636.8597364
99_cs,CONF_0022,89.18647179,84.6868982,103.8252637,-56.7627148,360.252889,362.9666855,92.67860045,112.6369006,76.40822845,242.2445673,41.39245337,75.65777009,-187.396036,-196.7121424,-173.5235927,-380.7743467,-636.2246017,-635.0699434
99_cs,CONF_0024,86.77483009,90.10379994,105.7530152,-48.66688836,355.7052139,358.7929635,103.2757607,115.6075472,66.0511887,234.6725522,89.58327844,106.4173044,-193.137902,-192.108623,-170.2350622,-373.597473,-641.8613997,-639.755782
99_cs,CONF_0026,87.04946482,90.07840261,105.657791,-48.1786432,355.8749534,358.4579865,102.8925824,115.8780672,66.26899913,234.0393396,89.55858652,107.1621651,-192.8651669,-192.0745832,-170.308206,-373.0974872,-641.6831459,-640.0792286
Ferrocene010_allyl_cs,CONF_0002,103.0083157,89.14463828,96.69794845,-43.19710577,339.520859,336.6129257,70.37819356,117.1181033,80.43216267,245.4596576,66.00643909,80.45213799,-172.439123,-190.3353677,-177.9591736,-364.0695241,-656.0484436,-658.3647883
Ferrocene010_allyl_cs,CONF_0003,102.2704135,88.93960365,97.1625577,-47.85904623,336.1563179,333.8706425,71.43432582,118.6656491,81.0964241,252.8996619,67.17882564,79.2106869,-172.9027446,-190.3495546,-176.8188767,-368.7642603,-658.6684074,-661.0226581
Ferrocene010_allyl_cs,CONF_0006,105.151876,88.33128345,94.22598853,-46.41467706,339.7432547,328.2480712,70.25358579,115.0286094,83.78428138,245.0205264,66.35455791,59.48054556,-169.4924063,-190.9245338,-180.6990436,-367.4318098,-655.7477987,-666.2003562
Ferrocene011_allyl_cs,CONF_0002,96.49594966,89.01492262,103.1461955,-43.05701177,337.0402141,339.244601,80.72082161,116.9345871,70.20006126,245.0800119,80.66227422,65.66925165,-178.1824992,-190.3676184,-172.3104971,-363.9373404,-657.8965632,-656.3195588
Ferrocene011_allyl_cs,CONF_0003,97.08495563,89.00804046,102.2630388,-48.21703386,334.2098393,336.2119172,81.23905143,118.743198,71.41540579,253.5510151,79.34765035,67.03354851,-176.8710966,-190.3412062,-172.8576541,-369.117967,-660.6593572,-658.5884247
Ferrocene011_allyl_cs,CONF_0006,94.34446604,88.31279523,104.9817555,-46.38843428,328.3694839,339.4807703,83.73537762,115.2412665,70.17709172,245.3069233,60.74672671,66.48998539,-180.5834582,-190.7882292,-169.7252279,-367.3310315,-666.082656,-656.0325814
Ferrocene012_allyl_cs,CONF_0001,91.24681035,87.57753496,105.0759323,-39.02104271,350.7111345,355.3330518,92.30498602,120.2654444,71.75602562,233.0612279,65.7443013,106.6304304,-185.5735078,-194.4176698,-171.4885688,-363.4700841,-646.4197289,-642.7751136
Ferrocene012_allyl_cs,CONF_0002,90.12894512,84.5550311,101.7857791,-38.55929044,350.9510284,360.7574039,90.84931106,115.4992349,76.66277102,233.2381913,70.51059375,88.89009135,-186.5849754,-196.5486942,-174.2295563,-362.9712395,-646.63598,-636.9639366
Ferrocene013_allyl_cs,CONF_0006,108.264813,86.00786731,94.66049568,-60.05803729,343.6452076,351.2285811,66.29395666,111.6798366,87.7045294,224.5852298,72.59857676,74.77476597,-170.4679367,-197.0363189,-181.3270005,-386.2220485,-657.3625307,-648.9155129
Ferrocene013_allyl_cs,CONF_0023,105.1745403,87.97841393,93.11260846,-62.49361342,359.0804524,334.0991906,71.29395788,117.5330432,89.57137187,228.3446541,74.10362143,93.07300593,-172.8970271,-195.3735208,-186.4096241,-389.3805717,-640.887794,-665.6844304
Ferrocene015_allyl_cs,CONF_0004,97.73418693,90.86694951,103.961473,-49.0183375,326.5471377,341.3098153,81.26128282,121.9787294,67.13217743,243.2333899,106.8640989,76.97808497,-177.9228373,-189.3151237,-173.0171951,-371.613747,-668.594846,-653.1002978
Ferrocene015_allyl_cs,CONF_0005,94.89708489,88.76142329,106.3010848,-53.30174033,337.1766424,342.6351849,84.3826416,118.8417912,66.62811912,233.6819906,44.97658919,84.66305819,-180.2083508,-191.0338892,-168.1711856,-375.7274372,-657.8649734,-652.9971363
Ferrocene016_allyl_2_cs,CONF_0004,95.6615469,84.31178841,99.5016023,-17.02528868,326.3105101,356.9851007,85.83075297,112.488641,78.21298396,174.4079798,89.45635761,90.70185719,-188.7534759,-202.9067016,-182.9721348,-351.2116946,-679.4059766,-651.6572862
Ferrocene016_allyl_2_cs,CONF_0008,104.3992189,90.4986908,93.44744676,-22.42376847,330.4550895,353.9336608,67.68133724,122.3018813,85.42086448,175.1619112,92.04158852,119.8205369,-181.0378836,-198.7706113,-189.9594089,-356.8450049,-675.8910471,-655.0594604
Ferrocene016_allyl_cs,CONF_0004,94.15660635,84.21135464,100.8752966,-16.12062429,354.8779522,331.7263923,87.10135131,109.9883482,77.64148274,179.3445675,67.64535622,86.2489362,-188.8328425,-202.8370295,-182.9591599,-350.5298535,-653.1149659,-674.7519674
Ferrocene016_allyl_cs,CONF_0005,98.88367163,84.79448332,99.26226369,-31.61965942,367.5149672,351.8299908,80.26641744,123.1632329,81.89102146,186.1523536,87.25902231,55.04326241,-186.8945425,-207.2264067,-185.9626477,-367.0757518,-639.8236814,-654.4562471
Ferrocene016_allyl_cs,CONF_0006,99.20065433,85.03735018,99.06622171,-32.19466094,367.9035869,351.2091006,79.80313594,123.8509484,82.54712495,187.4112611,87.21756532,56.26605936,-186.4917869,-207.3047697,-186.5411507,-367.6883986,-639.6468417,-655.043121
Ferrocene016_allyl_cs,CONF_0010,93.95421073,84.13374527,101.0140385,-16.37248969,354.861173,331.8835418,87.46112961,109.825358,77.39782895,180.0044607,67.24914307,85.90980402,-189.1045514,-202.8454803,-182.8718317,-350.8003191,-653.1223567,-674.5913349
Ferrocene016_allyl_cs,CONF_0013,97.11154912,86.93819633,96.4893592,-26.34739432,355.1480805,331.6162879,81.12741251,120.0561756,81.11484847,197.0462626,106.9329805,87.66740185,-187.3049344,-201.5251136,-190.5061354,-361.5524632,-654.5466521,-675.235096
Ferrocene016_allyl_cs,CONF_0015,100.7928007,88.451644,96.12522549,-40.06326433,371.0638393,350.1776116,77.16880147,125.4679532,85.30181108,179.5339365,57.00428254,47.54100936,-184.1514899,-205.3362412,-189.1507539,-375.5456832,-635.8318236,-655.3694401
Ferrocene016_allyl_cs,CONF_0019,100.2014935,90.10546431,98.39622344,-29.84316648,365.6135094,329.9769522,76.75182784,127.2264108,83.53426146,173.2392779,111.0470735,106.1978895,-186.2574318,-201.757282,-188.0404101,-365.7374785,-643.081835,-676.4875127
Ferrocene016_allyl_cs,CONF_0020,98.00411767,84.34000022,98.3295376,-43.10848914,367.8683649,353.1010882,80.96425876,111.7373143,79.80380509,187.588256,69.16845314,53.59280324,-185.189854,-204.6035127,-186.1319038,-377.9193092,-638.0826841,-654.4153434
Ferrocene016_allyl_cs,CONF_0021,103.111381,91.04479676,95.27840601,-43.36393082,366.8815723,349.3638477,71.7017074,121.4091929,85.26281002,175.4701626,66.17228595,86.15421001,-182.4035199,-201.3211059,-189.8651234,-378.8668166,-639.5951447,-658.9407367
Ferrocene017_allyl_cs,CONF_0005,104.3030493,92.32803456,93.18914793,-41.7990825,356.3549257,284.2481979,67.85185286,122.6639774,94.30642971,211.4935945,104.7864212,147.365073,-173.8925681,-192.3203194,-185.429676,-369.1282642,-645.3180903,-712.3929179
ferrocene001_allyl_2_cs,CONF_0001,98.47353907,90.54425328,94.42149812,-60.41646602,351.8177494,304.5707846,75.05803276,117.0145021,83.34055813,256.1885636,127.9092141,99.6410334,-177.0286859,-189.6569537,-181.5831117,-383.4892545,-645.7989897,-689.6562131
ferrocene001_allyl_2_cs,CONF_0003,93.08911365,92.89071699,101.8299735,-54.60815599,345.8726588,311.8090415,79.67169971,119.5983503,70.90138212,247.4485488,136.8986269,92.01589196,-182.2267789,-187.2355501,-173.8939123,-378.2049943,-651.9628357,-682.1814919
ferrocene001_allyl_2_cs,CONF_0006,112.9212247,87.21281416,86.21942562,-71.63322752,360.3266536,303.6990063,65.24947103,113.8284379,100.2154774,263.4879536,102.8010955,96.69267002,-162.7426269,-194.1528484,-188.9649046,-394.5251747,-637.5275682,-690.6227103
ferrocene001_allyl_2_cs,CONF_0008,100.7076597,92.6429893,95.04617773,-54.1270388,346.144292,310.0016665,74.0936488,119.6443125,84.64797345,245.2737969,130.7191453,96.54893213,-173.980968,-187.6030845,-182.0622155,-378.2178018,-651.8346323,-683.6361176
ferrocene001_allyl_2_cs,CONF_0009,100.6906492,92.64621613,95.22723467,-54.55581397,346.3762435,310.6207222,74.38982595,119.6200779,84.524805,246.7897564,129.6044652,95.56007424,-173.9900627,-187.5260848,-181.8458558,-378.6440541,-651.5717074,-683.0289435
ferrocene001_allyl_cs,CONF_0002,97.72714001,91.63012055,94.87118521,-61.40540822,318.3194586,350.1810523,76.30506579,118.7346996,80.69897269,262.2220112,86.55436745,125.5315323,-178.8461468,-188.9259998,-180.7179974,-385.0420726,-675.8658197,-648.1950765
ferrocene001_allyl_cs,CONF_0008,96.04504833,92.87840607,97.97160298,-55.35722501,307.3570279,345.3456788,79.77165029,118.4557792,74.29013663,243.8572716,96.45277694,138.2516426,-180.8143223,-187.5972753,-177.160003,-378.9315058,-686.2880193,-652.7150158
ferrocene002_allyl_cs,CONF_0001,90.87916994,89.56010229,102.6282,-43.62269194,392.6629657,397.8164092,90.81866312,125.6795009,68.91051862,239.7863664,95.46283541,92.61291966,-188.763788,-196.5419061,-178.2206143,-370.9075194,-604.7056008,-601.5489673
ferrocene002_allyl_cs,CONF_0002,100.3592831,86.83862353,94.92071418,-39.65961631,397.4215786,388.7982033,75.73562723,121.8932818,83.90360233,226.5473515,97.54276188,84.84329546,-177.4996309,-197.1909224,-184.7291922,-365.9949179,-601.5792432,-608.9561486
ferrocene002_allyl_cs,CONF_0010,102.6936644,89.98142488,91.10505273,-45.42433133,397.0768248,393.2874954,68.30912854,124.6446213,91.19922133,240.1345603,93.28333634,92.46447465,-178.0494528,-195.0813414,-189.0325363,-372.5523098,-601.9580797,-604.0407406
ferrocene002_allyl_cs,CONF_0012,100.3099663,86.36349146,94.72137361,-39.44605696,397.2532577,389.294713,75.94133548,122.2586375,84.4922262,228.2377179,97.74634778,83.89937952,-177.5866467,-197.8084268,-184.9735585,-365.8546683,-601.7465744,-608.5136659
ferrocene002_allyl_cs,CONF_0017,92.67544047,88.02878763,99.1808003,-36.66703924,391.4890957,397.5377809,84.2123489,119.1712258,77.71469843,233.7041358,82.80513976,90.04463052,-187.7140367,-195.1365657,-180.2355014,-363.5118175,-606.8010086,-602.0551361
ferrocene002_allyl_cs,CONF_0021,90.74032833,89.58540739,102.6689127,-43.73705894,392.7281792,397.9987429,90.92735883,125.665754,68.73068096,239.9929713,95.3151108,92.03108816,-188.9277719,-196.5136736,-178.2406507,-371.0548281,-604.6540252,-601.3680059
ferrocene002_allyl_cs,CONF_0023,91.84771571,88.17475308,99.50697928,-37.70670185,391.101855,397.8734273,85.73681079,119.2648743,77.04391419,237.0743315,87.06222818,92.50079542,-188.6534539,-195.1706783,-180.0920111,-364.6254804,-607.2311177,-601.7978698
ferrocene002_allyl_cs,CONF_0024,96.19994346,101.0798435,102.8534113,-127.8203009,468.9959177,458.6473872,78.23305191,112.714877,76.29650289,281.5906451,176.8397181,88.7872015,-185.3813143,-186.8655434,-181.8823345,-452.436524,-517.7305245,-534.0192317
ferrocene002_allyl_cs,CONF_0025,97.43504847,86.69827215,94.98200726,-30.81756741,399.0756063,388.1822929,82.11526659,114.589762,84.43195613,212.0339194,96.27630105,90.25964417,-179.1323782,-195.6233857,-184.3854727,-356.9554898,-599.7355587,-609.0068009
ferrocene002_allyl_cs,CONF_0026,95.14990982,86.91417185,97.10624451,-31.15781147,387.7816366,399.2418599,83.8979515,114.3575805,81.8704442,212.5285287,90.3605398,95.93008909,-184.3375241,-195.2418408,-179.5732042,-357.3094735,-609.4693021,-599.5877459
ferrocene002_allyl_cs,CONF_0028,93.00842009,85.96149597,104.29103,-39.68742471,390.3743848,391.9018639,89.30440787,122.1823415,72.35499391,223.1249384,82.12535123,98.50196487,-186.904674,-196.3903987,-174.3454943,-366.2836817,-607.3270344,-606.6722028
ferrocene002_allyl_cs,CONF_0031,100.0785088,93.28832054,96.39559394,-34.70801072,396.1597782,386.0789442,74.55600934,126.8282263,87.6580344,212.2569698,105.1683371,94.4007919,-178.7330063,-188.7551665,-184.455621,-361.3539662,-603.6762932,-611.2426256
ferrocene002_allyl_cs,CONF_0032,102.5683559,89.7247106,91.06421338,-45.46195083,397.193262,393.17615,68.52653151,124.3802783,91.21398913,240.3348177,93.46151507,92.11980008,-178.0768326,-195.2709534,-189.0453531,-372.5613348,-601.8273696,-604.1046932
ferrocene002_allyl_cs,CONF_0033,104.4323509,85.77262465,94.04833857,-40.52035654,391.4773297,383.9782847,73.43181471,122.1968974,89.32464833,217.3130099,101.3833324,95.22836043,-173.8204464,-196.8738294,-185.2330015,-366.1227388,-606.5234052,-612.2924197
ferrocene002_allyl_cs,CONF_0035,95.85043846,85.78917801,98.72464678,-37.48530644,390.0320518,396.3802147,81.98758826,121.718595,80.55413139,231.4373499,89.1898667,98.97280512,-184.2647513,-198.2374063,-179.9809209,-364.1808867,-607.8652518,-602.4625128
ferrocene002_allyl_cs,CONF_0042,103.7687063,101.0639696,98.36458699,-132.0409749,455.2773317,469.4663291,80.15684934,113.5320221,72.92429884,312.2554104,129.3451295,178.581378,-181.3601705,-186.3386188,-182.2293749,-456.428165,-537.1311271,-517.3526666
ferrocene003_allyl_cs,CONF_0001,64.04026444,86.59333739,119.1767902,-121.3972103,295.5041813,319.5037307,127.7119667,118.6768473,56.67844387,363.6090465,120.6353769,85.90460387,-210.978463,-194.8339805,-155.2184244,-444.2877889,-697.9652742,-675.7074839
ferrocene005_allyl_cs,CONF_0002,101.9423241,90.16676182,102.469713,-49.48262401,333.3818484,348.4501203,76.87621313,122.5937244,71.4387191,241.7422411,110.3458076,83.90501959,-180.1061022,-195.9068236,-180.6706818,-380.2176249,-670.8430179,-655.042297
ferrocene005_allyl_cs,CONF_0004,100.1280538,90.05964354,105.5152558,-46.16832308,334.983786,343.1514584,77.77270156,120.0528391,68.17565246,241.3256153,112.23217,88.53090552,-181.2305676,-195.8715828,-177.7307246,-376.654372,-669.5058877,-660.3612227
ferrocene005_allyl_cs,CONF_0008,111.2363889,85.61660809,93.953261,-52.324819,348.1091351,350.6767105,66.58996759,113.6660469,87.45317994,238.3947849,36.8968472,98.1793755,-169.6540377,-200.2646116,-184.867766,-382.1589696,-655.6534435,-652.7568707
ferrocene005_allyl_cs,CONF_0010,99.48774554,88.94981907,107.1516852,-51.60372788,336.035272,342.4494614,78.27764558,119.8530737,68.58819051,243.3208403,84.73306821,89.45218878,-183.6304989,-198.3038233,-175.1498972,-382.5183659,-668.3714128,-662.293047
ferrocene005_allyl_cs,CONF_0013,100.3111885,89.30688979,105.1286314,-50.35207668,338.3874171,347.033328,77.6842241,121.2544639,70.92340456,241.407976,114.1027438,89.48631942,-180.36498,-197.6564806,-176.6851425,-380.8064483,-665.8463858,-656.6151765
ferrocene006_allyl_cs,CONF_0001,103.0467992,88.51157853,97.45892145,-41.67001512,337.5754701,335.9434429,70.8821366,115.8469629,80.32931791,240.2978205,76.07550857,87.30291112,-174.8316439,-193.0808868,-179.6311265,-365.8075715,-661.8672838,-662.9291896
ferrocene006_allyl_cs,CONF_0002,101.5000258,89.62256548,99.2431331,-43.58789808,347.521432,332.4286572,73.61420839,120.0416235,78.50965851,237.0865387,72.72264169,84.22413116,-176.5412887,-192.5995792,-178.2750089,-368.1249503,-651.1813162,-665.9764083
ferrocene006_allyl_cs,CONF_0003,99.8048636,90.71872125,101.2350811,-48.29697551,345.8516933,334.225389,77.24056042,121.9939252,75.16892941,233.8212929,74.17117826,74.66251169,-178.5601509,-191.6779677,-175.9865203,-372.8303034,-652.1104815,-663.7825832
ferrocene006_allyl_cs,CONF_0005,100.9122962,90.01124609,100.0082243,-46.52368371,337.7326633,336.1255244,73.99969204,118.2611733,76.92582118,240.1731084,81.61602283,74.18538096,-177.1777966,-191.6601127,-176.8868809,-370.6206158,-661.0127886,-662.2633359
ferrocene006_allyl_cs,CONF_0006,105.1194841,88.68830829,97.58921177,-50.37184925,338.6676769,349.668399,69.90823842,115.2348662,81.68856741,227.3912334,75.68941809,66.13188999,-171.9643761,-193.5229724,-178.7709296,-374.4411406,-660.2663258,-647.8546728
ferrocene006_allyl_cs,CONF_0007,104.6900114,87.93626522,97.65181437,-52.73655818,344.5106651,351.8211503,71.33208711,115.4746958,82.53756206,224.2046087,62.5505711,63.94783847,-172.4937724,-194.2198387,-179.0837457,-376.723589,-653.5099377,-645.3026091
