Ligand,Conformer,atom_1_ISOTROPIC,atom_2_ISOTROPIC,atom_3_ISOTROPIC,atom_5_ISOTROPIC,atom_6_ISOTROPIC,atom_7_ISOTROPIC,atom_1_ANISOTROPIC,atom_2_ANISOTROPIC,atom_3_ANISOTROPIC,atom_5_ANISOTROPIC,atom_6_ANISOTROPIC,atom_7_ANISOTROPIC,atom_1_dD/dB-CONTRIBUTION,atom_2_dD/dB-CONTRIBUTION,atom_3_dD/dB-CONTRIBUTION,atom_5_dD/dB-CONTRIBUTION,atom_6_dD/dB-CONTRIBUTION,atom_7_dD/dB-CONTRIBUTION
100_cs,CONF_0002,103.0220793,89.44482602,89.36335254,-44.66532138,360.8885561,356.9166151,70.76816302,116.6516718,96.36734602,225.2077719,103.3236985,71.96606164,-174.0439735,-192.1869783,-190.9470417,-370.3771147,-637.885477,-642.0780494
100_cs,CONF_0005,103.0347037,89.31435341,89.52587943,-44.16871487,360.8459986,356.6451425,71.09393468,116.6095864,96.24307838,224.3852492,103.2451824,71.42665684,-173.9235876,-192.3094886,-190.7349337,-369.8689011,-637.9319985,-642.3327088
100_cs,CONF_0006,99.53748304,87.86210157,91.68622052,-48.94605057,359.0807982,360.6893206,79.18426765,119.3993357,92.68630438,254.1659556,94.60964053,79.64467282,-178.056892,-195.4490167,-185.1756686,-372.9288029,-638.9913773,-636.8604279
100_cs,CONF_0012,108.6003212,92.16389763,90.1924915,-44.16516548,354.4917592,354.5985789,62.18274349,122.8175307,96.18027224,220.9665139,90.66198805,110.1325836,-169.3751128,-191.6148417,-186.2087228,-369.7349959,-644.970992,-643.2177884
101_cs,CONF_0002,106.0596677,88.53764101,101.7880417,-2.51563981,315.8471967,310.8276453,69.14397368,125.3557295,75.44394426,158.0531272,144.6673694,143.8477807,-174.1078244,-195.9436948,-179.4053603,-331.3266818,-684.5568351,-689.1382371
101_cs,CONF_0005,95.10744854,85.67389238,110.5936798,-5.3320574,314.967936,320.0060116,83.54142787,118.890404,63.25642046,165.9449258,136.1817543,147.0808395,-183.4710571,-198.1366721,-169.2684023,-333.7832187,-684.3666275,-679.2720553
101_cs,CONF_0008,106.5693236,84.99073211,99.3534578,-2.55826822,315.2462865,313.5909827,68.03719145,118.1929459,77.5439336,163.3046785,143.3404292,138.5865595,-173.6161101,-198.9318821,-179.9756797,-331.0574204,-684.8605755,-686.312346
101_cs,CONF_0014,106.8161289,90.2365919,99.97919354,-7.65473216,313.0505958,315.3179474,65.37767527,123.7257261,74.891217,166.1822669,142.7647424,141.8931694,-173.8958325,-193.170585,-181.1248248,-336.5920362,-687.23212,-684.6447344
102_cs,CONF_0002,106.0455299,88.57087931,101.8418831,-2.54927429,315.8046752,310.9662955,69.14437577,125.453301,75.49403394,158.1662226,144.6426077,143.7265703,-174.1705174,-195.9806244,-179.4560776,-331.3370303,-684.5487603,-688.9980392
102_cs,CONF_0004,106.2128781,87.73878545,102.2591766,-3.66810087,314.5946528,313.3371122,68.91511232,124.6581068,71.5626531,160.6403463,130.7417596,136.3623518,-175.2665801,-197.4445765,-178.8289087,-332.7032434,-686.5418151,-686.9001029
102_cs,CONF_0005,95.14542874,85.67933292,110.6964289,-5.4753009,314.9936909,320.0044031,83.5126917,119.1412921,63.24919066,165.9759198,136.2779674,147.1543392,-183.4512908,-198.1445065,-169.199947,-333.9264317,-684.3901761,-679.299022
102_cs,CONF_0036,111.0749792,87.29752781,95.06821003,-5.45006745,314.4179097,311.1103471,64.04506194,123.0058648,85.7399293,172.5784419,141.1906587,144.9153056,-169.1013986,-197.2082198,-186.2161818,-334.4472803,-686.0331733,-688.4816923
107_cs,CONF_0003,101.4956742,88.61082094,104.6681806,-11.11145452,308.3205419,312.3577536,74.37804566,127.4681027,68.5033114,154.6837351,88.49097441,98.82519583,-174.7677615,-192.5906364,-172.5059666,-334.4466082,-685.7778954,-681.8358117
107_cs,CONF_0004,100.6077472,88.19384197,105.8754607,-16.83388219,312.880441,317.6176991,75.93096837,125.5512938,68.26597127,157.3175236,90.18724462,101.9636781,-175.5449206,-193.4326929,-171.1871514,-340.0823335,-680.7882868,-675.6743784
107_cs,CONF_0007,98.60987558,89.07548388,105.6419213,-18.193614,301.9353625,327.9951299,77.29106528,125.6859176,66.9964664,159.2175336,103.2762279,82.31749366,-178.2780824,-191.2932224,-171.4611149,-341.4095024,-691.8715436,-665.3891591
107_cs,CONF_0015,99.65711885,89.64887477,104.4710782,-20.72496965,315.1022921,316.9313273,76.8103079,127.4810056,69.14812654,162.3327926,89.04656063,100.4084354,-176.5269837,-190.789082,-171.5209238,-343.0389507,-677.5249616,-676.2240483
107_cs,CONF_0020,99.57398229,89.6717798,104.5565444,-20.67916641,315.0301581,316.9283927,76.93372246,127.5096408,68.96404589,162.2784905,89.23868295,100.3238604,-176.5890432,-190.7850486,-171.4579299,-342.9934331,-677.5971658,-676.2285033
107_cs,CONF_0024,99.35539227,88.72371406,107.9999151,-21.30582671,309.8166441,330.5835872,79.43369234,125.0721434,65.05516265,143.1237662,90.79648138,84.63464893,-177.253335,-191.34323,-168.806847,-344.5373362,-683.6284477,-662.9306571
107_cs,CONF_0026,99.34735119,89.37206833,105.9860713,-27.56258381,311.3351362,331.503437,78.25911651,126.264813,68.22686074,152.3703431,78.89960449,87.75856997,-176.8730927,-190.7961359,-170.0659407,-350.0435869,-681.8279969,-661.2473073
107_cs,CONF_0032,99.48851727,88.25687018,108.3079206,-25.21497151,313.7222337,334.3169838,79.60060919,123.8550623,65.88841262,145.1330202,91.31439319,94.93992842,-176.8786163,-192.1274729,-168.4150645,-348.2677293,-679.3041571,-658.2105831
107_cs,CONF_0035,99.55515972,90.02048428,105.058275,-25.44863681,326.3980556,327.7834152,80.73108534,125.869656,67.89196449,145.8571788,97.47111679,85.7118393,-176.4113585,-191.0432423,-171.4222427,-348.2508312,-666.2716104,-665.1857774
108_cs,CONF_0003,101.4889961,88.57332212,104.6266693,-11.2100648,308.5818533,312.3639613,74.31637324,127.5748485,68.66078303,154.7438189,88.29153963,98.75930887,-174.7785724,-192.5992253,-172.5142675,-334.5378657,-685.5064839,-681.8214003
108_cs,CONF_0009,102.2176594,89.24431694,103.4203263,-17.67581932,312.2990506,312.2497753,72.39970909,127.6819983,70.24548444,155.3013973,92.94832174,91.02767603,-173.6098288,-191.2623972,-173.4857466,-340.6332509,-680.8548252,-681.4128297
108_cs,CONF_0010,99.50932109,89.38797925,106.0357707,-21.51170186,310.5326291,321.0476652,77.09207651,125.4001408,66.38694908,151.5773214,89.16375967,73.34687673,-176.8524449,-191.0698248,-170.715619,-344.6093801,-682.8424428,-672.9440369
108_cs,CONF_0024,99.49088394,88.76080719,107.8727472,-21.26900439,309.9965876,330.5094809,79.30487241,124.9658319,65.21153875,143.1025782,90.60237369,84.89180004,-177.2032652,-191.3303097,-168.844932,-344.5084664,-683.4434323,-663.0127249
108_cs,CONF_0026,99.3897804,89.3679385,106.0064098,-28.16988203,311.9237045,331.654988,78.19361831,126.3079531,68.31770469,152.426973,79.22831006,86.57457437,-176.9040887,-190.7957059,-170.0643469,-350.670346,-681.2167009,-661.0886657
109_cs,CONF_0003,97.06738567,92.72436917,96.3456835,-61.33055112,361.6696814,376.4457959,85.91248172,124.1464335,83.63329015,216.896736,107.5796433,90.47852751,-181.0887617,-189.5308811,-182.6965785,-386.3276589,-634.4154125,-618.830019
111_cs,CONF_0004,94.33043162,89.0851834,107.9183621,-52.33859351,344.5776291,366.6920585,86.67718266,118.3111164,64.82881326,224.1590996,89.77224906,59.905266,-180.1250894,-190.6829793,-166.9947652,-373.6996239,-647.36481,-625.5624187
111_cs,CONF_0007,87.42529159,91.80551236,110.7180415,-49.36884909,337.810046,356.0310166,96.90528224,120.0706984,57.63577148,230.2386819,95.6579784,80.44416197,-188.0305583,-187.3915722,-164.593496,-371.0411152,-653.6872114,-635.5278269
111_cs,CONF_0008,94.44261954,89.11143531,107.8293413,-52.38421375,344.6477287,366.6633591,86.49361448,118.388336,64.96651631,224.2979977,89.78995693,60.09333973,-180.0067626,-190.6641221,-167.0865151,-373.7380269,-647.3117041,-625.5983613
111_cs,CONF_0016,111.6179417,90.39339651,86.29054328,-56.95490198,366.1931552,362.9440638,65.59948595,117.9329529,99.12592295,222.5564851,52.49581807,55.4201691,-162.6153391,-188.5521827,-188.8012125,-379.1295617,-626.4888573,-628.8071372
111_cs,CONF_0030,97.48143912,88.40103899,107.2790771,-61.72920387,361.0710414,356.7472309,81.64646491,112.7055904,70.73637479,206.2455811,72.6364673,55.14234418,-175.6413233,-190.7018186,-166.112025,-381.2548976,-630.4489743,-635.4436206
111_cs,CONF_0034,112.2934541,88.29142828,84.98450522,-58.25618799,363.4434224,358.8911106,65.13199779,117.6727985,101.8847997,231.2695695,72.05545071,63.27035271,-161.9960029,-190.4217478,-189.4737452,-379.8749738,-628.0114952,-632.5809457
112_cs,CONF_0016,111.6649404,90.48229245,86.35455543,-56.97057009,366.1326916,362.920351,65.58258466,117.8311773,99.11234818,222.5282153,52.44453542,55.09831754,-162.5761887,-188.597277,-188.6703483,-379.1347418,-626.5737931,-628.8348734
112_cs,CONF_0032,87.53113504,91.88944867,110.6908107,-49.2951372,337.667734,355.9646476,96.8063625,120.2044248,57.43068442,229.826209,95.59830313,80.81291035,-187.978822,-187.3693826,-164.6213807,-370.9815542,-653.8405402,-635.580556
112_cs,CONF_0036,96.82609145,90.67551202,105.8558197,-58.66874301,360.9395092,353.2936617,69.83681533,115.6198993,70.0571531,220.955632,73.82348037,68.63119733,-176.6343237,-188.5100729,-167.4474874,-378.1896658,-630.6164979,-637.4070341
113_cs,CONF_0004,95.93673838,84.92864725,100.4761886,-29.74957917,361.5220664,358.2366921,86.8908819,121.3441953,81.40907919,208.0128199,52.02141952,82.30363277,-179.0916974,-197.7434583,-177.6360781,-354.1674906,-632.1419231,-637.3539459
113_cs,CONF_0012,89.37422666,85.48643672,105.8902979,-29.46884773,346.6854518,352.9526497,91.27827079,115.7882903,71.33157545,208.1261143,78.93502597,47.94436283,-187.0161811,-194.4920092,-170.9231917,-353.6969465,-648.8380804,-643.0173345
113_cs,CONF_0013,95.67633014,85.3871134,100.4320546,-29.49766026,356.5766299,353.3892149,86.89767424,120.2352018,79.28615658,206.5372031,61.39294923,77.83779816,-179.8663248,-196.5748963,-177.5845561,-353.9428175,-637.9797691,-642.1332716
113_cs,CONF_0014,100.7881749,87.07132243,95.24303844,-29.87445964,356.4330264,351.7580753,74.5446706,118.0696724,81.98842052,206.0552987,44.1770544,84.98792318,-176.7375423,-194.270287,-181.719097,-355.1551161,-639.2023756,-644.8590565
114_cs,CONF_0002,99.34220457,86.75478301,97.32915007,-26.38984523,350.0100821,360.2201731,79.78688967,122.8956314,82.92984421,205.6755146,91.10450696,78.93639856,-179.0143575,-195.7185947,-178.961038,-351.4412992,-645.3459228,-635.5707712
114_cs,CONF_0003,96.02651476,84.85775628,100.4772363,-29.7711202,361.8874696,357.4576517,86.81646509,121.3632811,81.53018433,207.7695337,51.40829925,81.90760425,-179.021091,-197.7748558,-177.587279,-354.2001606,-631.7906641,-638.1171707
114_cs,CONF_0008,100.0120109,85.54749961,97.30882833,-24.98381314,347.9920223,345.6004746,81.31969038,120.995997,81.7824252,200.453957,59.83952924,89.38400246,-175.7082094,-196.3407543,-180.2744866,-349.7370069,-648.165509,-650.268391
114_cs,CONF_0009,100.5934902,89.90784056,97.11168439,-25.6625365,350.8751133,351.0294319,73.16292821,123.7014079,80.34337428,210.1317094,82.5322496,81.21234093,-177.2887238,-192.1075405,-180.5228835,-351.319184,-646.2783045,-645.2018727
114_cs,CONF_0013,89.62053194,85.69370375,105.9132566,-29.8624743,346.4355662,353.0526164,90.84020379,115.6766387,71.31260032,208.0063962,78.51942884,48.06254657,-186.7571142,-194.2750456,-171.0120529,-354.0704829,-649.0842242,-642.9452869
114_cs,CONF_0014,95.67155116,85.34455857,100.392423,-29.24033858,356.1957715,353.0891179,86.87197534,120.258253,79.19304702,206.2993272,62.27183088,77.78701323,-179.9120763,-196.6229013,-177.5187998,-353.7236302,-638.4024665,-642.4531917
114_cs,CONF_0017,95.15350099,91.73847903,103.8802121,-15.77731028,346.8124418,357.4729965,82.46293136,124.2872261,67.91220738,189.2734493,103.4337385,79.8211782,-181.7357193,-189.8366099,-172.9523122,-340.5674396,-648.1602951,-638.9840654
114_cs,CONF_0020,96.15548054,89.93358267,100.4278313,-15.54621096,349.6163215,349.950658,80.1447381,113.3608917,73.99338665,192.837416,70.11652218,85.59435743,-181.0239536,-190.2304363,-175.5846638,-340.3846138,-645.640816,-645.694671
115_cs,CONF_0004,105.8934286,88.18360743,100.5719335,-16.89837087,317.6319622,312.9056291,68.29635278,125.4889878,75.96975512,157.6413518,101.7518817,89.9615408,-171.2078871,-193.4522416,-175.5338268,-340.1376707,-675.6624911,-680.7541492
115_cs,CONF_0007,105.7617288,89.08370118,98.47608167,-18.07659081,327.9442209,301.6942322,66.99593855,125.7004724,77.28396365,158.9845345,82.4575075,103.2886289,-171.4259202,-191.2833537,-178.402379,-341.3236605,-665.4226285,-692.1076063
116_cs,CONF_0003,104.6275673,88.6146997,101.5136224,-11.15474791,312.5567239,308.5595011,68.67742066,127.4012918,74.41408503,154.6022333,98.61354418,88.18930508,-172.5255527,-192.6167549,-174.7444346,-334.4645058,-681.6325807,-685.5118485
116_cs,CONF_0009,103.4458343,89.31266467,102.2313974,-17.66789744,312.5068674,312.138356,70.18674663,127.5253056,72.46486742,155.1744901,90.91760098,92.90069482,-173.4507934,-191.2918445,-173.6492648,-340.6404254,-681.172332,-680.9874905
116_cs,CONF_0014,104.6522255,89.62252058,99.48631451,-20.70849088,316.6780144,315.4043407,68.89672833,127.4045416,77.28581587,161.8726904,100.2765275,89.26665957,-171.3317506,-190.8572745,-176.6868466,-342.9979057,-676.4516954,-677.1880377
116_cs,CONF_0032,105.1278552,89.8927066,99.3477885,-25.11867161,327.730214,326.5789133,67.85149253,125.5735777,81.1899644,145.4954636,85.79411556,96.91140564,-171.3379414,-191.1586851,-176.6376,-347.9328676,-665.24912,-666.0848877
119_cs,CONF_0002,91.85621653,88.01058431,108.9565923,-7.86653396,319.6802062,331.9164271,93.25729906,126.3571673,61.11749646,158.6087926,131.1040678,119.503299,-182.2367964,-190.5096888,-165.0846958,-328.2389458,-671.1085961,-659.0677956
120_cs,CONF_0001,91.74001922,87.98981536,109.0713774,-7.92531658,319.9294651,331.8868667,93.28823931,126.436999,61.07082773,158.73056,130.7619546,119.516974,-182.2210165,-190.4806513,-165.0436171,-328.3096347,-670.8659979,-659.0814936
121_cs,CONF_0001,87.85865381,88.81533074,109.8717186,-54.12681829,343.233709,358.9405979,98.43240925,118.382396,63.63962398,227.0868987,68.64286882,50.60417401,-188.0152364,-194.3753181,-167.3891109,-378.9471921,-653.8842841,-639.2821803
124_cs,CONF_0001,94.10579167,86.68145528,94.16904141,-21.70169098,443.6216463,443.5692592,79.10285647,122.3144951,78.95457715,174.9650304,226.3659365,226.3587759,-171.5817664,-184.8415579,-171.5751627,-334.2646804,-536.3579685,-536.4033173
125_cs,CONF_0001,105.6583831,91.19836692,100.3321127,-31.70948617,329.7476787,315.7637815,68.5659437,124.2854026,77.54768483,152.9665198,79.99596417,90.77851494,-172.7365422,-191.1953075,-177.7289134,-356.8212828,-665.6940655,-680.0868032
125_cs,CONF_0008,101.9665738,89.94754278,103.3882026,-25.86086152,322.3244215,306.4995861,74.45884734,125.1498743,73.61051964,152.1748523,99.03320871,78.38911149,-175.8407492,-192.0737144,-175.4942051,-351.0158306,-673.8323643,-689.5028058
125_cs,CONF_0021,104.400948,91.36683194,100.0728862,-38.6705132,326.4680127,309.2240806,70.68396222,130.1099276,80.27130308,166.9253477,89.89462092,85.32838509,-174.0137085,-191.1785671,-178.9907157,-363.3161896,-669.2173118,-686.5543706
125_cs,CONF_0032,104.6209425,91.23919401,102.6256859,-35.18088247,319.4445379,307.8578703,68.88843932,127.7591495,76.94132261,155.4888384,102.3728822,90.04004313,-174.2672592,-190.9175354,-176.6586037,-360.3867248,-676.9856729,-688.0570722
126_cs,CONF_0003,105.0380411,90.31056734,98.55707352,-29.60182682,333.1739937,323.0010827,66.18550541,125.3806719,82.14670616,151.7336817,81.72668703,101.6250088,-173.3059686,-191.5851865,-180.1720209,-354.6621801,-662.6819655,-672.3042703
126_cs,CONF_0004,102.2406568,91.80387067,100.5965175,-35.86417867,327.2582898,321.3391298,71.52731607,130.9377257,79.95672035,164.7394779,89.23666878,100.9625797,-176.4856448,-190.368338,-178.5152398,-360.665873,-668.9590728,-674.0243608
126_cs,CONF_0006,106.6399737,90.51511816,99.80283265,-28.27045256,326.1831894,307.2722208,65.41847804,126.3174849,78.22905091,146.0242566,71.75256666,96.26446018,-172.4227774,-191.1491232,-178.897287,-353.8750533,-670.1121929,-688.7183152
126_cs,CONF_0007,109.1547836,87.94577761,95.30954864,-21.85356878,320.8004511,311.0177294,64.92584035,123.8650499,86.65375617,150.516409,118.3011008,112.6857269,-168.2692079,-195.2677662,-183.6500061,-347.2927268,-675.7116216,-684.3076704
126_cs,CONF_0011,105.8262625,91.19115551,100.1996864,-32.00143321,329.5732859,315.7608362,68.54956177,124.3400097,77.68616745,152.8501924,80.08817689,90.56323487,-172.4781892,-191.3058492,-177.9321766,-357.1209394,-665.8761401,-680.0784301
126_cs,CONF_0031,104.7929275,91.15167023,102.4915707,-35.07289241,319.3039853,307.9353818,68.49748848,127.9055246,77.16654566,154.9045032,103.2647121,90.12950951,-174.0452135,-191.009768,-176.8214162,-360.3016615,-677.1233777,-687.9996718
127_cs,CONF_0005,100.5595373,84.830112,95.82016391,-29.21574129,357.8103698,361.4751129,81.0895963,121.1374921,87.13930894,207.3841137,82.11789563,52.39335323,-177.5616151,-197.785707,-179.2830784,-353.6791658,-637.792027,-632.1595022
127_cs,CONF_0009,97.34488077,85.59236588,100.0092174,-25.02085002,345.5978169,347.9558025,81.90893285,121.1139235,81.31297569,200.3025555,89.39607426,60.06865738,-180.3496742,-196.2813492,-175.7044829,-349.7930097,-650.2778503,-648.1962956
127_cs,CONF_0012,96.24224412,91.645646,100.1664433,-17.13623302,345.7467287,358.3720993,80.41838179,124.0666109,73.85553656,199.3547227,94.5883607,78.62430606,-181.9159638,-190.0874816,-176.9407753,-342.2857577,-649.6995974,-638.0056976
127_cs,CONF_0017,95.48284337,86.93663138,100.4816939,-28.85823026,351.7352403,356.0452005,81.25647352,117.5193475,75.10968231,204.7264358,84.81184356,46.17688512,-181.5792494,-194.2237509,-176.9663895,-354.1266096,-644.8870377,-639.562549
128_cs,CONF_0001,97.36032891,86.97961371,99.32088024,-26.40294038,360.2407091,349.9727647,82.58865305,122.9740741,79.84120065,205.5250967,79.06014846,90.7754434,-178.7611892,-195.6570968,-178.905479,-351.4328534,-635.5823577,-645.3397887
128_cs,CONF_0003,100.407768,84.8226225,96.0697207,-29.65521083,357.3185709,361.7567598,81.38614438,121.2084883,86.70302124,207.7195708,81.84043402,51.35440543,-177.6559828,-197.8282507,-178.9675244,-354.0817774,-638.2614598,-631.9210533
128_cs,CONF_0010,97.42072591,85.6312915,99.97611206,-25.01935263,345.8735464,348.0516158,81.70433723,121.0805937,81.34833864,200.3884683,89.20998542,60.02333586,-180.2892693,-196.2919869,-175.7323263,-349.7896621,-650.0282752,-648.1265953
128_cs,CONF_0011,97.15681348,89.82105842,100.4476909,-25.30606529,351.0979539,350.992191,79.95734778,123.1766068,73.50747016,209.0104183,81.64266816,82.21499346,-180.3698701,-192.1959219,-177.3193561,-350.9180876,-645.1326501,-646.1209673
128_cs,CONF_0014,105.8477611,85.47189369,89.42845279,-29.4618653,352.922515,346.0464898,71.38845815,115.7991478,91.24439521,207.8726327,47.98275636,78.7461049,-171.0119226,-194.4337907,-186.9706124,-353.7027404,-643.0666465,-649.4748072
128_cs,CONF_0022,100.5490416,89.7262801,95.69094899,-15.42249324,350.540848,350.0597278,74.50856645,112.6137519,80.99847173,193.7663677,84.87544725,69.43681701,-175.4388574,-190.3712022,-181.4791692,-340.2090534,-645.061679,-645.1737787
131_cs,CONF_0001,98.57561607,85.68078986,96.949113,-46.88987097,367.282295,373.993585,82.67905155,118.1318078,85.34816731,197.6852504,92.80662647,71.90862016,-178.2617904,-196.4092702,-178.6427078,-371.0957943,-627.9582957,-619.828249
131_cs,CONF_0011,90.51269866,89.46088232,101.8568586,-43.29736795,359.8923442,359.0664154,91.10568881,115.8941413,71.24862299,234.7658167,84.83146736,105.7491908,-186.4259965,-191.6501671,-175.7762968,-367.3628951,-634.7560858,-635.7622856
131_cs,CONF_0027,86.79051155,92.45851038,105.2272477,-53.92714968,367.2366769,365.3805735,97.0094954,118.7403216,62.25796858,233.1545171,88.53704822,85.27062226,-190.4645767,-188.9436388,-172.9105915,-377.8541383,-626.4261449,-630.2495527
132_cs,CONF_0002,102.1813503,87.0956029,93.33074334,-42.6520312,369.0560917,357.364255,75.01854948,118.1115737,89.97868988,202.14567,86.15987519,94.27646571,-175.4690906,-194.3972421,-182.8396123,-366.6560493,-626.0232327,-636.6147611
132_cs,CONF_0006,88.0125671,83.19314137,104.51358,-47.77941173,356.9017907,370.0236061,96.45252878,115.3542085,77.35604023,230.5150214,91.05641068,70.34432015,-186.7190429,-198.193863,-171.0504387,-369.8060552,-636.2648348,-624.4722879
132_cs,CONF_0007,95.37405223,90.94423662,95.21294708,-36.9436165,358.1669576,358.0331571,80.43908378,116.4213167,80.78827547,226.5522709,96.78564664,97.29656467,-181.6782326,-190.260399,-181.7758512,-361.1621753,-636.5465301,-636.7321289
132_cs,CONF_0019,101.9268021,89.47779279,90.40344355,-43.33015583,359.1470977,359.9290164,71.1863637,115.9106823,91.1639049,234.8888223,105.6672467,84.50293882,-175.6586642,-191.6706609,-186.4151764,-367.4065962,-635.6883424,-634.7315541
132_cs,CONF_0021,105.3494231,92.62036765,86.62761469,-54.55631954,365.3264911,366.9809119,61.9172726,118.8327198,97.32279234,234.0688949,85.27091835,88.46487761,-172.796404,-188.8724845,-190.6758797,-378.4944378,-630.2971324,-626.6726331
134_cs,CONF_0005,104.3314432,91.30880535,89.40600526,-51.88565604,353.610919,353.7292797,63.73464784,125.4651079,95.00698154,257.2295528,90.04762641,87.28919602,-176.8024453,-193.7622006,-191.255423,-379.866162,-648.3330157,-647.0741103
137_cs,CONF_0010,94.15390772,90.96100758,100.3172514,-27.02263761,293.3343918,214.9909237,93.32839007,132.4770258,74.85065901,161.0465304,127.5116488,199.4710742,-191.8180206,-198.6817419,-186.4369525,-363.9762279,-709.5683548,-790.644262
137_cs,CONF_0013,98.70594415,84.52931315,96.39809794,-22.38037815,289.4259745,222.7052097,75.85294851,120.6970075,78.08760697,163.2764728,147.665961,214.5009643,-188.3072248,-204.100277,-189.7358162,-359.5428275,-713.1689418,-781.6512937
137_cs,CONF_0019,98.70600026,84.46922556,96.40446678,-22.02284099,289.5185119,222.5517219,75.97878333,120.4955913,78.09724427,162.9685091,147.687164,214.7604687,-188.2511013,-204.1518805,-189.7171878,-359.1903831,-713.0736042,-781.7773747
137_cs,CONF_0025,96.97018787,86.17164577,98.94306366,-29.36908602,311.1333675,219.7112659,76.65515227,124.0729461,75.71237424,150.5370011,124.0347722,212.9499336,-190.6393538,-203.3028284,-188.5123591,-366.8793552,-691.8963514,-786.0141305
137_cs,CONF_0028,97.55137763,87.81569609,99.21351376,-30.27321226,305.6253184,220.2167474,76.19003143,127.857232,74.75696093,159.6289329,127.6001588,218.4492677,-190.4944942,-201.7411626,-187.8401287,-367.2554677,-697.2504039,-784.5781035
137_cs,CONF_0032,97.56572848,87.89637813,99.12333141,-30.41183652,305.4765332,219.9312185,76.1605651,128.3253556,74.83530194,159.719808,127.5573775,218.4150161,-190.5096011,-201.7184755,-187.9029929,-367.3445763,-697.3941131,-784.8581545
138_cs,CONF_0001,101.0428551,89.98172049,94.72036603,-25.82009838,217.7925973,282.4341387,74.49305263,125.8029328,80.53201385,154.6595307,198.3158599,129.3634124,-185.9875137,-200.2056697,-192.1348094,-362.0646015,-788.8469247,-720.5206599
138_cs,CONF_0002,103.1130481,85.09397404,92.49386626,-16.05093747,220.7336445,301.0258233,73.02821191,113.9289671,90.86229865,137.4852735,225.4051728,154.0705307,-181.9206077,-202.9248703,-193.3163537,-351.6399684,-784.6208451,-701.3294307
138_cs,CONF_0004,101.1818988,88.85570831,93.77037517,-24.89041502,219.9004329,283.1623258,72.67781369,124.2512289,82.47632955,151.5565339,188.6475797,110.0231998,-187.0308241,-201.1707001,-192.9472339,-361.8808855,-787.3157448,-719.975502
138_cs,CONF_0009,101.9311684,89.20005242,92.1970646,-24.50647844,216.653526,285.7433476,70.64126775,124.1882636,84.86232281,151.885442,198.7544503,108.9451501,-185.7122459,-200.0230372,-193.984203,-361.083367,-789.6708092,-717.2302087
138_cs,CONF_0013,103.2018994,86.31399945,90.31152489,-13.91467625,223.5221828,278.6386107,74.77044335,119.6113551,91.68154024,149.5970581,217.7687362,158.5092868,-184.8427087,-203.2581798,-194.3495595,-348.9774668,-780.6886498,-723.9844862
138_cs,CONF_0016,108.482347,87.33848726,89.73656892,-26.56073208,224.9989809,265.4279128,64.59876439,125.3082289,89.61781853,156.0049867,215.4017045,142.7763296,-178.3106788,-202.449215,-197.8479066,-363.8820169,-780.1947302,-737.5779705
138_cs,CONF_0027,103.320778,86.32838368,90.18749247,-13.89685724,223.4310156,278.4775911,74.62004087,119.5776095,91.98593521,149.5987539,218.00136,158.6567182,-184.7089319,-203.25889,-194.4687036,-348.9644441,-780.7753911,-724.1577094
13_cs,CONF_0002,94.20027015,88.25149251,101.3957563,-29.03264182,326.3549798,361.6287994,85.73718903,118.9596708,74.25960722,220.7662987,111.1459367,93.68935734,-184.2735326,-197.352894,-179.1716409,-357.0108092,-674.9770182,-638.0604421
13_cs,CONF_0004,95.29776297,88.44343587,98.33641494,-30.95333964,331.6093364,361.0417682,82.48640559,118.305991,79.26920901,223.8691451,122.8321453,95.32910563,-183.0372757,-197.0832974,-181.5643206,-358.8558555,-669.8524272,-638.6530429
140_cs,CONF_0001,103.3444537,88.19698681,100.239013,-5.79086961,312.8621145,302.0121407,69.12298847,127.6421765,74.57719445,168.7169534,98.73116304,105.0600412,-171.1830328,-190.2344227,-173.4647665,-325.8106103,-677.393317,-688.5443939
140_cs,CONF_0006,103.4818926,87.42722835,99.8514691,-5.76942382,313.9340383,293.5268234,70.95585287,125.7697057,75.66773094,162.5093154,98.93876598,97.09387218,-170.3707935,-190.6980314,-173.820119,-325.6690047,-676.1543823,-696.4632626
141_cs,CONF_0006,93.11091245,86.66178751,110.4327807,-8.89492914,307.0491882,315.3495291,84.93425309,119.475762,63.0584841,176.2841549,128.0154666,135.566585,-179.5422554,-190.833062,-162.9090647,-329.4041673,-683.1731635,-674.7012976
141_cs,CONF_0009,98.73568488,86.54659888,104.2425267,-11.58297029,315.2543903,315.780516,77.33521005,117.3992794,68.6080118,177.5202912,119.4504007,129.9947441,-173.7383355,-189.9186914,-168.2634203,-332.1397611,-675.2981374,-674.0735376
141_cs,CONF_0011,107.4841479,87.64398159,98.40471067,-4.48939644,313.2716069,309.5373995,68.77676006,124.5519983,78.98319406,161.3424525,112.1434578,127.4256415,-166.8453747,-191.0708533,-175.9840231,-325.5415843,-678.3329393,-681.4404364
141_cs,CONF_0014,101.893544,90.77927167,103.4386075,-10.67749348,302.6811434,314.7494574,72.99851535,128.8576561,67.82240764,175.393751,130.6641933,129.391885,-173.042715,-188.1429168,-171.7825521,-332.0800605,-689.1363691,-676.3778435
