Ligand,Conformer,Vbur_5,Vbur_6,Vbur_7
108_cs,CONF_0015,43.53727667,68.40948033,68.25201429
108_cs,CONF_0020,43.51728978,68.40375639,68.24372875
108_cs,CONF_0024,43.74589228,67.90862866,67.76804842
108_cs,CONF_0026,44.38398986,68.09720653,69.34255545
108_cs,CONF_0027,42.39355121,67.00737153,67.30751155
108_cs,CONF_0030,44.01347088,67.45856246,68.82662777
108_cs,CONF_0032,44.78405746,68.30198374,69.07539342
108_cs,CONF_0033,43.61902919,68.36390776,68.1032142
108_cs,CONF_0034,42.39529179,67.00834552,67.29948758
108_cs,CONF_0035,45.31102161,68.81678281,69.11782726
108_cs,CONF_0044,44.27972887,67.05199817,68.96866469
108_cs,CONF_0045,44.87087995,68.52001415,69.05230369
108_cs,CONF_0052,44.35104028,67.63570614,69.75691572
108_cs,CONF_0054,44.54558366,68.18552727,68.62284629
108_cs,CONF_0055,43.74152781,69.50654443,67.39303284
108_cs,CONF_0058,44.88936294,68.97488063,68.63866723
108_cs,CONF_0060,42.98752385,67.37699702,67.3360068
108_cs,CONF_0063,43.65296797,68.39426146,69.0907825
108_cs,CONF_0066,43.75212786,69.14254323,67.2898374
108_cs,CONF_0067,45.42621475,68.96781246,68.96940184
108_cs,CONF_0068,44.88082184,68.51965959,69.03858793
108_cs,CONF_0075,45.53915562,68.65514111,70.46722309
108_cs,CONF_0096,45.17012344,68.18283722,69.85232019
108_cs,CONF_0100,45.38370761,68.60403831,69.07460321
108_cs,CONF_0103,44.00868608,68.82523924,67.80327873
108_cs,CONF_0113,44.06218083,69.78719849,67.72230202
108_cs,CONF_0145,44.88046932,68.97611437,68.63249405
108_cs,CONF_0146,45.65877759,70.05545441,68.69601543
108_cs,CONF_0168,43.98719504,68.00732458,69.30346742
108_cs,CONF_0171,43.98629234,68.76251931,67.93945373
108_cs,CONF_0197,45.74324028,68.7338388,69.84293412
108_cs,CONF_0207,43.74193683,69.51410724,67.3958556
108_cs,CONF_0225,45.52914416,68.83722614,70.92342076
108_cs,CONF_0383,45.34225794,69.70911369,69.86350202
108_cs,CONF_0398,42.9759333,67.38831668,67.34206651
109_cs,CONF_0003,50.94322808,68.99262749,69.47269847
109_cs,CONF_0007,50.53031358,68.29041084,68.75453859
109_cs,CONF_0013,50.26191789,67.76145943,68.02908365
109_cs,CONF_0019,50.70134616,68.20776287,68.65504853
109_cs,CONF_0022,49.72098001,68.90195167,67.99427415
109_cs,CONF_0061,50.39048439,68.49012057,68.46386127
109_cs,CONF_0073,49.7286455,69.48457384,70.79139125
109_cs,CONF_0075,50.13516835,67.9040864,68.17120016
109_cs,CONF_0089,49.13523189,68.30810041,67.29614875
109_cs,CONF_0239,50.81793269,68.79507134,68.38081406
109_cs,CONF_0505,50.6945924,68.19982566,68.65818167
110_cs,CONF_0003,50.92207657,69.00114251,69.46490001
110_cs,CONF_0007,50.52378658,68.26991764,68.74745002
110_cs,CONF_0009,50.90176649,69.44465525,69.01364421
110_cs,CONF_0015,50.25061636,67.73755133,68.02404599
110_cs,CONF_0021,50.72460438,68.22264506,68.66266562
110_cs,CONF_0024,49.7234888,68.93063352,68.00773632
110_cs,CONF_0062,50.39423913,68.50674713,68.44555285
110_cs,CONF_0076,49.71088527,69.4613455,70.74195219
110_cs,CONF_0078,50.13910549,67.91111489,68.16301381
110_cs,CONF_0095,49.15542293,67.2789999,68.28239717
110_cs,CONF_0210,50.84409793,68.38551878,68.7871937
110_cs,CONF_0578,50.72742362,68.22088623,68.67245744
111_cs,CONF_0004,47.73096267,70.41111722,70.87654562
111_cs,CONF_0007,48.35115256,69.20865543,70.31059516
111_cs,CONF_0008,47.72184224,70.43137719,70.88620638
111_cs,CONF_0016,47.66067805,72.6846253,71.15778656
111_cs,CONF_0026,47.46043328,72.56686703,70.99912063
111_cs,CONF_0030,45.88771233,71.39887225,72.16399887
111_cs,CONF_0032,48.34446631,69.19943855,70.32026607
111_cs,CONF_0034,47.19180996,71.88310038,70.42745885
111_cs,CONF_0036,45.73176973,70.76762731,71.58078539
111_cs,CONF_0047,45.47841918,70.76818538,72.08155189
111_cs,CONF_0058,46.52691672,71.19697163,71.63235468
111_cs,CONF_0066,47.29129202,73.2940495,71.14669801
111_cs,CONF_0072,48.98814712,69.32257436,69.34954516
111_cs,CONF_0077,47.18372275,71.8640839,70.42278428
111_cs,CONF_0079,47.77968233,69.43475936,70.24326872
111_cs,CONF_0084,46.8033365,71.54638644,70.72007185
111_cs,CONF_0087,47.61192284,72.40782941,71.21433122
111_cs,CONF_0089,46.6007568,71.1185188,71.51900849
111_cs,CONF_0098,47.30920334,71.72314162,70.09746619
111_cs,CONF_0105,45.64267627,70.41620628,68.96678008
111_cs,CONF_0108,46.32177706,68.87513403,70.06891049
111_cs,CONF_0111,47.20812925,69.30797782,69.33244863
111_cs,CONF_0112,47.01265754,71.01533427,70.48822856
111_cs,CONF_0119,45.62596647,70.43591598,68.98557869
111_cs,CONF_0120,46.3110551,68.88092851,70.06779656
111_cs,CONF_0121,47.03464851,72.7456086,70.45494895
111_cs,CONF_0133,46.27133879,70.817132,70.9495608
111_cs,CONF_0140,47.51326671,70.81806606,70.29385185
111_cs,CONF_0142,46.38975999,69.76336156,69.84204234
111_cs,CONF_0152,46.52465985,69.92933962,69.84979445
111_cs,CONF_0153,47.84525463,69.54539536,69.39356109
111_cs,CONF_0159,46.37911624,69.78750601,69.82013156
111_cs,CONF_0162,47.71490198,71.42186803,70.0452616
111_cs,CONF_0163,47.7433697,69.35257488,69.73176235
111_cs,CONF_0169,47.80178809,72.20259235,71.14742503
111_cs,CONF_0172,45.58906769,70.32962519,71.42763653
112_cs,CONF_0004,47.76837962,70.36439575,70.82086466
112_cs,CONF_0007,48.35171491,69.19290941,70.30079219
112_cs,CONF_0016,47.65439852,72.68337786,71.17164976
112_cs,CONF_0026,47.45807673,72.57428265,71.00847884
112_cs,CONF_0030,45.90769878,71.40181698,72.16930362
112_cs,CONF_0032,48.33992092,69.20273282,70.30554095
112_cs,CONF_0034,47.15858773,71.83632209,70.41579959
112_cs,CONF_0036,45.75125721,70.75535343,71.59711281
112_cs,CONF_0047,45.50504692,70.76119846,72.08164129
112_cs,CONF_0051,47.79268883,72.03254942,70.83878442
112_cs,CONF_0058,46.55814041,71.18494915,71.61800888
112_cs,CONF_0066,47.33810575,73.28815046,71.15176958
112_cs,CONF_0073,48.99566882,69.332962,69.34225001
112_cs,CONF_0077,47.14219174,71.82069837,70.41308436
112_cs,CONF_0084,46.80729153,71.52336002,70.72083739
112_cs,CONF_0087,47.61655776,72.41485426,71.20775712
112_cs,CONF_0089,46.63104717,71.10063957,71.49380999
112_cs,CONF_0098,47.31393163,71.70181509,70.09738291
112_cs,CONF_0105,45.6547106,70.43036843,68.96795884
112_cs,CONF_0108,46.32989549,68.88679861,70.06803005
112_cs,CONF_0111,47.20874598,69.31243455,69.3233735
112_cs,CONF_0112,47.20406863,71.23483763,70.51540104
112_cs,CONF_0119,45.6390455,70.44541375,68.98851653
112_cs,CONF_0120,45.98751551,69.70032848,70.06960961
112_cs,CONF_0121,47.04521386,72.72041156,70.45423373
112_cs,CONF_0138,46.29857318,70.93293249,70.79988694
112_cs,CONF_0140,47.50918161,70.82293917,70.30812461
112_cs,CONF_0141,46.39096875,69.76562359,69.83399843
112_cs,CONF_0152,46.53107574,69.93778407,69.84393102
112_cs,CONF_0153,47.85240151,69.53965329,69.38323522
112_cs,CONF_0159,46.37488034,69.78581404,69.80518237
112_cs,CONF_0160,47.73994601,69.34777629,69.74308167
112_cs,CONF_0163,47.73009099,71.43412151,70.0476163
112_cs,CONF_0170,47.82538466,72.19948993,71.17812111
112_cs,CONF_0173,45.61155797,70.33420967,71.41898369
112_cs,CONF_0176,47.77958957,69.42501991,70.27229308
113_cs,CONF_0001,44.07506322,68.42531439,70.43815364
113_cs,CONF_0002,44.08294982,68.39644941,70.41172842
113_cs,CONF_0003,43.97720801,69.9434856,68.47027616
113_cs,CONF_0004,44.01010934,69.94361918,68.46886927
113_cs,CONF_0005,43.84770214,72.33046042,69.10539163
113_cs,CONF_0006,45.81126479,69.55783426,68.475488
113_cs,CONF_0008,42.80726184,71.25670832,68.19680966
113_cs,CONF_0009,44.27292026,69.47001392,69.20899765
113_cs,CONF_0010,42.80778831,71.26672622,68.19921824
113_cs,CONF_0011,43.19801492,68.87445068,70.69161783
113_cs,CONF_0012,42.40724147,68.26393666,71.84415187
113_cs,CONF_0013,42.97460647,69.49411217,68.08271556
113_cs,CONF_0014,43.03646848,69.48432836,68.60563561
113_cs,CONF_0015,43.15308033,68.81433555,70.68332764
113_cs,CONF_0016,45.58950494,67.23984276,69.71268357
113_cs,CONF_0017,44.92023176,67.58864908,67.4399418
113_cs,CONF_0019,43.99380342,67.77187138,67.90113314
113_cs,CONF_0021,43.93491155,67.7852592,67.95913863
114_cs,CONF_0001,44.13536646,68.40512689,70.42735483
114_cs,CONF_0002,44.12170362,68.39823404,70.41245281
114_cs,CONF_0003,43.93846985,69.96671246,68.45805243
114_cs,CONF_0004,43.96910403,69.94407037,68.46389711
114_cs,CONF_0005,43.84341919,72.34117657,69.10415881
114_cs,CONF_0006,45.83371046,69.57991127,68.43134606
114_cs,CONF_0008,42.81525927,71.28756438,68.20862654
114_cs,CONF_0009,44.28732756,69.44451794,69.21745475
114_cs,CONF_0010,42.81193603,71.2919763,68.2088644
114_cs,CONF_0011,44.26894697,69.45015756,69.21244174
114_cs,CONF_0012,43.22585407,68.85040113,70.6875953
114_cs,CONF_0013,42.39066036,68.25728481,71.81697359
114_cs,CONF_0014,42.96013373,69.46861404,68.08685287
114_cs,CONF_0015,42.98097087,69.4568392,68.60436782
114_cs,CONF_0016,43.45520904,68.5079011,69.5755671
114_cs,CONF_0017,45.58752572,67.23244478,69.70950168
114_cs,CONF_0018,44.83986632,67.6574718,67.46768763
114_cs,CONF_0020,44.07401451,67.7529918,67.84506322
114_cs,CONF_0021,42.82808071,71.26206062,68.19915742
114_cs,CONF_0023,45.1242947,69.63267494,69.13811038
115_cs,CONF_0003,41.63601514,66.37355997,67.10967225
115_cs,CONF_0004,42.90981906,67.54683694,67.66731413
115_cs,CONF_0007,43.09824088,68.59579742,66.89512945
115_cs,CONF_0009,42.97483029,66.89735553,68.63322426
115_cs,CONF_0010,43.63033822,68.14085725,68.39255838
115_cs,CONF_0014,43.52233739,68.24175434,68.40161692
115_cs,CONF_0020,43.5061924,68.21937398,68.3877656
115_cs,CONF_0026,43.75016101,67.79141788,67.89412413
115_cs,CONF_0027,44.38640207,69.35700143,68.09277974
115_cs,CONF_0028,42.36737763,67.28707591,67.00342256
115_cs,CONF_0031,43.61563473,68.14553551,68.39083381
115_cs,CONF_0032,45.34316643,69.14501584,68.84884679
115_cs,CONF_0035,44.773111,69.07598645,68.28993027
115_cs,CONF_0039,42.36157768,67.28951271,67.0156062
115_cs,CONF_0043,44.29167697,68.98584709,67.06883791
115_cs,CONF_0046,44.87167437,69.02314636,68.50773224
115_cs,CONF_0049,44.5358001,68.61957954,68.18173907
115_cs,CONF_0052,44.34783517,69.77465701,67.64928272
115_cs,CONF_0058,43.74832466,67.39832406,69.51277927
115_cs,CONF_0059,44.29390489,68.97946395,67.06479806
115_cs,CONF_0060,44.38800874,69.34286343,68.11679468
115_cs,CONF_0061,42.97207238,67.3284809,67.37285362
115_cs,CONF_0062,44.90483644,68.66465455,68.99005307
115_cs,CONF_0069,43.79255389,67.30570933,69.14852436
115_cs,CONF_0070,44.88402291,69.03971181,68.5196338
115_cs,CONF_0072,45.42477835,68.96677048,68.98590661
115_cs,CONF_0081,45.5422175,70.48578258,68.67407804
115_cs,CONF_0103,45.38489656,69.08338828,68.61281041
115_cs,CONF_0105,44.02681545,67.81313096,68.82665532
115_cs,CONF_0107,45.16082093,69.83939341,68.17683074
115_cs,CONF_0118,44.06580829,67.76490263,69.8043614
115_cs,CONF_0119,45.15842,69.84243241,68.1701781
115_cs,CONF_0143,43.75176234,67.78864497,67.88238538
115_cs,CONF_0150,44.9028528,68.65597653,68.97895215
115_cs,CONF_0151,45.63823899,68.66987542,70.00307736
115_cs,CONF_0174,43.98137962,69.30541756,68.0143227
115_cs,CONF_0176,43.95487102,67.91867711,68.76785863
115_cs,CONF_0200,45.7168658,69.81695387,68.75959083
115_cs,CONF_0206,43.75999053,67.40017531,69.49888504
115_cs,CONF_0233,45.0998398,68.80425368,69.59283944
116_cs,CONF_0003,41.64791509,66.36818601,67.10996093
116_cs,CONF_0004,42.93627613,67.55097835,67.67136106
116_cs,CONF_0007,43.09826128,68.58078989,66.89863133
116_cs,CONF_0009,42.98107898,66.89718504,68.62169414
116_cs,CONF_0010,43.62605069,68.14422639,68.38364092
116_cs,CONF_0014,43.54548879,68.25687907,68.42748011
116_cs,CONF_0020,43.54256465,68.25576069,68.43746106
116_cs,CONF_0026,43.77751073,67.7829363,67.915083
116_cs,CONF_0027,44.37969438,69.3560167,68.10088845
116_cs,CONF_0028,42.40097361,67.3071447,67.02690773
116_cs,CONF_0031,43.62395314,68.14313206,68.38060984
116_cs,CONF_0032,45.31883578,69.11483039,68.82181057
116_cs,CONF_0035,44.79606032,69.0712103,68.29306501
116_cs,CONF_0039,42.38746965,67.30946372,67.03660202
116_cs,CONF_0043,44.30405658,68.98059185,67.05316122
116_cs,CONF_0046,44.8868692,69.04456736,68.504517
116_cs,CONF_0049,44.51423121,68.59854949,68.17408038
116_cs,CONF_0052,44.37550043,69.76767177,67.64146044
116_cs,CONF_0058,43.730975,67.38639315,69.49702787
116_cs,CONF_0059,44.3006213,68.98035172,67.04907327
116_cs,CONF_0060,44.40909094,69.31403518,68.14179131
116_cs,CONF_0061,42.9795938,67.32207671,67.37352387
116_cs,CONF_0062,44.91420988,68.65205159,68.99140772
116_cs,CONF_0069,43.77814122,67.30135632,69.15310621
116_cs,CONF_0070,44.87662745,69.03812066,68.5023675
116_cs,CONF_0072,45.45328592,68.97152418,68.97278413
116_cs,CONF_0081,45.56662113,70.47478148,68.65084835
