Ligand,Conformer,Vbur_5,Vbur_6,Vbur_7
17_cs,CONF_0044,47.84436483,71.42508029,68.60729529
17_cs,CONF_0056,48.57362663,71.23994608,69.28002506
17_cs,CONF_0061,47.7931265,71.3098997,68.77538715
17_cs,CONF_0064,46.50031784,71.97834141,67.60913762
17_cs,CONF_0068,45.50410579,72.63013517,67.59256874
17_cs,CONF_0113,47.82160674,71.16953845,68.91187561
180_cs,CONF_0001,26.74432206,33.54155585,33.55593247
180_cs,CONF_0002,26.7487222,33.54883047,33.56717166
181_cs,CONF_0001,46.76837984,70.08000156,70.12940719
181_cs,CONF_0002,46.50476623,71.17866868,69.93092242
181_cs,CONF_0003,46.76466411,70.0482483,70.18746541
181_cs,CONF_0005,46.67790417,69.78942136,70.27300817
181_cs,CONF_0006,45.99550778,69.72641033,70.78051742
181_cs,CONF_0007,45.87440983,70.04148875,70.24392451
181_cs,CONF_0008,45.38214266,69.27638409,70.39563552
181_cs,CONF_0010,47.33425096,69.64428072,71.89411793
181_cs,CONF_0013,46.76759203,70.08852047,70.1270915
181_cs,CONF_0019,46.47860748,68.98326432,70.89670547
181_cs,CONF_0020,46.48550044,68.98265411,70.89759594
181_cs,CONF_0031,45.51698641,69.30894083,70.47604194
181_cs,CONF_0032,45.50959281,69.3182372,70.46891177
181_cs,CONF_0037,45.99380476,69.72934022,70.78906622
181_cs,CONF_0041,46.00901769,69.73313746,70.79867387
181_cs,CONF_0043,46.75038398,69.12279602,71.08888391
181_cs,CONF_0046,46.43102819,73.00474419,69.43255459
181_cs,CONF_0056,47.36480813,72.25953104,69.97757562
181_cs,CONF_0060,46.56835817,69.14593128,73.63262743
181_cs,CONF_0063,47.56545024,69.84446024,72.46474588
181_cs,CONF_0064,47.37292455,70.38445498,70.75031365
181_cs,CONF_0068,47.52230393,71.40738554,69.83272935
181_cs,CONF_0071,46.43262949,73.00478995,69.43415221
181_cs,CONF_0084,47.52737536,71.41231924,69.83950272
181_cs,CONF_0087,45.42848649,69.85789111,69.99847531
181_cs,CONF_0091,47.77457348,70.78107213,70.65450087
181_cs,CONF_0094,47.7752906,70.77587581,70.64975374
181_cs,CONF_0108,46.48490397,69.62336414,70.29005537
181_cs,CONF_0114,45.43356916,69.87501184,69.99894174
181_cs,CONF_0122,47.34518912,72.28467496,70.10465324
181_cs,CONF_0151,45.85742375,70.01922964,70.25166192
181_cs,CONF_0163,46.4958348,69.62831969,70.29891783
181_cs,CONF_0174,46.74864164,69.14065546,71.08166403
181_cs,CONF_0229,46.42962076,70.18712287,70.10396991
181_cs,CONF_0242,47.52328976,71.42106223,69.83958783
181_cs,CONF_0272,45.44150648,69.86062269,69.99559281
181_cs,CONF_0289,47.47457659,71.41570136,69.83405997
182_cs,CONF_0001,46.80552422,70.1080978,70.12817389
182_cs,CONF_0002,46.56483288,71.20391728,69.92346408
182_cs,CONF_0003,46.76260996,70.05196729,70.1856197
182_cs,CONF_0005,46.69442346,69.78636302,70.28623109
182_cs,CONF_0006,45.9866435,69.70853359,70.79270857
182_cs,CONF_0007,45.9024109,70.05185669,70.26063199
182_cs,CONF_0008,45.38329946,69.28101117,70.39519993
182_cs,CONF_0010,47.33239572,69.63134654,71.89019567
182_cs,CONF_0013,46.81745076,70.11310036,70.1423662
182_cs,CONF_0019,46.47819073,68.97648661,70.90226679
182_cs,CONF_0020,46.48065502,68.96365904,70.88537181
182_cs,CONF_0025,46.37334252,71.78603655,69.58293213
182_cs,CONF_0028,46.3822028,71.78475671,69.58697676
182_cs,CONF_0031,45.51977665,69.30555681,70.4914175
182_cs,CONF_0032,45.52553782,69.29305011,70.48067825
182_cs,CONF_0037,45.98664757,69.7134558,70.80260005
182_cs,CONF_0041,45.99801852,69.71304005,70.79134817
182_cs,CONF_0043,46.69636647,69.12882797,71.07051226
182_cs,CONF_0046,46.43833385,73.01260634,69.42610635
182_cs,CONF_0056,47.34717179,72.25424149,69.97127357
182_cs,CONF_0060,46.55792788,69.10937206,73.62716089
182_cs,CONF_0063,47.58559664,69.84998374,72.45714302
182_cs,CONF_0064,47.39199091,70.39068222,70.76554931
182_cs,CONF_0068,47.50712251,71.38911536,69.83013039
182_cs,CONF_0084,47.50938008,71.38977155,69.83557068
182_cs,CONF_0087,45.47419825,69.83477605,70.00801377
182_cs,CONF_0091,47.73732233,70.73839288,70.63390887
182_cs,CONF_0094,47.70738079,70.72545317,70.629895
182_cs,CONF_0108,46.47149823,69.60956048,70.27961268
182_cs,CONF_0114,45.47155887,69.84220369,70.01359082
182_cs,CONF_0162,46.48880961,69.6104001,70.27221972
182_cs,CONF_0173,46.72028251,69.12092135,71.07772491
182_cs,CONF_0227,46.38118685,70.16164462,70.09138159
182_cs,CONF_0240,47.506912,71.37880017,69.83265195
182_cs,CONF_0270,45.47548847,69.84667506,70.01375803
182_cs,CONF_0289,47.50761171,71.36857467,69.83260528
182_cs,CONF_0540,47.34554123,69.64771063,71.89133718
183_cs,CONF_0001,43.99302082,72.23747751,69.60966497
183_cs,CONF_0002,43.85396794,72.03249814,69.67348885
183_cs,CONF_0003,44.25373909,72.13209947,69.65421636
183_cs,CONF_0004,44.31865022,72.10256682,69.47761163
183_cs,CONF_0005,44.18372938,72.1935138,69.47977394
183_cs,CONF_0006,44.23012386,72.19060443,69.48744585
183_cs,CONF_0008,44.77851891,69.68083958,70.35557162
183_cs,CONF_0009,44.18615662,71.9034297,69.54078208
183_cs,CONF_0010,44.26416014,72.13283797,69.63996148
183_cs,CONF_0012,44.73904631,69.79222656,70.12007559
183_cs,CONF_0014,44.80642414,69.54077647,70.47904042
183_cs,CONF_0016,44.75015683,69.64256622,70.23265626
183_cs,CONF_0017,44.76564458,70.31185271,69.68879178
183_cs,CONF_0018,45.2580841,69.51701282,70.21860853
183_cs,CONF_0021,45.2172908,69.70808231,69.98079807
183_cs,CONF_0023,45.21845929,69.614506,70.02980706
183_cs,CONF_0027,44.16124588,72.15745196,69.50136051
183_cs,CONF_0029,44.25639522,72.13022415,69.64970033
183_cs,CONF_0032,44.19405351,72.17009935,69.48995946
183_cs,CONF_0039,44.25419004,72.13248984,69.6499875
183_cs,CONF_0044,44.19330874,71.9086729,69.54526529
183_cs,CONF_0061,43.82697998,68.90209389,72.51410075
183_cs,CONF_0062,44.74765986,69.68633813,70.33599392
183_cs,CONF_0074,43.9907843,72.23227483,69.61506836
183_cs,CONF_0077,44.77577439,69.53600241,70.46242557
183_cs,CONF_0083,44.72755831,69.77348144,70.14346138
183_cs,CONF_0093,43.8451159,72.06219835,69.66006979
183_cs,CONF_0099,44.75353875,69.66415188,70.21762485
183_cs,CONF_0118,44.34199194,69.47174498,72.14744284
183_cs,CONF_0130,44.70091611,70.12295273,69.79074848
183_cs,CONF_0136,44.22253059,69.58259937,71.93020566
183_cs,CONF_0137,43.99391193,69.62925778,72.21947582
183_cs,CONF_0139,44.77521014,70.47860082,69.55857606
183_cs,CONF_0160,43.8114269,69.68633594,72.03108964
183_cs,CONF_0162,45.18555601,69.57962399,70.06778044
184_cs,CONF_0001,44.26636533,69.64350988,72.14755732
184_cs,CONF_0002,43.97069544,72.23565207,69.62334392
184_cs,CONF_0003,44.20468004,69.49142865,72.20779818
184_cs,CONF_0004,44.18847205,69.49643103,72.20314083
184_cs,CONF_0005,43.84445289,72.03541943,69.68578524
184_cs,CONF_0007,44.34246613,72.10521259,69.493849
184_cs,CONF_0008,44.27040109,69.6370347,72.1430317
184_cs,CONF_0010,44.74384147,69.68035481,70.38158489
184_cs,CONF_0011,44.19383161,71.92100804,69.5238818
184_cs,CONF_0014,44.69893711,69.78052812,70.139765
184_cs,CONF_0015,44.78439356,69.54410922,70.47975592
184_cs,CONF_0016,44.75497452,69.67987557,70.34271097
184_cs,CONF_0017,44.7204636,69.61328352,70.2522656
184_cs,CONF_0018,44.7343832,69.80129084,70.11710006
184_cs,CONF_0020,45.18884588,69.9757844,69.67997338
184_cs,CONF_0022,45.21268522,70.05643699,69.58577418
184_cs,CONF_0024,44.20356604,69.47792115,72.18405594
184_cs,CONF_0026,44.26915035,69.64216835,72.14611809
184_cs,CONF_0031,44.19712359,69.48298166,72.21571628
184_cs,CONF_0039,44.26883305,69.64014922,72.13697434
184_cs,CONF_0041,44.31814147,72.12575795,69.46264334
184_cs,CONF_0055,44.74912359,70.38164984,69.66402123
184_cs,CONF_0059,44.18302665,71.91326973,69.53390719
184_cs,CONF_0069,44.77520388,70.48988569,69.51029232
184_cs,CONF_0073,44.67836086,70.10280639,69.799246
184_cs,CONF_0081,43.97379849,72.21981245,69.62880705
184_cs,CONF_0086,44.72364258,70.24790684,69.63528308
184_cs,CONF_0103,43.84023283,72.01771242,69.70967502
184_cs,CONF_0127,44.35867889,72.14415965,69.52326447
184_cs,CONF_0129,45.24506131,70.24073937,69.50667088
184_cs,CONF_0136,43.96138764,72.20918307,69.6473727
184_cs,CONF_0138,44.77314835,69.5712747,70.45516573
184_cs,CONF_0154,43.84467831,72.01308372,69.7039806
184_cs,CONF_0158,45.20738133,70.05000473,69.61633392
184_cs,CONF_0169,44.35348942,72.11675102,69.50420433
185_cs,CONF_0001,41.20635831,65.6095063,65.2783802
185_cs,CONF_0002,41.18806132,65.60510131,65.30595621
186_cs,CONF_0001,41.17450882,65.62526544,65.25339885
186_cs,CONF_0002,41.19068191,65.6016464,65.30079564
187_cs,CONF_0002,43.97669882,71.57059537,69.19855402
187_cs,CONF_0004,44.28867929,69.31349431,69.86299939
187_cs,CONF_0005,44.84466065,69.16672527,69.66546524
187_cs,CONF_0008,44.30247989,69.30978183,69.85915669
187_cs,CONF_0011,43.97401417,71.57180832,69.2099838
187_cs,CONF_0014,44.86211316,69.16895027,69.64260849
187_cs,CONF_0015,44.85656876,69.14530182,69.67798982
187_cs,CONF_0016,43.96344473,69.21661912,71.57790229
187_cs,CONF_0017,43.95584962,71.57973227,69.1996633
188_cs,CONF_0003,43.97076066,71.5923229,69.21865959
188_cs,CONF_0004,44.30551688,69.29853083,69.86309191
188_cs,CONF_0005,44.85957233,69.66215783,69.18507379
188_cs,CONF_0008,44.3384817,69.86008849,69.3427943
188_cs,CONF_0010,43.95558337,71.58751741,69.21001586
188_cs,CONF_0011,44.81521684,69.64665288,69.14920874
188_cs,CONF_0012,44.82386722,69.65370117,69.14714823
188_cs,CONF_0013,43.97308001,71.60348044,69.21885781
189_cs,CONF_0001,43.07489649,66.11930967,68.5691747
189_cs,CONF_0002,43.11441615,66.11040018,68.4995102
189_cs,CONF_0003,43.11911531,68.52923668,66.12531183
189_cs,CONF_0004,42.53125004,65.51943816,66.64545541
189_cs,CONF_0005,42.56732529,65.50303776,66.59975938
189_cs,CONF_0006,43.75664065,66.96493284,70.10792562
189_cs,CONF_0008,43.08026187,66.04225745,69.09609665
189_cs,CONF_0009,42.75113901,66.76497249,65.44269947
189_cs,CONF_0010,42.55451583,65.51112677,66.63524228
189_cs,CONF_0011,44.49491208,66.11130684,65.79128757
189_cs,CONF_0012,45.07904237,70.44416192,67.06498816
189_cs,CONF_0013,43.9970563,66.46494128,69.87182656
189_cs,CONF_0014,43.11179251,66.11579224,68.5600161
189_cs,CONF_0015,44.20006976,67.12470688,66.10943741
189_cs,CONF_0016,42.89944474,67.01095311,66.83631908
189_cs,CONF_0017,44.55155742,66.10199347,65.78460369
189_cs,CONF_0018,43.11873078,68.48261164,66.100149
189_cs,CONF_0019,44.4822967,64.62214858,65.13620303
189_cs,CONF_0021,44.3053521,65.5042025,64.43014277
189_cs,CONF_0025,45.05203148,70.44160814,67.047677
189_cs,CONF_0027,43.73852949,67.69968683,66.17552962
189_cs,CONF_0029,44.39361291,66.01552328,66.46250314
189_cs,CONF_0030,43.08102557,68.53151625,66.14271909
189_cs,CONF_0033,43.87693435,67.50679354,66.15490017
189_cs,CONF_0034,44.26073134,66.14942121,69.3056333
189_cs,CONF_0035,43.08436533,66.12785091,68.54695868
189_cs,CONF_0038,48.68468965,69.6007408,69.68521151
189_cs,CONF_0039,42.92472798,67.02488073,66.84281543
189_cs,CONF_0040,48.52472645,69.76823041,70.24306254
189_cs,CONF_0044,43.11421229,66.10685428,68.52243295
18_cs,CONF_0001,45.72050228,67.65972231,73.06460484
18_cs,CONF_0002,47.05539553,68.00303288,71.81519494
18_cs,CONF_0004,46.52258944,67.97721595,71.64085683
18_cs,CONF_0005,47.17468376,68.19047394,71.61118019
18_cs,CONF_0007,46.53302865,68.2252881,71.48377367
18_cs,CONF_0008,47.26133452,68.23080538,71.65619818
18_cs,CONF_0020,45.46771045,68.3104235,71.30965146
18_cs,CONF_0021,47.33526518,68.43606225,71.49681229
18_cs,CONF_0023,46.50767227,69.24869456,73.56833377
18_cs,CONF_0039,46.06045669,70.08499877,73.10914775
18_cs,CONF_0053,46.51094138,69.2753716,73.55997176
18_cs,CONF_0055,48.35095595,71.1622949,73.03671191
18_cs,CONF_0116,47.57035296,70.40251653,72.09666617
190_cs,CONF_0001,43.08901938,66.14270814,68.57578899
190_cs,CONF_0002,43.12111401,66.11392276,68.46060439
190_cs,CONF_0003,43.10018074,68.56359469,66.13026639
190_cs,CONF_0005,43.74792874,66.97630895,70.10676553
190_cs,CONF_0006,43.12976408,69.07386971,66.04888761
190_cs,CONF_0008,42.74900365,65.46520663,66.67337357
190_cs,CONF_0009,42.5913303,66.62990519,65.49661308
190_cs,CONF_0012,42.7307052,66.64065051,65.46355218
190_cs,CONF_0013,43.10924639,68.52174712,66.11177294
190_cs,CONF_0014,45.02838308,64.80739494,65.33680246
190_cs,CONF_0015,44.39406029,66.29939231,65.92231827
190_cs,CONF_0017,44.01938661,69.91384022,66.54633659
190_cs,CONF_0019,42.87314581,67.0523495,66.85838253
190_cs,CONF_0020,43.95752366,67.37945612,66.15219869
190_cs,CONF_0021,44.52449447,64.60516963,65.12945367
190_cs,CONF_0025,45.08045718,67.06102698,70.42930946
190_cs,CONF_0029,43.11524957,68.51949195,66.11723422
190_cs,CONF_0030,43.63007456,66.16307616,67.79954033
190_cs,CONF_0034,43.70729058,67.68784968,66.16276989
190_cs,CONF_0038,42.90965929,67.05037344,66.86173213
190_cs,CONF_0040,42.88512231,66.84168128,67.03103362
190_cs,CONF_0043,48.6901652,69.57665695,69.70021465
190_cs,CONF_0045,48.60561486,69.80925565,70.32000284
190_cs,CONF_0048,44.51631994,65.14132779,64.61861412
191_cs,CONF_0001,46.1379936,72.1439766,74.39570003
191_cs,CONF_0002,45.60263013,71.89461805,75.244189
191_cs,CONF_0003,45.145214,71.84848147,74.62356727
191_cs,CONF_0004,45.73818817,72.33531183,74.1184293
191_cs,CONF_0005,45.7422959,72.34316603,74.110248
191_cs,CONF_0010,46.20536429,75.00800671,71.90697066
191_cs,CONF_0015,45.6478527,73.21692524,71.70724066
191_cs,CONF_0016,45.27986342,74.27993767,71.67841954
191_cs,CONF_0017,46.16554283,73.87362486,71.92247359
191_cs,CONF_0019,46.18483374,73.9000456,71.93709214
191_cs,CONF_0034,47.45703472,72.54771992,72.07734567
191_cs,CONF_0038,46.5660999,71.98177518,72.5646317
191_cs,CONF_0052,45.14070485,71.85104419,74.63923311
191_cs,CONF_0060,45.91648535,72.00539998,74.81078025
191_cs,CONF_0140,45.74427202,72.34355114,74.11443857
192_cs,CONF_0001,46.14984547,72.13192141,74.40160306
192_cs,CONF_0002,45.5560468,71.86075301,75.25242468
192_cs,CONF_0003,45.12632388,71.84984001,74.61319472
192_cs,CONF_0004,45.73169373,72.30931619,74.10990731
192_cs,CONF_0005,45.74799394,72.31220827,74.09743704
192_cs,CONF_0010,46.20314064,75.02200067,71.92293767
192_cs,CONF_0015,45.61641213,73.20489978,71.70284643
192_cs,CONF_0016,45.33307619,74.29312982,71.69675226
192_cs,CONF_0017,46.17623305,73.88010185,71.93817944
192_cs,CONF_0019,46.16855823,73.87564586,71.94169971
192_cs,CONF_0034,47.45984679,72.57024897,72.0649146
192_cs,CONF_0052,45.13250615,71.85092919,74.59631265
192_cs,CONF_0064,45.92775886,74.81237794,72.03815128
192_cs,CONF_0142,45.73818064,72.30728955,74.10029067
195_cs,CONF_0001,45.14249192,72.10840211,74.21475911
195_cs,CONF_0002,45.940043,73.59514185,72.29642141
195_cs,CONF_0004,44.86846008,71.84824805,74.09233134
195_cs,CONF_0005,46.73939077,74.0093421,73.95226236
195_cs,CONF_0008,45.93441879,73.59882756,72.29390334
195_cs,CONF_0009,46.63146096,72.71544996,73.75998518
195_cs,CONF_0011,45.35769737,73.34535044,72.51138176
195_cs,CONF_0015,45.15173373,72.11386025,74.21943537
195_cs,CONF_0018,46.06678442,74.49941796,71.88071124
195_cs,CONF_0020,45.96274416,72.30631696,73.61496751
195_cs,CONF_0021,45.14988321,73.71570604,71.81893247
195_cs,CONF_0022,44.87274013,71.84336578,74.09323647
195_cs,CONF_0028,45.96949436,73.59166844,72.30837891
195_cs,CONF_0029,45.24811269,72.937339,73.90487025
195_cs,CONF_0032,46.62178345,72.71069055,73.75017493
195_cs,CONF_0033,46.6144934,73.75858182,72.72398766
195_cs,CONF_0034,47.10283823,71.96051457,72.67430243
195_cs,CONF_0039,44.86261169,71.84412282,74.09005652
195_cs,CONF_0040,45.36480693,73.34988008,72.51576807
195_cs,CONF_0041,46.00631326,72.42823395,72.05761328
195_cs,CONF_0054,44.86832083,71.85574963,74.09033501
195_cs,CONF_0063,46.06999654,74.49915025,71.88447086
195_cs,CONF_0065,46.15890194,72.85362396,74.2703609
195_cs,CONF_0073,46.01435224,72.06930595,72.43536454
195_cs,CONF_0078,45.95480702,72.31381079,73.61266992
195_cs,CONF_0080,47.09566247,71.93936411,72.69011296
195_cs,CONF_0083,45.14069283,73.72605755,71.80250166
195_cs,CONF_0094,46.61227121,73.747363,72.72498775
195_cs,CONF_0098,46.22482684,73.26429574,74.16102943
195_cs,CONF_0116,46.00950603,72.06378093,72.43833106
195_cs,CONF_0119,46.09055819,71.89284782,74.5133208
196_cs,CONF_0001,45.15952281,72.08968639,74.21656617
196_cs,CONF_0002,45.96315584,73.61644889,72.29421979
196_cs,CONF_0004,44.8962172,71.82648895,74.1011101
196_cs,CONF_0005,46.7513552,74.03568278,73.92960458
196_cs,CONF_0008,45.97085256,73.606719,72.3100552
196_cs,CONF_0009,46.63058682,72.71586725,73.76235245
196_cs,CONF_0011,45.35976027,73.35210875,72.50490504
196_cs,CONF_0015,45.15736451,72.09182349,74.21322433
196_cs,CONF_0018,46.11067325,74.52671301,71.89201608
196_cs,CONF_0020,45.97368962,72.30769338,73.61111498
196_cs,CONF_0021,45.14448871,73.74111939,71.8174223
196_cs,CONF_0022,44.90448942,71.80542424,74.10725724
196_cs,CONF_0028,45.96765603,73.61504962,72.30258225
196_cs,CONF_0029,45.25566299,72.92994118,73.90917174
196_cs,CONF_0032,46.64298013,72.70770876,73.77210004
196_cs,CONF_0033,46.64130003,73.76571727,72.70574655
196_cs,CONF_0034,47.1027686,71.94864258,72.68668178
196_cs,CONF_0039,44.91626848,71.82110535,74.11271524
196_cs,CONF_0041,46.00113344,72.42961179,72.05615728
196_cs,CONF_0054,44.93446328,71.82280476,74.12093398
196_cs,CONF_0057,46.78974003,73.56736277,72.47157491
196_cs,CONF_0063,46.10766562,74.53270117,71.90254104
196_cs,CONF_0065,46.1482925,72.85288087,74.27358217
196_cs,CONF_0072,45.99316575,72.06397877,72.44041419
196_cs,CONF_0078,45.96693622,72.29278121,73.60791625
196_cs,CONF_0080,47.09768108,71.93759469,72.72158888
196_cs,CONF_0083,45.1434396,73.74772855,71.81062037
196_cs,CONF_0094,46.63123765,73.75852505,72.71461433
196_cs,CONF_0098,46.18052268,73.09135366,74.20443406
196_cs,CONF_0115,45.99801154,72.07342748,72.41834507
196_cs,CONF_0118,46.09777442,71.89302314,74.52778826
197_cs,CONF_0001,40.06723059,75.09089086,71.21262336
197_cs,CONF_0002,42.57458073,74.99281129,74.85501122
197_cs,CONF_0003,42.57582224,74.99483039,74.85487197
197_cs,CONF_0004,40.09101499,75.08006684,71.20987427
197_cs,CONF_0005,42.55148199,74.99168028,74.85598713
19_cs,CONF_0001,51.62039793,75.78405558,76.68413226
19_cs,CONF_0002,51.13428993,75.98663255,76.22569941
19_cs,CONF_0003,51.11451032,76.2098175,75.98546244
19_cs,CONF_0004,49.38306073,75.29037181,75.33082312
19_cs,CONF_0005,51.57770514,75.74481802,76.63452822
19_cs,CONF_0006,51.19222926,75.97619697,76.26289984
19_cs,CONF_0007,51.57846806,75.73286081,76.63765218
19_cs,CONF_0008,51.54961526,76.61520017,75.7219433
19_cs,CONF_0009,51.17358732,75.27352831,76.59145183
19_cs,CONF_0010,51.17909585,75.29987356,76.581469
1_cs,CONF_0001,43.3746457,67.46667428,65.14307358
1_cs,CONF_0004,42.78739978,65.71125421,64.82985354
1_cs,CONF_0006,42.55037548,66.36581673,65.66257678
1_cs,CONF_0009,43.58625357,65.81846716,68.69980909
1_cs,CONF_0012,43.76894194,67.10708428,68.03257403
1_cs,CONF_0015,45.3141068,70.77451771,66.65158157
1_cs,CONF_0016,42.94082057,69.65135887,65.74544437
1_cs,CONF_0021,43.62342745,69.3560302,67.07159403
1_cs,CONF_0022,44.51439206,66.29628572,63.99961567
1_cs,CONF_0024,43.90196184,66.4091242,68.7056458
1_cs,CONF_0025,41.87010748,65.54370144,67.6568245
1_cs,CONF_0026,43.4026146,69.75773859,66.02156976
1_cs,CONF_0036,45.00690338,63.84841132,66.27474571
20_cs,CONF_0001,51.60638096,76.63736395,75.74336282
20_cs,CONF_0002,51.15977264,76.22967654,75.9950538
20_cs,CONF_0003,51.15623838,76.23569022,75.96875207
20_cs,CONF_0004,49.37378553,75.29222716,75.341781
20_cs,CONF_0005,51.55589036,75.73112281,76.62862458
20_cs,CONF_0006,51.20393346,75.99953491,76.25432171
20_cs,CONF_0007,51.54907475,75.73080238,76.61399533
20_cs,CONF_0008,51.57791991,76.62904389,75.73243197
20_cs,CONF_0009,51.54457224,76.62011622,75.71210353
20_cs,CONF_0010,51.59156826,76.63954228,75.77657135
20_cs,CONF_0011,51.19351299,75.25253053,76.60421758
20_cs,CONF_0012,51.1681646,75.27709085,76.57233164
21_cs,CONF_0001,39.20708618,61.35948098,61.3562232
21_cs,CONF_0003,38.88892757,61.97273512,61.3794203
22_cs,CONF_0001,39.22713481,61.34519719,61.33649873
22_cs,CONF_0003,38.84477796,61.98621863,61.34997389
22_cs,CONF_0004,38.58585465,61.43445274,61.91067628
23_cs,CONF_0001,39.12649648,65.92371034,65.29732567
23_cs,CONF_0002,38.82063061,66.24951174,65.09466804
23_cs,CONF_0003,38.98312519,64.69967757,64.51247718
23_cs,CONF_0004,39.39531918,66.93293526,66.15782867
23_cs,CONF_0005,38.81164185,65.13349087,66.24113179
23_cs,CONF_0006,38.03523327,64.70330212,64.58972131
24_cs,CONF_0001,39.11660416,65.88651628,65.29508376
24_cs,CONF_0002,38.82656418,66.24251716,65.0994011
24_cs,CONF_0003,38.90721203,64.66382038,64.53693073
24_cs,CONF_0004,39.41209807,66.89663479,66.17687296
24_cs,CONF_0005,38.82572052,65.12473604,66.221694
24_cs,CONF_0006,38.59967081,64.40645987,64.82470767
25_cs,CONF_0055,51.5952103,73.67135934,72.75391278
25_cs,CONF_0066,53.86679478,71.4064802,72.82382797
25_cs,CONF_0068,51.67705055,72.71921525,73.1659819
25_cs,CONF_0087,52.86971706,72.34698211,74.59368344
25_cs,CONF_0119,54.203306,73.38967675,72.76054536
25_cs,CONF_0141,54.47996981,73.66032949,72.63068045
25_cs,CONF_0178,54.21805442,73.42874251,72.69010009
25_cs,CONF_0181,55.77597095,74.90853164,74.01397894
25_cs,CONF_0189,54.71600379,73.95541711,71.87599863
25_cs,CONF_0199,53.74918107,71.90175686,72.3336601
25_cs,CONF_0246,53.5539731,73.51822441,73.23681151
25_cs,CONF_0280,51.67713228,72.29411007,74.08467747
25_cs,CONF_0295,54.23403703,71.74412379,75.02322032
25_cs,CONF_0308,53.74873717,73.97198373,72.36059182
25_cs,CONF_0335,53.97844881,74.09272748,75.41470989
25_cs,CONF_0351,54.19169785,73.364743,72.74932464
25_cs,CONF_0352,53.2573164,72.5871078,73.81119979
25_cs,CONF_0384,55.61304275,74.65356034,73.86819843
25_cs,CONF_0386,54.79434601,74.10122983,71.74470645
25_cs,CONF_0435,56.17303978,73.0694812,75.70161715
25_cs,CONF_0436,51.9297823,72.89740448,72.5097524
25_cs,CONF_0445,51.46544018,71.77174271,73.71424076
25_cs,CONF_0469,55.47790368,74.05568061,75.27945164
25_cs,CONF_0527,51.94397563,73.99763137,73.83781932
26_cs,CONF_0023,52.81481126,75.37839652,72.7489262
26_cs,CONF_0036,50.06126982,71.09794314,71.46194116
26_cs,CONF_0038,48.41085668,71.4597634,70.72541223
26_cs,CONF_0050,53.76359059,72.08757805,72.33930857
26_cs,CONF_0057,50.60838397,71.75811108,71.74716453
26_cs,CONF_0072,51.58210618,73.67642759,72.7291969
26_cs,CONF_0078,50.61649229,71.41882432,71.09860034
26_cs,CONF_0079,53.94394577,71.3647386,72.82593636
26_cs,CONF_0081,51.66282467,72.67608066,73.16406661
26_cs,CONF_0084,52.50826597,72.49177216,74.15909092
26_cs,CONF_0089,52.59685149,74.77373478,72.26641453
26_cs,CONF_0090,52.50877104,72.48531627,74.1687148
26_cs,CONF_0098,52.83015321,72.30069666,74.56363512
26_cs,CONF_0099,50.03648415,71.10066256,71.46125525
26_cs,CONF_0104,50.98430748,75.00875524,72.76373771
26_cs,CONF_0127,54.18113688,73.36169869,72.72666509
29_cs,CONF_0020,45.57087964,66.76789999,67.16700248
29_cs,CONF_0021,44.74963639,67.80040062,69.87559887
29_cs,CONF_0026,44.95167823,69.20971593,67.75752403
29_cs,CONF_0038,45.29438303,67.52496534,69.69529661
29_cs,CONF_0050,45.29114888,68.6180586,69.85002468
29_cs,CONF_0055,45.08691729,69.375587,68.78774777
29_cs,CONF_0057,45.39650446,69.39518504,70.29120671
29_cs,CONF_0074,45.09602966,68.41701815,67.24190507
29_cs,CONF_0078,45.69574002,66.96236542,67.34399476
29_cs,CONF_0079,45.60288231,67.22044221,69.19325787
29_cs,CONF_0087,46.42459053,68.6865234,69.41604132
29_cs,CONF_0089,45.4277165,69.19265236,68.09553614
29_cs,CONF_0091,45.07631693,69.35963945,68.77187388
29_cs,CONF_0092,45.91261086,69.65885814,68.25939778
29_cs,CONF_0096,45.67912925,66.83158769,67.68576708
29_cs,CONF_0104,45.08677483,66.56687051,69.25405058
29_cs,CONF_0117,44.99796702,69.23679982,67.51721627
29_cs,CONF_0119,45.82454665,68.75638794,69.63070496
29_cs,CONF_0123,45.21763286,68.62844619,69.80241414
29_cs,CONF_0124,46.42554534,68.68056624,69.43309944
29_cs,CONF_0132,44.77138085,69.66630231,66.79315276
29_cs,CONF_0133,45.1130505,67.51345834,69.56842617
29_cs,CONF_0140,45.57822703,67.86463707,68.11201099
29_cs,CONF_0149,44.73768492,67.19514904,69.64489123
29_cs,CONF_0151,44.81291226,69.42659549,69.59672608
29_cs,CONF_0154,46.68522866,67.02138844,67.88436072
29_cs,CONF_0160,45.62417932,68.69628425,68.57593405
29_cs,CONF_0161,45.32835184,67.41482522,69.17128749
29_cs,CONF_0168,45.6527067,68.75447774,69.34733371
29_cs,CONF_0175,45.66668175,69.9438965,67.74291024
29_cs,CONF_0179,45.45607085,67.72849781,70.33093964
29_cs,CONF_0185,48.45308572,67.38698005,69.95924199
29_cs,CONF_0190,48.52752988,69.70413666,68.00287399
29_cs,CONF_0191,45.96331847,67.29300563,67.12117889
29_cs,CONF_0195,45.86194052,68.73295978,68.87018009
29_cs,CONF_0201,45.48477473,67.18058653,67.02335721
2_cs,CONF_0001,43.26893888,67.47790137,65.16772963
2_cs,CONF_0004,42.82962184,65.68496393,64.81458918
