Ligand,Conformer,1C,2C,3C,5Pd,6P,7P
141_cs,CONF_0008,0.12179,0.03200,0.14814,0.21193,0.19696,0.20039
141_cs,CONF_0009,0.12183,0.03352,0.12969,0.24037,0.20234,0.19921
141_cs,CONF_0010,0.13579,0.03380,0.13693,0.23158,0.21146,0.19533
141_cs,CONF_0011,0.17051,0.02819,0.12001,0.21278,0.22163,0.19004
141_cs,CONF_0014,0.14758,0.02554,0.12477,0.21690,0.21420,0.20041
141_cs,CONF_0016,0.14749,0.02573,0.12312,0.21591,0.21388,0.20078
141_cs,CONF_0020,0.14311,0.02425,0.14109,0.20279,0.21022,0.20786
141_cs,CONF_0022,0.14218,0.02820,0.11346,0.23927,0.20343,0.20344
141_cs,CONF_0026,0.14328,0.02419,0.14089,0.20308,0.21022,0.20762
141_cs,CONF_0027,0.18306,0.02681,0.10977,0.21089,0.21903,0.18590
141_cs,CONF_0032,0.13475,0.03067,0.12938,0.22698,0.21113,0.19413
141_cs,CONF_0035,0.16760,0.02790,0.12208,0.21342,0.20278,0.20791
141_cs,CONF_0036,0.18321,0.02682,0.10965,0.21090,0.21903,0.18584
141_cs,CONF_0040,0.13041,0.03050,0.14097,0.22678,0.21555,0.19745
141_cs,CONF_0041,0.16711,0.02779,0.12203,0.21347,0.20307,0.20789
141_cs,CONF_0042,0.13043,0.03096,0.12178,0.23520,0.20647,0.19892
141_cs,CONF_0043,0.10554,0.03203,0.16588,0.23926,0.20657,0.20197
141_cs,CONF_0045,0.15458,0.02900,0.11501,0.23308,0.20387,0.19727
141_cs,CONF_0047,0.18146,0.02708,0.09467,0.23072,0.21062,0.19859
141_cs,CONF_0049,0.10934,0.03067,0.16356,0.23225,0.20082,0.20911
141_cs,CONF_0051,0.14801,0.03246,0.11705,0.22964,0.20150,0.19628
141_cs,CONF_0054,0.15316,0.03244,0.11891,0.22636,0.21248,0.18676
141_cs,CONF_0072,0.11446,0.03111,0.15956,0.23166,0.19824,0.20077
141_cs,CONF_0080,0.17578,0.03064,0.09808,0.23439,0.21403,0.18849
141_cs,CONF_0093,0.17594,0.03062,0.09794,0.23437,0.21408,0.18841
142_cs,CONF_0003,0.15327,0.02653,0.12433,0.21630,0.20712,0.20106
142_cs,CONF_0004,0.16683,0.02793,0.11534,0.20966,0.21523,0.19263
142_cs,CONF_0006,0.10237,0.03225,0.16772,0.23248,0.19962,0.21018
142_cs,CONF_0008,0.12761,0.03199,0.14512,0.21150,0.19643,0.19858
142_cs,CONF_0009,0.12273,0.03324,0.12948,0.24022,0.20246,0.19946
142_cs,CONF_0010,0.13583,0.03366,0.13685,0.23170,0.21148,0.19532
142_cs,CONF_0011,0.16999,0.02824,0.12040,0.21260,0.22161,0.18949
142_cs,CONF_0014,0.14663,0.02575,0.12449,0.21668,0.21431,0.20056
142_cs,CONF_0016,0.14676,0.02577,0.12381,0.21629,0.21430,0.20078
142_cs,CONF_0020,0.14217,0.02420,0.14243,0.20254,0.21015,0.20828
142_cs,CONF_0022,0.14154,0.02819,0.11337,0.23920,0.20381,0.20354
142_cs,CONF_0026,0.14306,0.02407,0.14166,0.20232,0.21009,0.20831
142_cs,CONF_0027,0.18344,0.02677,0.10954,0.21077,0.21925,0.18553
142_cs,CONF_0032,0.13390,0.03056,0.12996,0.22723,0.21186,0.19398
142_cs,CONF_0035,0.16769,0.02786,0.12254,0.21329,0.20302,0.20721
142_cs,CONF_0036,0.18306,0.02684,0.10999,0.21058,0.21917,0.18542
142_cs,CONF_0040,0.13018,0.03046,0.14099,0.22651,0.21554,0.19796
142_cs,CONF_0041,0.16736,0.02784,0.12261,0.21332,0.20307,0.20729
142_cs,CONF_0042,0.13069,0.03082,0.12144,0.23481,0.20663,0.19924
142_cs,CONF_0043,0.10510,0.03202,0.16634,0.23956,0.20642,0.20204
142_cs,CONF_0045,0.15396,0.02908,0.11468,0.23233,0.20445,0.19771
142_cs,CONF_0047,0.18099,0.02719,0.09501,0.23011,0.21043,0.19847
142_cs,CONF_0049,0.10901,0.03074,0.16372,0.23204,0.20066,0.20978
142_cs,CONF_0051,0.14792,0.03251,0.11760,0.22929,0.20139,0.19629
142_cs,CONF_0054,0.15364,0.03252,0.11776,0.22653,0.21231,0.18709
142_cs,CONF_0072,0.11408,0.03107,0.16011,0.23148,0.19795,0.20120
142_cs,CONF_0080,0.17589,0.03075,0.09792,0.23368,0.21432,0.18880
142_cs,CONF_0093,0.17608,0.03072,0.09775,0.23360,0.21438,0.18879
145_cs,CONF_0001,0.10550,0.02486,0.13960,0.21051,0.20402,0.17426
145_cs,CONF_0002,0.13857,0.02527,0.11536,0.21126,0.18538,0.17907
145_cs,CONF_0003,0.10507,0.02499,0.13948,0.20982,0.20363,0.17461
145_cs,CONF_0004,0.10494,0.02495,0.13982,0.21014,0.20368,0.17468
145_cs,CONF_0005,0.10513,0.02498,0.13960,0.21025,0.20377,0.17443
145_cs,CONF_0006,0.13860,0.02504,0.11597,0.21188,0.18570,0.17966
145_cs,CONF_0007,0.11499,0.02520,0.13910,0.21127,0.17905,0.18540
145_cs,CONF_0008,0.10417,0.02246,0.14091,0.21903,0.20973,0.18063
145_cs,CONF_0009,0.10493,0.02242,0.14018,0.21919,0.21066,0.18038
145_cs,CONF_0010,0.14006,0.02418,0.10638,0.21294,0.17398,0.20604
145_cs,CONF_0011,0.10494,0.02247,0.14028,0.21873,0.21032,0.18009
145_cs,CONF_0012,0.14096,0.02266,0.10516,0.21742,0.17974,0.20934
145_cs,CONF_0013,0.11532,0.02540,0.13870,0.21098,0.17862,0.18499
145_cs,CONF_0014,0.14096,0.02284,0.10506,0.21676,0.17901,0.20889
145_cs,CONF_0015,0.14023,0.02327,0.10635,0.21488,0.17680,0.20815
145_cs,CONF_0016,0.13993,0.02526,0.10479,0.20877,0.17508,0.20224
145_cs,CONF_0017,0.14033,0.02308,0.10613,0.21558,0.17768,0.20856
145_cs,CONF_0018,0.15068,0.02156,0.10116,0.21306,0.21336,0.18218
145_cs,CONF_0019,0.15124,0.02166,0.10034,0.21412,0.21293,0.18265
145_cs,CONF_0020,0.15149,0.02143,0.10055,0.21390,0.21348,0.18267
145_cs,CONF_0021,0.15125,0.02159,0.10075,0.21377,0.21304,0.18291
145_cs,CONF_0022,0.15123,0.02158,0.10053,0.21317,0.21334,0.18208
145_cs,CONF_0023,0.10101,0.02183,0.15081,0.21282,0.18254,0.21296
145_cs,CONF_0024,0.15139,0.02163,0.10055,0.21409,0.21299,0.18295
145_cs,CONF_0025,0.15135,0.02157,0.10034,0.21385,0.21337,0.18217
145_cs,CONF_0026,0.10111,0.02178,0.15034,0.21342,0.18330,0.21239
145_cs,CONF_0027,0.14168,0.02038,0.14617,0.18963,0.17728,0.19768
145_cs,CONF_0028,0.10081,0.02174,0.15055,0.21385,0.18300,0.21276
145_cs,CONF_0029,0.15136,0.02165,0.10047,0.21359,0.21289,0.18281
145_cs,CONF_0030,0.14087,0.02047,0.14656,0.19011,0.17772,0.19790
145_cs,CONF_0031,0.10079,0.02172,0.15080,0.21279,0.18245,0.21340
145_cs,CONF_0032,0.12859,0.02080,0.14115,0.20625,0.21620,0.15844
145_cs,CONF_0033,0.15089,0.02156,0.10087,0.21397,0.21326,0.18317
145_cs,CONF_0034,0.10074,0.02187,0.15076,0.21278,0.18249,0.21298
145_cs,CONF_0035,0.15069,0.02167,0.10069,0.21333,0.21348,0.18289
145_cs,CONF_0036,0.10140,0.02153,0.15117,0.21145,0.18163,0.21381
145_cs,CONF_0037,0.10092,0.02174,0.15080,0.21313,0.18320,0.21296
145_cs,CONF_0038,0.15081,0.02163,0.10104,0.21327,0.21323,0.18236
145_cs,CONF_0039,0.15113,0.02175,0.10063,0.21341,0.21294,0.18214
145_cs,CONF_0040,0.15083,0.02188,0.10070,0.21338,0.21216,0.18279
146_cs,CONF_0001,0.12262,0.02898,0.12360,0.21100,0.18967,0.19055
146_cs,CONF_0002,0.14324,0.01975,0.12061,0.21470,0.21406,0.17518
146_cs,CONF_0004,0.11342,0.01930,0.15501,0.19842,0.17884,0.18546
146_cs,CONF_0005,0.14322,0.01967,0.12036,0.21452,0.21457,0.17480
146_cs,CONF_0006,0.14715,0.02141,0.11410,0.20816,0.20715,0.16473
146_cs,CONF_0007,0.11298,0.01931,0.15505,0.19889,0.17894,0.18524
146_cs,CONF_0009,0.11257,0.01927,0.15529,0.19913,0.17870,0.18503
146_cs,CONF_0010,0.12077,0.01976,0.14278,0.21511,0.17476,0.21454
146_cs,CONF_0011,0.11278,0.01938,0.15529,0.19885,0.17883,0.18527
146_cs,CONF_0012,0.15353,0.02250,0.12385,0.18865,0.19773,0.17682
146_cs,CONF_0013,0.11339,0.01936,0.15479,0.19854,0.17897,0.18524
146_cs,CONF_0015,0.11325,0.01930,0.15512,0.19859,0.17869,0.18538
146_cs,CONF_0016,0.12534,0.02225,0.15296,0.18759,0.17915,0.19716
146_cs,CONF_0017,0.12107,0.02795,0.12472,0.21342,0.18112,0.20755
146_cs,CONF_0018,0.15773,0.02319,0.11810,0.19424,0.17149,0.19491
146_cs,CONF_0019,0.15860,0.02283,0.11783,0.19485,0.16990,0.19665
146_cs,CONF_0020,0.12094,0.01973,0.14274,0.21490,0.17478,0.21456
146_cs,CONF_0021,0.11819,0.02351,0.15719,0.19349,0.19449,0.17242
146_cs,CONF_0022,0.12276,0.02238,0.15398,0.18813,0.17640,0.19795
146_cs,CONF_0023,0.14279,0.01482,0.12910,0.20915,0.20400,0.16933
146_cs,CONF_0024,0.15313,0.02260,0.12339,0.18843,0.19767,0.17642
146_cs,CONF_0025,0.12389,0.02244,0.15347,0.18855,0.17697,0.19730
146_cs,CONF_0026,0.14736,0.02142,0.11360,0.20828,0.20713,0.16471
146_cs,CONF_0027,0.13319,0.02108,0.13865,0.21459,0.17962,0.19485
146_cs,CONF_0028,0.12359,0.02223,0.15406,0.18810,0.17636,0.19771
146_cs,CONF_0029,0.10869,0.01706,0.14931,0.24268,0.24374,0.14174
146_cs,CONF_0030,0.11072,0.01705,0.14728,0.24007,0.24344,0.14331
146_cs,CONF_0031,0.11164,0.01689,0.14600,0.23891,0.24297,0.14375
146_cs,CONF_0033,0.14671,0.01698,0.11095,0.23924,0.14311,0.24343
146_cs,CONF_0034,0.10849,0.01711,0.14943,0.24278,0.24389,0.14165
146_cs,CONF_0035,0.13569,0.02100,0.13587,0.21309,0.18137,0.19374
146_cs,CONF_0036,0.13958,0.02115,0.13199,0.21551,0.19624,0.17805
146_cs,CONF_0037,0.14801,0.01724,0.10984,0.24080,0.14378,0.24348
146_cs,CONF_0038,0.14258,0.01973,0.12074,0.21557,0.21454,0.17496
146_cs,CONF_0039,0.14400,0.01968,0.12002,0.21488,0.21412,0.17480
146_cs,CONF_0040,0.15328,0.02243,0.12376,0.18834,0.19771,0.17720
146_cs,CONF_0041,0.13404,0.02115,0.13768,0.21428,0.17955,0.19433
146_cs,CONF_0042,0.13431,0.02123,0.13680,0.21372,0.18053,0.19460
146_cs,CONF_0043,0.13499,0.02118,0.13660,0.21311,0.18105,0.19438
146_cs,CONF_0044,0.14142,0.02211,0.12423,0.21430,0.19169,0.18913
147_cs,CONF_0001,0.14044,0.02544,0.11080,0.20454,0.19337,0.18162
147_cs,CONF_0002,0.13550,0.01624,0.13405,0.19413,0.17727,0.19614
147_cs,CONF_0003,0.10175,0.02629,0.14861,0.21415,0.17728,0.20206
147_cs,CONF_0004,0.13365,0.01607,0.13275,0.19500,0.20213,0.19810
147_cs,CONF_0005,0.11441,0.02129,0.14660,0.20185,0.19903,0.17967
147_cs,CONF_0006,0.11230,0.02174,0.14950,0.20108,0.19299,0.18082
147_cs,CONF_0007,0.11416,0.02140,0.14759,0.20082,0.19625,0.17946
147_cs,CONF_0008,0.11693,0.01999,0.14236,0.20287,0.20581,0.18212
147_cs,CONF_0009,0.13492,0.01597,0.13550,0.19335,0.17567,0.19837
147_cs,CONF_0010,0.13502,0.01602,0.13468,0.19374,0.19745,0.17586
147_cs,CONF_0011,0.13451,0.01615,0.13513,0.19407,0.19674,0.17640
148_cs,CONF_0001,0.14944,0.02619,0.10109,0.21467,0.20140,0.17733
148_cs,CONF_0002,0.13565,0.01626,0.13351,0.19419,0.17757,0.19552
148_cs,CONF_0003,0.13331,0.01603,0.13733,0.19346,0.19897,0.17804
148_cs,CONF_0004,0.11767,0.01978,0.14198,0.20256,0.20627,0.18272
148_cs,CONF_0005,0.11145,0.02201,0.14969,0.20149,0.19206,0.18096
148_cs,CONF_0006,0.13467,0.01622,0.13474,0.19390,0.19640,0.17700
149_cs,CONF_0001,0.09633,0.03261,0.09667,0.22561,0.17868,0.17928
149_cs,CONF_0002,0.08964,0.02560,0.09231,0.23219,0.18749,0.19094
149_cs,CONF_0003,0.08590,0.02295,0.11154,0.21988,0.17162,0.19297
149_cs,CONF_0004,0.09164,0.02574,0.08908,0.23326,0.19007,0.18835
149_cs,CONF_0005,0.08986,0.02565,0.09106,0.23251,0.18763,0.19063
149_cs,CONF_0006,0.08998,0.02600,0.09082,0.23273,0.18821,0.19025
149_cs,CONF_0007,0.09047,0.02437,0.09313,0.22934,0.18319,0.19328
14_cs,CONF_0008,0.14412,0.02381,0.11014,0.24832,0.17567,0.20485
14_cs,CONF_0009,0.16697,0.02446,0.09819,0.24140,0.17846,0.20564
150_cs,CONF_0001,0.09793,0.02142,0.09726,0.28522,0.19036,0.19054
150_cs,CONF_0002,0.05964,0.02461,0.12195,0.27152,0.17749,0.19484
150_cs,CONF_0003,0.08897,0.02876,0.08748,0.24158,0.18472,0.18502
150_cs,CONF_0004,0.09332,0.02407,0.08090,0.24020,0.18355,0.18306
150_cs,CONF_0005,0.08223,0.02399,0.09057,0.24023,0.18351,0.18351
150_cs,CONF_0006,0.08517,0.02409,0.08636,0.24098,0.18387,0.18380
150_cs,CONF_0007,0.08175,0.02395,0.09130,0.24025,0.18339,0.18352
150_cs,CONF_0008,0.08349,0.02401,0.08869,0.24047,0.18380,0.18351
150_cs,CONF_0009,0.12118,0.02588,0.07184,0.26470,0.19231,0.18582
150_cs,CONF_0010,0.09004,0.02375,0.08232,0.24039,0.18372,0.18364
150_cs,CONF_0011,0.11586,0.02161,0.08295,0.25761,0.20139,0.17682
150_cs,CONF_0012,0.12126,0.02592,0.07193,0.26450,0.19208,0.18635
150_cs,CONF_0013,0.12175,0.02605,0.07163,0.26405,0.19163,0.18666
150_cs,CONF_0016,0.12144,0.02596,0.07163,0.26384,0.19144,0.18647
150_cs,CONF_0017,0.09176,0.02869,0.08541,0.24166,0.18466,0.18495
151_cs,CONF_0001,0.07151,0.02636,0.19294,0.31468,0.19150,0.15579
151_cs,CONF_0002,0.06992,0.02528,0.19171,0.31582,0.18930,0.15507
151_cs,CONF_0005,0.07215,0.02633,0.19211,0.31360,0.19171,0.15605
151_cs,CONF_0007,0.06988,0.02536,0.19159,0.31591,0.18962,0.15510
152_cs,CONF_0001,0.07176,0.02649,0.19309,0.31454,0.19027,0.15575
152_cs,CONF_0002,0.07020,0.02530,0.19185,0.31566,0.18822,0.15524
152_cs,CONF_0003,0.06409,0.02817,0.16952,0.28658,0.17336,0.15119
152_cs,CONF_0005,0.07227,0.02661,0.19240,0.31359,0.19052,0.15597
152_cs,CONF_0007,0.06912,0.02535,0.19202,0.31774,0.18873,0.15485
152_cs,CONF_0009,0.06420,0.02815,0.16975,0.28618,0.17313,0.15125
153_cs,CONF_0002,0.13731,0.02505,0.13338,0.21632,0.13528,0.19685
153_cs,CONF_0006,0.11178,0.02602,0.15864,0.23868,0.13633,0.20185
153_cs,CONF_0007,0.13154,0.02479,0.13937,0.19610,0.14697,0.17457
153_cs,CONF_0008,0.15897,0.02474,0.12077,0.21199,0.15167,0.17966
153_cs,CONF_0011,0.21061,0.02016,0.09381,0.24031,0.17723,0.17315
153_cs,CONF_0016,0.15877,0.02462,0.12128,0.21154,0.15157,0.17976
153_cs,CONF_0017,0.07132,0.01836,0.19985,0.28274,0.15060,0.18090
153_cs,CONF_0018,0.14757,0.02451,0.12070,0.23194,0.20339,0.15087
153_cs,CONF_0021,0.17903,0.02691,0.09115,0.24024,0.17410,0.18306
153_cs,CONF_0025,0.07340,0.01899,0.19772,0.28264,0.15010,0.18147
153_cs,CONF_0041,0.11140,0.02935,0.15090,0.23440,0.19624,0.17053
153_cs,CONF_0047,0.11006,0.02873,0.13918,0.24446,0.17657,0.17148
154_cs,CONF_0001,0.10183,0.02823,0.17562,0.23746,0.18268,0.16536
154_cs,CONF_0002,0.13709,0.02521,0.13422,0.21532,0.13536,0.19560
154_cs,CONF_0003,0.13722,0.02906,0.11151,0.24473,0.17481,0.17177
154_cs,CONF_0004,0.16625,0.02717,0.10648,0.23657,0.18651,0.16179
154_cs,CONF_0005,0.13648,0.02523,0.13382,0.21598,0.13541,0.19692
154_cs,CONF_0006,0.11031,0.02899,0.13852,0.24463,0.17539,0.17170
154_cs,CONF_0008,0.11108,0.02906,0.13786,0.24466,0.17501,0.17166
154_cs,CONF_0012,0.15796,0.02473,0.12101,0.21212,0.15198,0.17937
154_cs,CONF_0016,0.11076,0.02901,0.13867,0.24388,0.17184,0.17620
154_cs,CONF_0017,0.18507,0.02809,0.08646,0.25983,0.17487,0.16147
154_cs,CONF_0021,0.15400,0.02701,0.10530,0.24302,0.17670,0.16834
154_cs,CONF_0022,0.15723,0.02471,0.12153,0.21172,0.15161,0.17983
154_cs,CONF_0026,0.14867,0.02435,0.11985,0.23219,0.20361,0.14847
154_cs,CONF_0027,0.17932,0.02684,0.09125,0.24034,0.17398,0.18349
154_cs,CONF_0028,0.18120,0.02653,0.08807,0.24118,0.17436,0.18268
154_cs,CONF_0030,0.07751,0.02406,0.20315,0.26738,0.17358,0.18329
154_cs,CONF_0031,0.10023,0.02913,0.17044,0.23510,0.17115,0.17304
154_cs,CONF_0041,0.07176,0.01859,0.19826,0.28309,0.14945,0.18170
154_cs,CONF_0045,0.07234,0.01870,0.19816,0.28273,0.18216,0.14917
154_cs,CONF_0048,0.08632,0.02573,0.19936,0.25444,0.18236,0.17343
154_cs,CONF_0050,0.18461,0.02723,0.09744,0.22405,0.17716,0.14802
154_cs,CONF_0057,0.08398,0.02526,0.19993,0.26039,0.17416,0.18159
154_cs,CONF_0061,0.07493,0.02365,0.20548,0.26710,0.17215,0.18534
154_cs,CONF_0062,0.18426,0.02721,0.09685,0.22487,0.14784,0.17683
154_cs,CONF_0067,0.11223,0.02913,0.15190,0.23429,0.17045,0.19653
154_cs,CONF_0069,0.17886,0.02681,0.09039,0.24086,0.17450,0.18292
154_cs,CONF_0070,0.07499,0.02646,0.16560,0.27645,0.19429,0.16739
154_cs,CONF_0072,0.17906,0.02687,0.09045,0.24047,0.18298,0.17447
154_cs,CONF_0073,0.07370,0.02654,0.16668,0.27674,0.19524,0.16631
154_cs,CONF_0077,0.07269,0.01858,0.19867,0.28178,0.14920,0.18230
154_cs,CONF_0080,0.10222,0.02925,0.16501,0.23574,0.16904,0.17200
154_cs,CONF_0089,0.07226,0.01861,0.19795,0.28205,0.18147,0.14896
154_cs,CONF_0092,0.10473,0.02926,0.15960,0.23873,0.16622,0.17172
154_cs,CONF_0096,0.07235,0.01861,0.19824,0.28217,0.18178,0.14895
154_cs,CONF_0100,0.10750,0.02933,0.15408,0.23759,0.16535,0.17105
155_cs,CONF_0001,0.15031,0.02627,0.13207,0.20203,0.18233,0.16711
155_cs,CONF_0002,0.12259,0.03048,0.15746,0.19926,0.17205,0.17722
155_cs,CONF_0003,0.13232,0.02526,0.11089,0.21010,0.18222,0.18413
155_cs,CONF_0004,0.11457,0.02324,0.16565,0.20309,0.18112,0.18189
155_cs,CONF_0005,0.13105,0.02970,0.12230,0.20742,0.18897,0.17425
155_cs,CONF_0006,0.16244,0.02306,0.11466,0.20954,0.17433,0.18936
155_cs,CONF_0007,0.12651,0.02320,0.13658,0.20356,0.20254,0.16694
155_cs,CONF_0008,0.13230,0.02530,0.11103,0.20994,0.18221,0.18413
155_cs,CONF_0009,0.13185,0.03000,0.12225,0.20773,0.18848,0.17417
155_cs,CONF_0010,0.13487,0.02057,0.13881,0.20808,0.18107,0.18459
155_cs,CONF_0011,0.13100,0.02540,0.14302,0.21848,0.21433,0.16220
155_cs,CONF_0012,0.13470,0.02044,0.13865,0.20893,0.18184,0.18316
155_cs,CONF_0013,0.12625,0.02336,0.13623,0.20388,0.20145,0.16655
155_cs,CONF_0014,0.12640,0.02336,0.13614,0.20376,0.20160,0.16653
156_cs,CONF_0001,0.14447,0.02485,0.14079,0.19573,0.17815,0.18638
156_cs,CONF_0002,0.12176,0.02978,0.14482,0.20168,0.16143,0.18572
156_cs,CONF_0003,0.16384,0.02427,0.11946,0.20464,0.16322,0.18401
156_cs,CONF_0004,0.12929,0.02936,0.12454,0.21247,0.17779,0.18544
156_cs,CONF_0005,0.11060,0.02495,0.15759,0.21096,0.17680,0.18287
156_cs,CONF_0006,0.13777,0.01666,0.12808,0.21904,0.19623,0.18311
156_cs,CONF_0007,0.12990,0.02904,0.12299,0.21334,0.17661,0.18635
156_cs,CONF_0008,0.13104,0.02475,0.13034,0.20951,0.15723,0.19646
156_cs,CONF_0009,0.13809,0.01664,0.12739,0.21925,0.19625,0.18332
156_cs,CONF_0011,0.13156,0.02479,0.14080,0.22506,0.18244,0.19199
156_cs,CONF_0013,0.11322,0.01774,0.15426,0.22484,0.20207,0.19567
156_cs,CONF_0014,0.13135,0.02473,0.14106,0.22503,0.18280,0.19154
156_cs,CONF_0015,0.13107,0.02471,0.14186,0.22471,0.18281,0.19133
156_cs,CONF_0016,0.11211,0.01765,0.15539,0.22502,0.20207,0.19640
156_cs,CONF_0017,0.11259,0.01780,0.15507,0.22493,0.20256,0.19538
156_cs,CONF_0018,0.13086,0.02478,0.14145,0.22461,0.18220,0.19206
156_cs,CONF_0019,0.13263,0.02487,0.13994,0.22470,0.18175,0.19275
156_cs,CONF_0020,0.16450,0.02439,0.11792,0.20488,0.16413,0.18251
156_cs,CONF_0021,0.13205,0.02477,0.14047,0.22474,0.18224,0.19241
157_cs,CONF_0001,0.16090,0.03086,0.12741,0.19466,0.18485,0.16834
157_cs,CONF_0002,0.16041,0.03084,0.12740,0.19473,0.18484,0.16830
157_cs,CONF_0003,0.11152,0.02344,0.16573,0.21204,0.19814,0.16356
157_cs,CONF_0004,0.13155,0.02977,0.13355,0.20678,0.18155,0.18629
157_cs,CONF_0005,0.11769,0.01672,0.14527,0.22029,0.18957,0.20136
157_cs,CONF_0006,0.11807,0.01671,0.14506,0.22043,0.18953,0.20162
157_cs,CONF_0007,0.16298,0.02348,0.11236,0.20518,0.18974,0.17590
157_cs,CONF_0008,0.13275,0.02935,0.13331,0.20640,0.18235,0.18526
157_cs,CONF_0009,0.16066,0.03086,0.12744,0.19470,0.18490,0.16834
157_cs,CONF_0010,0.11802,0.01674,0.14483,0.22073,0.18971,0.20162
157_cs,CONF_0017,0.13812,0.02148,0.11678,0.21532,0.18454,0.19338
157_cs,CONF_0018,0.11970,0.01656,0.14440,0.22082,0.18941,0.20190
158_cs,CONF_0001,0.16041,0.03080,0.12762,0.19454,0.18462,0.16850
158_cs,CONF_0002,0.16048,0.03083,0.12779,0.19468,0.18457,0.16857
158_cs,CONF_0003,0.11166,0.02345,0.16613,0.21236,0.19761,0.16359
158_cs,CONF_0004,0.13123,0.02983,0.13358,0.20627,0.18129,0.18691
158_cs,CONF_0005,0.11814,0.01674,0.14529,0.22075,0.18947,0.20106
158_cs,CONF_0006,0.16298,0.02352,0.11250,0.20546,0.18983,0.17565
158_cs,CONF_0007,0.13243,0.02927,0.13337,0.20629,0.18241,0.18547
158_cs,CONF_0008,0.13034,0.02157,0.13857,0.21044,0.17191,0.19842
158_cs,CONF_0014,0.13852,0.02163,0.11637,0.21658,0.18446,0.19261
158_cs,CONF_0015,0.11954,0.01658,0.14446,0.22093,0.18928,0.20164
159_cs,CONF_0001,0.17851,0.02862,0.12323,0.23806,0.19255,0.18933
159_cs,CONF_0002,0.17947,0.02668,0.10870,0.23797,0.19055,0.19176
159_cs,CONF_0004,0.13639,0.02840,0.14408,0.24751,0.19084,0.18728
159_cs,CONF_0007,0.17333,0.02738,0.11417,0.24756,0.19130,0.19779
159_cs,CONF_0008,0.18041,0.02732,0.11264,0.22889,0.19177,0.19096
159_cs,CONF_0012,0.20984,0.02756,0.09779,0.25246,0.18801,0.19588
159_cs,CONF_0014,0.17806,0.02871,0.12434,0.23691,0.19255,0.18929
159_cs,CONF_0016,0.16113,0.02707,0.12202,0.24152,0.18654,0.19708
159_cs,CONF_0018,0.18054,0.02744,0.11355,0.22809,0.19145,0.19123
159_cs,CONF_0019,0.20140,0.02757,0.10513,0.25736,0.19282,0.20052
159_cs,CONF_0023,0.20152,0.02761,0.10525,0.25731,0.19278,0.20039
159_cs,CONF_0024,0.18092,0.02727,0.11224,0.22853,0.19193,0.19120
159_cs,CONF_0027,0.20135,0.02760,0.10512,0.25696,0.19313,0.20034
159_cs,CONF_0028,0.17667,0.02433,0.11447,0.24019,0.19683,0.19495
159_cs,CONF_0029,0.16912,0.02799,0.11805,0.25140,0.18753,0.19358
159_cs,CONF_0033,0.13669,0.02837,0.14396,0.24736,0.19097,0.18725
159_cs,CONF_0036,0.17658,0.02432,0.11447,0.24036,0.19660,0.19479
159_cs,CONF_0039,0.20867,0.02759,0.10387,0.25371,0.18722,0.19757
159_cs,CONF_0040,0.17556,0.02808,0.11550,0.24934,0.19689,0.18956
159_cs,CONF_0041,0.20495,0.02763,0.10224,0.24986,0.18487,0.19560
159_cs,CONF_0043,0.20551,0.02722,0.10388,0.25978,0.18846,0.20076
159_cs,CONF_0045,0.16899,0.02803,0.11852,0.25124,0.18759,0.19340
159_cs,CONF_0056,0.15883,0.02910,0.12257,0.25171,0.19797,0.18527
159_cs,CONF_0059,0.20458,0.02719,0.10393,0.25956,0.18851,0.20058
159_cs,CONF_0060,0.16367,0.02566,0.12153,0.23900,0.18752,0.19842
159_cs,CONF_0071,0.19196,0.02855,0.11280,0.22545,0.18388,0.20692
159_cs,CONF_0077,0.17125,0.02676,0.11582,0.24840,0.18602,0.19811
159_cs,CONF_0079,0.17326,0.02453,0.10572,0.24764,0.19030,0.19483
159_cs,CONF_0081,0.16090,0.02718,0.12244,0.24148,0.18667,0.19680
159_cs,CONF_0082,0.20211,0.02779,0.10602,0.24518,0.19025,0.19560
159_cs,CONF_0117,0.19748,0.02632,0.10142,0.24414,0.19140,0.19290
159_cs,CONF_0138,0.14119,0.02772,0.14323,0.24167,0.19093,0.19064
159_cs,CONF_0143,0.19206,0.02849,0.11284,0.22499,0.18395,0.20698
159_cs,CONF_0182,0.20794,0.02765,0.10383,0.25380,0.18692,0.19783
159_cs,CONF_0220,0.17772,0.02448,0.11375,0.24014,0.19675,0.19500
159_cs,CONF_0237,0.20088,0.02764,0.10630,0.24535,0.19072,0.19522
159_cs,CONF_0279,0.15947,0.02879,0.12179,0.25113,0.19816,0.18583
159_cs,CONF_0287,0.21033,0.02751,0.09775,0.25229,0.18794,0.19576
159_cs,CONF_0288,0.17452,0.02861,0.13160,0.22659,0.18992,0.19142
159_cs,CONF_0294,0.16936,0.02786,0.11768,0.25143,0.18759,0.19398
15_cs,CONF_0001,0.25017,0.26718,0.07451,0.53539,0.03874,0.09562
15_cs,CONF_0002,0.01583,0.02352,0.16738,0.72125,0.30930,0.11233
15_cs,CONF_0004,0.07175,0.04604,0.02679,0.87126,0.01540,0.34208
15_cs,CONF_0005,0.01628,0.02337,0.16552,0.73800,0.31417,0.10363
15_cs,CONF_0006,0.01627,0.02425,0.16410,0.73732,0.31638,0.10482
15_cs,CONF_0008,0.01629,0.02438,0.16417,0.73814,0.31710,0.10426
