Ligand,Conformer,Bmin,Bmax,L,Bmin_0.0,Bmin_0.5,Bmin_1.0,Bmin_1.5,Bmin_2.0,Bmin_2.5,Bmin_3.0,Bmin_3.5,Bmin_4.0,Bmin_4.5,Bmin_5.0,Bmin_5.5,Bmin_6.0,Bmin_6.5,Bmin_7.0,Bmin_7.5,Bmin_8.0,Bmin_8.5,Bmin_9.0,Bmin_9.5,Bmin_10.0,Bmin_10.5,Bmin_11.0,Bmin_11.5,Bmin_12.0,Bmax_0.0,Bmax_0.5,Bmax_1.0,Bmax_1.5,Bmax_2.0,Bmax_2.5,Bmax_3.0,Bmax_3.5,Bmax_4.0,Bmax_4.5,Bmax_5.0,Bmax_5.5,Bmax_6.0,Bmax_6.5,Bmax_7.0,Bmax_7.5,Bmax_8.0,Bmax_8.5,Bmax_9.0,Bmax_9.5,Bmax_10.0,Bmax_10.5,Bmax_11.0,Bmax_11.5,Bmax_12.0
100_cs,CONF_0012,5.476027879,8.239720259,7.70750567,5.401052197,5.465135476,5.432392952,5.336233384,5.084747243,4.548752116,3.618545091,3.495200645,3.506744914,3.349061031,3.384766124,3.19585563,2.539131295,2.241744625,2.209678752,2.09325868,1.595517896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.228760539,8.228760539,8.158431222,7.75644893,7.727386363,7.727386363,7.696752562,7.412320824,7.181399585,6.967244793,4.636000431,4.492215489,3.962953444,3.861670623,3.674914965,3.580502758,3.134086789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0014,5.84015074,8.241254004,8.07737966,4.471471596,4.395056492,4.245397248,4.354864712,4.954485111,5.119700073,4.42084646,4.344494877,4.344494877,4.226104728,2.540197252,2.32612954,2.066520588,1.865661493,1.521500881,0.194059145,0.005326006,0.009138307,0.0,0.0,0.0,0.0,0.0,0.0,0,8.223898102,8.003905297,7.892401409,7.878134297,7.878134297,7.864000254,7.644115384,7.108621526,7.108621526,6.952877102,6.638712225,6.404880951,6.205038275,4.632763754,4.285148772,2.364846718,1.965960325,1.26589889,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0015,5.556226096,8.157996274,8.19317429,4.204355799,4.077497067,4.249731561,4.954485111,5.302668558,5.056385892,4.662686802,4.165938516,4.114090569,3.938635353,2.816406359,2.511007433,2.469307444,1.989690174,1.560890738,0.638721101,0.358100057,4.9e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,8.116803558,8.152453618,8.152453618,8.116803558,7.836612789,7.370549505,7.306161783,7.263952092,7.058682597,6.907966416,6.718630813,6.509416256,5.452063829,5.058903043,3.922371731,3.478505426,1.640121947,1.151086443,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0016,5.590355528,8.084926274,7.79893656,3.936206553,5.525271767,5.57583085,5.57375887,5.413694183,4.521929444,3.669082023,3.544249117,3.384544922,3.21568409,3.15618516,3.158545834,2.587787643,2.188493487,2.120164559,2.007243383,0.666792341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.068766944,7.946382825,7.636916917,7.8,7.80848897,7.80848897,7.697077367,7.278049189,7.208501925,6.947301634,4.760514678,4.322614949,4.257346591,4.134005322,4.118859065,3.858756276,2.753633963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0017,5.55558255,8.155429155,8.19535483,4.227930246,4.042647468,4.279096837,4.947191728,5.309127333,5.041317377,4.654008271,4.179870245,4.120082461,3.951120893,2.802715765,2.513282269,2.482353704,1.996090892,1.584573828,0.632896403,0.35,0.001794919,0.0,0.0,0.0,0.0,0.0,0.0,0,8.11326075,8.144476656,8.144476656,8.11326075,7.824321057,7.362404499,7.298116195,7.288689869,7.075485849,6.902897942,6.732384422,6.508840142,5.45710546,5.056925944,3.928422075,3.482814953,1.653027525,1.15974135,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0018,5.589848776,8.085650847,7.78587185,3.908867508,5.544731804,5.58295358,5.574524978,5.450835106,4.602906352,3.668225463,3.545959328,3.387738256,3.22222029,3.159005292,3.165787373,2.573161715,2.208099275,2.142952351,2.027868824,0.648284049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.076199601,7.974020316,7.678704318,7.793105928,7.8,7.8,7.707788269,7.267220927,7.196700633,6.942621983,4.75394573,4.329260907,4.240577791,4.130980513,4.099390199,3.858756276,2.753633963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0020,5.605091035,8.187891757,7.98808377,5.220161097,5.522732798,5.571068398,5.475946739,5.352234926,5.120741343,4.200571912,3.61647143,3.586954618,3.359746758,3.387675427,3.025476416,2.456989381,2.007637307,1.827879235,1.704196435,0.921457509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.175726267,8.175726267,8.11310668,7.749193506,7.708761249,7.708761249,7.672190039,7.491662032,7.246550904,6.935416354,6.548473104,4.416163493,4.224038352,4.000312488,3.970201506,3.731621631,3.08058436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0021,5.280018476,8.197863528,8.0272673,4.862342782,5.016397124,4.98071093,5.042432812,4.914392129,4.847620819,5.026322476,4.700884751,3.98589224,3.077017812,3.069196088,3.051659657,2.628683188,2.257878408,1.843803386,1.718917519,0.941395378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.18443645,8.168537201,8.042698552,7.967747486,7.907275131,7.81040972,7.640026178,7.251551558,6.851642139,5.826019224,5.130789413,4.671723451,4.57629763,4.501388675,4.468780594,4.154816482,2.522399651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0022,5.29050581,8.198633224,8.02582596,4.849821744,4.989556836,4.96332188,5.026548348,4.907754963,4.842441978,5.037648173,4.714096833,3.915529771,3.077660825,3.070706898,3.049453618,2.629956738,2.237039826,1.841858429,1.707717819,0.923118697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.197865576,8.158431222,8.032745483,7.961940718,7.907591289,7.804005382,7.650653567,7.253275122,6.876408947,5.850213671,5.134685969,4.674665763,4.583939354,4.510543205,4.479397281,4.174326293,2.549509757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0023,5.683460235,8.254655544,8.17464804,3.919125433,4.193579809,5.042156565,4.927503374,4.701371409,4.724373447,4.715733518,4.364329885,3.892605746,3.475591248,2.914720647,2.790333294,2.606673611,2.536134748,1.012893431,0.227574271,0.001520796,0.003406069,0.0,0.0,0.0,0.0,0.0,0.0,0,8.246211251,8.139410298,8.139410298,7.940403012,7.615937237,7.615937237,7.615937237,7.467261881,6.797242088,6.245198155,6.245198155,6.152235366,5.8,5.381449619,4.280770959,2.832401808,2.58069758,2.094039159,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0024,5.282359503,8.19839301,8.02959722,4.869578394,5.013611385,4.979439468,5.044964391,4.913902846,4.843681451,5.018931198,4.702376154,3.99962271,3.076217407,3.07324313,3.041506125,2.632133815,2.261052364,1.842607425,1.72043067,0.930980322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.175879158,8.165323019,8.04005597,7.967747486,7.907275131,7.810249676,7.641498544,7.254309064,6.856566196,5.875797818,5.130789413,4.669047012,4.570010941,4.501388675,4.463742824,4.148795006,2.554407955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0025,5.277815424,8.197500254,8.02911557,4.867072184,5.035207768,4.977089488,5.050171479,4.877935856,4.808326112,5.028655498,4.716006073,3.902072388,3.062011846,3.062011846,3.051398902,2.633624317,2.240236395,1.852920243,1.715868283,0.929760176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.172056045,8.162413859,8.04005597,7.96821812,7.90569415,7.810249676,7.641498544,7.254309064,6.856566196,5.836308765,5.120790955,4.667440412,4.580392996,4.501388675,4.463742824,4.148795006,2.530316186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0027,5.647173828,8.236243187,8.20814497,4.115758648,4.036971568,4.25699248,5.006297637,5.439182542,5.516420225,5.095063645,4.210481065,4.133149351,3.90029334,2.764970838,2.529517619,2.186660914,1.958657629,1.582318787,0.697246164,0.375017264,0.000130407,0.0,0.0,0.0,0.0,0.0,0.0,0,8.2270894,8.04767047,8.04767047,8.032745483,7.945124291,7.690253572,7.362404499,7.362404499,7.182791936,6.841235269,6.760177512,6.449806199,5.503180898,5.139309292,3.847076812,3.436568055,1.650757402,1.171537451,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0029,5.680312534,8.260268408,8.17555514,3.896058869,4.228036818,5.068887698,4.922907891,4.707499159,4.71013588,4.725711477,4.373683495,3.87785309,3.474365629,2.907919405,2.782733137,2.609620334,2.530654261,1.01710051,0.232135981,0.010911629,0.018433909,0.0,0.0,0.0,0.0,0.0,0.0,0,8.25378701,8.152453618,8.139410298,7.965236971,7.632168761,7.632168761,7.632168761,7.474289264,6.824404736,6.262587325,6.262587325,6.168468205,5.794178113,5.395600059,4.260575079,2.828427125,2.563201124,2.089258242,0.0,0.0,0.0,0.0,0.0,0.0,0
100_cs,CONF_0031,5.668087211,8.00102161,7.6466127,4.499218939,4.474791669,4.297432724,4.580675069,4.913080907,4.61981411,4.601855133,4.601855133,4.513688629,4.292175427,4.132591167,2.173280533,2.023205081,1.260460834,0.545628337,0.016583343,0.005658232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.966335418,7.889233169,7.737086015,7.760315715,7.81040972,7.81040972,7.790057766,7.530106241,7.086783473,7.004462863,6.615323121,6.203224968,6.046486583,5.742821606,3.233032632,2.863564213,2.334523506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101_cs,CONF_0002,6.042916826,7.964057648,5.23078945,5.728112484,6.036374291,6.040808136,6.040808136,5.973509728,5.784903448,5.620263416,5.377227745,4.950555467,2.914118585,1.403543621,0.571161198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.573803536,7.655880093,7.691716323,7.923698631,7.95,7.95,7.923698631,7.632168761,7.278907885,7.050709184,6.656200117,1.903943276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101_cs,CONF_0004,6.062447488,7.996857261,5.29290691,5.1659198,5.486326045,5.63717582,6.060696888,6.024593375,5.946200792,5.855976127,5.409301072,5.130063555,4.630628254,1.446777092,0.668283924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.430006729,7.602631123,7.907275131,7.994060295,7.994060295,7.983263744,7.925906888,7.68407444,7.267220927,7.055671478,6.480933575,6.138607334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101_cs,CONF_0005,5.840565164,8.091256534,5.54499157,5.331113169,5.665954953,5.802082008,5.834558475,5.747606635,5.58295358,5.338299283,4.900509581,3.197066845,2.035933314,1.648246165,1.026958996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.077747211,8.077747211,8.077747211,7.96821812,7.642807076,7.711841544,7.711841544,7.696914966,7.462573283,7.030824987,6.638712225,6.185668921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101_cs,CONF_0008,6.022569259,7.966078982,5.23889596,5.458271356,5.67688834,6.014745653,6.011644116,5.821714165,5.735495117,5.642386245,5.316797987,3.575154022,2.415750251,1.371212214,0.640734451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.963039621,7.963039621,7.963039621,7.846177413,7.940403012,7.940403012,7.940403012,7.760315715,7.262231062,7.074779148,6.609841148,6.0251556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
