Ligand,Conformer,Bmin,Bmax,L,Bmin_0.0,Bmin_0.5,Bmin_1.0,Bmin_1.5,Bmin_2.0,Bmin_2.5,Bmin_3.0,Bmin_3.5,Bmin_4.0,Bmin_4.5,Bmin_5.0,Bmin_5.5,Bmin_6.0,Bmin_6.5,Bmin_7.0,Bmin_7.5,Bmin_8.0,Bmin_8.5,Bmin_9.0,Bmin_9.5,Bmin_10.0,Bmin_10.5,Bmin_11.0,Bmin_11.5,Bmin_12.0,Bmax_0.0,Bmax_0.5,Bmax_1.0,Bmax_1.5,Bmax_2.0,Bmax_2.5,Bmax_3.0,Bmax_3.5,Bmax_4.0,Bmax_4.5,Bmax_5.0,Bmax_5.5,Bmax_6.0,Bmax_6.5,Bmax_7.0,Bmax_7.5,Bmax_8.0,Bmax_8.5,Bmax_9.0,Bmax_9.5,Bmax_10.0,Bmax_10.5,Bmax_11.0,Bmax_11.5,Bmax_12.0
197_cs,CONF_0005,4.60759125,6.700356543,7.27933366,3.937914655,4.082923111,4.436473671,4.599615231,4.599615231,4.529978807,4.128560304,3.725793185,3.548437924,3.518347173,3.268347817,2.616759994,0.4,0.023097901,0.002338371,0.010491318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.804524098,6.039246642,6.196975069,6.196975069,6.196975069,6.32475296,6.638712225,6.687675231,6.687675231,6.668208155,6.413267498,5.805170109,5.667892024,5.667892024,5.514526272,4.80416486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0001,4.805711649,6.447572101,7.45815236,4.396869193,4.745241549,4.795329668,4.795329668,4.707435783,4.304717276,3.954190635,3.706652488,3.217552118,2.687005769,1.685646374,0.515893772,0.0012439,0.013845283,0.003540266,0.009722391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.158327695,6.146543744,6.300991985,6.350787353,6.434671709,6.434671709,6.434671709,6.250199997,5.798706752,5.327522877,4.540099118,4.750789408,4.794006675,4.794006675,4.750789408,4.484696199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0002,4.843947643,6.531244919,6.95886451,4.219585549,4.679717047,4.705023709,4.695031612,4.482608039,4.172798652,3.906252753,3.873986588,3.54257607,2.900315878,1.593394944,0.085324699,0.005467707,0.01193877,0.001121304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.258594091,6.258594091,6.373774392,6.512488004,6.527059062,6.527059062,6.462971453,6.269968102,5.966573556,5.451834554,5.339007398,5.366796065,5.366796065,5.326584271,5.021951812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0003,4.843359452,6.531445501,6.95900407,4.218974161,4.669074491,4.718522993,4.696750186,4.488190903,4.168426034,3.916842317,3.867326618,3.540189701,2.908012241,1.596204474,0.086771153,0.008572545,0.003440958,0.017553209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.266179059,6.266179059,6.365924913,6.503076195,6.504805916,6.504805916,6.45174395,6.269968102,5.966992542,5.455730932,5.326584271,5.367727638,5.367727638,5.326584271,5.042072986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0004,4.712175084,6.345071094,7.71632639,4.018928366,4.457922539,4.703422496,4.594340218,4.175826216,4.055711055,4.029510226,3.76536023,3.464203169,3.311003083,1.465795367,0.729803194,0.285571211,0.02009921,0.015516393,0.004770226,0.020213504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.188093406,6.188093406,6.040074503,6.269968102,6.340544141,6.340544141,6.326531435,6.153251173,5.687046685,5.076662289,4.383206589,4.261748467,4.441846463,4.452246624,4.452246624,4.356604182,3.922371731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0005,4.79945605,6.44157476,7.47820473,4.411359956,4.743838513,4.781573992,4.781573992,4.703620338,4.317400144,3.943785468,3.708339123,3.226520736,2.677293133,1.683252612,0.518026527,0.003801811,0.000177273,0.024343039,0.028369954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.156500629,6.146543744,6.321787722,6.357082664,6.434671709,6.434671709,6.425729531,6.257994887,5.794178113,5.323532662,4.534864937,4.744733923,4.788527958,4.788527958,4.744733923,4.484696199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0006,4.854211971,6.528718593,6.97267076,4.227552473,4.672382894,4.700876437,4.693054714,4.484089978,4.190974599,3.920659273,3.878719075,3.531327922,2.871587968,1.602878232,0.101039948,0.014950127,0.00369118,0.020213504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.254998002,6.254998002,6.369458376,6.510376333,6.521502894,6.521502894,6.45174395,6.262587325,5.942432162,5.45,5.310602602,5.352803004,5.352803004,5.323532662,5.036119538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0007,4.797855256,6.440556582,7.48612695,4.39805602,4.750623094,4.791519786,4.791519786,4.694490214,4.315956472,3.94064691,3.693446238,3.21459362,2.687907804,1.684798538,0.522670261,0.001219343,0.004376269,0.024092091,0.008899929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.15,6.15,6.307535176,6.365532185,6.427480066,6.427480066,6.427480066,6.258594091,5.805385431,5.326584271,4.523549491,4.744733923,4.787744772,4.787744772,4.744733923,4.479397281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0008,4.797511348,6.431928953,7.50985079,4.357120995,4.721492929,4.790033809,4.790033809,4.701967404,4.314391094,3.924442636,3.690148947,3.199523724,2.685262985,1.705504735,0.530330086,0.010952001,0.009119945,0.018734219,0.01300298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.148577071,6.136163296,6.33245608,6.367495583,6.415995636,6.415995636,6.415995636,6.257994887,5.805385431,5.344623467,4.535416188,4.735240226,4.781736086,4.781736086,4.735240226,4.473533279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0009,4.784405965,6.542435055,6.65943996,4.25627121,4.546879422,4.553255543,4.370510287,4.143675614,4.051095296,4.515191926,4.154927349,3.694890839,3.075085029,1.958962578,0.017815112,0.026761873,0.009365505,0.02153359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.005206075,6.280127387,6.460069659,6.531653696,6.531653696,6.531653696,6.373578273,6.267774725,5.934012133,5.821511831,5.826019224,5.826019224,5.714017851,5.48292805,4.788527958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19_cs,CONF_0010,4.79881505,6.547411068,6.63456051,4.265959178,4.515641388,4.554868529,4.347526386,4.122339741,4.048167578,4.544539969,4.160882647,3.710989075,3.08784449,1.94112574,0.024563916,0.030796848,0.015927906,0.024394979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.987695717,6.289077834,6.464711904,6.536818798,6.536818798,6.532419154,6.357082664,6.269968102,5.93506529,5.863872441,5.863872441,5.863872441,5.716861027,5.502726597,4.208622102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0001,5.786486705,8.156071753,8.56555441,4.69155187,4.517445019,4.378937331,4.038995252,3.805200645,3.682717992,4.11883681,3.758231903,3.84142726,3.795897673,2.506616392,1.53976919,1.382391441,0.928295171,0.005948555,0.017638033,0.023560749,0.030573843,0.027507406,0.0,0.0,0.0,0.0,0.0,0,8.10246876,8.098456643,8.084089312,7.892559788,7.761604216,7.7014609,7.349319696,7.008744538,7.008744538,6.811754546,6.119027701,6.119027701,6.119027701,5.980175583,5.620053381,4.341946568,4.314220671,4.063557555,2.728094573,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0004,5.290577981,8.120099579,9.05144694,4.625588309,5.227090543,4.959906069,4.739139571,4.16564508,3.601929468,3.591643302,3.247326518,3.11795985,3.020713694,2.709459811,1.526203179,1.309454599,1.138237047,1.05,1.05,1.004988197,0.828000292,0.470748958,0.003108891,0.0,0.0,0.0,0.0,0,8.085944595,8.042698552,8.042698552,7.891767863,7.891767863,7.827675262,7.460730527,7.258443359,7.192530848,6.919898843,6.47340714,6.150812954,5.60022321,4.713013898,4.705581792,4.590479278,4.341946568,3.644859394,2.40208243,1.500833102,0.0,0.0,0.0,0.0,0
1_cs,CONF_0006,4.653139577,8.33063014,8.94450266,4.364640634,4.376220719,4.244357503,3.799689534,3.478460969,3.291936779,3.121691152,3.014394231,3.008177566,2.75,2.56988007,1.954269546,1.872513985,1.773557159,1.407506881,1.449568901,1.44745198,1.081566121,0.760729239,0.0,0.0,0.0,0.0,0.0,0,8.321207845,8.321207845,8.210054811,7.695615635,7.337744885,7.3,7.295546587,7.131795005,6.890936076,6.890936076,6.731456009,6.233979467,5.762377981,3.780542289,3.763641853,3.565459297,2.943637206,2.451530134,2.186892773,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0009,5.372669648,8.296512533,8.13105216,4.630006844,4.819189101,4.605727741,4.366980229,3.919287106,3.960197307,4.06426437,3.421140545,3.386410909,3.196959148,2.931301454,1.877427356,1.374148084,0.772073478,0.016719052,0.015431374,0.018050311,0.011381615,0.0,0.0,0.0,0.0,0.0,0.0,0,8.280247581,8.212338278,7.97260936,7.983107165,7.983107165,7.923698631,7.570997292,7.270660218,7.231355336,6.95593272,6.428841264,6.12147858,5.724508713,4.940647731,4.940647731,4.841745553,4.360045871,3.667424164,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0012,5.33858332,8.230235987,7.42181346,5.096630715,5.087658774,4.986929488,4.693784696,4.203256512,4.291823121,4.092869996,3.852114115,3.814031621,3.672647396,3.651645318,3.47259529,2.892244375,2.529362585,0.01193877,0.000833025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.219793185,8.214164595,8.016389462,7.571327493,7.11758386,7.110731327,7.246550904,7.246550904,7.246550904,7.130568,7.130568,6.950719387,6.474758683,5.412254613,4.614108798,3.987793876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0015,5.387165882,8.278324071,7.43158891,4.416922292,5.155955708,5.001061975,4.897709793,4.64965506,4.430548559,4.184026588,3.594705581,3.62516186,3.515900766,3.502411149,3.329745337,1.177756814,0.604266883,0.001476219,0.015695245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.270731528,8.260296605,8.096449839,7.795030468,7.793105928,7.715082631,7.548012984,7.472616677,7.074072377,6.862215386,6.828067076,6.543126164,6.350787353,5.550900828,4.585302607,3.407711842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0016,5.452733865,8.30134421,7.88405251,4.342959903,4.528733364,4.574872673,4.407717926,4.195217685,4.197882394,3.857060611,3.627086697,3.381200396,3.043500354,2.887300346,1.879488636,1.45,0.380720819,0.075823841,0.026169551,0.01655006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.29231572,8.20624762,8.09706737,8.09706737,7.907591289,7.582380893,7.383258088,7.366987173,7.134423593,6.436808215,6.39413794,6.092002955,5.614267539,5.339007398,5.3,5.008492787,4.440720662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0021,5.469462035,8.293585329,7.55045763,4.827503237,5.251610175,5.131547179,4.947021463,4.649131061,4.387208543,4.248720203,3.545641555,3.548536191,3.458505319,3.452425498,3.287848127,2.785716545,0.0037317,2.22e-16,0.006898966,0.001353024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.280247581,8.280247581,8.217359673,7.853184068,7.644769454,7.356119901,7.356119901,7.356119901,7.170251042,7.055671478,6.882223478,6.688796603,6.285896913,4.541200282,4.453369511,4.05030863,2.261083811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0022,5.449403335,8.112439355,8.61302965,5.424954693,5.438211771,5.248094198,4.977194525,4.496779667,3.635952925,3.093181484,3.047992108,2.719890169,2.126331436,1.79536275,1.123059833,0.944367717,0.34832063,0.34832063,0.34832063,0.266896528,0.004036258,0.009119945,0.0,0.0,0.0,0.0,0.0,0,8.062257748,8.098302291,8.098302291,8.065977932,7.849203781,7.640844194,7.615773106,7.443117626,7.050709184,6.88839604,6.242195127,5.189412298,5.168413683,4.952272206,4.138236339,3.551408171,3.541539213,3.330540497,2.256102835,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0024,5.3819846,8.184024777,7.28714824,3.615832812,4.74938753,4.984029802,4.855834558,4.487220815,4.3,3.933067852,3.924442636,3.914841789,3.735865114,3.58993464,3.502583871,3.149925614,0.887694509,0.6402388,0.008249357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.172209004,8.161648118,8.069231686,7.816968722,7.816968722,7.652613933,7.446643539,7.446643539,7.324616031,6.76701559,6.389053138,6.395701682,6.395701682,6.318623268,5.889821729,5.032891813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0025,5.613055505,8.212843518,8.7197149,4.240279847,4.242640687,4.721213658,4.426660471,4.194450148,3.808345522,3.936311632,4.034574035,3.319717312,2.858288486,2.636147947,1.609807621,1.40312693,0.498861609,0.003850843,0.003850843,0.002442882,0.010972746,0.01997846,0.0,0.0,0.0,0.0,0.0,0,8.189169677,8.036168241,8.095677859,8.095677859,8.065358021,7.811849973,7.487656509,7.025667228,6.415800807,6.290071542,6.290071542,6.170291727,5.861953599,5.814851675,5.479507277,4.460100896,4.074616546,3.916950344,3.238054972,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0026,5.403841202,8.23089992,7.6533322,4.329679721,4.310132804,4.355368518,4.317093957,4.47307371,4.663644072,4.406858026,3.676865691,3.694140048,2.93135031,2.772889586,2.084845614,1.428321895,0.35,0.021834109,0.011316464,0.052146997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.225721853,8.090271936,8.099691352,8.099691352,8.023091673,7.620531478,7.433034374,7.378346698,7.030824987,6.600189391,6.408002809,6.05743345,5.737813172,5.634048278,5.464659184,4.907647094,4.393176527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1_cs,CONF_0036,5.817741588,7.9957358,8.43494909,5.716865538,5.718381887,5.700006106,5.470863614,5.225259775,4.240277787,3.262007295,3.048629709,2.34165508,2.051221872,1.63056837,0.990840947,0.800998813,0.001900905,0.001900905,0.001900905,0.007373564,0.024710663,0.0,0.0,0.0,0.0,0.0,0.0,0,7.965236971,7.983263744,7.983263744,7.952515325,7.791180912,7.791180912,7.681959385,7.18905418,7.169379332,6.926940161,5.420332093,5.420332093,5.283937925,4.665029475,3.95126562,3.95126562,3.865876356,3.505709629,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0001,4.797668919,6.441931518,7.46888736,4.417699702,4.750864604,4.791753286,4.791753286,4.715148842,4.320726975,3.936969795,3.693981252,3.205987016,2.682536477,1.708669583,0.515893772,0.0012439,0.012285988,0.014787818,0.009722391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.146543744,6.146543744,6.314467515,6.357082664,6.434671709,6.434671709,6.434671709,6.257994887,5.798706752,5.323532662,4.540099118,4.769171836,4.794006675,4.794006675,4.750789408,4.484696199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0002,4.840211406,6.528709671,6.96797031,4.239919355,4.690888533,4.724833511,4.695444248,4.484984946,4.18507562,3.910604431,3.883202057,3.548536191,2.888459795,1.601039734,0.092551863,0.009356819,0.035220048,0.017267611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.251399843,6.251399843,6.369458376,6.502499519,6.520927848,6.520927848,6.462391198,6.278733949,5.947478457,5.452063829,5.320009398,5.360270516,5.360270516,5.328461316,5.044055908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0003,4.844204207,6.531492707,6.96582182,4.218225221,4.67522841,4.700685323,4.690232477,4.479782796,4.17472378,3.913700618,3.885568875,3.524818753,2.833222503,1.612538282,0.08074436,0.005708353,0.028119907,0.008890633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.250199997,6.250199997,6.360031446,6.501730539,6.519202405,6.519202405,6.454843143,6.269968102,5.955039882,5.45550181,5.331041174,5.364000373,5.364000373,5.325645501,5.04033729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0004,4.70915858,6.341666522,7.74017706,4.032432771,4.447646824,4.701003291,4.589726851,4.170071598,4.056916503,4.024900661,3.758080264,3.465089804,3.311474878,1.465678007,0.747780816,0.293696803,0.007584918,0.006505659,0.00572505,0.040177079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.192132105,6.192132105,6.030961781,6.269968102,6.337586291,6.337586291,6.329494451,6.17170965,5.697587209,5.076662289,4.398295124,4.231430018,4.404543109,4.426341605,4.426341605,4.327817002,3.911521443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0005,4.802537466,6.432468217,7.50695374,4.367020338,4.730746731,4.780989983,4.780989983,4.71383886,4.300330698,3.927923526,3.6843489,3.214522385,2.688363073,1.709068109,0.529359986,5.51e-17,0.017618671,0.001788191,0.037351395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.148373769,6.143695956,6.332850859,6.357082664,6.423589339,6.423589339,6.423589339,6.259792329,5.794178113,5.344623467,4.536794022,4.742362281,4.767074575,4.767074575,4.742362281,4.478001787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0006,4.843975046,6.52957262,6.97081435,4.241858429,4.683474812,4.714789001,4.689037097,4.480127019,4.176570396,3.906515611,3.879564431,3.543134732,2.915235491,1.596839108,0.084857034,0.002765273,0.011654273,0.006556367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.253199181,6.253199181,6.357082664,6.493458247,6.527633568,6.527633568,6.443795465,6.259792329,5.953360396,5.451834554,5.315072906,5.352803004,5.352803004,5.325645501,5.044799302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0007,4.793297145,6.434888188,7.49552919,4.37235344,4.741904832,4.78735678,4.78735678,4.711964783,4.32303151,3.935646109,3.685107585,3.200851222,2.665923152,1.68337311,0.528321673,0.004908155,0.003174568,0.015673326,0.012435565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.146543744,6.146543744,6.320007911,6.360031446,6.427480066,6.427480066,6.427480066,6.257994887,5.804524098,5.3303377,4.531004304,4.75394573,4.780167361,4.780167361,4.75394573,4.477722635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0008,4.806059398,6.437070671,7.49318271,4.383332436,4.742334278,4.794810845,4.794810845,4.711895217,4.308297417,3.951172231,3.682711475,3.211695939,2.688512617,1.702593474,0.528497573,0.001703034,0.018764825,0.007268558,0.009018469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.140032573,6.134533397,6.331271594,6.356099433,6.43292313,6.43292313,6.428063472,6.245198155,5.805170109,5.344389582,4.526035793,4.74605099,4.778336531,4.778336531,4.74605099,4.474930167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0009,4.794330352,6.433917716,7.50637862,4.375070942,4.744202813,4.792639643,4.792639643,4.708772586,4.320827792,3.940110644,3.695068267,3.196994363,2.666661816,1.702593474,0.540068314,0.014792046,0.014317133,0.028554326,0.005008609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.140032573,6.140032573,6.331271594,6.356099433,6.428063472,6.428063472,6.428063472,6.245198155,5.805170109,5.344389582,4.527692569,4.736296021,4.778336531,4.778336531,4.74605099,4.470178967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0010,4.797430931,6.437887593,7.49174976,4.386825749,4.741946325,4.790427287,4.790427287,4.708049891,4.314136425,3.9430691,3.684197805,3.201861884,2.691287333,1.687001413,0.532144536,0.005361238,0.001966438,0.011576994,0.017345262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.151828996,6.110032733,6.313477647,6.357082664,6.412487817,6.412487817,6.409563168,6.257195858,5.805385431,5.33970973,4.523549491,4.738143096,4.767598976,4.767598976,4.744733923,4.468780594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0011,4.790813991,6.541151312,6.66381281,4.272883992,4.522241982,4.575599286,4.379730935,4.136896189,4.04663462,4.534241616,4.160967196,3.722323457,3.07088506,1.954904281,0.010974411,0.019246716,0.014893378,0.013933262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.012694903,6.279530237,6.454843143,6.540068807,6.540068807,6.53012251,6.370635761,6.262587325,5.942432162,5.835451996,5.835451996,5.835451996,5.711610981,5.491812087,4.805205511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20_cs,CONF_0012,4.784033938,6.545747291,6.65093785,4.272883992,4.553588888,4.56325773,4.37025868,4.148861877,4.045018139,4.534241616,4.161075538,3.709352566,3.088803457,1.937796101,0.010974411,0.024179244,0.023354397,0.02950536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.012694903,6.279530237,6.454843143,6.540068807,6.540068807,6.540068807,6.370635761,6.270964838,5.942432162,5.852349955,5.852349955,5.852349955,5.724508713,5.501136246,4.736296021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21_cs,CONF_0001,5.883118811,7.936222544,5.27752451,5.088269948,5.447739499,5.740030661,5.872923266,5.872923266,5.872923266,5.736977098,5.116244147,3.086372625,1.738314751,1.37548937,0.305481531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.518809746,7.874801585,7.924802837,7.924802837,7.907117047,7.720103626,7.716540676,7.543374576,6.841235269,6.83703152,6.64398224,1.952562419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21_cs,CONF_0003,5.798308032,7.985171224,5.29855863,4.979663119,5.438022791,5.642909167,5.731262213,5.785002223,5.785002223,5.716721887,5.281088913,3.716667401,1.703419387,1.314144048,0.417243223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.433034374,7.873531609,7.983263744,7.983263744,7.964923101,7.805927235,7.766112284,7.531600096,7.101056259,6.870589494,6.672705598,1.960229578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22_cs,CONF_0001,5.889193362,7.934430585,5.277974,5.112177826,5.471985448,5.749261314,5.879165125,5.879165125,5.879165125,5.742562584,5.123076211,3.074038106,1.727146997,1.365544457,0.329422863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.4969994,7.866701977,7.924645102,7.924645102,7.915964881,7.73450063,7.720103626,7.534255106,6.852919086,6.834654344,6.650751837,1.952562419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22_cs,CONF_0003,5.791758313,7.985485731,5.29489957,4.982646072,5.371917549,5.629191667,5.693007067,5.756692247,5.778610804,5.70815822,5.29559429,3.728104251,1.719758359,1.336121593,0.390192379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.48465096,7.90474541,7.976998182,7.976998182,7.97057087,7.773351915,7.740316531,7.534255106,7.106335202,6.852919086,6.662769694,1.96468827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22_cs,CONF_0004,5.808620362,7.896710107,5.30644838,4.90860643,5.428149334,5.695451291,5.718150816,5.805501356,5.771032262,5.674261314,5.275150573,4.369961606,1.75,1.466204499,0.684164628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.366138744,7.61725016,7.864000254,7.884795495,7.884795495,7.836612789,7.685375723,7.227897343,7.021573898,6.918092223,6.409563168,1.947434209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23_cs,CONF_0001,5.431190026,8.071991679,7.60323067,5.062987139,5.129172017,5.337010936,5.237918124,5.134030119,4.979534776,4.723350969,3.952964667,2.68213637,2.74788932,2.854479878,2.13495768,0.535866355,0.475060887,0.236186794,0.010806238,0.015729168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.938671173,8.069231686,8.069231686,8.062257748,7.926064597,7.608054942,7.514153312,7.38241153,7.158910532,6.797425983,6.474758683,4.92061988,3.073271872,3.010813843,3.010813843,2.857008925,2.170829335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23_cs,CONF_0002,5.438079192,8.117039237,7.48463492,4.760639723,5.203472993,5.409528344,5.409528344,5.406040521,5.311903392,4.8,3.936562117,2.818642777,3.071521614,3.16220503,3.16220503,1.529482487,0.119634676,0.005076274,0.01008686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.990775932,8.099382693,8.114493207,8.114493207,8.045495634,7.669745758,7.314540314,7.213355668,7.158910532,6.890029028,6.481705023,6.133718285,4.744733923,3.301893396,3.286715686,3.064718584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23_cs,CONF_0003,5.774626346,7.958163252,7.71336333,5.194673758,5.401162215,5.456062635,5.709469097,5.760452927,5.760452927,5.751737353,5.450953826,4.140846498,2.166091247,1.694740304,1.153729843,1.065919292,1.033644994,0.839967038,0.387205762,0.004878306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.75403121,7.93426115,7.935048834,7.935048834,7.860343504,7.71038261,7.690416114,7.490327096,7.156116265,6.914658343,6.264982043,3.468789414,2.816025568,2.593260496,2.554407955,2.470323865,2.040220576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23_cs,CONF_0004,4.951792611,8.196777296,7.13287785,4.865661241,4.942750555,4.916527157,4.767900714,4.547961329,4.033059437,3.39709235,3.288451065,3.651101478,3.612982305,3.449440777,3.099650992,2.372701864,0.643687623,0.017232684,2.22e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.070006196,8.181228514,8.181228514,8.181228514,8.050465825,7.591113225,7.322738559,7.04006392,7.010349492,6.76701559,6.413462403,5.567988865,5.458250636,5.00924146,3.860051813,3.286715686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23_cs,CONF_0005,5.446354253,8.112451952,7.48553334,4.736440274,5.200481462,5.411766346,5.437407696,5.433919872,5.301575662,4.796911004,3.910882027,2.822130601,3.075009437,3.162285945,3.162285945,0.218000599,0.147555128,0.01552912,0.004541425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.992496481,8.098302291,8.10246876,8.10246876,8.03196738,7.651307078,7.316078184,7.215434845,7.169553682,6.892205743,6.476495966,6.157312726,3.328663395,3.297347419,3.27184963,3.061045573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
