Ligand,Conformer,def2-SVP,def2-TZVP-GAS,def2-TZVP-COSMO,G(toluene),G(MeOH),G(dmf),G(water),G(MeCN),c.p.,Edisp,E6,E8
58_cs,CONF_0003,-2330.095483,-2331.936708,-2331.992373,-44.21637709,-39.82049349,-42.03329011,-25.68678239,-36.74279809,485.183,-90.4291,-39.0833,-51.3458
58_cs,CONF_0004,-2330.095943,-2331.937008,-2331.992944,-44.34666547,-39.95336741,-42.26692712,-25.72729445,-36.98936168,485.956,-90.1003,-38.7523,-51.348
58_cs,CONF_0010,-2330.091041,-2331.932568,-2331.988536,-44.47763325,-40.06864939,-42.41337292,-25.68292741,-37.02432743,485.469,-89.269,-38.3108,-50.9583
58_cs,CONF_0011,-2330.095897,-2331.936944,-2331.992878,-44.34185073,-39.95780702,-42.26743903,-25.75664594,-36.99407681,485.795,-90.1527,-38.7841,-51.3686
58_cs,CONF_0012,-2330.090042,-2331.931162,-2331.987152,-44.308387,-39.96913648,-42.335709,-25.68173717,-36.92294186,485.954,-89.619,-38.285,-51.334
58_cs,CONF_0013,-2330.095876,-2331.936922,-2331.99286,-44.33701277,-39.94439155,-42.25634674,-25.72424685,-36.98135827,485.655,-90.0898,-38.755,-51.3349
58_cs,CONF_0015,-2330.09006,-2331.930982,-2331.986237,-43.76686306,-39.49276341,-41.79484631,-25.4124498,-36.43958867,485.46,-89.7119,-38.4819,-51.23
58_cs,CONF_0017,-2330.095894,-2331.936967,-2331.992905,-44.36329776,-39.96609459,-42.27891894,-25.73604775,-37.00341351,485.784,-90.0787,-38.747,-51.3318
58_cs,CONF_0022,-2330.09571,-2331.936762,-2331.992707,-44.37416676,-39.97390086,-42.28402462,-25.74303963,-37.00889433,485.143,-90.1124,-38.7635,-51.349
58_cs,CONF_0023,-2330.095545,-2331.936765,-2331.992381,-44.18119497,-39.7951384,-41.9987632,-25.68382667,-36.71865004,485.472,-90.4046,-39.0794,-51.3252
58_cs,CONF_0024,-2330.09566,-2331.936912,-2331.992573,-44.31762382,-39.82198401,-41.99435995,-25.61202888,-36.70094811,485.983,-90.3541,-39.036,-51.3181
58_cs,CONF_0025,-2330.095785,-2331.936838,-2331.992781,-44.36325775,-39.96731012,-42.2803651,-25.7373517,-37.003986,485.668,-90.0631,-38.7424,-51.3207
58_cs,CONF_0026,-2330.095573,-2331.936813,-2331.992479,-44.24633909,-39.83669758,-42.05019224,-25.67143694,-36.75237533,485.638,-90.3656,-39.0496,-51.3159
58_cs,CONF_0027,-2330.095342,-2331.936841,-2331.9927,-44.19505504,-39.87162976,-42.12657884,-25.73487762,-36.74915464,485.37,-89.7924,-38.7439,-51.0485
58_cs,CONF_0030,-2330.093888,-2331.935088,-2331.99106,-44.48786341,-39.99362117,-42.27504346,-25.71046686,-37.06084426,485.415,-89.6733,-38.6842,-50.9891
58_cs,CONF_0034,-2330.092473,-2331.933736,-2331.989517,-44.52555973,-39.98178604,-42.25720547,-25.56540909,-36.94831454,485.854,-89.1784,-38.2435,-50.9349
58_cs,CONF_0036,-2330.095693,-2331.936924,-2331.992579,-44.21499532,-39.80253604,-42.01048261,-25.64932083,-36.71881287,485.902,-90.3757,-39.0546,-51.3212
58_cs,CONF_0037,-2330.093792,-2331.934987,-2331.99096,-44.56425865,-40.05964686,-42.35369839,-25.71866342,-37.11882132,484.961,-89.6276,-38.6615,-50.9661
58_cs,CONF_0038,-2330.095914,-2331.93699,-2331.992939,-44.33589167,-39.94771076,-42.25864185,-25.73353903,-36.98391074,485.778,-90.1139,-38.765,-51.3489
58_cs,CONF_0046,-2330.095604,-2331.936826,-2331.992443,-44.1899767,-39.8008501,-42.00592564,-25.69207542,-36.73128152,485.817,-90.4059,-39.0789,-51.327
58_cs,CONF_0052,-2330.095669,-2331.936887,-2331.992557,-44.19987629,-39.79730442,-42.00524821,-25.67098911,-36.72017114,485.947,-90.4051,-39.0739,-51.3313
58_cs,CONF_0053,-2330.089987,-2331.930885,-2331.986142,-43.76860073,-39.49376763,-41.79261172,-25.41464063,-36.44043554,485.306,-89.6878,-38.4815,-51.2062
58_cs,CONF_0055,-2330.095604,-2331.936812,-2331.992468,-44.19590501,-39.80121301,-42.00951535,-25.68315353,-36.72532991,485.699,-90.4244,-39.0859,-51.3385
58_cs,CONF_0056,-2330.090108,-2331.931005,-2331.986307,-44.01658934,-39.66505225,-41.98960982,-25.38239116,-36.60649424,485.438,-89.665,-38.4656,-51.1994
59_cs,CONF_0001,-2706.229207,-2708.449152,-2708.507686,-51.31392117,-47.11084511,-50.11207726,-32.16227709,-45.16404567,473.726,-95.8008,-44.1657,-51.6351
59_cs,CONF_0002,-2706.224932,-2708.44603,-2708.506778,-51.96588323,-48.12320188,-51.36939869,-33.23860714,-46.17701085,473.556,-92.6043,-42.7744,-49.8299
59_cs,CONF_0003,-2706.224923,-2708.446039,-2708.506776,-51.80311805,-48.02636712,-51.25117599,-33.32399545,-46.09712,474.143,-92.5496,-42.789,-49.7605
59_cs,CONF_0004,-2706.22595,-2708.446788,-2708.508004,-52.03739132,-48.32136089,-51.51882562,-33.71980553,-46.37190605,473.22,-93.6688,-43.4039,-50.2649
59_cs,CONF_0005,-2706.225951,-2708.446791,-2708.507993,-52.04489792,-48.32156121,-51.51379087,-33.71787733,-46.36726404,473.125,-93.6759,-43.4018,-50.2741
59_cs,CONF_0006,-2706.226839,-2708.446941,-2708.507642,-51.74861739,-48.02485849,-51.31602429,-33.34693119,-46.27458243,474.655,-94.8853,-43.6874,-51.1978
59_cs,CONF_0007,-2706.226663,-2708.447337,-2708.508298,-52.07119599,-48.2791591,-51.52604651,-33.50053396,-46.43025457,473.144,-93.3905,-43.253,-50.1375
59_cs,CONF_0008,-2706.227918,-2708.448435,-2708.50856,-51.66897134,-47.80362,-51.07484069,-32.94840952,-46.06730047,473.847,-94.5378,-43.4103,-51.1275
59_cs,CONF_0009,-2706.222699,-2708.443485,-2708.502291,-51.30802674,-47.16016002,-50.22815651,-32.26184089,-45.37191633,473.628,-94.8361,-43.6887,-51.1474
59_cs,CONF_0010,-2706.226665,-2708.447342,-2708.508269,-52.01506584,-48.23554895,-51.47930128,-33.4803583,-46.38000158,473.183,-93.3815,-43.2405,-50.141
59_cs,CONF_0011,-2706.226063,-2708.446284,-2708.506252,-51.63170145,-47.68091236,-50.86578745,-32.93161477,-45.94857411,473.465,-94.8522,-43.5891,-51.2631
59_cs,CONF_0012,-2706.222319,-2708.442951,-2708.50279,-51.84508159,-47.86888337,-51.13203539,-32.74072882,-45.99900177,473.778,-92.7261,-42.4018,-50.3243
59_cs,CONF_0013,-2706.227898,-2708.448416,-2708.508545,-51.66673778,-47.80674751,-51.0784343,-32.96043555,-46.07210156,473.748,-94.5418,-43.4128,-51.129
59_cs,CONF_0014,-2706.222874,-2708.443339,-2708.503395,-51.71766358,-47.79692269,-50.99119676,-32.96274773,-45.98205504,473.139,-93.9812,-43.552,-50.4292
59_cs,CONF_0015,-2706.227292,-2708.44721,-2708.507263,-51.77376462,-47.83486274,-51.07987506,-32.94713996,-46.11092148,473.886,-95.157,-43.6235,-51.5335
59_cs,CONF_0016,-2706.226082,-2708.446311,-2708.506235,-51.60480757,-47.6471007,-50.82425545,-32.89779965,-45.90788143,473.452,-94.8668,-43.591,-51.2758
59_cs,CONF_0017,-2706.223549,-2708.443799,-2708.501628,-51.0285851,-46.69478559,-49.59846423,-31.81893658,-44.83785825,473.495,-96.0662,-44.0975,-51.9687
59_cs,CONF_0020,-2706.222504,-2708.443532,-2708.504316,-51.99823053,-48.12627343,-51.37490528,-33.26983701,-46.28368013,473.627,-93.5306,-43.0912,-50.4394
59_cs,CONF_0022,-2706.226082,-2708.446311,-2708.506293,-51.62132767,-47.67126446,-50.85293593,-32.93005467,-45.93997615,473.496,-94.8463,-43.5951,-51.2512
59_cs,CONF_0024,-2706.223545,-2708.443795,-2708.501623,-51.03038593,-46.6986054,-49.60171976,-31.82436745,-44.84020913,473.489,-96.065,-44.099,-51.966
59_cs,CONF_0025,-2706.222877,-2708.443348,-2708.503453,-51.85345969,-47.90509657,-51.09700613,-33.00713493,-46.06912181,473.243,-93.9645,-43.5433,-50.4211
59_cs,CONF_0027,-2706.226818,-2708.446959,-2708.507759,-51.93439284,-48.12774542,-51.38190856,-33.39106956,-46.34284864,474.323,-94.8233,-43.6647,-51.1587
59_cs,CONF_0028,-2706.223192,-2708.443673,-2708.503314,-51.84828062,-47.7480353,-50.94453649,-32.66284602,-45.99338209,473.46,-94.3912,-43.0688,-51.3224
59_cs,CONF_0029,-2706.225668,-2708.445276,-2708.504187,-51.55474989,-47.40124325,-50.41935535,-32.47335163,-45.46127598,473.993,-96.7566,-44.1704,-52.5862
59_cs,CONF_0031,-2706.226069,-2708.446301,-2708.506265,-51.61259386,-47.66742667,-50.85322469,-32.92193998,-45.93705218,473.446,-94.848,-43.5915,-51.2565
59_cs,CONF_0034,-2706.227336,-2708.447244,-2708.507296,-51.75886862,-47.82056386,-51.06599364,-32.93419526,-46.09777246,473.93,-95.1551,-43.6266,-51.5284
59_cs,CONF_0035,-2706.223561,-2708.443806,-2708.501637,-51.04269147,-46.71021556,-49.6155304,-31.83487681,-44.85396939,473.509,-96.0759,-44.1001,-51.9758
59_cs,CONF_0036,-2706.223222,-2708.443703,-2708.50334,-51.86610677,-47.76365651,-50.95852067,-32.6743696,-46.00595653,473.619,-94.3861,-43.068,-51.3181
59_cs,CONF_0037,-2706.226068,-2708.446302,-2708.506175,-51.51555083,-47.59967294,-50.80058136,-32.87832916,-45.88701285,473.596,-94.8757,-43.5962,-51.2795
59_cs,CONF_0039,-2706.222838,-2708.44331,-2708.503387,-51.74517387,-47.83417567,-51.03158746,-32.99838671,-46.0206039,472.985,-93.9789,-43.5699,-50.409
59_cs,CONF_0041,-2706.22607,-2708.446294,-2708.506157,-51.51536613,-47.59439665,-50.79170807,-32.86564575,-45.87403229,473.608,-94.9032,-43.6085,-51.2947
59_cs,CONF_0045,-2706.222374,-2708.443016,-2708.502855,-51.85601135,-47.87484891,-51.13917939,-32.73611745,-46.00639963,473.833,-92.7197,-42.402,-50.3177
5_cs,CONF_0002,-3349.349391,-3352.254903,-3352.323226,-58.01822838,-55.30342513,-58.43113535,-40.91436102,-53.17915884,544.606,-124.6711,-57.2031,-67.468
5_cs,CONF_0004,-3349.349461,-3352.254972,-3352.323319,-58.08336799,-55.35655005,-58.51098901,-40.91885737,-53.24374469,544.748,-124.6787,-57.2043,-67.4745
5_cs,CONF_0006,-3349.349155,-3352.255288,-3352.323233,-57.56172892,-55.69672444,-59.1210973,-40.49852232,-53.01290918,543.878,-124.1435,-56.8521,-67.2915
5_cs,CONF_0011,-3349.362286,-3352.267773,-3352.32899,-54.89632685,-51.23320517,-54.35243557,-35.9558544,-48.96428718,544.343,-124.8162,-56.8586,-67.9576
5_cs,CONF_0013,-3349.351157,-3352.257126,-3352.325376,-57.71156327,-56.1341309,-59.12912255,-41.17589577,-53.21594285,544.25,-125.5002,-57.7066,-67.7936
5_cs,CONF_0014,-3349.357395,-3352.26193,-3352.324078,-56.04300492,-52.68737052,-56.00154227,-36.63469753,-50.20823748,544.696,-121.6629,-55.5987,-66.0642
5_cs,CONF_0024,-3349.360595,-3352.263811,-3352.325687,-55.78166485,-52.50712261,-55.8935901,-36.36957449,-49.91941501,544.807,-123.4581,-56.4091,-67.049
5_cs,CONF_0041,-3349.353483,-3352.259435,-3352.324625,-56.32523903,-53.16262798,-55.88946161,-38.78380304,-50.78479381,544.207,-125.8706,-57.7334,-68.1372
5_cs,CONF_0042,-3349.358168,-3352.261211,-3352.3225,-55.73199618,-52.07367799,-55.24372734,-36.00530869,-49.51718089,545.0,-124.0361,-56.332,-67.7041
60_cs,CONF_0001,-2706.229198,-2708.449132,-2708.507665,-51.31536388,-47.11217642,-50.11133017,-32.16919506,-45.1667934,473.699,-95.8645,-44.1956,-51.6689
60_cs,CONF_0002,-2706.224818,-2708.445925,-2708.506693,-51.97612517,-48.14374691,-51.40123884,-33.24686529,-46.20014008,473.027,-92.5401,-42.7519,-49.7883
60_cs,CONF_0003,-2706.224851,-2708.445961,-2708.506752,-51.86482871,-48.07596731,-51.33408445,-33.27578056,-46.14867883,472.944,-92.5417,-42.7737,-49.768
60_cs,CONF_0004,-2706.225931,-2708.4468,-2708.507987,-52.02828848,-48.31497692,-51.51139606,-33.719677,-46.3625598,473.361,-93.6469,-43.3821,-50.2648
60_cs,CONF_0005,-2706.225938,-2708.44678,-2708.507911,-51.97260896,-48.25956072,-51.45092313,-33.67278132,-46.29956528,473.496,-93.7189,-43.4037,-50.3152
60_cs,CONF_0006,-2706.226823,-2708.446956,-2708.507769,-51.99188361,-48.17989844,-51.42602456,-33.42624116,-46.38153033,473.475,-94.916,-43.7182,-51.1978
60_cs,CONF_0007,-2706.226557,-2708.447237,-2708.508159,-51.9093455,-48.21482834,-51.50273704,-33.4813039,-46.3686725,472.976,-93.3454,-43.2434,-50.102
60_cs,CONF_0008,-2706.22781,-2708.448346,-2708.508448,-51.68576398,-47.81215274,-51.0810623,-32.94337603,-46.0717305,473.457,-94.5274,-43.4013,-51.1261
60_cs,CONF_0009,-2706.227199,-2708.448205,-2708.506972,-50.93461328,-47.05610252,-50.27487251,-32.22776351,-45.28112849,473.449,-94.0492,-43.3521,-50.697
60_cs,CONF_0010,-2706.226521,-2708.44723,-2708.508158,-52.01832307,-48.22156465,-51.46226958,-33.44742716,-46.36510237,472.892,-93.3073,-43.2126,-50.0947
60_cs,CONF_0011,-2706.226097,-2708.446321,-2708.506256,-51.61149257,-47.6476721,-50.82355916,-32.89324011,-45.90789356,473.426,-94.9069,-43.5994,-51.3075
60_cs,CONF_0012,-2706.222302,-2708.442913,-2708.502767,-51.83248064,-47.86088763,-51.11975351,-32.76159395,-46.00555211,473.6,-92.7759,-42.4476,-50.3283
60_cs,CONF_0013,-2706.227811,-2708.44834,-2708.50845,-51.64491651,-47.77840098,-51.04421113,-32.92975586,-46.03330702,473.462,-94.5327,-43.4103,-51.1224
60_cs,CONF_0014,-2706.222824,-2708.44329,-2708.503356,-51.71787186,-47.80222464,-51.00051054,-32.96964991,-45.99189302,472.926,-93.9563,-43.5469,-50.4094
60_cs,CONF_0015,-2706.222303,-2708.442911,-2708.502752,-51.83839491,-47.87195733,-51.13125681,-32.76381783,-46.00187801,473.63,-92.7823,-42.4419,-50.3404
60_cs,CONF_0016,-2706.227355,-2708.447273,-2708.507408,-51.87696846,-47.88555849,-51.09915878,-32.9648868,-46.12149909,474.033,-95.1976,-43.6323,-51.5653
60_cs,CONF_0017,-2706.226111,-2708.446318,-2708.506291,-51.6216271,-47.66768284,-50.84828933,-32.92108868,-45.93306235,473.544,-94.9194,-43.6192,-51.3002
60_cs,CONF_0018,-2706.223569,-2708.443813,-2708.501644,-51.03721255,-46.70016595,-49.59885606,-31.83155288,-44.84171775,473.389,-96.1169,-44.1169,-52.0001
60_cs,CONF_0021,-2706.222478,-2708.443481,-2708.504251,-52.00506347,-48.12960802,-51.37085058,-33.28238774,-46.28469538,473.303,-93.5175,-43.0868,-50.4307
60_cs,CONF_0025,-2706.223564,-2708.443812,-2708.501664,-51.06743257,-46.73770363,-49.63952972,-31.87398009,-44.88007491,473.359,-96.0739,-44.1011,-51.9728
60_cs,CONF_0027,-2706.226785,-2708.446909,-2708.507739,-52.04737658,-48.18633492,-51.42112942,-33.39697705,-46.39647259,474.354,-94.8778,-43.696,-51.1818
60_cs,CONF_0028,-2706.222489,-2708.44351,-2708.504284,-51.98270161,-48.11570919,-51.36434495,-33.25916949,-46.27196826,473.344,-93.5142,-43.0792,-50.435
60_cs,CONF_0029,-2706.223225,-2708.443684,-2708.50332,-51.8469442,-47.74887641,-50.94639394,-32.66494654,-45.99353074,473.453,-94.4327,-43.0874,-51.3453
60_cs,CONF_0030,-2706.22571,-2708.44533,-2708.504238,-51.52344287,-47.37449807,-50.39287558,-32.45261651,-45.43458527,473.982,-96.758,-44.1723,-52.5858
60_cs,CONF_0031,-2706.226052,-2708.446268,-2708.506135,-51.52802106,-47.60069103,-50.79559666,-32.867466,-45.87867223,473.318,-94.8973,-43.5991,-51.2982
60_cs,CONF_0034,-2706.221229,-2708.441914,-2708.502087,-51.92608967,-47.88696034,-51.1297879,-32.83057637,-46.1344233,473.449,-94.0859,-42.9788,-51.1071
60_cs,CONF_0035,-2706.22737,-2708.447283,-2708.5074,-51.85834065,-47.85791013,-51.06901694,-32.92979816,-46.08991166,474.13,-95.1964,-43.635,-51.5615
60_cs,CONF_0036,-2706.223572,-2708.443826,-2708.501672,-51.07221134,-46.73836806,-49.63984007,-31.86821935,-44.88192019,473.356,-96.0753,-44.101,-51.9743
60_cs,CONF_0038,-2706.226131,-2708.446337,-2708.506205,-51.5280138,-47.60388144,-50.80160136,-32.87187943,-45.88607681,473.73,-94.9125,-43.6121,-51.3004
60_cs,CONF_0039,-2706.226761,-2708.446904,-2708.507741,-52.00297628,-48.16004203,-51.39070055,-33.40029439,-46.35163672,472.524,-94.8688,-43.6963,-51.1725
60_cs,CONF_0041,-2706.222912,-2708.443375,-2708.503439,-51.70786309,-47.7980462,-50.99250983,-32.97272375,-45.9808787,473.251,-93.9927,-43.5565,-50.4362
60_cs,CONF_0042,-2706.226839,-2708.446996,-2708.507847,-52.02691448,-48.21373731,-51.45981998,-33.45583001,-46.41384478,473.61,-94.9101,-43.7216,-51.1885
60_cs,CONF_0044,-2706.226147,-2708.446357,-2708.506233,-51.51337218,-47.58819772,-50.7846796,-32.85907652,-45.86949917,473.78,-94.9207,-43.6114,-51.3093
60_cs,CONF_0048,-2706.222356,-2708.44296,-2708.502818,-51.90173166,-47.88821243,-51.13362404,-32.75104194,-46.02950394,473.751,-92.7763,-42.4511,-50.3252
61_cs,CONF_0001,-2706.224885,-2708.445963,-2708.506737,-51.99947434,-48.15229583,-51.40709238,-33.25147608,-46.22031468,473.244,-92.5902,-42.773,-49.8171
61_cs,CONF_0002,-2706.229225,-2708.449193,-2708.507765,-51.46967534,-47.22632506,-50.23793576,-32.17612253,-45.28299669,473.786,-95.8062,-44.1613,-51.6448
61_cs,CONF_0003,-2706.224892,-2708.445982,-2708.506773,-51.88730113,-48.08892833,-51.33865702,-33.29067385,-46.16394935,472.877,-92.5555,-42.7913,-49.7642
61_cs,CONF_0004,-2706.225929,-2708.446776,-2708.507984,-52.03072482,-48.31867505,-51.51755846,-33.71836402,-46.36788051,473.048,-93.6591,-43.3888,-50.2703
61_cs,CONF_0005,-2706.225914,-2708.446758,-2708.50793,-52.00687684,-48.29892898,-51.50083488,-33.7015889,-46.34658495,473.132,-93.6835,-43.3934,-50.2901
61_cs,CONF_0006,-2706.226824,-2708.446979,-2708.507793,-51.92190046,-48.14005399,-51.39256774,-33.4284271,-46.34382401,473.474,-94.9021,-43.7127,-51.1894
61_cs,CONF_0007,-2706.226655,-2708.447341,-2708.508273,-52.01788413,-48.23884508,-51.48244908,-33.47963781,-46.37968119,473.112,-93.3697,-43.2546,-50.1151
61_cs,CONF_0008,-2706.222638,-2708.443424,-2708.502235,-51.35250775,-47.18840127,-50.2574703,-32.26215885,-45.41174418,473.498,-94.812,-43.6809,-51.1311
61_cs,CONF_0009,-2706.227933,-2708.448454,-2708.508538,-51.65503352,-47.77127093,-51.03051041,-32.91049659,-46.03481815,473.864,-94.5393,-43.4093,-51.13
61_cs,CONF_0010,-2706.22608,-2708.446291,-2708.506167,-51.4464489,-47.55826277,-50.76798291,-32.8716532,-45.86219175,473.648,-94.8545,-43.5997,-51.2548
61_cs,CONF_0011,-2706.226656,-2708.447374,-2708.508317,-52.02759995,-48.23821272,-51.48641045,-33.46024448,-46.37946751,473.111,-93.3049,-43.2026,-50.1023
61_cs,CONF_0012,-2706.222359,-2708.442999,-2708.50293,-51.977633,-47.93428896,-51.1628617,-32.78823582,-46.06398307,473.666,-92.7476,-42.4491,-50.2985
61_cs,CONF_0014,-2706.222366,-2708.443006,-2708.502928,-51.95918156,-47.91562965,-51.14539389,-32.76387551,-46.04056781,473.789,-92.7422,-42.4326,-50.3096
61_cs,CONF_0015,-2706.227349,-2708.447264,-2708.507395,-51.92222412,-47.91301645,-51.12863269,-32.95525642,-46.15381244,474.149,-95.1758,-43.6233,-51.5525
61_cs,CONF_0016,-2706.227922,-2708.44844,-2708.508534,-51.68257927,-47.80005745,-51.06400472,-32.93249064,-46.06596177,473.826,-94.5369,-43.4129,-51.1241
61_cs,CONF_0018,-2706.226119,-2708.446343,-2708.50622,-51.52956246,-47.60649243,-50.8086087,-32.86817566,-45.89539928,473.651,-94.8549,-43.5852,-51.2697
61_cs,CONF_0019,-2706.223512,-2708.443781,-2708.501609,-51.06516086,-46.71629439,-49.62106799,-31.81280671,-44.86090673,473.457,-96.0131,-44.0793,-51.9338
61_cs,CONF_0022,-2706.222413,-2708.443419,-2708.504183,-51.96180713,-48.08245898,-51.31529436,-33.25183111,-46.2380134,473.148,-93.4807,-43.08,-50.4006
61_cs,CONF_0024,-2706.2266,-2708.447278,-2708.508245,-52.07833992,-48.28547946,-51.52973462,-33.50547821,-46.42917334,472.995,-93.376,-43.2553,-50.1207
61_cs,CONF_0025,-2706.226853,-2708.446935,-2708.507626,-51.74103074,-48.01970943,-51.31475471,-33.34101808,-46.27049469,473.358,-94.8598,-43.6713,-51.1885
61_cs,CONF_0026,-2706.2235,-2708.44375,-2708.501577,-51.04937431,-46.70849252,-49.61274372,-31.81776643,-44.85519209,473.402,-96.0676,-44.0995,-51.968
61_cs,CONF_0029,-2706.223252,-2708.443718,-2708.503235,-51.65848611,-47.64206155,-50.87195851,-32.62961202,-45.92538752,473.723,-94.3683,-43.0573,-51.3111
61_cs,CONF_0030,-2706.225806,-2708.445433,-2708.504339,-51.53214949,-47.37675946,-50.39724187,-32.44598037,-45.44210779,474.277,-96.7535,-44.1683,-52.5852
61_cs,CONF_0033,-2706.226121,-2708.446345,-2708.50623,-51.54334238,-47.61055958,-50.80918968,-32.86426217,-45.89757988,473.674,-94.8655,-43.5966,-51.2689
61_cs,CONF_0034,-2706.227326,-2708.447244,-2708.507377,-51.91518412,-47.90601208,-51.12271129,-32.95105279,-46.15176419,474.013,-95.1643,-43.6195,-51.5448
61_cs,CONF_0035,-2706.223206,-2708.443675,-2708.503201,-51.66101067,-47.64793169,-50.87940058,-32.63918283,-45.93360478,473.558,-94.3817,-43.066,-51.3157
61_cs,CONF_0036,-2706.223528,-2708.443792,-2708.501616,-51.07876635,-46.72640537,-49.62782195,-31.82224458,-44.87047234,473.522,-96.0373,-44.0888,-51.9485
61_cs,CONF_0038,-2706.226129,-2708.446339,-2708.506212,-51.53360634,-47.6073928,-50.80382002,-32.87536647,-45.89281655,473.634,-94.8923,-43.5991,-51.2932
61_cs,CONF_0040,-2706.222895,-2708.443355,-2708.503481,-51.88619623,-47.9327591,-51.1272897,-33.01596364,-46.10710254,473.267,-93.9743,-43.5642,-50.4101
61_cs,CONF_0041,-2706.226132,-2708.446343,-2708.506216,-51.52674849,-47.59691355,-50.7942397,-32.85799715,-45.88374173,473.622,-94.8771,-43.5928,-51.2843
61_cs,CONF_0045,-2706.222347,-2708.44298,-2708.502915,-51.99667805,-47.95169002,-51.18362237,-32.79548784,-46.08098475,473.669,-92.7239,-42.4337,-50.2902
61_cs,CONF_0050,-2706.2258,-2708.445426,-2708.50433,-51.52522889,-47.3747662,-50.39278784,-32.45045724,-45.4357163,474.243,-96.7718,-44.1779,-52.5939
62_cs,CONF_0001,-2706.224906,-2708.446,-2708.506769,-51.9757165,-48.13376776,-51.38811432,-33.2368807,-46.19675268,473.427,-92.5723,-42.7623,-49.8099
62_cs,CONF_0002,-2706.229228,-2708.44916,-2708.507717,-51.48734893,-47.23898135,-50.24385196,-32.19509313,-45.29032135,473.715,-95.8467,-44.1809,-51.6659
62_cs,CONF_0003,-2706.224905,-2708.446009,-2708.506791,-51.95342736,-48.12222605,-51.37465908,-33.24362951,-46.18130154,473.274,-92.5303,-42.7585,-49.7719
62_cs,CONF_0004,-2706.225937,-2708.446787,-2708.508001,-52.03621471,-48.32206949,-51.52335204,-33.7161205,-46.3740896,474.021,-93.6049,-43.3677,-50.2372
62_cs,CONF_0005,-2706.225941,-2708.44676,-2708.507894,-51.99945668,-48.27459192,-51.46880879,-33.66062526,-46.31672976,473.533,-93.7732,-43.4165,-50.3566
62_cs,CONF_0006,-2706.226725,-2708.446882,-2708.507681,-51.93314945,-48.12740829,-51.37554224,-33.39840153,-46.3429121,474.199,-94.8586,-43.6983,-51.1603
62_cs,CONF_0007,-2706.226628,-2708.447298,-2708.508253,-52.16233809,-48.33609979,-51.56891025,-33.47086089,-46.42665064,473.101,-93.3935,-43.2734,-50.1201
62_cs,CONF_0009,-2706.227871,-2708.448407,-2708.508509,-51.70690692,-47.82194725,-51.08288179,-32.95649043,-46.08550868,473.77,-94.5219,-43.4064,-51.1155
62_cs,CONF_0010,-2706.226094,-2708.446319,-2708.50621,-51.52249115,-47.60317109,-50.79808815,-32.8893275,-45.89186558,473.66,-94.9024,-43.6179,-51.2845
62_cs,CONF_0011,-2706.226601,-2708.447306,-2708.50821,-51.93123858,-48.22110786,-51.49954867,-33.47067991,-46.35801171,473.045,-93.3464,-43.2347,-50.1117
62_cs,CONF_0014,-2706.227397,-2708.447284,-2708.507425,-51.92767456,-47.91188013,-51.12216282,-32.9548165,-46.14796009,474.149,-95.2024,-43.6386,-51.5639
62_cs,CONF_0015,-2706.227931,-2708.448446,-2708.508556,-51.69640417,-47.8125767,-51.07778734,-32.93958324,-46.0762398,473.833,-94.5413,-43.4172,-51.1241
62_cs,CONF_0016,-2706.222821,-2708.443273,-2708.503355,-51.82485073,-47.86945037,-51.05268969,-32.98634968,-46.03601936,473.072,-93.973,-43.5344,-50.4386
62_cs,CONF_0018,-2706.226095,-2708.44632,-2708.506208,-51.52345534,-47.60582606,-50.8023005,-32.88913815,-45.89418939,473.671,-94.8939,-43.6138,-51.2801
62_cs,CONF_0019,-2706.22614,-2708.446343,-2708.506192,-51.45227647,-47.56070498,-50.76163773,-32.87684611,-45.85491995,473.528,-94.901,-43.6136,-51.2874
62_cs,CONF_0020,-2706.22356,-2708.443797,-2708.501628,-51.07536736,-46.73345353,-49.63769392,-31.84087704,-44.87815551,473.411,-96.0779,-44.0979,-51.98
62_cs,CONF_0021,-2706.226624,-2708.447334,-2708.508262,-52.03883697,-48.23890581,-51.47831467,-33.45671911,-46.37647984,472.988,-93.3134,-43.213,-50.1004
62_cs,CONF_0024,-2706.22231,-2708.44334,-2708.504126,-52.0369088,-48.13789858,-51.37235376,-33.27201833,-46.29674193,473.876,-93.4782,-43.064,-50.4142
62_cs,CONF_0026,-2706.226119,-2708.446608,-2708.506794,-51.79911649,-47.82412755,-50.97896864,-33.0050946,-45.97885232,473.066,-93.9718,-43.2149,-50.7569
62_cs,CONF_0027,-2706.226589,-2708.447278,-2708.50819,-51.95247984,-48.24686929,-51.52788654,-33.50108946,-46.39227194,473.033,-93.3655,-43.2515,-50.114
62_cs,CONF_0028,-2706.226807,-2708.446954,-2708.507704,-51.88885789,-48.11039875,-51.38272875,-33.3785205,-46.34702085,474.539,-94.8448,-43.6792,-51.1656
62_cs,CONF_0029,-2706.223562,-2708.4438,-2708.501635,-51.06835391,-46.72818476,-49.62580601,-31.84833171,-44.86834807,473.475,-96.0788,-44.101,-51.9778
62_cs,CONF_0033,-2706.222862,-2708.443305,-2708.503392,-51.80080578,-47.88358849,-51.08882073,-33.02488416,-46.08759159,473.43,-93.9734,-43.5752,-50.3982
62_cs,CONF_0035,-2706.223155,-2708.443619,-2708.503119,-51.61320516,-47.60301663,-50.82732146,-32.61454738,-45.88179128,473.306,-94.4183,-43.0787,-51.3396
