Ligand,Conformer,def2-SVP,def2-TZVP-GAS,def2-TZVP-COSMO,G(toluene),G(MeOH),G(dmf),G(water),G(MeCN),c.p.,Edisp,E6,E8
100_cs,CONF_0001,-2852.726762,-2855.108588,-2855.16529,-51.34678036,-47.16694801,-50.46120355,-31.3069561,-45.07473763,426.029,-91.1917,-41.2788,-49.9129
100_cs,CONF_0002,-2852.721777,-2855.104457,-2855.161963,-52.05818982,-47.52440299,-50.77170131,-31.46019285,-45.56484266,426.504,-90.3027,-40.8709,-49.4318
100_cs,CONF_0004,-2852.721793,-2855.10432,-2855.161837,-52.15313684,-47.56219225,-50.78874039,-31.48357041,-45.64089635,425.763,-90.5603,-40.9906,-49.5696
100_cs,CONF_0005,-2852.721873,-2855.104562,-2855.162041,-52.01594489,-47.48654182,-50.72373278,-31.45707945,-45.5232832,426.717,-90.31,-40.8777,-49.4323
100_cs,CONF_0006,-2852.726709,-2855.108548,-2855.165256,-51.35278007,-47.15878586,-50.45091784,-31.29222952,-45.0669717,425.932,-91.1417,-41.266,-49.8758
100_cs,CONF_0007,-2852.721363,-2855.103951,-2855.160313,-51.69939795,-47.18582346,-50.58132821,-30.82142434,-45.27507012,426.206,-90.6289,-40.8023,-49.8266
100_cs,CONF_0008,-2852.721444,-2855.103837,-2855.161491,-51.72547625,-47.34235041,-50.57983002,-31.63499685,-45.45643106,426.218,-91.7876,-41.5971,-50.1905
100_cs,CONF_0009,-2852.721596,-2855.104791,-2855.162019,-52.28776422,-47.69388828,-51.02814083,-31.20805255,-45.58228582,426.694,-88.5847,-40.1452,-48.4395
100_cs,CONF_0010,-2852.723012,-2855.104331,-2855.162525,-51.90859137,-47.56542064,-50.75051327,-32.03118517,-45.62818684,426.246,-92.1059,-41.6417,-50.4642
100_cs,CONF_0011,-2852.720924,-2855.102873,-2855.160428,-52.13381224,-47.56437506,-50.75173458,-31.46850167,-45.54392184,426.16,-91.0778,-41.426,-49.6518
100_cs,CONF_0012,-2852.723076,-2855.1043,-2855.162545,-52.13782935,-47.74238911,-50.94830274,-32.06018247,-45.81249815,426.376,-92.4234,-41.7737,-50.6496
100_cs,CONF_0014,-2852.721688,-2855.104836,-2855.162045,-52.27198623,-47.67753295,-51.01013021,-31.19521977,-45.56600434,425.487,-88.5871,-40.162,-48.4251
100_cs,CONF_0015,-2852.721236,-2855.104512,-2855.160775,-51.27713928,-46.75908747,-49.91515428,-30.81226404,-44.70761325,425.943,-89.1676,-40.4682,-48.6994
100_cs,CONF_0016,-2852.721424,-2855.10363,-2855.160964,-52.22278006,-47.58437606,-50.78002362,-31.49221576,-45.63690756,426.423,-92.1132,-41.5181,-50.5951
100_cs,CONF_0017,-2852.721227,-2855.104498,-2855.160784,-51.29803773,-46.78425065,-49.94004237,-30.84340841,-44.73147222,425.914,-89.1632,-40.4649,-48.6983
100_cs,CONF_0018,-2852.721455,-2855.103666,-2855.160946,-52.07914947,-47.47004773,-50.66021791,-31.4598609,-45.53017196,426.566,-91.9745,-41.45,-50.5244
100_cs,CONF_0020,-2852.7218,-2855.104521,-2855.161946,-51.92613119,-47.51331562,-50.80673128,-31.50656956,-45.56832237,425.599,-90.3037,-40.8786,-49.4251
100_cs,CONF_0021,-2852.719459,-2855.10241,-2855.159933,-51.81161313,-47.42912923,-50.77131875,-31.41887623,-45.53783531,426.071,-89.9748,-40.6037,-49.3711
100_cs,CONF_0022,-2852.719424,-2855.102379,-2855.159886,-51.80066243,-47.42723478,-50.7715666,-31.42343071,-45.53727191,425.973,-89.9627,-40.5925,-49.3702
100_cs,CONF_0023,-2852.720916,-2855.102904,-2855.16048,-52.09803785,-47.54239834,-50.73770575,-31.45769079,-45.53203547,426.102,-91.0666,-41.4281,-49.6385
100_cs,CONF_0024,-2852.719493,-2855.102422,-2855.159945,-51.62041468,-47.31483498,-50.64127612,-31.47536846,-45.42724512,426.18,-90.0133,-40.6142,-49.3991
100_cs,CONF_0025,-2852.719454,-2855.102417,-2855.159936,-51.8250514,-47.43634506,-50.78056511,-31.4128507,-45.54761028,426.049,-89.9563,-40.5929,-49.3634
100_cs,CONF_0027,-2852.723608,-2855.105773,-2855.16271,-51.8592232,-47.29069587,-50.53273203,-31.07444533,-45.15209421,426.321,-90.6531,-40.868,-49.7852
100_cs,CONF_0029,-2852.720752,-2855.102712,-2855.160294,-52.11666329,-47.56147124,-50.75340658,-31.48649126,-45.54966431,425.612,-91.0883,-41.4465,-49.6418
100_cs,CONF_0031,-2852.726726,-2855.10856,-2855.165271,-51.35823473,-47.17035509,-50.46206782,-31.30181406,-45.07470055,426.092,-91.1871,-41.284,-49.9031
101_cs,CONF_0002,-2408.771734,-2410.684028,-2410.738909,-47.95672718,-43.58925194,-45.75790597,-28.69441916,-39.37562501,531.835,-89.8372,-39.361,-50.4762
101_cs,CONF_0004,-2408.770902,-2410.683126,-2410.737563,-47.5030358,-43.25499914,-45.43083987,-28.55528458,-39.15152402,531.586,-89.6031,-39.3513,-50.2519
101_cs,CONF_0005,-2408.768727,-2410.681336,-2410.735888,-48.04725221,-43.55240579,-45.7217514,-28.49999039,-39.39874401,532.074,-89.4653,-39.1362,-50.3291
101_cs,CONF_0008,-2408.770996,-2410.683351,-2410.738072,-48.11685616,-43.58921159,-45.70006109,-28.58505694,-39.36885929,531.981,-90.1152,-39.4433,-50.6719
101_cs,CONF_0013,-2408.770898,-2410.682993,-2410.73767,-47.72506671,-43.3622659,-45.51940767,-28.61906401,-39.2902187,532.312,-89.8378,-39.4887,-50.3491
101_cs,CONF_0014,-2408.770073,-2410.682471,-2410.737185,-47.75506498,-43.36799321,-45.4714264,-28.63918614,-39.18570193,531.651,-89.4404,-39.3358,-50.1047
101_cs,CONF_0017,-2408.770901,-2410.683003,-2410.737678,-47.65904041,-43.32580487,-45.48412007,-28.64247835,-39.28212005,531.864,-89.8789,-39.5016,-50.3773
101_cs,CONF_0021,-2408.769304,-2410.681462,-2410.735794,-47.59601322,-43.20950118,-45.35155757,-28.4649936,-39.15987678,531.431,-89.1853,-39.2672,-49.9181
101_cs,CONF_0027,-2408.77073,-2410.683072,-2410.737369,-47.52877972,-43.1311885,-45.24307999,-28.44333838,-39.07084541,532.198,-89.7177,-39.1918,-50.526
101_cs,CONF_0028,-2408.768633,-2410.681106,-2410.735498,-47.5438787,-43.15619983,-45.27378621,-28.48747511,-39.09255967,531.471,-88.6659,-39.0804,-49.5855
101_cs,CONF_0035,-2408.770738,-2410.683082,-2410.737368,-47.47493774,-43.1097826,-45.22741254,-28.47560944,-39.07546309,532.223,-89.7056,-39.1845,-50.5211
101_cs,CONF_0038,-2408.76937,-2410.681862,-2410.736349,-47.812454,-43.36293571,-45.44705944,-28.55539265,-39.18914575,531.854,-89.5939,-39.2974,-50.2964
101_cs,CONF_0040,-2408.767238,-2410.679881,-2410.734735,-48.08878563,-43.67440942,-45.90311171,-28.64755527,-39.55152548,531.442,-88.7087,-38.8816,-49.8271
101_cs,CONF_0042,-2408.767889,-2410.680385,-2410.73519,-48.0387159,-43.57631617,-45.70431085,-28.65110669,-39.39842635,532.27,-89.9672,-39.2562,-50.711
101_cs,CONF_0058,-2408.768634,-2410.681302,-2410.735825,-47.99676693,-43.55156653,-45.76153764,-28.50936811,-39.46781096,532.006,-89.1862,-38.9653,-50.2209
101_cs,CONF_0070,-2408.769121,-2410.68041,-2410.734398,-47.0548904,-42.68601489,-44.59808645,-28.53365458,-38.67457628,532.361,-93.1199,-40.8355,-52.2844
101_cs,CONF_0081,-2408.768489,-2410.679816,-2410.734286,-47.64275091,-43.28579385,-45.31685232,-28.72006704,-39.12066078,532.395,-92.771,-40.6829,-52.0881
101_cs,CONF_0102,-2408.769801,-2410.681311,-2410.735632,-47.49618348,-43.08401593,-45.09194174,-28.57918491,-38.97708145,532.182,-92.9761,-40.6379,-52.3381
101_cs,CONF_0113,-2408.768716,-2410.680092,-2410.734234,-47.49134235,-43.14649301,-45.15854893,-28.5909774,-39.01464992,532.543,-93.149,-40.8809,-52.2682
101_cs,CONF_0227,-2408.768498,-2410.679853,-2410.734323,-47.6315168,-43.31895208,-45.3872556,-28.74375144,-39.17443453,533.444,-92.8031,-40.6503,-52.1527
101_cs,CONF_0267,-2408.768866,-2410.680106,-2410.734105,-47.04873436,-42.903376,-44.94805425,-28.60625717,-38.84291085,532.2,-92.8972,-40.7252,-52.172
101_cs,CONF_0275,-2408.769867,-2410.681378,-2410.735851,-47.68810383,-43.26399276,-45.30984364,-28.65458617,-39.17847258,532.722,-93.0188,-40.402,-52.6169
101_cs,CONF_0291,-2408.76733,-2410.678767,-2410.733281,-47.87116752,-43.35856981,-45.41853443,-28.57225827,-39.24830795,531.393,-92.2507,-40.3789,-51.8717
101_cs,CONF_0299,-2408.767684,-2410.67943,-2410.733472,-47.40618177,-43.10999267,-45.19620146,-28.50702823,-39.05937277,531.348,-92.3165,-40.3616,-51.9549
101_cs,CONF_0300,-2408.768291,-2410.679705,-2410.733988,-47.40221185,-43.00445952,-45.04735963,-28.58113903,-39.06217972,532.483,-92.3539,-40.4431,-51.9109
101_cs,CONF_0312,-2408.76693,-2410.678621,-2410.733124,-47.64878316,-43.20326151,-45.24682093,-28.62437051,-39.15423028,533.031,-92.0109,-40.3429,-51.6679
101_cs,CONF_0385,-2408.767131,-2410.678581,-2410.732719,-47.63870858,-43.19540327,-45.23805567,-28.4984566,-39.15045161,532.061,-92.9677,-40.7743,-52.1934
101_cs,CONF_0422,-2408.765984,-2410.677832,-2410.731928,-47.62470775,-43.08141113,-45.02640409,-28.46686969,-38.9436467,531.555,-91.9261,-40.3764,-51.5497
101_cs,CONF_0519,-2408.767874,-2410.679574,-2410.733608,-47.33464499,-42.95467271,-44.98242612,-28.49986207,-38.95680751,532.352,-92.4746,-40.3477,-52.1269
101_cs,CONF_0530,-2408.766625,-2410.678072,-2410.73205,-46.98991683,-42.73794561,-44.69517813,-28.60318999,-38.73283824,532.969,-93.4292,-40.9817,-52.4474
101_cs,CONF_0541,-2408.765617,-2410.677026,-2410.731424,-47.38742475,-43.1242284,-45.17829726,-28.73327184,-39.09133842,532.882,-93.269,-40.9295,-52.3394
101_cs,CONF_0562,-2408.766861,-2410.678258,-2410.732678,-47.50989504,-43.12010997,-45.08654914,-28.69301947,-38.97175718,532.571,-93.8457,-41.0193,-52.8264
101_cs,CONF_0579,-2408.766971,-2410.678935,-2410.733024,-47.46775137,-42.98103947,-44.98577689,-28.44268868,-38.99400821,532.376,-92.6976,-40.5364,-52.1612
101_cs,CONF_0726,-2408.768118,-2410.679668,-2410.734048,-47.59951141,-43.1964339,-45.27740668,-28.5585833,-39.17865332,532.716,-92.0626,-40.0953,-51.9673
101_cs,CONF_0740,-2408.765609,-2410.677486,-2410.731622,-47.24643342,-42.9389875,-44.947847,-28.58515828,-38.92247347,533.341,-93.1109,-40.6609,-52.45
101_cs,CONF_0744,-2408.766868,-2410.678823,-2410.732892,-47.56899614,-43.07968184,-45.12066564,-28.42789852,-39.0947357,532.12,-92.72,-40.5583,-52.1616
101_cs,CONF_0956,-2408.765798,-2410.677562,-2410.731415,-47.28980727,-42.75062337,-44.638949,-28.3381075,-38.66077326,532.693,-92.3629,-40.5036,-51.8593
101_cs,CONF_1007,-2408.767797,-2410.679481,-2410.733517,-47.31681476,-42.93246318,-44.95031226,-28.49161733,-38.93015895,532.242,-92.4944,-40.3677,-52.1267
102_cs,CONF_0002,-2408.771761,-2410.684072,-2410.738944,-47.96621981,-43.59970752,-45.76869527,-28.7050009,-39.38680478,532.021,-89.8351,-39.3563,-50.4788
102_cs,CONF_0004,-2408.770952,-2410.68317,-2410.737609,-47.5044069,-43.26049465,-45.43741554,-28.56650414,-39.15963202,531.865,-89.6144,-39.3513,-50.2631
102_cs,CONF_0005,-2408.768738,-2410.681336,-2410.735901,-48.13661552,-43.60862005,-45.78165524,-28.48827418,-39.44631008,531.931,-89.5204,-39.1645,-50.356
102_cs,CONF_0008,-2408.770919,-2410.683255,-2410.737972,-48.22981521,-43.65233989,-45.76861787,-28.54042766,-39.41252521,531.453,-90.0998,-39.4433,-50.6566
102_cs,CONF_0013,-2408.770946,-2410.68304,-2410.737709,-47.72629109,-43.35715666,-45.51155137,-28.60656735,-39.28113826,531.904,-89.8413,-39.486,-50.3553
102_cs,CONF_0014,-2408.770148,-2410.682572,-2410.737301,-47.83655062,-43.43510994,-45.55429734,-28.64398777,-39.25798272,532.87,-89.4518,-39.3406,-50.1112
102_cs,CONF_0017,-2408.77094,-2410.683032,-2410.737699,-47.71797408,-43.34219869,-45.49147302,-28.59145519,-39.26237021,531.897,-89.8389,-39.4848,-50.3541
102_cs,CONF_0022,-2408.769401,-2410.681551,-2410.735824,-47.48100729,-43.11129162,-45.24560807,-28.42976614,-39.07475901,531.511,-89.1986,-39.2698,-49.9288
102_cs,CONF_0027,-2408.768575,-2410.68104,-2410.735515,-47.61682295,-43.23786175,-45.37698805,-28.52334416,-39.16218315,532.022,-88.6809,-39.0896,-49.5913
102_cs,CONF_0028,-2408.77079,-2410.683157,-2410.737529,-47.5911014,-43.20762497,-45.33568045,-28.49092324,-39.1525885,532.164,-89.6646,-39.1679,-50.4967
102_cs,CONF_0030,-2408.769396,-2410.681529,-2410.735932,-47.60766069,-43.20473372,-45.35238228,-28.43566212,-39.14975287,531.543,-89.2224,-39.2842,-49.9382
102_cs,CONF_0033,-2408.77082,-2410.683177,-2410.737458,-47.45814148,-43.09208409,-45.21074726,-28.45722295,-39.05812486,532.271,-89.6905,-39.179,-50.5115
102_cs,CONF_0035,-2408.767117,-2410.679649,-2410.734321,-47.93088303,-43.51433438,-45.73274411,-28.54701052,-39.44372956,532.134,-88.4161,-38.8779,-49.5383
102_cs,CONF_0036,-2408.769329,-2410.681847,-2410.73631,-47.79127227,-43.3327867,-45.41484402,-28.5063529,-39.14227415,531.339,-89.5124,-39.2575,-50.2549
102_cs,CONF_0039,-2408.76728,-2410.679951,-2410.734811,-48.08338091,-43.67485062,-45.90509294,-28.66337875,-39.56465176,531.402,-88.7022,-38.8834,-49.8188
102_cs,CONF_0040,-2408.767891,-2410.680384,-2410.735191,-48.05531819,-43.60454187,-45.73616267,-28.68991728,-39.4302253,531.982,-89.9701,-39.2579,-50.7122
102_cs,CONF_0068,-2408.768907,-2410.680189,-2410.734187,-47.13351832,-42.75264105,-44.6669279,-28.548943,-38.7184553,531.527,-93.1154,-40.8334,-52.2821
102_cs,CONF_0078,-2408.768167,-2410.679731,-2410.73411,-47.37435095,-43.07864179,-45.09344482,-28.71147242,-38.96143434,532.199,-92.6982,-40.6454,-52.0528
102_cs,CONF_0098,-2408.769809,-2410.681339,-2410.73566,-47.50756486,-43.09104629,-45.09889067,-28.57204405,-38.97967853,532.362,-92.9255,-40.6216,-52.3039
102_cs,CONF_0112,-2408.768808,-2410.680169,-2410.734317,-47.5532813,-43.18110484,-45.1878503,-28.58509563,-39.04016619,532.591,-93.1294,-40.8736,-52.2558
102_cs,CONF_0230,-2408.768448,-2410.679776,-2410.734253,-47.5785362,-43.27662577,-45.33515112,-28.73834914,-39.11926306,533.393,-92.7758,-40.6404,-52.1354
102_cs,CONF_0261,-2408.768819,-2410.680069,-2410.734073,-47.04581622,-42.89946494,-44.94180084,-28.62367171,-38.84953028,533.039,-92.8792,-40.7285,-52.1507
102_cs,CONF_0269,-2408.770041,-2410.681554,-2410.736025,-47.65859571,-43.23298513,-45.27229661,-28.63614459,-39.14622891,533.089,-93.0706,-40.4237,-52.6469
102_cs,CONF_0282,-2408.767291,-2410.678748,-2410.733254,-47.86854062,-43.34974226,-45.40090342,-28.56985977,-39.23122408,532.065,-92.2472,-40.3648,-51.8824
102_cs,CONF_0286,-2408.767649,-2410.679375,-2410.733419,-47.42129921,-43.1217517,-45.20659888,-28.51864578,-39.07143251,532.148,-92.312,-40.3624,-51.9496
102_cs,CONF_0290,-2408.768145,-2410.679558,-2410.733917,-47.52569648,-43.11403623,-45.17380126,-28.60933133,-39.145718,531.953,-92.3265,-40.4314,-51.8951
102_cs,CONF_0300,-2408.76688,-2410.678579,-2410.73307,-47.64659238,-43.19611937,-45.23602622,-28.61859555,-39.14636772,532.903,-91.996,-40.3292,-51.6669
102_cs,CONF_0409,-2408.765969,-2410.677806,-2410.731902,-47.53371304,-43.01075226,-44.95776065,-28.46011318,-38.90237123,531.761,-91.9268,-40.38,-51.5468
102_cs,CONF_0519,-2408.766605,-2410.678047,-2410.732041,-46.87008552,-42.68210616,-44.65661524,-28.62937774,-38.69933808,532.474,-93.3487,-40.9654,-52.3833
102_cs,CONF_0532,-2408.765654,-2410.677044,-2410.73152,-47.62948145,-43.26866122,-45.31248144,-28.72074787,-39.20316256,532.79,-93.3351,-40.9511,-52.384
102_cs,CONF_0556,-2408.76688,-2410.678824,-2410.732895,-47.55939398,-43.07143538,-45.11160102,-28.42286205,-39.08509362,532.249,-92.7249,-40.5603,-52.1646
102_cs,CONF_0605,-2408.766917,-2410.678319,-2410.732729,-47.48883709,-43.09839753,-45.0653844,-28.68144128,-38.96062031,532.974,-93.8202,-41.0073,-52.8129
102_cs,CONF_0626,-2408.767726,-2410.679422,-2410.733464,-47.32234867,-42.93763425,-44.96302262,-28.47986881,-38.9367123,532.084,-92.4557,-40.3414,-52.1142
102_cs,CONF_0711,-2408.768114,-2410.679632,-2410.734011,-47.60876972,-43.20516182,-45.28601818,-28.56596315,-39.18634718,532.599,-92.0709,-40.0986,-51.9723
102_cs,CONF_0713,-2408.765603,-2410.67753,-2410.731784,-47.40371073,-42.99902653,-44.96307722,-28.60133885,-38.93610753,532.946,-93.1089,-40.6399,-52.469
102_cs,CONF_0934,-2408.767978,-2410.67947,-2410.733884,-47.79179091,-43.3324909,-45.4272438,-28.54639266,-39.28618901,531.883,-92.0781,-40.128,-51.9502
102_cs,CONF_0939,-2408.765975,-2410.677718,-2410.731572,-47.29365075,-42.75140189,-44.63941933,-28.33208456,-38.65671667,532.534,-92.3958,-40.5143,-51.8815
103_cs,CONF_0007,-2369.453677,-2371.327776,-2371.382921,-47.696019,-43.5363527,-45.80575771,-28.84967956,-39.43030503,514.017,-84.158,-37.1025,-47.0554
103_cs,CONF_0032,-2369.452423,-2371.326256,-2371.380729,-47.54107032,-43.15960222,-45.27826828,-28.54036081,-39.14630908,514.106,-86.1897,-37.8379,-48.3517
103_cs,CONF_0036,-2369.450542,-2371.324641,-2371.379656,-47.53111524,-43.35582829,-45.58577241,-28.80438216,-39.31047804,513.884,-83.8281,-37.0729,-46.7552
103_cs,CONF_0038,-2369.454072,-2371.327243,-2371.382021,-47.62073418,-43.34873243,-45.45919792,-28.85833231,-39.29781188,514.571,-87.6943,-38.6015,-49.0928
103_cs,CONF_0059,-2369.45054,-2371.323819,-2371.378556,-47.37227838,-43.14915355,-45.23641635,-28.79929644,-39.10408883,514.119,-86.249,-38.0839,-48.1652
103_cs,CONF_0063,-2369.450144,-2371.323954,-2371.378388,-47.28301457,-42.94484688,-44.99691827,-28.57752602,-38.92212893,513.768,-85.5706,-37.6358,-47.9348
103_cs,CONF_0067,-2369.451214,-2371.32411,-2371.37874,-47.42685393,-43.21837786,-45.32890219,-28.80850453,-39.18035496,514.252,-87.1631,-38.438,-48.7251
103_cs,CONF_0068,-2369.451024,-2371.324038,-2371.378938,-47.8187961,-43.43100773,-45.51453491,-28.81292226,-39.3266757,513.787,-86.4383,-38.1249,-48.3134
103_cs,CONF_0077,-2369.452271,-2371.325687,-2371.380527,-47.854912,-43.39026929,-45.46860434,-28.73944805,-39.352002,514.079,-86.9824,-38.2186,-48.7638
103_cs,CONF_0081,-2369.45021,-2371.323569,-2371.377991,-46.82532457,-42.78239201,-44.86063928,-28.76897585,-38.81486023,514.756,-86.8964,-38.3902,-48.5062
103_cs,CONF_0103,-2369.449785,-2371.322897,-2371.377579,-47.81600438,-43.44322228,-45.58935109,-28.67784153,-39.31543641,513.824,-86.0649,-37.7814,-48.2835
103_cs,CONF_0108,-2369.449757,-2371.322877,-2371.377561,-47.82318175,-43.45110569,-45.6008836,-28.67992769,-39.32683626,514.829,-86.0623,-37.7821,-48.2801
103_cs,CONF_0122,-2369.450763,-2371.32392,-2371.378638,-47.59397161,-43.24914745,-45.34791922,-28.75378747,-39.26696531,514.252,-86.8333,-38.0896,-48.7437
103_cs,CONF_0163,-2369.45152,-2371.32489,-2371.379745,-47.60120722,-43.26972963,-45.36085653,-28.76986638,-39.1881323,514.181,-86.4552,-37.9191,-48.536
103_cs,CONF_0164,-2369.450723,-2371.323807,-2371.378356,-46.92331421,-42.94436809,-45.08086655,-28.86304803,-38.95635558,514.372,-87.0616,-38.4355,-48.6261
103_cs,CONF_0173,-2369.450771,-2371.324545,-2371.379703,-47.88786247,-43.58995008,-45.81092669,-28.80524047,-39.45523106,513.984,-83.7212,-37.0158,-46.7054
103_cs,CONF_0280,-2369.450087,-2371.323249,-2371.377884,-47.32882837,-43.04021291,-45.10112412,-28.73762679,-39.03965917,514.365,-86.9465,-38.3732,-48.5733
103_cs,CONF_0376,-2369.448945,-2371.321971,-2371.377082,-47.69562763,-43.42781955,-45.51628727,-29.06578494,-39.45295047,514.514,-88.7277,-39.1817,-49.546
103_cs,CONF_0421,-2369.449998,-2371.322966,-2371.377984,-47.51469913,-43.3870312,-45.61382984,-28.89626234,-39.39094235,514.417,-86.2641,-38.0358,-48.2283
103_cs,CONF_0423,-2369.449988,-2371.32295,-2371.377842,-47.86132962,-43.43383053,-45.52045376,-28.78468469,-39.32010525,514.14,-86.3248,-38.0933,-48.2315
103_cs,CONF_0491,-2369.451022,-2371.324419,-2371.37936,-47.42692646,-43.17992585,-45.23975267,-28.93087965,-39.17439264,513.988,-87.3284,-38.5087,-48.8197
103_cs,CONF_0594,-2369.449676,-2371.323235,-2371.377956,-47.51688956,-43.0960779,-45.12908378,-28.66664179,-39.07618309,514.733,-86.3827,-38.059,-48.3237
103_cs,CONF_0640,-2369.451361,-2371.323749,-2371.378032,-46.71628062,-42.60857943,-44.52767348,-28.90177537,-38.68622473,514.235,-91.0051,-40.0447,-50.9604
103_cs,CONF_0740,-2369.448024,-2371.320058,-2371.373993,-46.90157083,-42.65640089,-44.63567483,-28.57154288,-38.72333642,515.069,-88.973,-39.1163,-49.8567
103_cs,CONF_0765,-2369.449737,-2371.322198,-2371.376447,-46.86305902,-42.75452869,-44.75374745,-28.80639473,-38.83891702,515.185,-90.2932,-39.6989,-50.5943
103_cs,CONF_0812,-2369.450851,-2371.323311,-2371.377656,-47.31569044,-42.96554119,-44.93794438,-28.71895894,-38.97527031,514.811,-89.5312,-39.3588,-50.1724
103_cs,CONF_0813,-2369.449157,-2371.321948,-2371.376536,-47.03247103,-42.893008,-44.89185805,-28.91560957,-38.94405229,514.204,-88.2466,-39.0645,-49.1821
103_cs,CONF_0846,-2369.449159,-2371.321954,-2371.37654,-47.04098252,-42.90263592,-44.90257983,-28.924816,-38.95470526,514.179,-88.2399,-39.063,-49.1769
103_cs,CONF_0879,-2369.450114,-2371.323274,-2371.377997,-47.46630486,-43.14823298,-45.21106521,-28.76630655,-39.11917402,514.569,-86.9391,-38.3679,-48.5713
103_cs,CONF_0986,-2369.448868,-2371.321902,-2371.377015,-47.70865161,-43.44069685,-45.52954162,-29.08547269,-39.47065486,514.483,-88.7007,-39.1695,-49.5312
103_cs,CONF_1024,-2369.449008,-2371.321925,-2371.37682,-47.13462346,-43.0191255,-45.09527481,-28.97059257,-39.08069951,514.254,-87.7588,-38.7664,-48.9924
103_cs,CONF_1078,-2369.448739,-2371.321987,-2371.376576,-47.34060133,-43.09980921,-45.25457472,-28.69957063,-39.20390105,514.873,-85.8098,-37.7654,-48.0444
103_cs,CONF_1255,-2369.449252,-2371.321566,-2371.375667,-46.83421162,-42.54656806,-44.44071079,-28.66069882,-38.61250083,514.478,-89.7089,-39.562,-50.1469
104_cs,CONF_0036,-2369.450615,-2371.324708,-2371.37972,-47.52088078,-43.34909291,-45.57468637,-28.80278976,-39.29657703,513.944,-83.8305,-37.074,-46.7565
104_cs,CONF_0037,-2369.454043,-2371.327231,-2371.382006,-47.6140553,-43.34149828,-45.45455611,-28.83629155,-39.28596995,514.532,-87.6349,-38.5763,-49.0586
104_cs,CONF_0060,-2369.450567,-2371.323862,-2371.378593,-47.33226971,-43.12699602,-45.21352905,-28.81509787,-39.0914927,513.004,-86.2787,-38.0982,-48.1805
104_cs,CONF_0063,-2369.450163,-2371.323986,-2371.378396,-47.14842313,-42.84855237,-44.88963936,-28.5876701,-38.84891973,513.966,-85.6159,-37.6447,-47.9712
104_cs,CONF_0069,-2369.45089,-2371.323891,-2371.378779,-47.80938716,-43.42189277,-45.50158919,-28.80769519,-39.31620237,514.32,-86.4169,-38.1219,-48.295
104_cs,CONF_0070,-2369.451205,-2371.324119,-2371.37875,-47.42457265,-43.2151136,-45.324136,-28.80278042,-39.17287001,514.007,-87.1435,-38.4226,-48.721
104_cs,CONF_0074,-2369.447574,-2371.321163,-2371.375614,-47.01310359,-42.94186914,-45.14624977,-28.66689457,-39.04824889,514.246,-85.3499,-37.6016,-47.7482
104_cs,CONF_0078,-2369.452246,-2371.325659,-2371.380485,-47.76203943,-43.33268254,-45.41718514,-28.72772751,-39.30248625,514.131,-87.0176,-38.2363,-48.7813
104_cs,CONF_0083,-2369.450152,-2371.3235,-2371.377857,-46.79864104,-42.75767901,-44.83488165,-28.75055582,-38.80126881,514.906,-86.8875,-38.3824,-48.5051
104_cs,CONF_0103,-2369.449787,-2371.322922,-2371.377608,-47.810804,-43.44095075,-45.59295434,-28.66694544,-39.31512488,514.119,-86.0457,-37.7726,-48.2731
104_cs,CONF_0115,-2369.449696,-2371.322815,-2371.377508,-47.81411489,-43.45252594,-45.60893905,-28.67205425,-39.31997834,513.92,-86.0421,-37.7724,-48.2697
104_cs,CONF_0122,-2369.450728,-2371.323889,-2371.378632,-47.64454251,-43.28886836,-45.38820827,-28.76065767,-39.30008457,514.107,-86.8539,-38.0938,-48.7601
104_cs,CONF_0158,-2369.451509,-2371.324905,-2371.379759,-47.61534062,-43.27555354,-45.36113502,-28.77744904,-39.19208854,514.308,-86.4669,-37.9233,-48.5436
104_cs,CONF_0163,-2369.450678,-2371.323779,-2371.378316,-46.93487991,-42.9445747,-45.07891679,-28.85663992,-38.95865939,514.34,-87.054,-38.4317,-48.6223
104_cs,CONF_0275,-2369.450106,-2371.323279,-2371.377926,-47.32306804,-43.03906991,-45.10218594,-28.74188144,-39.04076152,514.402,-86.9373,-38.3725,-48.5648
104_cs,CONF_0336,-2369.454073,-2371.32725,-2371.382026,-47.61083918,-43.34130649,-45.45156707,-28.84944971,-39.2867918,514.523,-87.681,-38.5975,-49.0835
104_cs,CONF_0370,-2369.4489,-2371.321923,-2371.377037,-47.69808698,-43.42374293,-45.51135326,-29.0581503,-39.45031001,514.312,-88.7416,-39.19,-49.5516
104_cs,CONF_0379,-2369.449976,-2371.322928,-2371.377964,-47.67799261,-43.43430551,-45.63454221,-28.85781963,-39.42596656,514.161,-86.269,-38.0442,-48.2249
104_cs,CONF_0419,-2369.449853,-2371.322823,-2371.377726,-47.8793902,-43.4604427,-45.55568767,-28.80805402,-39.35222588,513.91,-86.3121,-38.0943,-48.2178
104_cs,CONF_0502,-2369.451013,-2371.324407,-2371.379353,-47.5247565,-43.24326391,-45.30520962,-28.91828771,-39.22842848,513.897,-87.3363,-38.5124,-48.8239
104_cs,CONF_0584,-2369.449705,-2371.323265,-2371.377985,-47.50591423,-43.08662541,-45.116421,-28.66307104,-39.05730457,514.154,-86.4061,-38.07,-48.3361
104_cs,CONF_0687,-2369.45141,-2371.323804,-2371.378079,-46.74630178,-42.61582739,-44.52660515,-28.89427675,-38.69184626,514.45,-90.9853,-40.0384,-50.9469
