Ligand,Conformer,bending_6_5_7,stretch_1--5,stretch_2--5,stretch_3--5,stretch_5--6,stretch_5--7
85_cs,CONF_0018,313.22,199.68,213.08,204.2,183.17,201.48
85_cs,CONF_0019,300.69,204.46,601.76,205.31,175.27,203.39
85_cs,CONF_0031,300.83,204.94,213.02,200.86,203.52,175.56
86_cs,CONF_0009,354.12,204.6,606.86,204.71,199.98,200.28
86_cs,CONF_0013,353.76,205.2,606.59,204.56,200.11,200.6
86_cs,CONF_0015,313.2,203.86,212.68,200.46,201.76,183.13
86_cs,CONF_0026,300.43,204.92,601.46,205.13,175.43,203.47
86_cs,CONF_0036,207.75,202.17,213.42,203.53,209.1,162.5
86_cs,CONF_0039,208.38,201.96,213.27,203.26,209.45,163.02
87_cs,CONF_0006,146.65,195.65,151.62,198.43,180.85,199.12
88_cs,CONF_0005,152.78,197.5,149.93,195.28,184.45,199.34
88_cs,CONF_0010,153.31,197.51,149.91,195.28,184.54,199.45
88_cs,CONF_0015,179.09,201.58,154.83,199.29,206.71,198.62
89_cs,CONF_0005,151.48,202.64,212.83,204.31,189.5,191.64
89_cs,CONF_0022,115.24,203.49,213.41,205.59,193.73,186.58
92_cs,CONF_0017,358.18,202.9,208.67,203.18,243.27,200.63
93_cs,CONF_0004,141.26,201.07,207.77,200.87,191.9,178.17
93_cs,CONF_0010,139.99,201.14,207.72,200.75,192.04,177.81
94_cs,CONF_0020,138.43,203.33,204,203,185.8,183.49
97_cs,CONF_0002,350.49,210.08,613.3,213.78,234.18,237.48
97_cs,CONF_0003,330.26,210.65,614.39,213.94,235.18,228.09
98_cs,CONF_0010,350.61,210.24,613.48,213.88,233.88,237.44
99_cs,CONF_0005,154.51,199.19,208.45,204.75,201.31,161.19
99_cs,CONF_0006,116.19,202.27,204.22,203.97,163.42,221.56
99_cs,CONF_0008,123.16,203.5,206.55,203.89,165.58,220.14
99_cs,CONF_0016,128.63,200.42,208.62,204.91,217.05,166.62
99_cs,CONF_0022,149.51,201.36,209.03,198.52,159.88,206.34
99_cs,CONF_0024,134.82,205.22,201.83,201.61,218.46,159.81
99_cs,CONF_0026,134.86,205.34,202.23,201.43,218.35,159.93
ferrocene001_allyl_2_cs,CONF_0001,293.17,191.95,152.29,195.84,209.5,238.74
ferrocene001_allyl_2_cs,CONF_0003,308.91,191.41,151.07,197.28,217.61,237.57
ferrocene001_allyl_2_cs,CONF_0006,311.45,195.86,199.17,197.35,214.06,246.83
ferrocene001_allyl_2_cs,CONF_0008,332.18,192.08,150.48,198.34,229.25,242.22
ferrocene001_allyl_2_cs,CONF_0009,333.13,192.06,150.45,198.5,230.15,242.16
ferrocene001_allyl_cs,CONF_0002,330.62,196.09,152.34,191.15,242.16,226.96
ferrocene001_allyl_cs,CONF_0008,325.69,200.22,153.24,192.31,242.94,221.9
ferrocene002_allyl_cs,CONF_0001,284.2,206.65,210.04,204.49,232.97,224.36
ferrocene002_allyl_cs,CONF_0002,276.49,200.15,212.49,206,219.49,236.73
ferrocene002_allyl_cs,CONF_0010,299.07,205.76,211.68,207.11,226.58,233.61
ferrocene002_allyl_cs,CONF_0012,277.62,200.36,213.46,206.99,220.06,236.52
ferrocene002_allyl_cs,CONF_0017,281.82,206.38,211.22,202.36,236.42,222.8
ferrocene002_allyl_cs,CONF_0021,284.81,206.96,210.04,204.85,233.1,224.57
ferrocene002_allyl_cs,CONF_0023,281.51,206.9,211.65,202.74,235.55,222.28
ferrocene002_allyl_cs,CONF_0024,347.05,202.79,219.73,202.34,288.43,214.91
ferrocene002_allyl_cs,CONF_0025,287.55,197.75,212.54,206.62,221.24,240.05
ferrocene002_allyl_cs,CONF_0026,288.2,206.79,212.28,197.46,239.94,221.79
ferrocene002_allyl_cs,CONF_0028,265.16,204.51,209.52,200.87,234.04,207.6
ferrocene002_allyl_cs,CONF_0031,272.58,199.04,208.83,205.58,214.23,236.26
ferrocene002_allyl_cs,CONF_0032,298.87,205.34,211.68,207.14,226.43,233.95
ferrocene002_allyl_cs,CONF_0033,277,200.83,209.87,205.43,209.02,235.28
ferrocene002_allyl_cs,CONF_0035,286.19,207.64,607.77,203.57,236.11,219.75
ferrocene002_allyl_cs,CONF_0042,345.93,202.26,219.17,202.1,215.62,289.28
ferrocene003_allyl_cs,CONF_0001,332.11,260.04,226.56,200.37,241.02,230.62
ferrocene005_allyl_cs,CONF_0002,295.02,195.06,150.88,197.33,217.39,225.83
ferrocene005_allyl_cs,CONF_0004,293.97,195.87,152.72,197.11,216.33,225.53
ferrocene005_allyl_cs,CONF_0008,281.25,198.46,199.56,196.79,233.62,214.98
ferrocene005_allyl_cs,CONF_0010,295.6,199.52,154.24,198.08,230.55,218.73
ferrocene005_allyl_cs,CONF_0013,304.86,194.4,151.12,196.58,225.24,224.02
ferrocene006_allyl_cs,CONF_0001,354.95,197.42,158.14,196.14,257.42,249.23
ferrocene006_allyl_cs,CONF_0002,367.07,196.39,156.69,197.73,254.95,254.22
ferrocene006_allyl_cs,CONF_0003,376.14,196.57,155.74,198,256.05,254.43
ferrocene006_allyl_cs,CONF_0005,365.39,197.95,157.48,197.04,257.75,250.97
ferrocene006_allyl_cs,CONF_0006,350.56,198.86,204.87,198.55,256.02,246.91
ferrocene006_allyl_cs,CONF_0007,359.97,198.32,158.77,196.81,256.15,247.77
ferrocene006_allyl_cs,CONF_0008,368.39,197.45,156.19,197.23,254.72,249.22
ferrocene006_allyl_cs,CONF_0009,359.44,197.68,156.52,196.06,255.09,248.6
ferrocene006_allyl_cs,CONF_0015,367.9,195.88,156.42,197.61,254.83,254.93
ferrocene006_allyl_cs,CONF_0019,367.7,195.71,156.2,197.39,254.82,254.9
ferrocene006_allyl_cs,CONF_0022,369.47,197.24,156.43,197.17,254.54,253.68
ferrocene006_allyl_cs,CONF_0026,350.3,198.84,203.15,198.41,258.89,243.52
ferrocene006_allyl_cs,CONF_0027,363.46,195.68,156.78,196.73,253.59,254.15
ferrocene007_allyl_cs,CONF_0001,366.98,197.73,157.15,196.9,254.21,254.95
ferrocene007_allyl_cs,CONF_0002,375.61,197.64,155.57,197.07,254.36,255.68
ferrocene007_allyl_cs,CONF_0006,350.37,198.61,204.81,199.02,246.75,256.16
ferrocene007_allyl_cs,CONF_0007,359.79,196.37,158.82,198.23,247.84,256.14
ferrocene007_allyl_cs,CONF_0009,360.03,195.83,157.26,197.97,248.93,255.48
ferrocene007_allyl_cs,CONF_0011,367.76,197.79,157.01,196.55,254.91,254.68
ferrocene007_allyl_cs,CONF_0017,352.44,198.96,204.89,198.5,246.72,256.32
ferrocene007_allyl_cs,CONF_0018,365.53,199.48,202.1,196.97,253.1,253.25
ferrocene007_allyl_cs,CONF_0021,365.71,196.93,156.42,196.7,253.72,257.14
ferrocene007_allyl_cs,CONF_0024,375.03,197.45,156.23,196.65,254.88,257.6
ferrocene007_allyl_cs,CONF_0026,362.87,196.83,157.39,195.91,254.21,253.51
Ferrocene010_allyl_cs,CONF_0002,382.56,196.72,159.31,196.33,272.66,263
Ferrocene010_allyl_cs,CONF_0003,386.12,195.29,157.75,196.14,270.74,268.11
Ferrocene010_allyl_cs,CONF_0006,379.96,196.83,206.96,199.93,271.19,263.29
Ferrocene011_allyl_cs,CONF_0002,382.03,199.37,206.58,197.5,262.61,272.43
Ferrocene011_allyl_cs,CONF_0003,385.97,195.92,158.02,196.1,268.11,270.38
Ferrocene011_allyl_cs,CONF_0006,380.23,199.1,205.99,196.51,263.36,271.42
Ferrocene012_allyl_cs,CONF_0001,258.13,202.48,205.89,200.41,233.8,205.51
Ferrocene012_allyl_cs,CONF_0002,267.85,201.51,207.02,200.81,238.02,210.06
Ferrocene013_allyl_cs,CONF_0006,306.55,196.66,199.14,196.46,243.34,222.2
Ferrocene013_allyl_cs,CONF_0023,340.7,195.49,198.51,198.56,237.65,242.81
Ferrocene015_allyl_cs,CONF_0004,361.36,195.35,156.64,200.67,249.4,260.88
Ferrocene015_allyl_cs,CONF_0005,328.82,200.49,200.29,198.49,268.55,228.87
Ferrocene016_allyl_2_cs,CONF_0004,197.56,202.96,609.82,203.02,279.01,156.22
Ferrocene016_allyl_2_cs,CONF_0008,213.56,203.8,207.62,202.61,274.16,169.83
Ferrocene016_allyl_cs,CONF_0004,216.18,203.24,609.23,203.68,168.11,275.36
Ferrocene016_allyl_cs,CONF_0005,219.79,203.73,603.73,200.8,185.89,274.46
Ferrocene016_allyl_cs,CONF_0006,220.93,201.92,205.58,201.21,186.2,274.6
Ferrocene016_allyl_cs,CONF_0010,216.36,203.27,609.6,203.96,168.34,275.09
Ferrocene016_allyl_cs,CONF_0013,212.86,202.92,205.4,203.96,172.32,272.85
Ferrocene016_allyl_cs,CONF_0015,213.92,200.64,202.53,201.53,187.75,265.18
Ferrocene016_allyl_cs,CONF_0019,227.07,203.97,202.85,203.02,177.61,274.93
Ferrocene016_allyl_cs,CONF_0020,187.66,201.65,602.58,201.78,150.77,284.83
Ferrocene016_allyl_cs,CONF_0021,213.97,200.63,201.72,201.64,162.95,286.83
Ferrocene017_allyl_cs,CONF_0005,253.8,195.04,153,200.2,172.89,323.66
ferrocene018_allyl_2_cs,CONF_0004,277.9,203.93,188.03,207.87,324.81,194.1
ferrocene018_allyl_2_cs,CONF_0005,259.43,201.34,188.89,206.27,327.56,181.57
ferrocene018_allyl_cs,CONF_0001,261.49,191.01,149.74,193.96,182.89,326.87
ferrocene018_allyl_cs,CONF_0003,277.02,194.37,189.33,199.21,193.23,324.74
ferrocene019_allyl_2_cs,CONF_0001,253.96,197.41,152.37,197.56,303.26,186.63
ferrocene019_allyl_2_cs,CONF_0002,241.31,198.46,154.04,200.61,300.92,182.26
ferrocene019_allyl_2_cs,CONF_0003,264.71,198.31,196.86,198.2,300.91,195.49
ferrocene019_allyl_2_cs,CONF_0004,253.42,198.78,199.83,200.78,293.99,200.24
ferrocene019_allyl_2_cs,CONF_0008,241.17,198.53,154.2,200.65,300.97,182.23
ferrocene019_allyl_2_cs,CONF_0013,250.45,200.86,196.26,198.45,293.43,198.28
ferrocene019_allyl_2_cs,CONF_0015,269.43,200.23,202.1,199.91,303.51,194.74
ferrocene019_allyl_cs,CONF_0001,242.49,201.57,200.8,200.97,185.41,299.91
ferrocene019_allyl_cs,CONF_0003,245.84,199.12,199.25,200.07,182.26,300.51
ferrocene019_allyl_cs,CONF_0007,243.2,198.68,197.51,199.82,182.01,302.19
ferrocene020_allyl_2_cs,CONF_0001,252.43,200.02,199.46,197.5,293.08,209.89
ferrocene020_allyl_2_cs,CONF_0003,246.58,203.75,205.09,198.62,295.62,204.88
ferrocene020_allyl_2_cs,CONF_0005,254.8,199.97,196.08,201.63,293.64,203.56
ferrocene020_allyl_2_cs,CONF_0016,254.1,201.63,200.64,200.07,298.92,193.26
ferrocene020_allyl_cs,CONF_0001,246.52,198.6,199.33,201.44,207.88,291.09
ferrocene020_allyl_cs,CONF_0002,252.37,197.83,193.75,199.72,202.5,294.51
ferrocene020_allyl_cs,CONF_0003,252.45,197.81,193.72,199.98,202.37,294.44
ferrocene020_allyl_cs,CONF_0004,253.23,197.58,196.04,201.21,205.79,292.71
ferrocene020_allyl_cs,CONF_0005,249.38,198.55,154.76,199.76,198.23,295.99
ferrocene020_allyl_cs,CONF_0011,246.97,200.42,201.93,202.81,189.38,299.82
ferrocene020_allyl_cs,CONF_0017,246.56,199.71,200.95,199.85,214.62,283.64
ferrocene020_allyl_cs,CONF_0021,252.8,197.59,203.2,201.42,205.08,291.14
ferrocene021_allyl_2_cs,CONF_0001,243.14,203.71,207.22,200.87,305.7,181.67
ferrocene021_allyl_2_cs,CONF_0002,252.68,202.09,207.21,204.69,302.69,192.73
ferrocene021_allyl_2_cs,CONF_0003,248.94,200.72,156.53,199.67,308.6,180.57
ferrocene021_allyl_2_cs,CONF_0014,288.51,197.87,155.32,199.23,306.74,209.35
ferrocene021_allyl_cs,CONF_0001,243.78,199.8,204.9,202.34,186.08,304.01
ferrocene021_allyl_cs,CONF_0002,272.08,200.41,197.58,198.82,209.72,301.28
ferrocene021_allyl_cs,CONF_0003,277.6,200.5,198.6,199.44,211,303.14
ferrocene021_allyl_cs,CONF_0009,238.15,198.85,202.17,201.05,182.57,303.99
ferrocene021_allyl_cs,CONF_0015,231.48,202.78,609.23,204.65,180.25,304.38
ferrocene022_allyl_2_cs,CONF_0002,277.85,204.77,605.23,201.71,301.21,211.97
ferrocene022_allyl_2_cs,CONF_0003,288.4,199.71,208.49,200.62,306.16,208.01
ferrocene022_allyl_2_cs,CONF_0004,267.74,198.98,203.3,204.29,299.3,209.12
ferrocene022_allyl_2_cs,CONF_0005,286.31,203.28,206.54,199.22,307.33,209.79
ferrocene022_allyl_2_cs,CONF_0006,282.17,201.62,209.07,201.02,306.47,206.82
ferrocene022_allyl_2_cs,CONF_0022,264.46,201.62,206.57,203.92,302.64,204.45
ferrocene022_allyl_cs,CONF_0001,263.37,201.95,198.81,200.04,207.18,299.77
ferrocene022_allyl_cs,CONF_0002,232.59,203.07,209.92,202.12,169.3,308.99
ferrocene022_allyl_cs,CONF_0004,259.99,201.82,205.46,202.46,202.98,302.19
ferrocene022_allyl_cs,CONF_0006,246.54,198.9,194.55,197.06,192.16,299.2
ferrocene022_allyl_cs,CONF_0008,283.47,205.3,208.21,204.79,205.97,310.21
ferrocene022_allyl_cs,CONF_0010,280.96,201.14,158.09,200.47,192.31,316.83
ferrocene022_allyl_cs,CONF_0014,279.78,205.41,205.4,203.06,212.07,303.87
ferrocene022_allyl_cs,CONF_0020,265.64,201.22,204.08,203.29,203.59,305.12
ferrocene023_allyl_2_cs,CONF_0001,217.56,201.5,191.92,200.85,257.54,165.66
ferrocene023_allyl_2_cs,CONF_0003,217.67,201.69,192,200.69,257.41,165.95
ferrocene023_allyl_2_cs,CONF_0004,217.58,201.45,191.36,200.57,257.54,165.88
ferrocene023_allyl_cs,CONF_0007,218.54,197.07,190.46,197.01,165.45,254.75
ferrocene023_allyl_cs,CONF_0012,107.52,196.25,154.22,197.73,137.32,292.53
ferrocene023_allyl_cs,CONF_0014,104.08,195.78,154.08,197.33,136.37,292.02
ferrocene023_allyl_cs,CONF_0020,152.42,196,192.72,201.68,127.19,273.96
ferrocene024_allyl_2_cs,CONF_0002,222.65,202.9,610.43,203.62,275.14,209.4
ferrocene024_allyl_2_cs,CONF_0004,258.89,201.11,201.86,200.69,294.72,178.09
ferrocene024_allyl_2_cs,CONF_0005,231.98,205.37,614.66,205.57,284.45,200.38
ferrocene024_allyl_2_cs,CONF_0006,262.97,206.65,612,204.55,289.49,214.54
ferrocene024_allyl_2_cs,CONF_0007,278.73,205.28,613.45,202.45,295.76,205.12
ferrocene024_allyl_2_cs,CONF_0008,234.45,205.82,614.73,206.02,285.83,201.7
ferrocene024_allyl_2_cs,CONF_0010,224.35,203.4,209.45,202.42,280.87,204.8
ferrocene024_allyl_2_cs,CONF_0012,228.94,204.66,616.15,205.5,282.72,200.6
ferrocene024_allyl_2_cs,CONF_0014,238.79,204.87,207.61,203.15,263.14,220.5
ferrocene024_allyl_2_cs,CONF_0017,240.64,206.02,614.55,206,291.21,198.68
ferrocene024_allyl_2_cs,CONF_0022,231.59,203.44,608.43,203.69,287.91,166.64
ferrocene024_allyl_cs,CONF_0001,228.59,204.13,615.69,206.58,198.45,284.71
ferrocene024_allyl_cs,CONF_0002,227.61,205.26,614.44,205.86,200.28,284.25
ferrocene024_allyl_cs,CONF_0003,229.77,204.83,616.73,206.62,203.52,281.01
ferrocene024_allyl_cs,CONF_0004,237.02,202.49,209.12,205.86,199.84,290.32
ferrocene024_allyl_cs,CONF_0005,231.91,204.9,611.32,205.46,192.9,292.37
ferrocene024_allyl_cs,CONF_0007,273.45,205.36,610.04,207.9,209.18,295.88
ferrocene024_allyl_cs,CONF_0010,239.93,205.17,211.35,202.57,178.43,283.68
ferrocene024_allyl_cs,CONF_0011,277.42,206,607.01,207.85,204.95,298.89
ferrocene024_allyl_cs,CONF_0012,242.98,202.61,211.31,206.42,205.69,287.56
ferrocene024_allyl_cs,CONF_0017,253.87,202.91,604.81,204.32,218.51,277.17
ferrocene025_allyl_2_cs,CONF_0001,198.35,201.56,206.16,204.53,286.4,151.14
ferrocene025_allyl_2_cs,CONF_0002,198.23,201.45,205.69,204.6,285.98,151.4
ferrocene025_allyl_2_cs,CONF_0003,200.55,201.26,206.19,203.49,286.35,155.08
ferrocene025_allyl_2_cs,CONF_0004,200.3,201.31,206.21,203.58,286.55,155.11
ferrocene025_allyl_2_cs,CONF_0008,215.19,200.08,205.39,204.52,287.15,164.49
ferrocene025_allyl_2_cs,CONF_0009,197.75,202.55,208.41,201.24,277.78,160.89
ferrocene025_allyl_2_cs,CONF_0040,201.88,202.23,206.52,204.08,286.58,153.75
ferrocene025_allyl_cs,CONF_0010,208.5,198.95,156.45,198.48,188.51,269.07
ferrocene025_allyl_cs,CONF_0033,152.19,205.96,202.77,200.53,141.1,283.23
ferrocene026_allyl_2_cs,CONF_0003,277.15,205.82,190.54,200.87,328.12,192.58
ferrocene026_allyl_2_cs,CONF_0007,274.83,201.48,190.83,209.4,328.56,194.37
ferrocene026_allyl_cs,CONF_0001,272.43,195.09,154.92,199.58,191.45,329.47
ferrocene026_allyl_cs,CONF_0003,265.15,195.11,155.59,196.95,188.48,329.88
ferrocene027_allyl_2_cs,CONF_0001,274.89,198.23,201.41,197.56,329.78,192.17
ferrocene027_allyl_cs,CONF_0001,268.94,195.89,156.29,200.13,189.34,332.66
ferrocene028_allyl_2_cs,CONF_0001,263.51,199.07,158.36,199.8,306.85,192.11
ferrocene028_allyl_2_cs,CONF_0002,246.35,202.77,605.83,205.85,304.5,187.11
ferrocene028_allyl_2_cs,CONF_0003,263.95,201.87,204.95,201.65,304.73,196.82
ferrocene028_allyl_2_cs,CONF_0004,250.89,199.14,156.81,199.99,300.23,193.95
ferrocene028_allyl_2_cs,CONF_0006,219.02,204.18,199.69,200.59,309.04,166.69
ferrocene028_allyl_2_cs,CONF_0010,247.59,202.98,206.93,205.31,302.74,191.87
ferrocene028_allyl_2_cs,CONF_0020,272.14,201.62,203.45,201.02,303.2,198.93
ferrocene028_allyl_cs,CONF_0001,256.4,198.83,156.52,201.22,204.08,294.24
ferrocene028_allyl_cs,CONF_0002,252.17,204.44,203.19,203.24,194.89,301.41
ferrocene028_allyl_cs,CONF_0003,260.19,201.02,202.92,203.5,193.65,303.03
ferrocene028_allyl_cs,CONF_0004,253.64,196.85,205.59,203.33,204.91,291.86
ferrocene028_allyl_cs,CONF_0005,250.11,201.27,202.3,203.85,189.17,304.61
ferrocene028_allyl_cs,CONF_0009,248.35,204.69,203.99,202.38,194.58,300.37
ferrocene028_allyl_cs,CONF_0010,250.26,198.78,206.37,202.52,204.91,289.51
ferrocene028_allyl_cs,CONF_0012,250.64,199.18,203.42,203.45,182.88,306.83
ferrocene029_allyl_2_cs,CONF_0001,249.39,201.97,205.56,201.23,294.24,207.85
ferrocene029_allyl_2_cs,CONF_0003,244,201.48,204.64,200.61,304.16,185.5
ferrocene029_allyl_2_cs,CONF_0005,241.01,203.98,606.41,204.43,305.38,184.03
ferrocene029_allyl_2_cs,CONF_0006,248.18,199.68,199.07,200.66,294.11,199.82
ferrocene029_allyl_2_cs,CONF_0012,242.93,201.88,204.94,202.97,306.88,183.73
ferrocene029_allyl_cs,CONF_0001,248,198.59,156.49,200.88,198.26,297.95
ferrocene029_allyl_cs,CONF_0002,243.68,201.88,205.4,203.15,187.57,304.24
ferrocene029_allyl_cs,CONF_0005,243.06,203.24,205.07,203.24,188.72,304.18
ferrocene029_allyl_cs,CONF_0007,248.57,201.02,206.19,203.45,192.43,304.18
ferrocene030_allyl_2_cs,CONF_0001,231.63,203.06,608.39,203.57,288.71,187.98
ferrocene030_allyl_cs,CONF_0001,239.17,201.98,207.09,203.59,204.6,280.27
ferrocene030_allyl_cs,CONF_0004,253.86,202.87,207.17,203.66,202.43,289.91
ferrocene032_allyl_2_cs,CONF_0001,158.84,197.4,153.77,200.96,295.18,144.15
ferrocene032_allyl_cs,CONF_0001,130.15,203.84,197.53,196.4,144.93,296.35
ferrocene032_allyl_cs,CONF_0002,159.71,196.03,148.97,194.15,142.62,293.69
ferrocene032_allyl_cs,CONF_0006,132.93,204.34,197,195.1,144.51,295.73
ferrocene033_allyl_2_cs,CONF_0002,197.23,200.93,198.96,202.74,289.95,149.71
ferrocene033_allyl_2_cs,CONF_0003,194.48,202.39,197.95,204.38,291.62,151.05
ferrocene033_allyl_cs,CONF_0004,131.19,203.64,201.39,199.96,145.43,295.86
ferrocene034_allyl_2_cs,CONF_0003,182.73,202.34,200.01,204.52,271.05,141.97
ferrocene034_allyl_2_cs,CONF_0004,176.01,204.05,199.7,206.44,273.28,142.13
ferrocene034_allyl_2_cs,CONF_0009,117.77,204.93,193.77,199.95,283.24,140.24
ferrocene034_allyl_cs,CONF_0005,100.5,199.44,204.6,207.05,145.25,281.7
ferrocene034_allyl_cs,CONF_0006,191.56,197.77,154.81,199.8,146.24,271.52
ferrocene034_allyl_cs,CONF_0008,100.1,199.27,207.73,202.73,143.76,280.95
12_Fe_1,CONF_0000,139.73,127.20,196.18,199.44,268.87,594.11
12_Fe_1,CONF_0001,139.69,127.14,196.17,199.50,268.90,594.15
12_Fe_1,CONF_0002,115.66,129.65,198.08,202.67,291.36,595.76
12_Fe_1,CONF_0003,139.54,127.22,196.13,199.50,269.07,593.96
12_Fe_1,CONF_0004,109.93,130.67,199.33,203.38,288.33,596.41
12_Fe_1,CONF_0005,106.32,132.63,202.45,202.50,297.07,590.16
12_Fe_1,CONF_0006,106.80,132.49,202.36,202.24,296.93,590.06
12_Fe_1,CONF_0007,109.50,130.83,199.50,203.31,288.63,596.41
12_Fe_1,CONF_0008,106.93,132.72,202.24,202.38,296.83,589.99
12_Fe_1,CONF_0009,106.48,132.69,202.22,202.49,296.97,589.82
12_Fe_1,CONF_0010,106.44,131.86,200.79,203.00,292.61,596.61
12_Fe_1,CONF_0011,112.79,130.38,198.80,203.08,291.63,595.63
12_Fe_1,CONF_0012,106.63,131.68,200.64,203.11,292.65,596.49
12_Fe_1,CONF_0013,106.44,131.87,200.72,202.89,292.61,596.29
12_Fe_1,CONF_0014,106.63,131.76,200.66,203.01,292.66,596.35
12_Fe_1,CONF_0015,106.45,131.83,200.73,202.96,292.61,596.40
12_Fe_1,CONF_0016,113.39,131.99,199.50,198.65,292.55,595.03
12_Fe_1,CONF_0017,113.36,132.04,199.49,198.84,292.54,594.91
12_Fe_1,CONF_0018,99.84,133.64,201.62,201.79,296.38,587.44
12_Fe_1,CONF_0019,99.87,133.59,201.67,201.67,296.33,587.50
12_Fe_1,CONF_0020,113.40,130.84,199.64,200.48,295.81,589.31
12_Fe_1,CONF_0021,106.64,132.54,201.99,202.21,296.90,589.90
12_Fe_1,CONF_0022,106.17,132.48,202.29,202.38,296.83,590.13
12_Fe_1,CONF_0023,113.37,132.01,199.53,198.81,292.55,594.89
12_Fe_1,CONF_0024,113.38,132.10,199.60,198.88,292.56,594.77
12_Fe_1,CONF_0025,106.43,132.69,202.09,202.36,296.88,590.00
12_Fe_1,CONF_0026,116.73,131.73,200.40,200.21,290.01,594.91
12_Fe_1,CONF_0027,106.06,132.59,202.22,202.47,296.89,590.05
12_Fe_1,CONF_0028,99.95,133.52,201.65,201.70,296.21,587.49
12_Fe_1,CONF_0029,98.91,133.67,201.77,201.69,296.87,587.57
12_Fe_1,CONF_0030,106.58,132.59,202.35,202.59,296.81,590.10
12_Fe_1,CONF_0031,106.85,132.62,202.10,202.44,296.89,589.87
12_Fe_1,CONF_0032,106.01,132.75,202.26,202.68,296.92,589.82
12_Fe_1,CONF_0033,106.91,132.56,202.15,202.40,296.90,589.91
14_Fe_1,CONF_0058,172.46,166.21,201.53,199.24,166.64,580.20
14_Fe_1,CONF_0061,161.84,163.85,198.69,198.52,162.15,581.39
14_Fe_1,CONF_0066,162.07,163.97,199.07,198.79,162.20,582.07
14_Fe_1,CONF_0067,160.94,163.37,199.15,196.70,162.22,582.25
14_Fe_1,CONF_0068,161.62,164.01,198.84,198.42,162.22,582.87
14_Fe_1,CONF_0071,172.52,166.26,201.09,198.96,166.75,579.19
14_Fe_1,CONF_0073,172.42,166.22,201.21,199.07,166.65,579.64
14_Fe_1,CONF_0074,172.42,166.21,201.43,199.17,166.66,579.97
14_Fe_1,CONF_0075,172.34,166.13,201.50,199.19,166.56,580.21
14_Fe_1,CONF_0079,172.44,166.21,201.42,199.20,166.64,579.91
14_Fe_1,CONF_0090,161.96,163.99,198.97,198.52,162.19,581.39
14_Fe_1,CONF_0091,161.80,163.87,199.10,198.14,162.16,581.55
14_Fe_1,CONF_0092,163.13,162.69,203.66,199.36,162.31,582.82
14_Fe_2,CONF_0232,105.19,138.79,132.65,241.53,213.48,223.77
16_Fe_1,CONF_0000,103.72,168.30,201.45,202.45,274.81,598.84
16_Fe_1,CONF_0001,137.54,165.09,199.38,200.27,233.88,601.69
16_Fe_1,CONF_0002,107.51,124.69,198.46,203.09,261.28,600.07
16_Fe_1,CONF_0003,109.10,124.62,199.67,201.12,260.35,598.03
16_Fe_1,CONF_0004,120.53,154.25,200.59,205.48,239.26,608.03
16_Fe_1,CONF_0005,172.17,194.34,201.16,205.53,200.86,602.82
16_Fe_1,CONF_0006,107.59,124.64,198.37,203.13,261.20,600.18
16_Fe_1,CONF_0007,109.06,124.59,199.60,201.12,260.37,597.99
16_Fe_1,CONF_0008,137.61,165.27,199.40,200.25,233.84,601.71
16_Fe_1,CONF_0009,137.89,165.97,199.34,200.64,233.11,603.01
16_Fe_1,CONF_0010,107.55,124.66,198.39,203.13,261.24,600.19
16_Fe_1,CONF_0011,109.14,124.64,199.75,201.11,260.38,598.07
16_Fe_1,CONF_0012,137.86,165.96,199.28,200.62,233.11,603.05
16_Fe_1,CONF_0013,137.66,165.17,199.42,200.27,233.88,601.80
16_Fe_1,CONF_0014,107.56,124.68,198.44,203.11,261.27,600.17
16_Fe_1,CONF_0015,109.12,124.61,199.65,201.09,260.28,597.93
16_Fe_1,CONF_0016,107.32,125.28,198.74,203.10,261.49,599.56
16_Fe_1,CONF_0018,74.90,129.78,195.58,193.59,238.80,580.92
16_Fe_1,CONF_0020,102.47,168.64,201.59,201.61,262.01,600.34
16_Fe_1,CONF_0023,107.36,172.70,201.46,202.07,262.44,600.59
16_Fe_1,CONF_0024,226.70,236.06,387.44,372.43,334.58,387.73
16_Fe_1,CONF_0027,106.74,172.08,201.35,202.14,263.29,600.68
16_Fe_1,CONF_0028,99.76,168.13,198.96,485.88,235.34,590.68
16_Fe_1,CONF_0030,232.10,143.26,197.19,197.25,320.78,586.76
16_Fe_1,CONF_0031,217.58,167.52,198.50,197.18,220.36,582.75
16_Fe_1,CONF_0034,242.48,162.37,198.30,196.69,321.27,588.08
16_Fe_1,CONF_0036,216.14,166.30,197.49,197.20,220.51,582.27
16_Fe_1,CONF_0037,201.60,233.77,668.33,436.27,179.06,540.69
16_Fe_1,CONF_0038,240.92,161.40,198.36,195.94,320.61,588.03
16_Fe_1,CONF_0039,107.10,172.78,201.41,201.69,262.35,600.62
16_Fe_1,CONF_0040,107.16,172.68,201.41,201.84,262.48,600.63
16_Fe_1,CONF_0041,242.51,162.44,198.42,197.08,321.19,588.02
16_Fe_1,CONF_0044,106.65,172.23,201.42,202.10,263.00,601.02
16_Fe_1,CONF_0045,121.03,143.35,199.17,202.24,218.13,609.00
16_Fe_1,CONF_0046,113.95,146.30,199.14,202.92,208.98,608.67
16_Fe_1,CONF_0048,106.74,172.28,201.26,202.12,263.04,600.86
16_Fe_1,CONF_0049,230.38,167.12,199.25,197.11,236.07,590.28
175_Fe_2,CONF_0011,233.33,369.15,532.05,199.19,206.25,576.36
