mol1,mol2,rmsd
0.0,1.0,0.5945292654985045
0.0,2.0,2.190610398908214
0.0,3.0,0.5945945648941361
0.0,4.0,0.7589420256079576
0.0,5.0,2.1890452297843903
0.0,6.0,2.1881223671940093
0.0,7.0,0.5951307158524961
0.0,8.0,2.1895655798326654
0.0,9.0,2.062310875383218
0.0,10.0,2.1892610488123445
0.0,11.0,2.1888804130525767
0.0,12.0,2.0518899364806185
0.0,13.0,0.20651056794789296
0.0,14.0,2.178835610713565
0.0,15.0,2.1615525761575176
0.0,16.0,0.5954071098283635
0.0,17.0,2.191240203935262
0.0,18.0,2.061649939800275
0.0,19.0,1.1784493562741307
0.0,20.0,2.0704410879266826
0.0,21.0,2.065362451532898
0.0,22.0,0.766424836630259
0.0,23.0,0.9172235185411345
0.0,24.0,2.061546879645239
0.0,25.0,0.9945674236415727
0.0,26.0,0.9903060254498003
0.0,27.0,0.9904863571249011
0.0,28.0,0.9923367848835886
0.0,29.0,0.9942707486270578
0.0,30.0,0.9160055337187847
0.0,31.0,0.9150494807398294
0.0,32.0,0.9903469546251962
0.0,33.0,0.5940176138252689
0.0,34.0,0.5971709442657601
0.0,35.0,2.0611528942169985
0.0,36.0,0.9145137280288583
0.0,37.0,0.9133826104153883
0.0,38.0,0.9142332157802421
0.0,39.0,0.8932106265006066
1.0,2.0,2.230440748897619
1.0,3.0,0.007183463987931678
1.0,4.0,0.5496048662661343
1.0,5.0,2.2312760221468713
1.0,6.0,2.23130478464492
1.0,7.0,0.9133653305753495
1.0,8.0,2.229436280196852
1.0,9.0,1.9968416363637151
1.0,10.0,2.230068539777314
1.0,11.0,2.232378405012814
1.0,12.0,2.08483366005605
1.0,13.0,0.6675462494255598
1.0,14.0,2.071728615341361
1.0,15.0,2.054154950572846
1.0,16.0,0.9141105851803419
1.0,17.0,2.271274943046402
1.0,18.0,2.095949863019624
1.0,19.0,1.0820888692495705
1.0,20.0,2.0041827140780217
1.0,21.0,2.1000985751346506
1.0,22.0,0.5603601569248303
1.0,23.0,0.7664012407965964
1.0,24.0,2.0945377357984496
1.0,25.0,0.9306927434014179
1.0,26.0,0.9250163797894573
1.0,27.0,0.9215533590295926
1.0,28.0,0.8606244947636903
1.0,29.0,0.9305826905141062
1.0,30.0,0.7596130721848059
1.0,31.0,1.0629826987222502
1.0,32.0,0.8577575398459807
1.0,33.0,0.020768703880040037
