mol1,mol2,rmsd
0.0,1.0,0.009479086489399274
0.0,2.0,0.7352874095422034
0.0,3.0,0.7348533545552312
0.0,4.0,1.5744609980998194
0.0,5.0,0.77077526655777
0.0,6.0,1.1290238497208216
0.0,7.0,1.5103778827027656
0.0,8.0,1.1288373676617818
0.0,9.0,1.4643565121525945
0.0,10.0,1.8642841830210235
0.0,11.0,0.8679116614360108
0.0,12.0,1.545280490382059
0.0,13.0,1.4729869253122472
0.0,14.0,1.1418806750915838
0.0,15.0,1.0821292902707773
0.0,16.0,1.0844131597802542
0.0,17.0,1.091640413423476
1.0,2.0,0.7373592539934336
1.0,3.0,0.7368986343627923
1.0,4.0,1.5782175866811747
1.0,5.0,0.7672078337955356
1.0,6.0,1.1304574600453596
1.0,7.0,1.509296259566717
1.0,8.0,1.1302805639494133
1.0,9.0,1.467676965580321
1.0,10.0,1.865215491683541
1.0,11.0,0.868809579475603
1.0,12.0,1.5421521532186266
1.0,13.0,1.4762150299285979
1.0,14.0,1.135136562164924
1.0,15.0,1.0773021427133824
1.0,16.0,1.0813010859428616
1.0,17.0,1.0886565393992802
2.0,3.0,0.005365952890381448
2.0,4.0,1.7490323639952363
2.0,5.0,0.9740309727053046
2.0,6.0,0.6773069492318364
2.0,7.0,1.4060761704648248
2.0,8.0,0.675878880684325
2.0,9.0,1.176675862761204
2.0,10.0,1.456414788709233
2.0,11.0,0.33155052206047586
2.0,12.0,1.439762325574049
2.0,13.0,1.184812456331794
2.0,14.0,1.3217252229632
2.0,15.0,1.0636733275481265
2.0,16.0,0.9848982806588673
2.0,17.0,0.9868886969145925
3.0,4.0,1.7516162190791074
3.0,5.0,0.9730257827721159
3.0,6.0,0.679156679346954
3.0,7.0,1.4073040704876434
3.0,8.0,0.6777320138239932
3.0,9.0,1.1789797090966136
3.0,10.0,1.4568059780570026
3.0,11.0,0.33274085182212604
3.0,12.0,1.4398923872827858
3.0,13.0,1.1870282831170025
3.0,14.0,1.3209762668587153
3.0,15.0,1.063521888309793
3.0,16.0,0.9846240219269535
3.0,17.0,0.9866088877314548
4.0,5.0,1.8420512879203674
4.0,6.0,1.9638133993289097
4.0,7.0,2.2950118319811823
4.0,8.0,1.9628172074383226
4.0,9.0,1.402296482871993
4.0,10.0,2.324782299326871
4.0,11.0,1.8927353616713263
4.0,12.0,2.2279991930235425
4.0,13.0,1.4279359584178912
4.0,14.0,1.9324062584626511
4.0,15.0,1.7760922220072655
4.0,16.0,1.7542837097808717
4.0,17.0,1.7578896416297924
5.0,6.0,1.166407855171809
5.0,7.0,1.375989262575006
5.0,8.0,1.167527234334667
5.0,9.0,1.6954596207272787
5.0,10.0,1.9531894439878885
5.0,11.0,1.0108723627987022
5.0,12.0,1.3891315945657896
5.0,13.0,1.70375317737256
5.0,14.0,0.8919521478815704
5.0,15.0,0.982414998029579
5.0,16.0,1.1001156544268573
5.0,17.0,1.1141473747848396
6.0,7.0,0.9269775409664099
6.0,8.0,0.004120707917264299
6.0,9.0,1.3818912971279638
6.0,10.0,1.3437361500742713
6.0,11.0,0.48843862860137427
6.0,12.0,1.0371939756472643
6.0,13.0,1.392795743351766
6.0,14.0,1.3682788899775153
6.0,15.0,1.1895972734163125
6.0,16.0,1.1866421229520525
6.0,17.0,1.1897884670464611
7.0,8.0,0.930103417777039
7.0,9.0,1.9767363851895088
7.0,10.0,1.796598987121447
7.0,11.0,1.1466691026848788
7.0,12.0,0.42362157554931323
7.0,13.0,1.981930727421851
7.0,14.0,1.3139133125020372
7.0,15.0,1.1730460262153952
7.0,16.0,1.3791576053262409
7.0,17.0,1.3930162873287761
8.0,9.0,1.3796158782522308
8.0,10.0,1.3415395903747749
8.0,11.0,0.4881389102301156
8.0,12.0,1.0401267092660595
8.0,13.0,1.3904950270024934
8.0,14.0,1.3704180576466558
8.0,15.0,1.1901604377930588
8.0,16.0,1.186239282685819
8.0,17.0,1.1893215715691934
9.0,10.0,1.1709441137603882
9.0,11.0,1.3086388848637807
9.0,12.0,1.9239815635789543
9.0,13.0,0.04096865597814771
9.0,14.0,1.5864246749075435
9.0,15.0,1.319452732849673
9.0,16.0,1.0823957403321738
9.0,17.0,1.0705705973048598
10.0,11.0,1.43015776525213
10.0,12.0,1.7336131491250657
10.0,13.0,1.1488732450712793
10.0,14.0,1.67594408106687
10.0,15.0,1.4786878506566377
10.0,16.0,1.2328311670887537
10.0,17.0,1.2160305771144422
11.0,12.0,1.2080012455643074
11.0,13.0,1.3173080063013471
11.0,14.0,1.1891268131520862
11.0,15.0,1.055361580170487
11.0,16.0,1.0287452967488278
11.0,17.0,1.0334184993506255
12.0,13.0,1.930041564805858
12.0,14.0,1.274804898164722
12.0,15.0,1.1571997491084773
12.0,16.0,1.340932746098659
12.0,17.0,1.3537078017786752
13.0,14.0,1.5841741767163382
13.0,15.0,1.3184051725828936
13.0,16.0,1.0742023796817384
13.0,17.0,1.0617160745566905
14.0,15.0,0.5462630461988696
14.0,16.0,0.7364803848031337
14.0,17.0,0.7547134318041256
15.0,16.0,0.3657850921822045
15.0,17.0,0.39092282010768037
16.0,17.0,0.025962066280264196
